_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
27,14,,,1680690452,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004167580000284943,0.018514203999984602,0.0014633259997935966,1.0,0.008469885000522481,416.0,10.969075202941895,0.026858956999603834,0.05638082600034977,0.0,0.0001,0.0006576960004167631,0.0,12.0
28,14,,,1680690452,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041626100028224755,0.01818911400005163,0.0020947780003552907,1.0,0.00827113599916629,448.0,10.780729293823242,0.027238624999881722,0.05716242200014676,0.0,0.0001,0.0009525080004095798,0.0,13.0
29,14,,,1680690452,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043844700030604145,0.01853567699981795,0.002039078000052541,1.0,0.008356305000233988,480.0,10.82876968383789,0.026838724999834085,0.05704301599962491,0.0,0.0001,0.0008347839993803063,0.0,14.0
30,14,,,1680690452,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042618699990271125,0.018267368999659084,0.002163102999475086,1.0,0.00847322199933842,512.0,10.933784484863281,0.02704125299987936,0.057170803998815245,0.0,0.0001,0.0007996700005605817,0.0,15.0
31,14,,,1680690452,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041651599985925714,0.018349250000028405,0.0020768289996340172,1.0,0.008488845999636396,544.0,10.950937271118164,0.027062223000029917,0.057258984998952656,0.0,0.0001,0.0008653209997646627,0.0,16.0
32,14,,,1680690452,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042244699943694286,0.0185402660008549,0.002195690999542421,1.0,0.00851583399980882,576.0,11.009292602539062,0.026845421999496466,0.057372249998479674,0.0,0.0001,0.0008525899993401254,0.0,17.0
33,14,,,1680690452,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042356500034657074,0.018074411999805307,0.002158575000066776,1.0,0.008438589999968826,608.0,10.86631965637207,0.02749364100054663,0.0574996840005042,0.0,0.0001,0.0009109009997700923,0.0,18.0
34,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041092799983744044,0.01828362499963987,0.0021041509999122354,1.0,0.008631342000626319,640.0,11.032506942749023,0.026958803000525222,0.05746723400079645,0.0,0.0001,0.0010783850002553663,0.0,19.0
35,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004069520000484772,0.01814270600061718,0.0021141429997442174,1.0,0.008618629999546101,672.0,10.81991195678711,0.0271577060002528,0.05730232400037494,0.0,0.0001,0.0008621870001661591,0.0,20.0
36,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043230000028415816,0.01826020599946787,0.002147496999896248,1.0,0.00850308499957464,704.0,10.860676765441895,0.027177283999662905,0.05744599299850961,0.0,0.0001,0.0009256209996237885,0.0,21.0
37,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000404843000069377,0.018288621000465355,0.0020679490007751156,1.0,0.008511287000146694,736.0,10.907451629638672,0.02701881500070158,0.05700401900230645,0.0,0.0001,0.0007125040001483285,0.0,22.0
38,15,,,1680690453,2.966666666666667,0.0,0.19599999999999795,9459.929088,0.10214533706297642,51651.0,0.6403555021154982,3499.859968,168.0,9298.04288,0.0,0.0,0.0,9.133333333333333,31273.0,86.64392828958361,197006.135296,2.719744,1496.0,0.06700000000000728,8411.77088,0.0,871913.0,6.7,2.8666666666666667,31153.823744,116.0,0.00041694799983815756,0.018380731999968702,0.0020801399996344117,,,,,0.027151149999554036,,,,,,
39,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.008602289000009478,768.0,10.87427043914795,,0.057598530998802744,0.0,0.0001,0.0009672719997979584,0.0,23.0
40,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00044727099975716555,0.0182971849999376,0.002187619000324048,1.0,0.008478921000460105,800.0,11.020668983459473,0.02713973500067368,0.05725575600172306,0.0,0.0001,0.0007050250005704584,0.0,24.0
41,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004216489996906603,0.01807263399950898,0.002136129000064102,1.0,0.008511656999871775,832.0,10.918959617614746,0.02725565800028562,0.05697318799957429,0.0,0.0001,0.0005754610001531546,0.0,25.0
42,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00040376400011155056,0.01815026299937017,0.002091199999995297,1.0,0.008590755999648536,864.0,10.863866806030273,0.027312501000778866,0.057576082999730716,0.0,0.0001,0.0010275989998262958,0.0,26.0
43,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004099569996469654,0.018253035000270756,0.0021288739999363315,1.0,0.008603950000178884,896.0,10.916091918945312,0.027183090999642445,0.05747885700020561,0.0,0.0001,0.0008999500005302252,0.0,27.0
44,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042956499964930117,0.01828405699961877,0.0021180559997446835,1.0,0.00845136000043567,928.0,10.889423370361328,0.027148738000505546,0.05701041800057283,0.0,0.0001,0.0005786420006188564,0.0,28.0
45,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000426081000114209,0.018174138000176754,0.0021275919998515747,1.0,0.008539851999557868,960.0,10.88910961151123,0.027153169000484922,0.05698627500078146,0.0,0.0001,0.0005654430005961331,0.0,29.0
46,15,,,1680690453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004190070003460278,0.018672925999453582,0.002160633000130474,1.0,0.008515458999681869,992.0,10.924793243408203,0.026950934000524285,0.05728245899990725,0.0,0.0001,0.0005634999997710111,0.0,30.0
47,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00040504000025975984,0.018312799999876006,0.00217028799943364,1.0,0.008624307999525627,1024.0,10.936179161071777,0.027008201999706216,0.057569788998080185,0.0,0.0001,0.001049150999278936,0.0,31.0
48,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042051599939441076,0.018622641000547446,0.0021032199992987444,1.0,0.008502345000124478,1056.0,10.996651649475098,0.026883532000283594,0.05756717500025843,0.0,0.0001,0.0010349210006097564,0.0,32.0
49,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00043696600005205255,0.018096454000442463,0.002174870000089868,1.0,0.008467327000289515,1088.0,10.805121421813965,0.027283799000542786,0.057325208001202554,0.0,0.0001,0.0008657919997858698,0.0,33.0
50,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004049379995194613,0.018389969000054407,0.0021220190001258743,1.0,0.008600131999628502,1120.0,10.96076774597168,0.026936803000353393,0.05747949999931734,0.0,0.0001,0.001025638999635703,0.0,34.0
51,16,,,1680690454,2.966666666666667,0.0,0.24800000000001887,9464.098816,0.05311529735956443,67982.0,1.9652420622383058,3499.864064,181.0,9298.08384,0.0,0.0,0.0,9.133333333333333,42123.0,82.41977140821592,197001.281536,2.719744,1710.0,0.07100000000002638,8412.061696,0.0,884932.0,6.7,2.8666666666666667,31154.085888,121.0,,,0.0021115990002726903,,,,,,,,,,,
52,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041680000049382215,0.020095289999517263,,1.0,0.008559924000110186,1152.0,10.83674144744873,0.025704861000122037,0.05795605500043166,0.0,0.0001,0.0010675809999156627,0.0,35.0
53,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00040887399973144056,0.018279983999491378,0.002136933000656427,1.0,0.008604605999607884,1184.0,10.787012100219727,0.027189200000066194,0.05864628699964669,0.0,0.0001,0.0020266900000933674,0.0,36.0
54,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004200670000500395,0.01870673700068437,0.0014559609999196255,1.0,0.008511748999808333,1216.0,10.989547729492188,0.02662067900018883,0.05670212600034574,0.0,0.0001,0.0009869329996945453,0.0,37.0
55,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004072780002388754,0.01992297300057544,0.0020541670000966405,1.0,0.007945602000290819,1248.0,10.92282485961914,0.026403524000670586,0.057622007001555176,0.0,0.0001,0.0008884629996828153,0.0,38.0
56,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00047098499999265186,0.020311593999394972,0.0020968850003555417,1.0,0.007323669999095728,1280.0,10.937788963317871,0.02640469500056497,0.05791100299938989,0.0,0.0001,0.0013031739999860292,0.0,39.0
57,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004318129995226627,0.0197459599994545,0.0021555549992626766,1.0,0.008618555999419186,1312.0,10.7998046875,0.025436885000090115,0.05746859399823734,0.0,0.0001,0.0010798250004881993,0.0,40.0
58,16,,,1680690454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004057969999848865,0.018745804999525717,0.0020691890003945446,1.0,0.008668804000080854,1344.0,10.923041343688965,0.02657911200003582,0.05719681099981244,0.0,0.0001,0.0007281039997906191,0.0,41.0
59,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004981280007996247,0.01997983599994768,0.0021332260002964176,1.0,0.008667844000228797,1376.0,11.092055320739746,0.025456217999817454,0.05784672200024943,0.0,0.0001,0.0011114699991594534,0.0,42.0
60,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004131250007048948,0.01831462400059536,0.002117149999321555,1.0,0.00866948700058856,1408.0,10.949169158935547,0.027016363999791793,0.05722419700032333,0.0,0.0001,0.0006934469993211678,0.0,43.0
61,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000437388000136707,0.01993074100028025,0.0020666909995270544,1.0,0.008674400000018068,1440.0,10.89563274383545,0.0254801889996088,0.057133051000164414,0.0,0.0001,0.0005436420005935361,0.0,44.0
62,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004040509993501473,0.01893770599963318,0.0020833489998040022,1.0,0.008655397999973502,1472.0,10.992073059082031,0.02658637100012129,0.05767785099942557,0.0,0.0001,0.001010976000543451,0.0,45.0
63,17,,,1680690455,3.0000000000000004,0.0,0.30000000000001137,9472.815104,0.04904133176830098,95591.0,3.7549903691353697,3499.859968,193.0,9298.087936,0.0,0.0,0.0,8.933333333333334,61286.0,99.83904403325465,196992.856064,2.719744,1907.0,0.07500000000004547,8412.086272,0.0,907928.0,6.7,2.933333333333333,31154.085888,830.0,0.00039262799964490114,0.020081234999452136,0.0022024760000931565,,0.006750587999704294,,,0.027121371000248473,,,,,,
64,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1504.0,10.565625190734863,,0.05707829699895228,0.0,0.0001,0.0005299989998093224,0.0,46.0
65,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004175320000285865,0.01900205200035998,0.002031371000157378,1.0,0.008626343999821984,1536.0,10.838577270507812,0.0260831790001248,0.057290857000225515,0.0,0.0001,0.001130378999732784,0.0,47.0
66,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039573400044901064,0.018011768000178563,0.0021060730005046935,1.0,0.008496696000293014,1568.0,10.916940689086914,0.027626395999504894,0.05741983700045239,0.0,0.0001,0.0007831699995222152,0.0,48.0
67,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00039182399996207096,0.01775822500076174,0.00207038200005627,1.0,0.008527116999175632,1600.0,10.90539264678955,0.027710693000699393,0.05751028100075928,0.0,0.0001,0.0010520400001041708,0.0,49.0
68,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041242800034524407,0.01816031899943482,0.002092618999995466,1.0,0.008690054999533459,1632.0,11.01126766204834,0.02721641100015404,0.05736958899979072,0.0,0.0001,0.0007977570003276924,0.0,50.0
69,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004052559997944627,0.01847680599985324,0.0021371980001276825,1.0,0.008462015000077372,1664.0,10.9765625,0.02708736000022327,0.057605996999882336,0.0,0.0001,0.0010373619998063077,0.0,51.0
70,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003817489996436052,0.017791542999475496,0.002159243000278366,1.0,0.00852101600048627,1696.0,11.019645690917969,0.02770447700004297,0.05706745899988164,0.0,0.0001,0.0005094309999549296,0.0,52.0
71,17,,,1680690455,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003957270000682911,0.018225351000182854,0.002138787000149023,1.0,0.00856170299994119,1728.0,10.973241806030273,0.027264866999757942,0.057339012000738876,0.0,0.0001,0.000752577000639576,0.0,53.0
72,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00042302200017729774,0.017995307000091998,0.002184452999244968,1.0,0.008482148000439338,1760.0,10.858695983886719,0.02760014199975558,0.057224580999900354,0.0,0.0001,0.000539509000191174,0.0,54.0
73,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003890309999405872,0.01787477499965462,0.0017434219998904155,1.0,0.008510491999913938,1792.0,10.922499656677246,0.02755592399989837,0.05682134799917549,0.0,0.0001,0.0007477039998775581,0.0,55.0
74,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038542299989785533,0.018141286999707518,0.002128608000020904,1.0,0.00867288900008134,1824.0,10.823356628417969,0.027611858999989636,0.05751743299970258,0.0,0.0001,0.0005773670000053244,0.0,56.0
75,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003901170002791332,0.01766427699931228,0.0021650110002155998,1.0,0.008620089000032749,1856.0,10.79139232635498,0.027757374999964668,0.05713105300037569,0.0,0.0001,0.0005341840005712584,0.0,57.0
76,18,,,1680690456,3.0000000000000004,0.0,0.35600000000002296,9487.106048,0.13487341587831733,124077.0,4.008452927109409,3499.855872,210.0,9298.100224,0.0,0.0,0.0,8.933333333333334,79161.0,94.85605190728809,196978.688,2.719744,2095.0,0.08100000000001728,8412.110848,0.0,930747.0,6.7,2.933333333333333,31154.085888,904.0,0.0003935029999411199,0.01890155799992499,0.0020922169996993034,,,,,,,,,,,
77,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.008668779000799987,1888.0,11.009191513061523,0.026464891000614443,0.05709042600028624,0.0,0.0001,0.0005694779993064003,0.0,58.0
78,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00041711999983817805,0.017850232999990112,0.002056207000350696,1.0,0.008671867999510141,1920.0,10.850030899047852,0.027453434000562993,0.05742141700011416,0.0,0.0001,0.0009725549998620409,0.0,59.0
79,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003955120000682655,0.01825058499980514,0.0021462309996422846,1.0,0.008674874000462296,1952.0,10.786396980285645,0.02717265299997962,0.05723092700009147,0.0,0.0001,0.0005910720001338632,0.0,60.0
80,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003906339998138719,0.01805281799988734,0.0018714670004555956,1.0,0.00863589199980197,1984.0,10.73854923248291,0.027269285000329546,0.05716344000029494,0.0,0.0001,0.0009433440000066184,0.0,61.0
81,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003962579994549742,0.018044371999167197,0.002033891999417392,1.0,0.008690544000273803,2016.0,10.893939018249512,0.027375700000447978,0.05706144699888682,0.0,0.0001,0.000520681000125478,0.0,62.0
82,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003881580005327123,0.01795074899928295,0.002096303000143962,1.0,0.00865590300054464,2048.0,10.949264526367188,0.027571368999815604,0.05778256200028409,0.0,0.0001,0.0011200799999642186,0.0,63.0
83,18,,,1680690456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00038817099994048476,0.01817201700032456,0.00217358499958209,1.0,0.00865689499914879,2080.0,10.85431957244873,0.02735641500021302,0.05728432499927294,0.0,0.0001,0.0005372420000639977,0.0,64.0
84,19,,,1680690457,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003874200001519057,0.018107140999745752,0.002203869999902963,1.0,0.008682781000061368,2112.0,10.903260231018066,0.027238271999522112,0.05727853599910304,0.0,0.0001,0.0006590519997189404,0.0,65.0
85,19,,,1680690457,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003976799998781644,0.01796691700019437,0.0021394840005086735,1.0,0.008528364000085276,2144.0,10.953601837158203,0.02776042999994388,0.057297713000480144,0.0,0.0001,0.0005048379998697783,0.0,66.0
