01_general/dataset_iteration_count,cpu/interrupts/soft_interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,02_timing/dataload_time_s,disk/counter/disk_write_sys_count,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,02_timing/dataload_cuda_move_time_s,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/opt_step_time_s,memory/total_memory_sys_MB,cpu/interrupts/interrupts_count,cpu/load/avg_sys_load_five_min_percent,01_general/lr,cpu/logical_core_count,01_general/step_based_sps,process/involuntary_proc_ctx_switches,02_timing/backward_time_s,process/voluntary_proc_ctx_switches,bandwidth/disk_read_sys_bandwidth_MBs,_runtime,memory/used_memory_sys_percent,process/memory/resident_set_size_proc_MB,01_general/locally_processed_samples,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/forward_time_s,01_general/minibatch_loss,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/shared_memory_proc_MB,_timestamp,01_general/step,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,_step,memory/used_memory_sys_MB
0.0,,,,,0.06709396800215472,0.0009387950012751389,,,,0.00015676700058975257,,,2.176999259972945e-06,,,,0.0001,,476.9430241325467,,0.0472809260008944,,,19,,,960.0,,0.018180570999902557,12.574511528015137,,,,,,,1680630918.0,29.0,0.000534732000232907,,,,48,
0.0,,,,,0.06765077499949257,0.0009045339993463131,,,,0.00014979800107539631,,,1.5480000001844019e-06,,,,0.0001,,473.01749315126136,,0.048227249999399646,,,19,,,992.0,,0.017731644000377855,12.605022430419922,,,,,,,1680630918.0,30.0,0.0006360009992931737,,,,49,
,29089.0,0.12566079294746083,0.0,2.719744,,,164.0,0.0,37948.0,0.00015870700008235872,0.0,0.04494041057951614,,,39095.0,3.6666666666666665,,,,363.0,,599.0,0.0,19,2.9,3343.446016,,4.933333333333334,,,0.0,0.22800000000000864,204886.007808,0.051999999999964075,5236.813824,651.579392,1680630918.0,,,1.3333333333333335,63.926577031861015,26745.892864,50,4426.40384
0.0,,,,,0.06755123600123625,0.0008763050009292783,,,,,,,1.4239994925446808e-06,,,,0.0001,,473.7145001967747,,0.046361721000721445,,,19,,,1024.0,,0.0196096130002843,12.759588241577148,,,,,,,1680630918.0,31.0,0.0005434659997263225,,,,51,
0.0,,,,,0.06660862900025677,0.00071514100091008,,,,0.00014780899982724804,,,1.417998646502383e-06,,,,0.0001,,480.41823529916286,,0.046708146001037676,,,19,,,1056.0,,0.018550213000708027,12.698945999145508,,,,,,,1680630918.0,32.0,0.0004859019991272362,,,,52,
0.0,,,,,0.06784339100158832,0.0011120979997940594,,,,0.00015987400001904462,,,1.923001036630012e-06,,,,0.0001,,471.67453642243254,,0.04759776500031876,,,19,,,1088.0,,0.01840527199965436,12.672676086425781,,,,,,,1680630918.0,33.0,0.0005664590007654624,,,,53,
0.0,,,,,0.06775510900297377,0.0010548130012466572,,,,0.000172918000316713,,,1.344000338576734e-06,,,,0.0001,,472.2891080965647,,0.04698837900104991,,,19,,,1120.0,,0.018876619998991373,12.59738826751709,,,,,,,1680630918.0,34.0,0.000661035001030541,,,,54,
0.0,,,,,0.06713256899820408,0.0011008109995600535,,,,0.0001559650008857716,,,1.553999027237296e-06,,,,0.0001,,476.6687835356943,,0.04690545000084967,,,19,,,1152.0,,0.01842956299879006,12.656720161437988,,,,,,,1680630918.0,35.0,0.0005392259990912862,,,,55,
0.0,,,,,0.06741360599698965,0.0008929350005928427,,,,0.00015647699910914525,,,1.2790005712304264e-06,,,,0.0001,,474.6816243805288,,0.04685401699862268,,,20,,,1184.0,,0.018988664998687454,12.597284317016602,,,,,,,1680630919.0,36.0,0.0005202329994062893,,,,56,
0.0,,,,,0.067627751001055,0.000999384999886388,,,,0.0001625340009923093,,,1.67500002135057e-06,,,,0.0001,,473.1785328703419,,0.04783464899992396,,,20,,,1216.0,,0.018110891000105767,12.793695449829102,,,,,,,1680630919.0,37.0,0.0005186170001252322,,,,57,
0.0,,,,,0.0673755389998405,0.0009051300003193319,,,,0.00015792399972269777,,,1.4399993233382702e-06,,,,0.0001,,474.9498182133393,,0.04764897899985954,,,20,,,1248.0,,0.018135390000679763,12.659996032714844,,,,,,,1680630919.0,38.0,0.0005266759999358328,,,,58,
0.0,,,,,0.06680886200047098,0.000756933999582543,,,,0.00016579099974478595,,,1.570000677020289e-06,,,,0.0001,,478.9783726562265,,0.04641549999905692,,,20,,,1280.0,,0.018836208000720944,12.611257553100586,,,,,,,1680630919.0,39.0,0.000632859000688768,,,,59,
,35919.0,0.32519983908572775,0.0,2.719744,,,174.0,0.0,49408.0,0.0001574039997649379,0.0,0.040871500229580075,,,46007.0,3.6666666666666665,,,,417.0,,717.0,0.0,20,2.9,3343.458304,,4.933333333333334,0.01811789699968358,,0.0,0.27199999999999136,204883.902464,0.055999999999983174,5236.81792,651.579392,1680630919.0,,0.000503618000948336,1.3333333333333335,69.36950499433485,26745.892864,60,4428.283904
0.0,,,,,0.06757778600149322,0.0007488930004910799,,,,,,,1.3419994502328336e-06,,,,0.0001,,473.52838696569484,,0.048048632001155056,,,20,,,1312.0,,,12.6640625,,,,,,,1680630919.0,40.0,,,,,61,
0.0,,,,,0.06733990399879985,0.0009580419991834788,,,,0.00015869100025156513,,,1.5999994502635673e-06,,,,0.0001,,475.201152656385,,0.047007667999423575,,,20,,,1344.0,,0.018709362999288714,12.634632110595703,,,,,,,1680630919.0,41.0,0.0005045400012022583,,,,62,
0.0,,,,,0.06770803600193176,0.0011794870006269775,,,,0.0001588929990248289,,,1.5229998098220676e-06,,,,0.0001,,472.61746004694356,,0.04756705600084388,,,20,,,1376.0,,0.018245373001263943,12.682373046875,,,,,,,1680630919.0,42.0,0.0005557040003623115,,,,63,
0.0,,,,,0.06747112199809635,0.0008467370007565478,,,,0.00017115599985118024,,,1.5759997040731832e-06,,,,0.0001,,474.2769803191187,,0.04676553799981775,,,20,,,1408.0,,0.019045675999223022,12.705957412719727,,,,,,,1680630919.0,43.0,0.0006404389987437753,,,,64,
0.0,,,,,0.06769976099894848,0.0009151060003205203,,,,0.00017535099868837278,,,1.3210010365583003e-06,,,,0.0001,,472.67522850630195,,0.04775208799946995,,,20,,,1440.0,,0.018325766999623738,12.696795463562012,,,,,,,1680630919.0,44.0,0.0005301279998093378,,,,65,
0.0,,,,,0.06778775399652659,0.0010483489986654604,,,,0.00015764999989187345,,,1.5589994291076437e-06,,,,0.0001,,472.0616647313564,,0.046113803999105585,,,20,,,1472.0,,0.01992365600017365,12.75551986694336,,,,,,,1680630919.0,45.0,0.0005427359992609126,,,,66,
