01_general/dataset_iteration_count,cpu/interrupts/soft_interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,02_timing/dataload_time_s,disk/counter/disk_write_sys_count,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,02_timing/dataload_cuda_move_time_s,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/opt_step_time_s,memory/total_memory_sys_MB,cpu/interrupts/interrupts_count,cpu/load/avg_sys_load_five_min_percent,01_general/lr,cpu/logical_core_count,01_general/step_based_sps,process/involuntary_proc_ctx_switches,02_timing/backward_time_s,process/voluntary_proc_ctx_switches,bandwidth/disk_read_sys_bandwidth_MBs,_runtime,memory/used_memory_sys_percent,process/memory/resident_set_size_proc_MB,01_general/locally_processed_samples,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/forward_time_s,01_general/minibatch_loss,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/shared_memory_proc_MB,_timestamp,01_general/step,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,_step,memory/used_memory_sys_MB
0.0,,,,,0.06785876200228813,0.0005967340002825949,,,,0.0001517450000392273,,,1.5449986676685512e-06,,,,0.0001,,471.56769525092415,,0.04866461700112268,,,96,,,23936.0,,0.017915530001118896,12.627567291259766,,,,,,,1680630995.0,747.0,0.000528591001057066,,,,844,
0.0,,,,,0.06774529000176699,0.000620332000835333,,,,0.00017165900135296397,,,1.6619997040834278e-06,,,,0.0001,,472.3575616720417,,0.04841137099901971,,,96,,,23968.0,,0.018021618001512252,12.596794128417969,,,,,,,1680630995.0,748.0,0.0005186479993426474,,,,845,
0.0,,,,,0.0685986859989498,0.0008157159991242224,,,,0.00014947700037737377,,,1.6249996406259015e-06,,,,0.0001,,466.4812384378601,,0.049172724999152706,,,97,,,24000.0,,0.0179484020009113,12.778253555297852,,,,,,,1680630996.0,749.0,0.0005107409997435752,,,,846,
0.0,,,,,0.06870324099691061,0.0009178069994959515,,,,0.0001643779996811645,,,1.998998413910158e-06,,,,0.0001,,465.771330954226,,0.047060996999789495,,,97,,,24032.0,,0.020070545999260503,12.725400924682617,,,,,,,1680630996.0,750.0,0.00048751400026958436,,,,847,
0.0,,,,,0.06826201699732337,0.0007829289988876553,,,,0.0001698260002740426,,,1.7549991753185168e-06,,,,0.0001,,468.7819289203651,,0.048616668000249774,,,97,,,24064.0,,0.018115856999429525,12.7418794631958,,,,,,,1680630996.0,751.0,0.000574981999307056,,,,848,
0.0,,,,,0.0682326779988216,0.0009523619992251042,,,,0.0001552480007376289,,,1.4119996194494888e-06,,,,0.0001,,468.98349791507013,,0.04872025899931032,,,97,,,24096.0,,0.01792359600040072,12.797794342041016,,,,,,,1680630996.0,752.0,0.0004798009995283792,,,,849,
0.0,,,,,0.06809108299967193,0.0008998369994515087,,,,0.00019468899881758261,,,1.6260000847978517e-06,,,,0.0001,,469.9587462892047,,0.048529663999943295,,,97,,,24128.0,,0.01793285600069794,12.713269233703613,,,,,,,1680630996.0,753.0,0.0005324110006768024,,,,850,
0.0,,,,,0.06872994200239191,0.0009802830008993624,,,,0.00018317899957764894,,,1.6730009519960731e-06,,,,0.0001,,465.5903827022923,,0.0481013240005268,,,97,,,24160.0,,0.01881562700145878,12.791666984558105,,,,,,,1680630996.0,754.0,0.0006478559989773203,,,,851,
,509058.0,0.14472435721663285,0.0,2.719744,,,1205.0,0.0,743350.0,0.00015230899953166954,0.0,0.044945551689598934,,,513520.0,4.7,,,,5384.0,,8824.0,0.0,97,2.9,3344.089088,,5.2,,,0.0,3.8079999999999927,204859.1872,0.5,5237.796864,651.579392,1680630996.0,,,6.366666666666666,61.83622886957096,26746.679296,852,4453.388288
0.0,,,,,0.06797359899610456,0.0008432339982391568,,,,,,,1.4779998309677467e-06,,,,0.0001,,470.7710121665599,,0.04707699599930493,,,97,,,24192.0,,0.019374171999515966,12.8037109375,,,,,,,1680630996.0,755.0,0.0005254099996818695,,,,853,
0.0,,,,,0.06773158000032709,0.0008729700002731988,,,,0.00016387399955419824,,,1.65599885804113e-06,,,,0.0001,,472.4531747206468,,0.04824425600054383,,,97,,,24224.0,,0.01793225099936535,12.655692100524902,,,,,,,1680630996.0,756.0,0.0005165730017324677,,,,854,
0.0,,,,,0.06842125300318003,0.0007513159998779884,,,,0.0001500430007581599,,,1.5410005289595574e-06,,,,0.0001,,467.6909380556467,,0.049412187001507846,,,97,,,24256.0,,0.01760780299991893,12.68277359008789,,,,,,,1680630996.0,757.0,0.0004983630005881423,,,,855,
0.0,,,,,0.06818999199822429,0.000809936000223388,,,,0.00015523699948971625,,,1.5459991118405014e-06,,,,0.0001,,469.27707515837955,,0.049204168000869686,,,98,,,24288.0,,0.01752451499851304,12.708390235900879,,,,,,,1680630997.0,758.0,0.0004945900000166148,,,,856,
0.0,,,,,0.06756404800216842,0.0008705509990249993,,,,0.00014426300003833603,,,1.6660014807712287e-06,,,,0.0001,,473.6246709044577,,0.04786538900043524,,,98,,,24320.0,,0.018042222000076436,12.703125,,,,,,,1680630997.0,759.0,0.0006399570011126343,,,,857,
0.0,,,,,0.06869730999824242,0.000943580000239308,,,,0.0001533699996798532,,,1.6579997463850304e-06,,,,0.0001,,465.81154343334117,,0.04907853299846465,,,98,,,24352.0,,0.018009491999691818,12.717708587646484,,,,,,,1680630997.0,760.0,0.0005106770004204009,,,,858,
