03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
644,39.82918588237697,1,640,0,395.18,36,0,10.0,39.82918588237697,1683037037,0,,,,,,,,,,,,,,,
1306,229.36665366389502,1,1280,1,65.74,37,0,10.0,229.36665366389502,1683037038,0,640.0,0.0,39.83,0.0,,,,,,,,,,,
1973,466.0960573955418,1,1920,2,30.92,38,0,7.73,466.0960573955418,1683037039,0,1280.0,0.0,229.37,0.0,,,,,,,,,,,
4216,532.0296750979438,1,2560,3,22.87,42,0,5.72,532.0296750979438,1683037043,0,1920.0,0.0,466.1,0.0,,,,,,,,,,,
5489,821.9679010737116,2,5408,4,13.26,43,0,5.3,821.9679010737116,1683037044,0,2560.0,0.0,532.03,0.0,,,,,,,,,,,
6801,1038.256081910215,2,6688,5,9.23,45,0,3.69,1038.256081910215,1683037046,0,4832.0,0.0,539.92,0.0,576.0,0.0,0.0,282.04,,,,,,,
8101,1085.4314136632465,2,7968,6,7.63,46,0,3.05,1085.4314136632465,1683037047,0,5472.0,0.0,537.71,0.0,1216.0,0.0,0.0,500.55,,,,,,,
9391,1088.3017491625637,2,9280,7,6.43,47,0,2.57,1088.3017491625637,1683037048,0,6112.0,0.0,541.57,0.0,1856.0,0.0,0.0,543.86,,,,,,,
10857,1087.5444346332667,2,10720,8,5.08,48,0,2.03,1087.5444346332667,1683037049,0,6752.0,0.0,538.87,0.0,2528.0,0.0,0.0,549.44,,,,,,,
12154,1090.0377690912735,2,12000,9,3.88,50,0,1.55,1090.0377690912735,1683037051,0,7456.0,0.0,539.15,0.0,3264.0,0.0,0.0,548.4,,,,,,,
13449,1090.8406556549749,2,13344,10,2.69,51,0,1.08,1090.8406556549749,1683037052,0,8096.0,0.0,539.83,0.0,3904.0,0.0,0.0,550.2,,,,,,,
14736,1087.1275029823114,2,14624,11,1.52,52,0,0.61,1087.1275029823114,1683037053,0,8768.0,0.0,540.58,0.0,4576.0,0.0,0.0,550.26,,,,,,,
16030,1083.8560774533005,2,15904,12,0.33,53,0,0.5,1083.8560774533005,1683037054,0,9408.0,0.0,541.33,0.0,5216.0,0.0,0.0,545.8,,,,,,,
17323,1086.3114883836665,2,16416,13,0.0,54,0,0.5,1086.3114883836665,1683037055,0,10048.0,0.0,536.69,0.0,5856.0,0.0,0.0,547.17,,,,,,,
293,1045.1285331536455,2,160,14,15.4,55,1,6.16,1045.1285331536455,1683037056,0,10304.0,0.0,537.16,0.0,6112.0,0.0,0.0,549.15,,,,,,,
1562,1064.611120007316,2,1440,15,13.92,57,1,5.57,1064.611120007316,1683037058,0,64.0,1.0,525.9,0.0,96.0,1.0,0.0,519.23,19.756580498069525,0.0,16416.0,16416.0,0.0,830.9130216944201,1.0
2846,1073.671132911097,2,2720,16,12.61,58,1,5.04,1073.671132911097,1683037059,0,736.0,1.0,539.74,0.0,704.0,1.0,0.0,524.87,,,,,,,
4112,1057.4332712143494,2,3968,17,11.61,59,1,4.64,1057.4332712143494,1683037060,0,1376.0,1.0,543.62,0.0,1344.0,1.0,0.0,530.05,,,,,,,
5371,1055.7499728462012,2,5248,18,10.43,60,1,4.17,1055.7499728462012,1683037061,0,2016.0,1.0,539.42,0.0,1952.0,1.0,0.0,518.01,,,,,,,
6643,1065.1121607694731,2,6528,19,9.15,61,1,3.66,1065.1121607694731,1683037062,0,2656.0,1.0,540.23,0.0,2592.0,1.0,0.0,515.52,,,,,,,
7901,1061.1939512302554,2,7776,20,7.99,63,1,3.2,1061.1939512302554,1683037064,0,3296.0,1.0,538.01,0.0,3232.0,1.0,0.0,527.1,,,,,,,
9157,1052.3494515270604,2,9024,21,6.87,64,1,2.75,1052.3494515270604,1683037065,0,3936.0,1.0,536.07,0.0,3840.0,1.0,0.0,525.12,,,,,,,
10434,1069.2553143739412,2,10304,22,5.56,65,1,2.23,1069.2553143739412,1683037066,0,4576.0,1.0,537.23,0.0,4448.0,1.0,0.0,515.12,,,,,,,
11709,1069.0937813850892,2,11584,23,4.37,66,1,1.75,1069.0937813850892,1683037067,0,5216.0,1.0,537.98,0.0,5088.0,1.0,0.0,531.28,,,,,,,
12975,1063.916952584897,2,12832,24,3.2,67,1,1.28,1063.916952584897,1683037068,0,5856.0,1.0,528.11,0.0,5728.0,1.0,0.0,540.98,,,,,,,
14247,1070.5141164163058,2,14112,25,2.0,69,1,0.8,1070.5141164163058,1683037070,0,6464.0,1.0,521.51,0.0,6368.0,1.0,0.0,542.41,,,,,,,
15513,1063.4529257639501,2,15392,26,0.82,70,1,0.5,1063.4529257639501,1683037071,0,7104.0,1.0,531.95,0.0,7008.0,1.0,0.0,538.56,,,,,,,
16771,1061.5489445414796,2,16416,27,0.0,71,1,0.5,1061.5489445414796,1683037072,0,7744.0,1.0,533.03,0.0,7648.0,1.0,0.0,530.42,,,,,,,
18028,1061.5489445414796,2,16416,28,0.0,72,1,0.5,1061.5489445414796,1683037073,0,8256.0,1.0,532.78,0.0,8160.0,1.0,0.0,528.77,,,,,,,
