process/memory/text_resident_set_proc_MB,01_general/lr,process/voluntary_proc_ctx_switches,_step,memory/used_memory_sys_MB,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_five_min_percent,_runtime,02_timing/forward_time_s,cpu/interrupts/interrupts_count,02_timing/dataload_cuda_move_time_s,process/memory/dirty_pages_proc_count,01_general/dataset_iteration_count,_timestamp,01_general/step,disk/counter/disk_read_sys_count,cpu/load/avg_sys_load_one_min_percent,process/memory/resident_set_size_proc_MB,memory/available_memory_sys_MB,02_timing/dataload_time_s,02_timing/opt_step_time_s,01_general/minibatch_loss,cpu/load/avg_sys_load_fifteen_min_percent,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,process/memory/virtual_memory_size_proc_MB,disk/time/disk_write_time_sys_s,process/memory/shared_memory_proc_MB,disk/time/disk_busy_time_sys_s,process/memory/data_resident_set_proc_MB,02_timing/backward_time_s,memory/used_memory_sys_percent,cpu/interrupts/soft_interrupts_count,process/memory/lib_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,01_general/step_based_sps,bandwidth/disk_read_sys_bandwidth_MBs,02_timing/step_time_s,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,bandwidth/net_sent_sys_bandwidth_Mbits,bandwidth/disk_write_sys_bandwidth_MBs,memory/total_memory_sys_MB,cpu/logical_core_count,process/involuntary_proc_ctx_switches
2.654208,,509.0,57,4242.132992,,10.875,25,,29279.0,0.0010438210001666448,0.0,,1696189402.0,,0.0,12.375,3696.021504,26827.472896,,,,13.125,13800.0,,28179.308544,0.11000000000012733,969.539584,0.3120000000000118,0.0,,15.0,13665.0,3593.183232,0.0,,0.0,,0.0,133.0,0.0,0.016341540011151918,,,62.0
,0.0001,,58,,0.0012135449997003889,,26,0.1699205630002325,,,,0.0,1696189403.0,32.0,,,,,0.0016520330000275862,1.720000000204891e-06,2.2666516304016113,,,99.0,,,,,,0.06047491299977992,,,,,12.803736915732943,,0.23430659499990725,,,,,,,
,0.0001,,59,,0.001197640000100364,,26,0.16837003500040737,,0.001074857000276097,,0.0,1696189403.0,33.0,,,,,0.0016813910006021615,1.9540002540452406e-06,2.4616308212280273,,,102.0,,,,,,0.06415348300015467,,,,,12.68609657932613,,0.2364793600017947,,,,,,,
2.654208,,552.0,60,4245.487616,,10.875,26,,30695.0,0.0010157070000786916,0.0,,1696189403.0,,0.0,12.375,3696.021504,26823.913472,,,,13.125,14385.0,,28179.308544,0.11299999999982901,969.539584,0.33199999999999363,0.0,,15.0,14212.0,3593.183232,0.010028513277516317,,0.0,,0.0,138.0,0.07608745495315807,0.05310245360994346,,,63.0
,0.0001,,61,,0.0012198820004414301,,27,0.16858673699971405,,,,0.0,1696189404.0,34.0,,,,,0.0015538690004177624,1.5900004655122757e-06,2.7677323818206787,,,105.0,,,,,,0.057368681999832916,,,,,13.05787218041351,,0.22974646700095036,,,,,,,
,0.0001,,62,,0.001458639000702533,,27,0.17098324299968226,,0.0010269080003126874,,0.0,1696189404.0,35.0,,,,,0.001967877000424778,1.7270003809244372e-06,2.432921886444092,,,108.0,,,,,,0.05569476900018344,,,,,12.979530765033957,,0.23113316300168663,,,,,,,
2.654208,,572.0,63,4250.857472,,10.875,27,,32039.0,0.001026175000333751,0.0,,1696189404.0,,0.0,12.375,3696.08704,26818.555904,,,,13.125,14940.0,,28179.308544,0.12399999999979627,969.539584,0.35599999999999454,0.0,,15.0,14698.0,3593.183232,0.0,,0.0,,0.0,152.0,0.0,0.13475749173056611,,,64.0
,0.0001,,64,,0.0011822160004157922,,28,0.16804041499926825,,,,0.0,1696189405.0,36.0,,,,,0.001934851000441995,1.829000211728271e-06,2.252122640609741,,,111.0,,,,,,0.05988206199981505,,,,,12.927270641019183,,0.23206754800048657,,,,,,,
,0.0001,,65,,0.0012229099993419368,,28,0.1686938819993884,,0.0010582229997453396,,0.0,1696189405.0,37.0,,,,,0.0014747390005140915,1.6550002328585833e-06,2.00380802154541,,,114.0,,,,,,0.07077122000009695,,,,,12.334378640436423,,0.24322262899931957,,,,,,,
2.654208,,592.0,66,4253.20448,,10.875,28,,33310.0,0.0010407609997855616,0.0,,1696189405.0,,0.0,12.375,3696.185344,26816.208896,,,,13.125,15571.0,,28179.308544,0.1269999999999527,969.539584,0.367999999999995,0.0,,15.0,15246.0,3593.183232,0.00884572833831881,,0.0,,0.0,155.0,0.07333419886556575,0.012251612951526056,,,66.0
,0.0001,,67,,0.001264557000467903,,29,0.16422457299995585,,,,0.0,1696189406.0,38.0,,,,,0.0015122840004551108,1.5300001905416138e-06,2.047351121902466,,,117.0,,,,,,0.07685705099993356,,,,,12.2498601024749,,0.24490075600078853,,,,,,,
,0.0001,,68,,0.001284115000089514,,29,0.17129367500001536,,0.0010142850005649962,,0.0,1696189406.0,39.0,,,,,0.0014964189995225752,2.133000634785276e-06,2.3334057331085205,,,120.0,,,,,,0.057316593999530596,,,,,12.908376887288632,,0.23240722100035782,,,,,,,
2.654208,,611.0,69,4256.866304,,10.875,29,,34674.0,0.001154288000179804,0.0,,1696189406.0,,0.0,12.375,3696.185344,26812.74368,,,,13.125,16046.0,,28179.308544,0.1289999999999054,969.539584,0.38400000000001455,0.0,,15.0,15717.0,3593.183232,0.0,,0.0,,0.0,158.0,0.0,0.01225140035275333,,,69.0
,0.0001,,70,,0.0012452240007405635,,30,0.17000398600066546,,,,0.0,1696189407.0,40.0,,,,,0.0014320540003609494,2.054000105999876e-06,1.9085807800292969,,,123.0,,,,,,0.0641363189997719,,,,,12.60642316160057,,0.23797392500182468,,,,,,,
,0.0001,,71,,0.001549918999444344,,30,0.17062668899961864,,0.0011400250004953705,,0.0,1696189407.0,41.0,,,,,0.0019872900002155802,2.036000296357088e-06,1.9784252643585205,,,126.0,,,,,,0.06819114300014917,,,,,12.320475173447019,,0.24349710200021946,,,,,,,
2.654208,,630.0,72,4258.656256,,10.875,30,,36014.0,0.0010789689995363005,0.0,,1696189407.0,,0.0,12.375,3696.185344,26810.75712,,,,13.125,16616.0,,28179.308544,0.22299999999995634,969.539584,0.4000000000000057,0.0,,15.0,16339.0,3593.183232,0.011605995305083815,,0.0,,0.0,216.0,0.07460541168091672,0.3185546584507227,,,70.0
,0.0001,,73,,0.001422094999725232,,31,0.1693576280003981,,,,0.0,1696189408.0,42.0,,,,,0.0023254459993040655,1.6069998309831135e-06,2.0735011100769043,,,129.0,,,,,,0.06772665700009384,,,,,12.401183135760785,,0.24191240199888853,,,,,,,
,0.0001,,74,,0.0014387049996003043,,31,0.16907409200030088,,0.0010586980006337399,,0.0,1696189408.0,43.0,,,,,0.002183839999815973,1.6560006770305336e-06,1.8710612058639526,,,132.0,,,,,,0.06028132400024333,,,,,12.818413942109029,,0.23403831500127126,,,,,,,
2.654208,,651.0,75,4263.665664,,10.875,31,,37357.0,0.0010298449997208081,0.0,,1696189408.0,,0.0,12.375,3696.185344,26805.936128,,,,13.125,17107.0,,28179.308544,0.22600000000011278,969.539584,0.4159999999999968,0.0,,15.1,16914.0,3593.183232,0.0636100632625921,,0.0,,0.0,220.0,0.047442339357986515,0.01633522376906688,,,72.0
,0.0001,,76,,0.001417466000020795,,32,0.1695937929998763,,,,0.0,1696189409.0,44.0,,,,,0.0020670559997597593,1.7329994079773314e-06,1.8120510578155518,,,135.0,,,,,,0.06481747900033952,,,,,12.556116843787093,,0.23892737199912517,,,,,,,
,0.0001,,77,,0.001429396999810706,,32,0.17093668100005743,,0.001077100000657083,,0.0,1696189409.0,45.0,,,,,0.001938884999617585,1.5229998098220676e-06,2.182208299636841,,,138.0,,,,,,0.06607898999936879,,,,,12.424285575452615,,0.24146257599932142,,,,,,,
2.654208,,668.0,78,4266.528768,,10.875,32,,38574.0,0.0010723579998739297,0.0,,1696189409.0,,0.0,12.375,3696.185344,26803.064832,,,,13.125,17686.0,,28179.308544,0.22899999999981446,969.539584,0.43600000000000705,0.0,,15.1,17515.0,3593.183232,0.06330039146512416,,0.0,,0.0,224.0,0.0966655045722997,0.016335584896682742,,,77.0
,0.0001,,79,,0.0012623780003195861,,33,0.16848391700023058,,,,0.0,1696189410.0,46.0,,,,,0.001913781000439485,1.863999386841897e-06,2.2824957370758057,,,141.0,,,,,,0.061568621000333223,,,,,12.803937794699548,,0.23430291900058364,,,,,,,
,0.0001,,80,,0.001300615999753063,,33,0.171973844000604,,0.0011253960001340602,,0.0,1696189410.0,47.0,,,,,0.0017613949994483846,1.9630006136139855e-06,2.3914623260498047,,,144.0,,,,,,0.06689878399993177,,,,,12.34252999102729,,0.2430619980004849,,,,,,,
2.654208,,698.0,81,4269.359104,,10.875,33,,39849.0,0.0010879299998123315,0.0,,1696189410.0,,0.0,12.375,3696.185344,26800.25088,,,,13.125,18185.0,,28179.484672,0.23900000000003274,969.539584,0.4560000000000173,0.0,,15.1,17990.0,3593.363456,0.0,,0.0,,0.0,238.0,0.0,0.09795634324424106,,,79.0
,0.0001,,82,,0.0012261319998287945,,33,0.172070524999981,,,,0.0,1696189410.0,48.0,,,,,0.0014773949997106683,1.9179997252649628e-06,2.8686017990112305,,,147.0,,,,,,0.05368031299985887,,,,,13.069377619265685,,0.22954421299891692,,,,,,,
,0.0001,,83,,0.00127574900034233,,34,0.17104405199916073,,0.0011157230001117568,,0.0,1696189411.0,49.0,,,,,0.0016699879997759126,2.021000000240747e-06,2.2172698974609375,,,150.0,,,,,,0.05883463699956337,,,,,12.823682023695895,,0.23394216999895434,,,,,,,
2.654208,,734.0,84,4275.462144,0.0012107590000596247,10.875,34,0.1694153919997916,41061.0,0.0011855049997393508,0.0,,1696189411.0,,0.0,12.375,3696.254976,26793.947136,,,,13.125,18770.0,,28179.484672,0.24099999999998545,969.539584,0.46800000000001774,0.0,,15.1,18511.0,3593.367552,0.010454187118794664,,0.0,,0.0,241.0,0.07225430167139751,0.01224838399275042,,,82.0
,0.0001,,85,,,,34,,,,,0.0,1696189411.0,50.0,,,,,0.0016337010001734598,2.065999979095068e-06,2.893446207046509,,,153.0,,,,,,0.053310974000851274,,,,,13.229940058149802,,0.2267583970005944,,,,,,,
,0.0001,,86,,0.00122247499984951,,35,0.16885424700012663,,0.0010501679998924374,,0.0,1696189412.0,51.0,,,,,0.0015020350001577754,1.8679993445402943e-06,3.019580841064453,,,156.0,,,,,,0.05318065200026467,,,,,13.285420497640594,,0.22581144499963557,,,,,,,
2.654208,,766.0,87,4283.76064,0.0013397549992077984,11.0,35,0.17183312300039688,42286.0,0.0011107830005130381,0.0,,1696189412.0,,0.0,12.5,3696.254976,26785.837056,,,,13.125,19310.0,,28179.484672,0.2739999999998872,969.539584,0.49200000000001864,0.0,,15.1,19012.0,3593.371648,0.0,,0.0,,0.0,266.0,0.0,0.2776743819794257,,,84.0
,0.0001,,88,,,,35,,,,,0.0,1696189412.0,52.0,,,,,0.0015362149997599772,1.990999408008065e-06,2.1462738513946533,,,159.0,,,,,,0.0620133740003439,,,,,12.613774087435058,,0.2378352409996296,,,,,,,
,0.0001,,89,,0.0012688719998550368,,36,0.1704425979996813,,0.0011509809992276132,,0.0,1696189413.0,53.0,,,,,0.0016228320000664098,2.0300003598094918e-06,2.2331182956695557,,,162.0,,,,,,0.05834479100030876,,,,,12.884821072640635,,0.23283210399949894,,,,,,,
2.654208,,789.0,90,4287.369216,0.0012123160004193778,11.0,36,0.17108551700039243,43490.0,0.0012103910003133933,0.0,,1696189413.0,,0.0,12.5,3696.259072,26782.232576,,1.6370004232157953e-06,,13.125,19838.0,,28179.484672,0.27599999999983993,969.539584,0.5040000000000191,0.0,0.07295630800035724,15.1,19564.0,3593.375744,0.009946367003181605,,0.0,,0.0,269.0,0.07309423191483691,0.012251499370441834,,,89.0
,0.0001,,91,,,,36,,,,,0.0,1696189413.0,54.0,,,,,0.0015739299997221678,,2.0324902534484863,,,165.0,,,,,,,,,,,12.09481858810382,,0.24804009900162782,,,,,,,
,0.0001,,92,,0.001243224000063492,,37,0.16972900600012508,,0.0012127259997214423,,0.0,1696189414.0,55.0,,,,,0.0016785670004537678,2.1220002963673323e-06,2.210411548614502,,,168.0,,,,,,0.069413829000041,,,,,12.331496573325186,,0.24327947400070116,,,,,,,
2.654208,,811.0,93,4289.941504,0.001287010999476479,11.0,37,0.17106489899924782,44766.0,0.0012066339995726594,0.0,,1696189414.0,,0.0,12.5,3696.263168,26779.656192,,1.805000465537887e-06,,13.125,20383.0,,28179.484672,0.27799999999979264,969.539584,0.5160000000000196,0.0,0.05933477100006712,15.1,20065.0,3593.37984,0.0,,0.0,,0.0,272.0,0.0,0.01225234108542084,,,91.0
,0.0001,,94,,,,37,,,,,0.0,1696189414.0,56.0,,,,,0.0015282320000551408,,2.591120719909668,,,171.0,,,,,,,,,,,12.797359880829074,,0.23442335199888475,,,,,,,
,0.0001,,95,,0.001287576999857265,,38,0.17091556000013952,,0.0013529519992516725,,0.0,1696189415.0,57.0,,,,,0.0015229580003506271,1.97000008483883e-06,2.3938069343566895,,,174.0,,,,,,0.06842850399971212,,,,,12.31984682852479,,0.24350952099939605,,,,,,,
2.654208,,829.0,96,4293.558272,0.0012869239999417914,11.0,38,0.17038086699994892,46040.0,0.0012370300000839052,0.0,,1696189415.0,,0.0,12.5,3696.267264,26776.031232,,1.5330006135627627e-06,,13.125,20963.0,,28179.484672,0.2840000000001055,969.539584,0.5360000000000014,0.0,0.06761722099963663,15.2,20609.0,3593.383936,0.009157296424501178,,0.0,,0.0,280.0,0.07334611555526475,0.11027044062730308,,,94.0
,0.0001,,97,,,,38,,,,,0.0,1696189415.0,58.0,,,,,0.0016238799998973263,,1.9894577264785767,,,177.0,,,,,,,,,,,12.389145283391423,,0.24214745500012214,,,,,,,
,0.0001,,98,,0.0012202819998492487,,39,0.1694626620001145,,0.001047462999849813,,0.0,1696189416.0,59.0,,,,,0.0015090470005816314,1.8190003174822778e-06,3.464520215988159,,,180.0,,,,,,0.05225135499949829,,,,,13.304204339652262,,0.22549262800021097,,,,,,,
2.654208,,848.0,99,4297.428992,0.0012421329993230756,11.0,39,0.16943879300015396,47270.0,0.0011645250006040442,0.0,,1696189416.0,,0.0,12.5,3696.27136,26772.1728,,1.630000042496249e-06,,13.125,21473.0,,28179.484672,0.2869999999998072,969.539584,0.5560000000000116,0.0,0.07264971099994,15.2,21145.0,3593.392128,0.0,,0.0,,0.0,283.0,0.0,0.012251790608214208,,,96.0
,0.0001,,100,,,,39,,,,,0.0,1696189416.0,60.0,,,,,0.0017018560001815786,,2.177506446838379,,,183.0,,,,,,,,,,,12.185282187240169,,0.24619864800024516,,,,,,,
,0.0001,,101,,0.0012391010004648706,,40,0.17066805299964471,,0.001242473000274913,,0.0,1696189417.0,61.0,,,,,0.001541304000056698,1.805000465537887e-06,1.7834014892578125,,,186.0,,,,,,0.0715785180000239,,,,,12.181689707027939,,0.24627125400093064,,,,,,,
2.654208,,867.0,102,4300.521472,0.0012183610006104573,11.25,40,0.17073356099990633,48623.0,0.0013211590003265883,0.0,,1696189417.0,,0.0,13.5,3696.275456,26769.084416,,2.0380002752062865e-06,,13.125,22039.0,,28179.484672,0.29100000000016735,969.539584,0.5800000000000125,0.0,0.06699507099983748,15.2,21699.0,3593.396224,0.009254702584795209,,0.0,,0.0,289.0,0.07216274539196377,0.028593839625892622,,,99.0
,0.0001,,103,,,,40,,,,,0.0,1696189417.0,62.0,,,,,0.0014462029994319892,,1.8665313720703125,,,189.0,,,,,,,,,,,12.411239315469944,,0.24171639300038805,,,,,,,
,0.0001,,104,,0.0012256540003363625,,41,0.17066911699930642,,0.001253833000191662,,0.0,1696189418.0,63.0,,,,,0.0016346769998563104,3.173000550305005e-06,2.3305389881134033,,,192.0,,,,,,0.06330781400083652,,,,,12.600051337592143,,0.23809426800107758,,,,,,,
2.654208,,887.0,105,4302.577664,0.001205538000249362,11.25,41,0.16962214199975278,49858.0,0.0012062340001648408,0.0,,1696189418.0,,0.0,13.5,3696.279552,26767.028224,,1.6349995348718949e-06,,13.125,22511.0,,28179.484672,0.29300000000012005,969.539584,0.5960000000000036,0.0,0.06193626500044047,15.2,22207.0,3593.40032,0.0,,0.0,,0.0,292.0,0.0,0.012257204325768888,,,103.0
,0.0001,,106,,,,41,,,,,0.0,1696189418.0,64.0,,,,,0.0022336660003929865,,2.1053340435028076,,,195.0,,,,,,,,,,,12.700806094732439,,0.23620548000053532,,,,,,,
,0.0001,,107,,0.0015423880004163948,,42,0.1704017299998668,,0.0010711069999160827,,0.0,1696189419.0,65.0,,,,,0.0020066529996256577,4.185000761935953e-06,3.518671989440918,,,198.0,,,,,,0.05188848799934931,,,,,13.220835714501375,,0.22691455099993618,,,,,,,
2.654208,,905.0,108,4286.464,0.0013177520004319376,11.25,42,0.1716495689997828,51084.0,0.00104700099927868,0.0,,1696189419.0,,0.0,13.5,3696.283648,26780.450816,,1.7210004443768412e-06,,13.125,23020.0,,28179.484672,0.29500000000007276,969.539584,0.6080000000000041,0.0,0.05782624099992972,15.1,22747.0,3593.404416,0.01027892212589341,,0.0,,0.0,295.0,0.07240734507751871,0.0122580934717841,,,105.0
,0.0001,,109,,,,42,,,,,0.0,1696189419.0,66.0,,,,,0.0019489559999783523,,2.390233278274536,,,201.0,,,,,,,,,,,12.831960684249667,,0.23379123999984586,,,,,,,
,0.0001,,110,,0.0013087600000289967,,43,0.16977018699981272,,0.0011155190004501492,,0.0,1696189420.0,67.0,,,,,0.0014838990000498598,2.0429997675819322e-06,2.305973768234253,,,204.0,,,,,,0.06872819599993818,,,,,12.375798344185062,,0.2424086040000475,,,,,,,
2.654208,,923.0,111,4291.678208,0.00118877299973974,11.25,43,0.1714672669995707,52384.0,0.0011019190005754353,0.0,,1696189420.0,,0.0,13.5,3696.304128,26775.04,,1.9649996829684824e-06,,13.125,23516.0,,28179.484672,0.3000000000001819,969.539584,0.6359999999999957,0.0,0.06552978299987444,15.2,23230.0,3593.408512,0.0,,0.0,,0.0,302.0,0.0,0.06133585067495501,,,107.0
,0.0001,,112,,,,43,,,,,0.0,1696189420.0,68.0,,,,,0.001559597999403195,,2.374884605407715,,,207.0,,,,,,,,,,,12.455921348888127,,0.2408493049988465,,,,,,,
,0.0001,,113,,0.0012058970005455194,,44,0.1706179359998714,,0.0010813300004883786,,0.0,1696189421.0,69.0,,,,,0.00152425000032963,2.357999619562179e-06,2.0316781997680664,,,210.0,,,,,,0.06122323799991136,,,,,12.730474148292982,,0.23565500900076586,,,,,,,
2.654208,,944.0,114,4293.701632,0.0013772840002275188,11.25,44,0.17329904700000043,53615.0,0.001083410000319418,0.0,,1696189421.0,,0.0,13.5,3696.308224,26773.209088,,1.7450001905672252e-06,,13.125,24010.0,,28179.746816,0.3029999999998836,969.539584,0.6479999999999961,0.0,0.06880117400032759,15.2,23710.0,3593.674752,0.009927448262709894,,0.0,,0.0,305.0,0.07222936840630088,0.012257685323171008,,,109.0
,0.0001,,115,,,,44,,,,,0.0,1696189421.0,70.0,,,,,0.0015734229991721804,,2.140087127685547,,,213.0,,,,,,,,,,,12.188379547736211,,0.2461360830002377,,,,,,,
,0.0001,,116,,0.001295741999456368,,45,0.17097120700054802,,0.0011029369998141192,,0.0,1696189422.0,71.0,,,,,0.0016962509998847963,2.3310003598453477e-06,2.1491127014160156,,,216.0,,,,,,0.060008722999555175,,,,,12.76176555982784,,0.23507719099961832,,,,,,,
2.654208,,964.0,117,4295.76192,0.001200468000206456,11.375,45,0.17026819599959708,54808.0,0.0010674700006347848,0.0,,1696189422.0,,0.0,14.374999999999998,3696.31232,26771.1488,,1.7450001905672252e-06,,13.25,24475.0,,28179.746816,0.3049999999998363,969.539584,0.6599999999999966,0.0,0.07326840600035212,15.2,24229.0,3593.678848,0.0,,0.0,,0.0,308.0,0.0,0.012268887196215304,,,110.0
,0.0001,,118,,,,45,,,,,0.0,1696189422.0,72.0,,,,,0.0014348260001497692,,1.9776540994644165,,,219.0,,,,,,,,,,,12.133904381242969,,0.24724111100113078,,,,,,,
,0.0001,,119,,0.0012468089998947107,,46,0.17130649099999573,,0.001131758000155969,,0.0,1696189423.0,73.0,,,,,0.0016666230003465898,2.0990000848541968e-06,3.478534460067749,,,222.0,,,,,,0.053666347000216774,,,,,13.099285374123038,,0.22902012700069463,,,,,,,
2.654208,,984.0,120,4297.560064,0.0012712570005533053,11.375,46,0.17238377800003946,55886.0,0.00116626199996972,0.0,,1696189423.0,,0.0,14.374999999999998,3696.316416,26769.350656,,2.1340001694625244e-06,,13.25,24955.0,,28179.746816,0.306999999999789,969.539584,0.671999999999997,0.0,0.06129016100021545,15.2,24720.0,3593.682944,0.009759043410510745,,0.0,,0.0,311.0,0.07271006018387502,0.012256656328065222,,,113.0
,0.0001,,121,,,,46,,,,,0.0,1696189423.0,74.0,,,,,0.0017726490004861262,,1.7799299955368042,,,225.0,,,,,,,,,,,12.611069843177361,,0.23788624100143352,,,,,,,
,0.0001,,122,,0.0012622449994523777,,47,0.17009501800021098,,0.0010840189997907146,,0.0,1696189424.0,75.0,,,,,0.001472552999985055,2.1249998098937795e-06,2.673152208328247,,,228.0,,,,,,0.05512859999998909,,,,,13.097888026722744,,0.22904455999923812,,,,,,,
2.654208,,1003.0,123,4299.71456,0.001224267999532458,11.375,47,0.17028033200040227,57180.0,0.0010844989992619958,0.0,,1696189424.0,,0.0,14.374999999999998,3696.320512,26766.995456,,1.7250004020752385e-06,,13.25,25507.0,,28179.746816,0.30900000000019645,969.539584,0.6880000000000166,0.0,0.06329503000051773,15.2,25275.0,3593.68704,0.05414098161702633,,0.0,,0.0,314.0,0.01739789797751719,0.012258335458438767,,,114.0
,0.0001,,124,,,,47,,,,,0.0,1696189424.0,76.0,,,,,0.0014569990007657907,,2.142815351486206,,,231.0,,,,,,,,,,,12.639942437992215,,0.23734285300088231,,,,,,,
,0.0001,,125,,0.0016317979998348164,,48,0.17520800900001632,,0.0010751250001703738,,0.0,1696189425.0,77.0,,,,,0.001344080999842845,1.9059998521697707e-06,2.03059983253479,,,234.0,,,,,,0.06458886800010077,,,,,12.302655814918747,,0.2438497869998173,,,,,,,
2.654208,,1020.0,126,4299.931648,0.001412802999766427,11.375,48,0.17542270300054952,58689.0,0.0010878409993893001,0.0,,1696189425.0,,0.0,14.374999999999998,3696.328704,26766.78656,,2.0979996406822465e-06,,13.25,26291.0,,28179.746816,0.31199999999989814,969.539584,0.7079999999999984,0.0,0.05691342999944027,15.2,26077.0,3593.691136,0.08194029718306445,,0.0,,0.0,318.0,0.1319759091392845,0.01634337053436871,,,117.0
,0.0001,,127,,,,48,,,,,0.0,1696189425.0,78.0,,,,,0.0015365279996331083,,2.239995241165161,,,237.0,,,,,,,,,,,12.691675876360375,,0.2363754029984193,,,,,,,
,0.0001,,128,,0.0015200090001599165,,49,0.17158849600036774,,0.0010639419997460209,,0.0,1696189426.0,79.0,,,,,0.001455593000173394,1.9449998944764957e-06,2.863416910171509,,,240.0,,,,,,0.05846830099926592,,,,,12.815130137283578,,0.23409828599960747,,,,,,,
2.654208,,1040.0,129,4300.623872,0.0011564410006030812,11.375,49,0.17065305699998135,59824.0,0.0010643810001056409,0.0,,1696189426.0,,0.0,14.374999999999998,3696.3328,26766.270464,,1.8629998521646485e-06,,13.25,26796.0,,28179.746816,0.31799999999975626,969.539584,0.7319999999999993,0.0,0.0695276800006468,15.2,26577.0,3593.695232,0.0,,0.0,,0.0,327.0,0.0,0.14300262164117852,,,120.0
,0.0001,,130,,,,49,,,,,0.0,1696189426.0,80.0,,,,,0.0013866799999959767,,2.047067642211914,,,243.0,,,,,,,,,,,12.305667766550332,,0.243790102001185,,,,,,,
,0.0001,,131,,0.0011322540003675385,,50,0.16997507799987943,,0.0010252059992126306,,0.0,1696189427.0,81.0,,,,,0.0014865919993098942,1.8439995983499102e-06,2.19822359085083,,,246.0,,,,,,0.0665887200002544,,,,,12.489087971683636,,0.24020969399862224,,,,,,,
2.654208,,1058.0,132,4304.289792,0.0011942800001634168,11.625,50,0.17117977299949416,60994.0,0.0010668249997252133,0.0,,1696189427.0,,0.0,15.25,3696.336896,26762.407936,,2.1169998944969848e-06,,13.25,27271.0,,28179.746816,0.3200000000001637,969.539584,0.7439999999999998,0.0,0.06496027400044113,15.2,27130.0,3593.703424,0.009886700469979144,,0.0,,0.0,330.0,0.07267004125772816,0.012256635922959705,,,125.0
,0.0001,,133,,,,50,,,,,0.0,1696189427.0,82.0,,,,,0.0015263100003721775,,1.6999157667160034,,,249.0,,,,,,,,,,,12.503668836925135,,0.2399295790000906,,,,,,,
,0.0001,,134,,0.001307846000599966,,51,0.17248845500034804,,0.0011336810002831044,,0.0,1696189428.0,83.0,,,,,0.0013854949993401533,1.761999556038063e-06,1.8242249488830566,,,252.0,,,,,,0.0663670979993185,,,,,12.361737214243252,,0.2426843369994458,,,,,,,
2.654208,,1075.0,135,4308.156416,0.001251643000614422,11.625,51,0.17187809700044454,62107.0,0.0011058860000048298,0.0,,1696189428.0,,0.0,15.25,3696.340992,26758.537216,,1.5039995560073294e-06,,13.25,27715.0,,28179.746816,0.3229999999998654,969.539584,0.7560000000000002,0.0,0.06469553799979622,15.2,27591.0,3593.70752,0.0,,0.0,,0.0,333.0,0.0,0.012255627502078814,,,126.0
,0.0001,,136,,,,51,,,,,0.0,1696189428.0,84.0,,,,,0.0016370339999411954,,2.3046247959136963,,,255.0,,,,,,,,,,,12.470398288125017,,0.2405697020003572,,,,,,,
,0.0001,,137,,0.0012215050001032068,,52,0.1732842889996391,,0.0011559969998415909,,0.0,1696189429.0,85.0,,,,,0.0022252280004977365,1.7299998944508843e-06,2.8144421577453613,,,258.0,,,,,,0.057712251000339165,,,,,12.733392472850225,,0.23560100000031525,,,,,,,
2.654208,,1097.0,138,4310.675456,0.0011436270006015548,11.625,52,0.17085037600008945,63215.0,0.0011309780002193293,0.0,,1696189429.0,,0.0,15.25,3696.349184,26756.214784,,2.2670001271762885e-06,,13.25,28226.0,,28179.746816,0.32600000000002183,969.539584,0.7720000000000198,0.0,0.06837934900067921,15.2,28089.0,3593.711616,0.01037450589285898,,0.0,,0.0,337.0,0.07239809036529331,0.016343836977541104,,,128.0
,0.0001,,139,,,,52,,,,,0.0,1696189429.0,86.0,,,,,0.0016003809996618656,,1.8954014778137207,,,261.0,,,,,,,,,,,12.340246358469347,,0.2431069780013786,,,,,,,
,0.0001,,140,,0.001238740000189864,,53,0.1722786989994347,,0.001062065999576589,,0.0,1696189430.0,87.0,,,,,0.0013748180008406052,1.9810004232567735e-06,2.6463654041290283,,,264.0,,,,,,0.05714484899999661,,,,,12.869949210393047,,0.23310115300046164,,,,,,,
2.654208,,1116.0,141,4313.440256,0.0013096980001137126,11.625,53,0.17125062200011598,64352.0,0.0012730290000035893,0.0,,1696189430.0,,0.0,15.25,3696.349184,26753.253376,,2.1670002752216533e-06,,13.25,28693.0,,28179.746816,0.32799999999997453,969.539584,0.7839999999999918,0.0,0.05893366700001934,15.2,28518.0,3593.715712,0.0,,0.0,,0.0,340.0,0.0,0.012257204325768888,,,130.0
,0.0001,,142,,,,53,,,,,0.0,1696189430.0,88.0,,,,,0.0015378300004158518,,2.434232711791992,,,267.0,,,,,,,,,,,12.803714074012445,,0.2343070130009437,,,,,,,
,0.0001,,143,,0.001227212000230793,,54,0.17342206400007854,,0.0011327769998388248,,0.0,1696189431.0,89.0,,,,,0.0016089740001916653,2.1579999156529084e-06,2.352714776992798,,,270.0,,,,,,0.06840685999941343,,,,,12.205042517400846,,0.2458000449996689,,,,,,,
