_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1682974057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1682974057,2.033333333333333,0.0,0.0,1234.264064,0.0,23.0,0.21572106051301018,177.29536,0.0,393.740288,0.0,0.0,0.0,0.03333333333333333,12.0,0.24186901848334308,208062.85312,2.719744,129.0,0.0,2481.344512,0.0,28.0,1.4,1.1666666666666665,9963.716608,54.0,,,,,,,,,,,,,,
2,2,,,1682974058,2.033333333333333,0.0,0.012000000000000455,1734.012928,0.012254249204905093,3536.0,0.31484485072531904,181.334016,3.0,770.469888,0.0,0.0,0.0,0.3,1070.0,0.8984614472654319,207563.145216,2.719744,157.0,0.0009999999999763531,2884.411392,0.0,3074.0,1.7,1.2,10500.386816,57.0,,,,,,,,,,,,,,
3,3,,,1682974059,2.033333333333333,0.0,0.016000000000019554,2148.319232,0.004053184692892854,4303.0,0.015579428678831695,300.331008,4.0,1225.519104,0.0,0.0,0.0,0.3,1621.0,0.017138954917561417,207138.430976,2.719744,172.0,0.0009999999999763531,3222.634496,0.0,4348.0,1.9,1.2,11511.590912,65.0,,,,,,,,,,,,,,
4,4,,,1682974060,2.033333333333333,0.0,0.020000000000038654,2609.754112,0.00408680778908204,5130.0,0.22418375671833243,458.940416,5.0,1830.342656,0.0,0.0,0.0,0.3,1983.0,0.07127967492859925,206676.914176,2.719744,175.0,0.0009999999999763531,3663.23712,0.0,5129.0,2.1,1.2,12958.8224,73.0,,,,,,,,,,,,,,
5,5,,,1682974061,2.033333333333333,0.0,0.02400000000000091,4431.405056,0.004065305963016929,13445.0,0.08092499689919709,1357.930496,6.0,4221.104128,0.0,0.0,0.0,0.3,5068.0,0.00305691923139221,203955.920896,2.719744,841.0,0.002000000000066393,5443.825664,0.0,641167.0,3.4,1.2,19392.782336,79.0,,,,,,,,,,,,,,
6,6,,,1682974062,2.033333333333333,0.0,0.03200000000003911,4454.37952,0.8285155160144495,15291.0,0.0037146727943981194,1475.403776,116.0,4225.581056,0.0,0.0,0.0,0.3,5650.0,0.011438960516517745,203815.067648,2.719744,879.0,0.043000000000006366,5339.090944,0.0,650005.0,3.4,1.2,19472.441344,80.0,,,,,,,,,,,,,,
7,7,,,1682974063,2.033333333333333,0.0,0.036000000000001364,4456.69376,0.004086216779290424,15842.0,0.07284958355582756,1475.403776,117.0,4225.601536,0.0,0.0,0.0,0.26666666666666666,5820.0,0.0045092040251325655,203812.745216,2.719744,879.0,0.043000000000006366,5339.090944,0.0,650337.0,3.4,1.2,19472.441344,80.0,,,,,,,,,,,,,,
8,8,,,1682974064,2.033333333333333,0.0,0.040000000000020464,4456.951808,0.004087482596342117,16350.0,0.00419924969274315,1475.407872,118.0,4225.708032,0.0,0.0,0.0,0.26666666666666666,6014.0,0.009452303441416506,203812.491264,2.719744,879.0,0.043000000000006366,5347.61472,0.0,650695.0,3.4,1.2,19547.942912,80.0,,,,,,,,,,,,,,
9,9,,,1682974065,2.033333333333333,0.0,0.04400000000003956,4456.947712,0.004087803541031481,16795.0,0.047025708742538155,1475.407872,119.0,4225.708032,0.0,0.0,0.0,0.26666666666666666,6120.0,0.004926122497123288,203812.49536,2.719744,879.0,0.043000000000006366,5347.61472,0.0,650944.0,3.4,1.2,19547.942912,80.0,,,,,,,,,,,,,,
10,10,,,1682974066,2.033333333333333,0.0,0.04800000000000182,4456.947712,0.07357514179684861,17324.0,0.0037202708521460797,1475.407872,124.0,4225.708032,0.0,0.0,0.0,0.26666666666666666,6279.0,0.010282637232341142,203812.49536,2.719744,879.0,0.04500000000007276,5347.61472,0.0,651258.0,3.4,1.2,19547.942912,80.0,,,,,,,,,,,,,,
