04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_3_samples_accumulated,_step,04_peers/peer_1_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_8_samples_per_second,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/epoch_s,04_peers/peer_2_epoch,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_7_epoch,03_hivemind/epoch_based_sps,_runtime,_timestamp,03_hivemind/global_samples_accumulated,03_hivemind/total_training_samples,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_6_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/num_peers,04_peers/peer_7_epoch_oos,03_hivemind/per_epoch_training_samples,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_6_epoch,03_hivemind/global_epoch,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_5_samples_accumulated
0.0,483.98,1920.0,0.0,0.0,0.0,0.0,0.0,396.17,5024.0,1920.0,0.0,,0.0,459.2,5088.0,10,0.0,0.0,472.99,0,,,0.0,0.0,0.0,0.0,,103,1680699745.0,33120,,462.0,5088.0,4096.0,83862,8,0.0,,,0.0,0.5,415.74,437.85,398.29,0.0,0,3526.2185617990626,3526.2185617990626,4928.0,5056.0
0.0,483.98,1920.0,0.0,0.0,0.0,0.0,0.0,396.17,5024.0,1920.0,0.0,,0.0,459.2,5088.0,11,0.0,0.0,472.99,0,,,0.0,0.0,0.0,0.0,,104,1680699746.0,416,,462.0,5088.0,4096.0,971,8,0.0,,,8.9,6.48,415.74,437.85,398.29,0.0,1,1439.5095583212988,3570.902671511217,4928.0,5056.0
1.0,485.11,1920.0,0.0,1.0,1.0,1.0,0.0,396.17,5024.0,160.0,1.0,1.0,0.0,459.2,5088.0,12,0.0,0.0,490.72,0,0.0,24.782825503963977,1.0,0.0,0.0,0.0,1336.4093611804878,106,1680699748.0,6272,33120.0,462.0,5088.0,128.0,7228,8,1.0,33120.0,0.0,6.92,5.03,415.74,463.68,398.29,1.0,1,3690.323846107608,3690.323846107608,128.0,5056.0
0.0,411.51,672.0,1.0,0.0,0.0,0.0,0.0,475.6,800.0,768.0,1.0,,0.0,486.8,800.0,13,1.0,0.0,447.25,0,,,1.0,1.0,1.0,1.0,,107,1680699749.0,11392,,413.87,768.0,800.0,12327,8,0.0,,,5.77,4.19,488.93,487.15,479.2,1.0,1,3544.812349960791,3544.812349960791,864.0,800.0
0.0,442.93,1312.0,1.0,0.0,0.0,0.0,0.0,420.93,1440.0,1408.0,1.0,,0.0,434.77,1408.0,14,1.0,0.0,489.26,0,,,1.0,1.0,1.0,1.0,,109,1680699751.0,16640,,470.09,1408.0,1440.0,17608,8,0.0,,,4.07,2.96,431.49,444.7,410.64,1.0,1,3720.3235029839498,3720.3235029839498,1536.0,1440.0
0.0,512.93,1920.0,1.0,0.0,0.0,0.0,0.0,473.0,2112.0,2016.0,1.0,,0.0,473.11,2048.0,15,1.0,0.0,460.46,0,,,1.0,1.0,1.0,1.0,,110,1680699752.0,21824,,435.87,2080.0,2176.0,22862,8,0.0,,,2.55,1.85,463.54,452.89,448.52,1.0,1,3885.379650020021,3885.379650020021,2176.0,2112.0
0.0,462.24,2624.0,1.0,0.0,0.0,0.0,0.0,492.75,2752.0,2752.0,1.0,,0.0,491.89,2656.0,16,1.0,0.0,501.86,0,,,1.0,1.0,1.0,1.0,,111,1680699753.0,26400,,514.49,2720.0,2784.0,27383,8,0.0,,,1.51,1.1,482.28,471.81,468.06,1.0,1,3575.4372436659505,3575.4372436659505,2784.0,2752.0
0.0,443.08,3136.0,1.0,0.0,0.0,0.0,0.0,464.79,3328.0,3296.0,1.0,,0.0,457.68,3232.0,17,1.0,0.0,436.7,0,,,1.0,1.0,1.0,1.0,,113,1680699755.0,31744,,426.66,3296.0,3392.0,32706,8,0.0,,,0.02,0.5,456.15,447.58,442.79,1.0,1,3708.9738290119185,3708.9738290119185,3392.0,3328.0
0.0,395.41,3808.0,1.0,0.0,0.0,0.0,0.0,488.84,4000.0,4000.0,1.0,,0.0,473.93,3904.0,18,1.0,0.0,501.74,0,,,1.0,1.0,1.0,1.0,,114,1680699756.0,32960,,455.37,4000.0,3968.0,38134,8,0.0,,,0.0,0.5,470.1,471.4,452.19,1.0,1,3809.457019585175,3809.457019585175,4064.0,4000.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,19,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,116,1680699758.0,32960,,480.3,4160.0,4064.0,43461,8,0.0,,,0.0,0.5,468.33,492.81,475.86,1.0,1,3809.457019585175,3809.457019585175,4160.0,4192.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,20,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,117,1680699759.0,32960,,480.3,4160.0,4064.0,49199,8,0.0,,,0.0,0.5,468.33,492.81,475.86,1.0,1,3809.457019585175,3809.457019585175,4160.0,4192.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,21,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,118,1680699760.0,32960,,480.3,4160.0,4064.0,54516,8,0.0,,,0.0,0.5,468.33,492.81,475.86,1.0,1,3809.457019585175,3809.457019585175,4160.0,4192.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,22,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,120,1680699762.0,32960,,480.3,4160.0,4064.0,59941,8,0.0,,,0.0,0.5,468.33,492.81,475.86,1.0,1,3809.457019585175,3809.457019585175,4160.0,4192.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,23,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,121,1680699763.0,32960,,480.3,4160.0,4064.0,65271,8,0.0,,,0.0,0.5,468.33,492.81,475.86,1.0,1,3809.457019585175,3809.457019585175,4160.0,4192.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,24,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,126,1680699768.0,32960,,480.3,4160.0,4064.0,81390,8,0.0,,,0.0,0.5,468.33,492.81,475.86,1.0,1,3809.457019585175,3809.457019585175,4160.0,4192.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,25,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,127,1680699769.0,32960,,480.3,4160.0,4064.0,86700,8,0.0,,,0.0,0.5,468.33,492.81,475.86,1.0,1,3809.457019585175,3809.457019585175,4160.0,4192.0
0.0,421.99,3968.0,1.0,0.0,0.0,0.0,0.0,479.53,4224.0,4096.0,1.0,,0.0,475.92,4096.0,26,1.0,0.0,514.73,0,,,1.0,1.0,1.0,1.0,,128,1680699770.0,704,,480.3,4160.0,4064.0,926,8,0.0,,,8.69,6.32,468.33,492.81,475.86,1.0,2,1286.2006920194647,3666.138965411233,4160.0,4192.0
1.0,420.55,3968.0,1.0,1.0,1.0,1.0,0.0,479.53,4224.0,256.0,2.0,2.0,0.0,475.92,4096.0,27,1.0,0.0,446.12,0,0.0,23.949509283993393,2.0,1.0,1.0,1.0,1376.2286153407222,130,1680699772.0,6656,66080.0,480.3,4160.0,224.0,7668,8,1.0,32960.0,0.0,6.67,4.85,468.33,419.52,475.86,2.0,2,3761.465867275512,3761.465867275512,224.0,4192.0
0.0,459.93,768.0,2.0,0.0,0.0,0.0,0.0,490.44,832.0,832.0,2.0,,0.0,466.03,832.0,28,2.0,0.0,463.12,0,,,2.0,2.0,2.0,2.0,,131,1680699773.0,11488,,453.82,800.0,896.0,12469,8,0.0,,,5.8,4.22,471.74,472.52,483.87,2.0,2,3497.168416428865,3497.168416428865,864.0,832.0
0.0,486.07,1376.0,2.0,0.0,0.0,0.0,0.0,449.64,1408.0,1408.0,2.0,,0.0,431.55,1408.0,29,2.0,0.0,419.36,0,,,2.0,2.0,2.0,2.0,,133,1680699775.0,16640,,405.64,1408.0,1568.0,17818,8,0.0,,,3.99,2.91,449.69,419.42,435.79,2.0,2,3742.6239155353983,3742.6239155353983,1472.0,1440.0
0.0,424.71,2048.0,2.0,0.0,0.0,0.0,0.0,493.66,2048.0,2016.0,2.0,,0.0,485.29,2080.0,30,2.0,0.0,382.33,0,,,2.0,2.0,2.0,2.0,,134,1680699776.0,21824,,509.59,2080.0,2144.0,22805,8,0.0,,,2.72,1.98,485.28,479.13,482.63,2.0,2,3663.861075621795,3663.861075621795,2144.0,2080.0
0.0,416.4,2688.0,2.0,0.0,0.0,0.0,0.0,458.61,2720.0,2720.0,2.0,,0.0,445.92,2688.0,31,2.0,0.0,486.16,0,,,2.0,2.0,2.0,2.0,,135,1680699777.0,27008,,497.35,2720.0,2784.0,28062,8,0.0,,,1.29,0.94,469.87,450.62,438.93,2.0,2,3658.3477297782024,3658.3477297782024,2784.0,2720.0
0.0,479.3,3328.0,2.0,0.0,0.0,0.0,0.0,424.61,3360.0,3392.0,2.0,,0.0,441.12,3360.0,32,2.0,0.0,501.19,0,,,2.0,2.0,2.0,2.0,,137,1680699779.0,32608,,501.39,3360.0,3424.0,33671,8,0.0,,,0.0,0.5,431.74,439.87,439.14,2.0,2,3921.3748771067408,3921.3748771067408,3424.0,3360.0
0.0,436.04,4032.0,2.0,0.0,0.0,0.0,0.0,505.52,4096.0,4064.0,2.0,,0.0,519.16,4096.0,33,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,138,1680699780.0,32864,,478.54,4096.0,4000.0,39214,8,0.0,,,0.0,0.5,521.14,496.99,513.93,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4128.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,34,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,140,1680699782.0,32864,,490.85,4128.0,4000.0,45308,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,35,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,141,1680699783.0,32864,,490.85,4128.0,4000.0,50826,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,36,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,142,1680699784.0,32864,,490.85,4128.0,4000.0,56361,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,37,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,144,1680699786.0,32864,,490.85,4128.0,4000.0,61812,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,38,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,145,1680699787.0,32864,,490.85,4128.0,4000.0,67311,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,39,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,147,1680699789.0,32864,,490.85,4128.0,4000.0,72801,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,40,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,148,1680699790.0,32864,,490.85,4128.0,4000.0,78298,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,41,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,149,1680699791.0,32864,,490.85,4128.0,4000.0,83811,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,42,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,151,1680699793.0,32864,,490.85,4128.0,4000.0,89312,8,0.0,,,0.0,0.5,519.67,496.99,523.13,2.0,2,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,4096.0,2.0,0.0,0.0,0.0,0.0,495.83,4160.0,4064.0,2.0,,0.0,524.34,4160.0,43,2.0,0.0,450.06,0,,,2.0,2.0,2.0,2.0,,152,1680699794.0,0,,490.85,4128.0,4000.0,3113,8,0.0,,,7.53,5.48,519.67,496.99,523.13,2.0,3,3936.9101043092624,3936.9101043092624,4096.0,4160.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,3.0,0.0,524.34,0.0,44,3.0,0.0,450.06,0,0.0,23.899873440153897,3.0,3.0,3.0,3.0,1375.0700430398756,154,1680699796.0,0,98944.0,490.85,0.0,0.0,8628,8,0.0,32864.0,0.0,6.13,4.46,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,45,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,155,1680699797.0,0,,490.85,0.0,0.0,14119,8,0.0,,,4.74,3.45,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,46,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,156,1680699798.0,0,,490.85,0.0,0.0,19584,8,0.0,,,3.35,2.44,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,47,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,162,1680699804.0,0,,490.85,0.0,0.0,40098,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,48,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,163,1680699805.0,0,,490.85,0.0,0.0,44168,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,49,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,164,1680699806.0,0,,490.85,0.0,0.0,48243,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,50,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,165,1680699807.0,0,,490.85,0.0,0.0,52333,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,51,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,166,1680699808.0,0,,490.85,0.0,0.0,56406,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,52,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,167,1680699809.0,0,,490.85,0.0,0.0,60469,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,53,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,168,1680699810.0,0,,490.85,0.0,0.0,64554,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,54,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,169,1680699811.0,0,,490.85,0.0,0.0,68641,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,55,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,170,1680699812.0,0,,490.85,0.0,0.0,72750,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,56,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,171,1680699813.0,0,,490.85,0.0,0.0,76830,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,57,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,172,1680699814.0,0,,490.85,0.0,0.0,80912,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,58,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,173,1680699815.0,0,,490.85,0.0,0.0,85017,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,59,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,174,1680699816.0,0,,490.85,0.0,0.0,89116,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,60,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,175,1680699817.0,0,,490.85,0.0,0.0,93211,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,61,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,176,1680699818.0,0,,490.85,0.0,0.0,97309,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,62,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,177,1680699819.0,0,,490.85,0.0,0.0,101384,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,63,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,178,1680699820.0,0,,490.85,0.0,0.0,105450,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,64,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,179,1680699821.0,0,,490.85,0.0,0.0,109530,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
0.0,436.04,0.0,3.0,0.0,0.0,0.0,0.0,495.83,0.0,0.0,3.0,,0.0,524.34,0.0,65,3.0,0.0,450.06,0,,,3.0,3.0,3.0,3.0,,180,1680699822.0,0,,490.85,0.0,0.0,113626,8,0.0,,,0.0,0.5,519.67,496.99,523.13,3.0,3,3936.9101043092624,3936.9101043092624,0.0,0.0
