03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
1801,65.86239467194613,4,0,128,0.0,204,5,0.5,65.86239467194613,1696170667,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
1868,65.86239467194613,4,0,129,0.0,205,5,0.5,65.86239467194613,1696170668,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
1936,65.86239467194613,4,0,130,0.0,206,5,0.5,65.86239467194613,1696170669,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2003,65.86239467194613,4,0,131,0.0,207,5,0.5,65.86239467194613,1696170670,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2071,65.86239467194613,4,0,132,0.0,208,5,0.5,65.86239467194613,1696170671,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2138,65.86239467194613,4,0,133,0.0,209,5,0.5,65.86239467194613,1696170672,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2206,65.86239467194613,4,0,134,0.0,210,5,0.5,65.86239467194613,1696170673,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2273,65.86239467194613,4,0,135,0.0,211,5,0.5,65.86239467194613,1696170674,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2342,65.86239467194613,4,0,136,0.0,212,5,0.5,65.86239467194613,1696170675,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2409,65.86239467194613,4,0,137,0.0,213,5,0.5,65.86239467194613,1696170676,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2477,65.86239467194613,4,0,138,0.0,214,5,0.5,65.86239467194613,1696170677,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2544,65.86239467194613,4,0,139,0.0,215,5,0.5,65.86239467194613,1696170678,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2612,65.86239467194613,4,0,140,0.0,216,5,0.5,65.86239467194613,1696170679,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2680,65.86239467194613,4,0,141,0.0,217,5,0.5,65.86239467194613,1696170680,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2747,65.86239467194613,4,0,142,0.0,218,5,0.5,65.86239467194613,1696170681,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2815,65.86239467194613,4,0,143,0.0,219,5,0.5,65.86239467194613,1696170682,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2882,65.86239467194613,4,0,144,0.0,220,5,0.5,65.86239467194613,1696170683,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
2950,65.86239467194613,4,0,145,0.0,221,5,0.5,65.86239467194613,1696170684,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3018,65.86239467194613,4,0,146,0.0,222,5,0.5,65.86239467194613,1696170685,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3085,65.86239467194613,4,0,147,0.0,223,5,0.5,65.86239467194613,1696170686,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3153,65.86239467194613,4,0,148,0.0,224,5,0.5,65.86239467194613,1696170687,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3220,65.86239467194613,4,0,149,0.0,225,5,0.5,65.86239467194613,1696170688,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3288,65.86239467194613,4,0,150,0.0,226,5,0.5,65.86239467194613,1696170689,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3355,65.86239467194613,4,0,151,0.0,227,5,0.5,65.86239467194613,1696170690,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3423,65.86239467194613,4,0,152,0.0,228,5,0.5,65.86239467194613,1696170691,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3490,65.86239467194613,4,0,153,0.0,229,5,0.5,65.86239467194613,1696170692,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3558,65.86239467194613,4,0,154,0.0,230,5,0.5,65.86239467194613,1696170693,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3625,65.86239467194613,4,0,155,0.0,231,5,0.5,65.86239467194613,1696170694,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3693,65.86239467194613,4,0,156,0.0,232,5,0.5,65.86239467194613,1696170695,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3760,65.86239467194613,4,0,157,0.0,233,5,0.5,65.86239467194613,1696170696,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3828,65.86239467194613,4,0,158,0.0,235,5,0.5,65.86239467194613,1696170698,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
3895,65.86239467194613,4,0,159,0.0,236,5,0.5,65.86239467194613,1696170699,0,0.0,5.0,13.54,0.0,0.0,5.0,0.0,16.28,15.7,0.0,5.0,0.0,20.34,0.0,5.0,0.0,,,,,,,
