01_general/step,memory/used_memory_sys_MB,disk/counter/disk_read_sys_count,02_timing/dataload_cuda_move_time_s,process/memory/shared_memory_proc_MB,process/memory/resident_set_size_proc_MB,_step,01_general/minibatch_loss,02_timing/backward_time_s,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,process/voluntary_proc_ctx_switches,process/involuntary_proc_ctx_switches,process/memory/virtual_memory_size_proc_MB,cpu/interrupts/soft_interrupts_count,01_general/lr,02_timing/step_time_s,02_timing/forward_time_s,03_hivemind/global_epoch,02_timing/dataload_time_s,02_timing/opt_step_time_s,process/memory/lib_memory_proc_MB,cpu/load/avg_sys_load_five_min_percent,process/memory/text_resident_set_proc_MB,01_general/locally_processed_samples,process/memory/dirty_pages_proc_count,_runtime,disk/time/disk_busy_time_sys_s,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/loss_calc_time_s,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,03_hivemind/num_peers,cpu/logical_core_count,memory/total_memory_sys_MB,memory/used_memory_sys_percent,01_general/dataset_iteration_count,bandwidth/disk_read_sys_bandwidth_MBs,_timestamp,disk/time/disk_read_time_sys_s,cpu/interrupts/interrupts_count,bandwidth/disk_write_sys_bandwidth_MBs
,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,30.0,211076.599808,,,,1681394166.0,,,
,1152.544768,0.0,,177.758208,393.936896,1,,,10.0,0.0,174.0,55.0,9963.413504,0.0,,,,,,,2481.045504,0.6,2.719744,,0.0,0,0.0,0.06666666666666667,0.2631441256210631,0.23469611191304876,0.0,0.6,,208176.697344,0.0,,,,1.4,,0.0,1681394166.0,0.0,8.0,0.0
,1674.4448,0.0,,182.82496,793.034752,2,,,4098.0,2.0,199.0,59.0,10511.917056,2202.0,,,,,,,2895.589376,0.6,2.719744,,0.0,1,0.003999999999990678,0.06666666666666667,0.7002452471808563,0.6960965440127438,0.0,0.6,,207654.780928,0.0,,,,1.6,,0.0,1681394167.0,0.0,4035.0,0.00816975393607588
,2082.684928,0.0,,184.856576,1195.671552,3,,,8507.0,67.0,244.0,65.0,13097.53344,4668.0,,,,,,,3538.86208,0.6,2.719744,,0.0,2,0.01999999999999602,0.06666666666666667,0.0382186744657958,0.06338921095785398,0.0,0.6,,207246.516224,0.025000000000034106,,,,1.8,,0.0,1681394168.0,0.0,13324.0,2.566022074091752
,2571.280384,44.0,,342.511616,1763.51232,4,,,11704.0,68.0,312.0,73.0,14191.075328,6843.0,,,,,,,3959.287808,2.3,2.719744,,0.0,3,0.055999999999997385,8.333333333333332,0.08511071892237959,0.12812503611921558,0.0,1.1333333333333333,,206747.660288,0.025000000000034106,,,,2.1,,3.9641177384901956,1681394169.0,0.0039999999999995595,19318.0,0.004086719322232221
,2537.467904,45.0,,461.889536,1835.429888,5,,,12884.0,69.0,317.0,77.0,15754.395648,7392.0,,,,,,,3911.995392,2.3,2.719744,,0.0,4,0.06399999999999295,8.333333333333332,0.12254925202912745,0.12120886958605803,0.0,1.1333333333333333,,206781.263872,0.025000000000034106,,,,2.0,,0.065359601082806,1681394170.0,0.004999999999999005,20310.0,0.004084975064614092
,2537.467904,45.0,,461.889536,1835.429888,6,,,13711.0,70.0,317.0,77.0,15754.395648,7708.0,,,,,,,3911.995392,2.3,2.719744,,0.0,5,0.06799999999999784,8.333333333333332,0.03992729814315418,0.14887725662107737,0.0,1.1333333333333333,,206781.263872,0.025000000000034106,,,,2.0,,0.0,1681394171.0,0.004999999999999005,20830.0,0.004086920558304856
,2537.713664,45.0,,461.889536,1835.429888,7,,,14748.0,71.0,317.0,77.0,15754.395648,8308.0,,,,,,,3911.995392,2.3,2.719744,,0.0,6,0.07199999999998852,8.333333333333332,0.10222912201668558,0.13722892451121882,0.0,1.1333333333333333,,206781.022208,0.02600000000001046,,,,2.0,,0.0,1681394172.0,0.004999999999999005,21595.0,0.004087568178601003
,2458.91072,45.0,,999.407616,2385.907712,8,,,17285.0,74.0,637.0,78.0,16614.445056,9448.0,,,,,,,3964.964864,2.3,2.719744,,0.0,7,0.0799999999999983,8.333333333333332,0.08244453789230327,0.16378747371220798,0.0,1.1333333333333333,,206326.501376,0.026999999999986812,,,,2.3,,0.0,1681394173.0,0.004999999999999005,24135.0,0.09400337705824692
,5383.143424,47.0,,1641.672704,5356.83072,9,,,24388.0,270.0,924.0,91.0,22239.993856,14113.0,,,,,,,6300.377088,3.9666666666666663,2.719744,,0.0,8,0.09599999999998943,15.933333333333335,1.2488479442544014,0.49553268216685814,0.0,1.7000000000000002,,202764.00128,0.3230000000000359,,,,3.9,,0.01633221109592745,1681394174.0,0.004999999999999005,970012.0,2.1803501812970216
