_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.169152,1696169849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696169849,4.5,0.0,0.0,1091.526656,0.0,9.0,0.0,243.748864,0.0,552.108032,0.0,0.0,0.0,3.125,0.0,0.22819558476077076,30004.371456,2.654208,103.0,0.0,1110.441984,0.0,5.0,4.9,4.75,9347.15392,31.0,,,,,,,,,,,,,,
2,2,,,1696169850,4.5,0.0,0.015999999999991132,1298.8416,0.2121934737618718,4217.0,0.9151162356321995,248.164352,5.0,561.184768,0.0,0.0,0.0,3.125,1933.0,2.3344071616481985,29797.04832,2.654208,156.0,0.00400000000036016,1138.634752,0.0,4342.0,5.6,4.75,10060.484608,32.0,,,,,,,,,,,,,,
3,3,,,1696169851,4.625,0.0,0.01999999999999602,1340.592128,0.004083489500598591,10313.0,1.3980687664412261,248.492032,6.0,594.464768,0.0,0.0,0.0,3.875,4874.0,32.20763016814276,29755.297792,2.654208,427.0,0.005000000000109139,1171.324928,0.0,9555.0,5.7,4.875,10093.174784,34.0,,,,,,,,,,,,,,
4,4,,,1696169852,4.625,0.0,0.027999999999991587,1389.662208,0.00408447975894286,20059.0,3.039044400217232,248.508416,7.0,636.407808,0.0,0.0,0.0,3.875,11957.0,1117.8262282995731,29706.194944,2.654208,2410.0,0.005000000000109139,1213.31712,0.0,20963.0,5.9,4.875,10135.154688,34.0,,,,,,,,,,,,,,
5,5,,,1696169853,4.625,0.0,0.031999999999996476,1661.11232,0.00408346717496601,31036.0,3.0738937210654043,250.212352,8.0,905.0112,0.0,0.0,0.0,3.875,19846.0,1210.005050034408,29434.720256,2.654208,4866.0,0.006000000000312866,1480.753152,0.0,31884.0,6.7,4.875,10402.59072,39.0,,,,,,,,,,,,,,
6,6,,,1696169854,4.625,0.0,0.036000000000001364,2037.252096,0.004082195122429092,36076.0,1.1180430811482176,250.212352,9.0,1279.782912,0.0,0.0,0.0,3.875,21852.0,0.6685232354975811,29058.637824,2.654208,4868.0,0.007000000000061846,1855.082496,0.0,36166.0,7.9,4.875,10776.920064,43.0,,,,,,,,,,,,,,
7,7,,,1696169855,4.625,0.0,0.04799999999998761,2153.988096,0.1387208977678958,41547.0,1.2009382409348857,426.815488,12.0,1488.601088,0.0,0.0,0.0,3.875,24151.0,0.7614827406338386,28929.298432,2.654208,4883.0,0.010000000000218279,1974.800384,0.0,41917.0,8.3,4.875,11538.239488,46.0,,,,,,,,,,,,,,
8,8,,,1696169856,4.625,0.0,0.0519999999999925,2800.205824,0.004079929511770584,45122.0,0.8029253466370945,519.090176,13.0,2223.706112,0.0,0.0,0.0,4.5,25560.0,0.5214181789770914,28283.080704,2.654208,4886.0,0.010000000000218279,2564.104192,0.0,45002.0,10.4,5.0,12429.533184,51.0,,,,,,,,,,,,,,
9,9,,,1696169857,4.625,0.0,0.05999999999998806,3505.13152,0.024396263637657678,50498.0,1.0121113983039347,877.715456,17.0,3191.496704,0.0,0.0,0.0,4.5,27599.0,0.9192197655699453,27234.258944,2.654208,5216.0,0.014000000000123691,3211.415552,0.0,94500.0,13.7,5.0,14666.153984,57.0,,,,,,,,,,,,,,
10,10,,,1696169858,4.625,0.0,0.06399999999999295,3745.378304,0.004069585511786577,53173.0,0.28619837012223065,1114.415104,18.0,3324.35456,0.0,0.0,0.0,4.5,28996.0,0.32325385381959426,26755.620864,2.654208,5427.0,0.015000000000327418,3131.027456,0.0,161130.0,15.2,5.0,15020.548096,57.0,,,,,,,,,,,,,,
11,11,,,1696169859,4.625,0.0,0.0759999999999934,3849.662464,0.2735530283844797,54021.0,0.08634655408497112,1114.415104,71.0,3324.387328,0.0,0.0,0.0,4.5,29498.0,0.018787632196345647,26635.964416,2.654208,5427.0,0.0860000000002401,3131.027456,0.0,162461.0,15.6,5.0,15020.548096,57.0,,,,,,,,,,,,,,
