04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_2_epoch,03_hivemind/epoch_based_sps,03_hivemind/global_samples_accumulated,03_hivemind/global_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_1_epoch,03_hivemind/per_epoch_training_samples,_timestamp,_runtime,03_hivemind/epoch_s,03_hivemind/num_peers,03_hivemind/optimistic_total_samples_per_second,_step,03_hivemind/reached_TBS,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,03_hivemind/undershot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second
89.53,14080.0,28453,179.19910969079146,2.0,,28384,2,,0.0,,2.0,,1680692713.0,573,,2,179.19910969079146,446,,0.0,24.08,14112.0,0,,9.63,89.57
89.52,14176.0,28666,179.072647561331,2.0,,28608,2,,0.0,,2.0,,1680692714.0,574,,2,179.072647561331,447,,0.0,22.91,14208.0,0,,9.16,89.68
89.45,14272.0,28880,179.23881159626387,2.0,,28832,2,,0.0,,2.0,,1680692715.0,575,,2,179.23881159626387,448,,0.0,21.69,14336.0,0,,8.68,89.63
89.52,14400.0,29093,179.2430634519589,2.0,,29056,2,,0.0,,2.0,,1680692717.0,577,,2,179.2430634519589,449,,0.0,20.5,14432.0,0,,8.2,89.72
89.51,14496.0,29305,179.26548883677214,2.0,,29248,2,,0.0,,2.0,,1680692718.0,578,,2,179.26548883677214,450,,0.0,19.32,14560.0,0,,7.73,89.73
89.6,14592.0,29517,179.19463744675556,2.0,,29472,2,,0.0,,2.0,,1680692719.0,579,,2,179.19463744675556,451,,0.0,18.14,14656.0,0,,7.26,89.67
89.58,14720.0,29731,179.29167076399705,2.0,,29664,2,,0.0,,2.0,,1680692720.0,580,,2,179.29167076399705,452,,0.0,16.94,14752.0,0,,6.78,89.61
89.6,14816.0,29944,179.2656458418805,2.0,,29888,2,,0.0,,2.0,,1680692721.0,581,,2,179.2656458418805,453,,0.0,15.75,14848.0,0,,6.3,89.69
89.6,14912.0,30158,179.28356141433324,2.0,,30112,2,,0.0,,2.0,,1680692723.0,583,,2,179.28356141433324,454,,0.0,14.56,14976.0,0,,5.82,89.67
89.59,15040.0,30372,179.26169050871022,2.0,,30304,2,,0.0,,2.0,,1680692724.0,584,,2,179.26169050871022,455,,0.0,13.37,15072.0,0,,5.35,89.69
89.56,15136.0,30583,179.29442085082925,2.0,,30528,2,,0.0,,2.0,,1680692725.0,585,,2,179.29442085082925,456,,0.0,12.18,15168.0,0,,4.87,89.7
89.54,15232.0,30796,179.29036064000624,2.0,,30752,2,,0.0,,2.0,,1680692726.0,586,,2,179.29036064000624,457,,0.0,11.0,15296.0,0,,4.4,89.75
89.53,15360.0,31009,179.1666031024921,2.0,,30944,2,,0.0,,2.0,,1680692727.0,587,,2,179.1666031024921,458,,0.0,9.82,15392.0,0,,3.93,89.76
89.47,15456.0,31222,179.09427401577372,2.0,,31168,2,,0.0,,2.0,,1680692729.0,589,,2,179.09427401577372,459,,0.0,8.63,15488.0,0,,3.45,89.7
89.35,15552.0,31435,179.0823076540775,2.0,,31392,2,,0.0,,2.0,,1680692730.0,590,,2,179.0823076540775,460,,0.0,7.44,15616.0,0,,2.98,89.74
89.39,15680.0,31647,179.16578175991447,2.0,,31584,2,,0.0,,2.0,,1680692731.0,591,,2,179.16578175991447,461,,0.0,6.26,15712.0,0,,2.5,89.7
89.44,15776.0,31860,179.09838075809262,2.0,,31808,2,,0.0,,2.0,,1680692732.0,592,,2,179.09838075809262,462,,0.0,5.07,15808.0,0,,2.03,89.73
89.43,15872.0,32072,179.17759478127576,2.0,,32032,2,,0.0,,2.0,,1680692733.0,593,,2,179.17759478127576,463,,0.0,3.88,15936.0,0,,1.55,89.67
89.47,16000.0,32285,179.14692367706473,2.0,,32224,2,,0.0,,2.0,,1680692734.0,594,,2,179.14692367706473,464,,0.0,2.7,16032.0,0,,1.08,89.71
89.46,16096.0,32497,179.13729893985683,2.0,,32448,2,,0.0,,2.0,,1680692736.0,596,,2,179.13729893985683,465,,0.0,1.51,16128.0,0,,0.6,89.69
89.4,16192.0,32710,179.080379249875,2.0,,32672,2,,0.0,,2.0,,1680692737.0,597,,2,179.080379249875,466,,0.0,0.32,16256.0,0,,0.5,89.73
89.44,16320.0,32923,179.0920972068024,2.0,,32800,2,,0.0,,2.0,,1680692738.0,598,,2,179.0920972068024,467,,0.0,0.0,16352.0,0,,0.5,89.64
89.44,16384.0,33135,179.0920972068024,2.0,,32800,2,,0.0,,2.0,,1680692739.0,599,,2,179.0920972068024,468,,0.0,0.0,16416.0,0,,0.5,89.65
89.44,16384.0,33347,179.0920972068024,2.0,,32800,2,,0.0,,2.0,,1680692740.0,600,,2,179.0920972068024,469,,0.0,0.0,16416.0,0,,0.5,89.65
89.44,16384.0,33560,179.0920972068024,2.0,,32800,2,,0.0,,2.0,,1680692742.0,602,,2,179.0920972068024,470,,0.0,0.0,16416.0,0,,0.5,89.65
89.44,16384.0,65,179.0920972068024,2.0,,0,3,,0.0,,2.0,,1680692743.0,603,,2,179.0920972068024,471,,0.0,182.6,16416.0,0,,10.0,89.65
89.44,0.0,277,179.0920972068024,3.0,174.5803697725949,0,3,3.0,0.0,98400.0,3.0,32800.0,1680692744.0,604,187.87908424483612,2,179.0920972068024,472,0.0,0.0,181.42,0.0,0,0.0,10.0,89.65
89.44,0.0,491,179.0920972068024,3.0,,0,3,,0.0,,3.0,,1680692745.0,605,,2,179.0920972068024,473,,0.0,180.23,0.0,0,,10.0,89.65
89.44,0.0,704,179.0920972068024,3.0,,0,3,,0.0,,3.0,,1680692746.0,606,,2,179.0920972068024,474,,0.0,179.04,0.0,0,,10.0,89.65
