04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_2_epoch,03_hivemind/epoch_based_sps,03_hivemind/global_samples_accumulated,03_hivemind/global_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_1_epoch,03_hivemind/per_epoch_training_samples,_timestamp,_runtime,03_hivemind/epoch_s,03_hivemind/num_peers,03_hivemind/optimistic_total_samples_per_second,_step,03_hivemind/reached_TBS,04_peers/peer_1_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,03_hivemind/undershot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second
,,64,1.3501900358530703,,,64,0,,,,,,1680692179.0,39,,1,1.3501900358530703,0,,,24221.53,,0,,10.0,
,,192,4.882456885723066,,,192,0,,,,0.0,,1680692180.0,40,,1,4.882456885723066,1,,0.0,6671.96,64.0,0,,10.0,1.35
,,315,8.411058455802298,,,288,0,,,,0.0,,1680692184.0,44,,1,8.411058455802298,2,,0.0,3858.33,192.0,0,,10.0,4.88
,,684,31.608825799627038,,,672,0,,,,0.0,,1680692186.0,46,,1,31.608825799627038,3,,0.0,1015.04,288.0,0,,10.0,8.41
,,808,41.92818132509132,,,800,0,,,,0.0,,1680692187.0,47,,1,41.92818132509132,4,,0.0,762.25,672.0,0,,10.0,31.61
,,938,52.416042557008126,,,928,0,,,,0.0,,1680692188.0,48,,1,52.416042557008126,5,,0.0,607.26,800.0,0,,10.0,41.93
,,1179,86.53195394405122,,,1152,0,,,,0.0,,1680692189.0,49,,2,86.53195394405122,6,,0.0,365.05,928.0,0,,10.0,52.42
26.68,128.0,1443,115.81038123060313,0.0,,1408,0,,0.0,,0.0,,1680692191.0,51,,2,115.81038123060313,7,,0.0,270.49,1024.0,0,,10.0,59.85
47.18,256.0,1669,134.62721832244088,0.0,,1632,0,,0.0,,0.0,,1680692192.0,52,,2,134.62721832244088,8,,0.0,231.0,1152.0,0,,10.0,68.63
58.85,352.0,1902,150.58560220361153,0.0,,1856,0,,0.0,,0.0,,1680692193.0,53,,2,150.58560220361153,9,,0.0,204.97,1280.0,0,,10.0,75.77
70.55,480.0,2135,163.1034959826651,0.0,,2112,0,,0.0,,0.0,,1680692194.0,54,,2,163.1034959826651,10,,0.0,187.81,1376.0,0,,10.0,80.04
78.73,608.0,2357,169.77864146881774,0.0,,2304,0,,0.0,,0.0,,1680692196.0,56,,2,169.77864146881774,11,,0.0,179.12,1504.0,0,,10.0,84.38
83.07,704.0,2585,176.02021849069587,0.0,,2560,0,,0.0,,0.0,,1680692197.0,57,,2,176.02021849069587,12,,0.0,171.47,1600.0,0,,10.0,86.71
87.08,832.0,2809,179.43463138408475,0.0,,2752,0,,0.0,,0.0,,1680692198.0,58,,2,179.43463138408475,13,,0.0,166.96,1728.0,0,,10.0,88.94
89.25,928.0,3035,182.38516995896393,0.0,,3008,0,,0.0,,0.0,,1680692199.0,59,,2,182.38516995896393,14,,0.0,163.02,1824.0,0,,10.0,90.18
91.16,1056.0,3260,184.04495714488652,0.0,,3200,0,,0.0,,0.0,,1680692200.0,60,,2,184.04495714488652,15,,0.0,160.33,1952.0,0,,10.0,91.23
92.21,1152.0,3483,185.27964933647507,0.0,,3456,0,,0.0,,0.0,,1680692201.0,61,,2,185.27964933647507,16,,0.0,158.06,2048.0,0,,10.0,91.84
92.99,1280.0,3707,186.03000757234545,0.0,,3648,0,,0.0,,0.0,,1680692203.0,63,,2,186.03000757234545,17,,0.0,156.22,2176.0,0,,10.0,92.28
93.44,1376.0,3931,186.63065772757687,0.0,,3904,0,,0.0,,0.0,,1680692204.0,64,,2,186.63065772757687,18,,0.0,154.52,2272.0,0,,10.0,92.59
93.86,1504.0,4154,186.89219332813903,0.0,,4096,0,,0.0,,0.0,,1680692205.0,65,,2,186.89219332813903,19,,0.0,153.11,2400.0,0,,10.0,92.77
93.98,1600.0,4376,186.97657644311704,0.0,,4320,0,,0.0,,0.0,,1680692206.0,66,,2,186.97657644311704,20,,0.0,151.85,2496.0,0,,10.0,92.91
94.05,1728.0,4599,187.06496710744906,0.0,,4544,0,,0.0,,0.0,,1680692207.0,67,,2,187.06496710744906,21,,0.0,150.59,2592.0,0,,10.0,92.93
94.09,1824.0,4823,187.27401946922237,0.0,,4768,0,,0.0,,0.0,,1680692209.0,69,,2,187.27401946922237,22,,0.0,149.22,2720.0,0,,10.0,92.98
94.1,1952.0,5046,187.2905859870799,0.0,,4992,0,,0.0,,0.0,,1680692210.0,70,,2,187.2905859870799,23,,0.0,148.02,2816.0,0,,10.0,93.17
94.07,2048.0,5270,187.4133065492236,0.0,,5216,0,,0.0,,0.0,,1680692211.0,71,,2,187.4133065492236,24,,0.0,146.72,2944.0,0,,10.0,93.22
94.12,2176.0,5493,187.36132764459813,0.0,,5440,0,,0.0,,0.0,,1680692212.0,72,,2,187.36132764459813,25,,0.0,145.57,3040.0,0,,10.0,93.3
94.05,2272.0,5717,187.43050174394028,0.0,,5664,0,,0.0,,0.0,,1680692213.0,73,,2,187.43050174394028,26,,0.0,144.32,3168.0,0,,10.0,93.31
94.11,2400.0,5940,187.33012458691314,0.0,,5888,0,,0.0,,0.0,,1680692215.0,75,,2,187.33012458691314,27,,0.0,143.22,3264.0,0,,10.0,93.32
94.12,2496.0,6163,187.27021143724983,0.0,,6112,0,,0.0,,0.0,,1680692216.0,76,,2,187.27021143724983,28,,0.0,142.07,3392.0,0,,10.0,93.21
94.06,2624.0,6386,187.2661731154353,0.0,,6336,0,,0.0,,0.0,,1680692217.0,77,,2,187.2661731154353,29,,0.0,140.88,3488.0,0,,10.0,93.21
94.1,2720.0,6609,187.1879887197005,0.0,,6560,0,,0.0,,0.0,,1680692218.0,78,,2,187.1879887197005,30,,0.0,139.75,3616.0,0,,10.0,93.16
94.14,2848.0,6832,187.1393481462552,0.0,,6784,0,,0.0,,0.0,,1680692219.0,79,,2,187.1393481462552,31,,0.0,138.59,3712.0,0,,10.0,93.05
94.14,2944.0,7054,187.11971513536074,0.0,,7008,0,,0.0,,0.0,,1680692221.0,81,,2,187.11971513536074,32,,0.0,137.42,3840.0,0,,10.0,93.0
94.08,3072.0,7276,186.95641112034193,0.0,,7232,0,,0.0,,0.0,,1680692222.0,82,,2,186.95641112034193,33,,0.0,136.35,3936.0,0,,10.0,93.04
94.01,3168.0,7497,186.7259075511884,0.0,,7456,0,,0.0,,0.0,,1680692223.0,83,,2,186.7259075511884,34,,0.0,135.34,4064.0,0,,10.0,92.95
93.78,3296.0,7718,186.6402828860167,0.0,,7648,0,,0.0,,0.0,,1680692224.0,84,,2,186.6402828860167,35,,0.0,134.21,4160.0,0,,10.0,92.94
93.78,3392.0,7940,186.46397693502445,0.0,,7904,0,,0.0,,0.0,,1680692225.0,85,,2,186.46397693502445,36,,0.0,133.15,4256.0,0,,10.0,92.86
93.67,3520.0,8161,186.30513948941518,0.0,,8096,0,,0.0,,0.0,,1680692226.0,86,,2,186.30513948941518,37,,0.0,132.08,4384.0,0,,10.0,92.79
93.6,3616.0,8383,186.3010286924084,0.0,,8352,0,,0.0,,0.0,,1680692228.0,88,,2,186.3010286924084,38,,0.0,130.89,4480.0,0,,10.0,92.71
93.68,3744.0,8604,186.2975789517712,0.0,,8544,0,,0.0,,0.0,,1680692229.0,89,,2,186.2975789517712,39,,0.0,129.7,4608.0,0,,10.0,92.62
93.68,3840.0,8826,186.1567604568661,0.0,,8800,0,,0.0,,0.0,,1680692230.0,90,,2,186.1567604568661,40,,0.0,128.61,4704.0,0,,10.0,92.62
93.58,3968.0,9047,186.144286182182,0.0,,8992,0,,0.0,,0.0,,1680692231.0,91,,2,186.144286182182,41,,0.0,127.43,4832.0,0,,10.0,92.57
93.57,4064.0,9268,186.02772118346314,0.0,,9216,0,,0.0,,0.0,,1680692232.0,92,,2,186.02772118346314,42,,0.0,126.32,4928.0,0,,10.0,92.58
93.49,4192.0,9489,185.94168095860806,0.0,,9440,0,,0.0,,0.0,,1680692234.0,94,,2,185.94168095860806,43,,0.0,125.19,5024.0,0,,10.0,92.54
93.45,4288.0,9710,185.8461464090478,0.0,,9664,0,,0.0,,0.0,,1680692235.0,95,,2,185.8461464090478,44,,0.0,124.07,5152.0,0,,10.0,92.5
93.35,4416.0,9931,185.7867978923383,0.0,,9888,0,,0.0,,0.0,,1680692236.0,96,,2,185.7867978923383,45,,0.0,122.92,5248.0,0,,10.0,92.5
93.31,4512.0,10153,185.6885528708926,0.0,,10080,0,,0.0,,0.0,,1680692237.0,97,,2,185.6885528708926,46,,0.0,121.79,5376.0,0,,10.0,92.48
93.28,4608.0,10374,185.5160677356592,0.0,,10336,0,,0.0,,0.0,,1680692238.0,98,,2,185.5160677356592,47,,0.0,120.71,5472.0,0,,10.0,92.41
93.14,4736.0,10594,185.4201933357736,0.0,,10528,0,,0.0,,0.0,,1680692240.0,100,,2,185.4201933357736,48,,0.0,119.59,5600.0,0,,10.0,92.38
93.08,4832.0,10814,185.3214353108326,0.0,,10784,0,,0.0,,0.0,,1680692241.0,101,,2,185.3214353108326,49,,0.0,118.46,5696.0,0,,10.0,92.34
93.03,4960.0,11034,185.21174140143762,0.0,,10976,0,,0.0,,0.0,,1680692242.0,102,,2,185.21174140143762,50,,0.0,117.35,5824.0,0,,10.0,92.29
92.95,5056.0,11254,185.11156633523245,0.0,,11200,0,,0.0,,0.0,,1680692243.0,103,,2,185.11156633523245,51,,0.0,116.22,5920.0,0,,10.0,92.26
92.89,5184.0,11475,185.1041073530611,0.0,,11424,0,,0.0,,0.0,,1680692244.0,104,,2,185.1041073530611,52,,0.0,115.03,6016.0,0,,10.0,92.22
92.93,5280.0,11695,185.02140711427197,0.0,,11648,0,,0.0,,0.0,,1680692246.0,106,,2,185.02140711427197,53,,0.0,113.89,6144.0,0,,10.0,92.18
92.85,5408.0,11915,184.89304785348116,0.0,,11872,0,,0.0,,0.0,,1680692247.0,107,,2,184.89304785348116,54,,0.0,112.78,6240.0,0,,10.0,92.17
92.81,5504.0,12135,184.81600511561658,0.0,,12096,0,,0.0,,0.0,,1680692248.0,108,,2,184.81600511561658,55,,0.0,111.64,6368.0,0,,10.0,92.08
92.77,5632.0,12354,184.76758696919262,0.0,,12320,0,,0.0,,0.0,,1680692249.0,109,,2,184.76758696919262,56,,0.0,110.48,6464.0,0,,10.0,92.04
92.75,5728.0,12574,184.64774848774852,0.0,,12512,0,,0.0,,0.0,,1680692250.0,110,,2,184.64774848774852,57,,0.0,109.37,6592.0,0,,10.0,92.02
92.65,5824.0,12793,184.5234649379212,0.0,,12736,0,,0.0,,0.0,,1680692251.0,111,,2,184.5234649379212,58,,0.0,108.25,6688.0,0,,10.0,92.0
92.53,5952.0,13012,184.405307398456,0.0,,12960,0,,0.0,,0.0,,1680692253.0,113,,2,184.405307398456,59,,0.0,107.14,6784.0,0,,10.0,91.99
92.5,6048.0,13231,184.3935328435725,0.0,,13184,0,,0.0,,0.0,,1680692254.0,114,,2,184.3935328435725,60,,0.0,105.95,6912.0,0,,10.0,91.9
92.49,6176.0,13450,184.20978264415857,0.0,,13408,0,,0.0,,0.0,,1680692255.0,115,,2,184.20978264415857,61,,0.0,104.87,7008.0,0,,10.0,91.9
92.37,6272.0,13668,184.10980954028813,0.0,,13632,0,,0.0,,0.0,,1680692256.0,116,,2,184.10980954028813,62,,0.0,103.74,7136.0,0,,10.0,91.84
92.31,6400.0,13887,184.0630426029544,0.0,,13824,0,,0.0,,0.0,,1680692257.0,117,,2,184.0630426029544,63,,0.0,102.58,7232.0,0,,10.0,91.8
92.26,6496.0,14106,183.94351535182545,0.0,,14048,0,,0.0,,0.0,,1680692259.0,119,,2,183.94351535182545,64,,0.0,101.45,7328.0,0,,10.0,91.8
92.19,6592.0,14326,183.80490018762134,0.0,,14272,0,,0.0,,0.0,,1680692260.0,120,,2,183.80490018762134,65,,0.0,100.34,7456.0,0,,10.0,91.75
92.12,6720.0,14545,183.7431649934955,0.0,,14496,0,,0.0,,0.0,,1680692261.0,121,,2,183.7431649934955,66,,0.0,99.18,7552.0,0,,10.0,91.69
92.08,6816.0,14764,183.762387685833,0.0,,14720,0,,0.0,,0.0,,1680692262.0,122,,2,183.762387685833,67,,0.0,97.97,7680.0,0,,10.0,91.66
92.08,6944.0,14983,183.68189251588646,0.0,,14912,0,,0.0,,0.0,,1680692263.0,123,,2,183.68189251588646,68,,0.0,96.83,7776.0,0,,10.0,91.68
92.03,7040.0,15201,183.53844427738298,0.0,,15168,0,,0.0,,0.0,,1680692265.0,125,,2,183.53844427738298,69,,0.0,95.71,7872.0,0,,10.0,91.65
91.96,7168.0,15419,183.4053401321829,0.0,,15360,0,,0.0,,0.0,,1680692266.0,126,,2,183.4053401321829,70,,0.0,94.59,8000.0,0,,10.0,91.57
91.87,7264.0,15637,183.3351849572622,0.0,,15584,0,,0.0,,0.0,,1680692267.0,127,,2,183.3351849572622,71,,0.0,93.44,8096.0,0,,10.0,91.53
91.82,7360.0,15855,183.29519415205226,0.0,,15808,0,,0.0,,0.0,,1680692268.0,128,,2,183.29519415205226,72,,0.0,92.27,8224.0,0,,10.0,91.52
91.81,7488.0,16074,183.25006465859917,0.0,,16032,0,,0.0,,0.0,,1680692269.0,129,,2,183.25006465859917,73,,0.0,91.1,8320.0,0,,10.0,91.48
91.74,7584.0,16293,183.2140893913119,0.0,,16256,0,,0.0,,0.0,,1680692271.0,131,,2,183.2140893913119,74,,0.0,89.92,8448.0,0,,10.0,91.51
91.73,7712.0,16511,183.11266062839186,0.0,,16448,0,,0.0,,0.0,,1680692272.0,132,,2,183.11266062839186,75,,0.0,88.78,8544.0,0,,10.0,91.48
91.66,7808.0,16729,183.03074248154178,0.0,,16704,0,,0.0,,0.0,,1680692273.0,133,,2,183.03074248154178,76,,0.0,87.63,8640.0,0,,10.0,91.45
91.62,7936.0,16946,182.99367794897074,0.0,,16896,0,,0.0,,0.0,,1680692274.0,134,,2,182.99367794897074,77,,0.0,86.46,8768.0,0,,10.0,91.41
91.58,8032.0,17164,182.9906793526933,0.0,,17120,0,,0.0,,0.0,,1680692275.0,135,,2,182.9906793526933,78,,0.0,85.27,8864.0,0,,10.0,91.41
91.57,8128.0,17381,182.93188702238234,0.0,,17344,0,,0.0,,0.0,,1680692276.0,136,,2,182.93188702238234,79,,0.0,84.11,8992.0,0,,10.0,91.42
91.52,8256.0,17600,182.93345441704582,0.0,,17536,0,,0.0,,0.0,,1680692278.0,138,,2,182.93345441704582,80,,0.0,82.92,9088.0,0,,10.0,91.41
91.49,8352.0,17818,182.87710943394077,0.0,,17792,0,,0.0,,0.0,,1680692279.0,139,,2,182.87710943394077,81,,0.0,81.75,9184.0,0,,10.0,91.44
91.46,8480.0,18035,182.79315650478878,0.0,,17984,0,,0.0,,0.0,,1680692280.0,140,,2,182.79315650478878,82,,0.0,80.6,9312.0,0,,10.0,91.42
91.43,8576.0,18252,182.80389905533178,0.0,,18208,0,,0.0,,0.0,,1680692281.0,141,,2,182.80389905533178,83,,0.0,79.41,9408.0,0,,10.0,91.36
91.49,8672.0,18470,182.75532289686134,0.0,,18432,0,,0.0,,0.0,,1680692282.0,142,,2,182.75532289686134,84,,0.0,78.24,9536.0,0,,10.0,91.31
91.45,8800.0,18687,182.8156040241069,0.0,,18624,0,,0.0,,0.0,,1680692284.0,144,,2,182.8156040241069,85,,0.0,77.02,9632.0,0,,10.0,91.31
91.44,8896.0,18905,182.75155410419381,0.0,,18880,0,,0.0,,0.0,,1680692285.0,145,,2,182.75155410419381,86,,0.0,75.86,9728.0,0,,10.0,91.37
91.4,9024.0,19122,182.7295133031518,0.0,,19072,0,,0.0,,0.0,,1680692286.0,146,,2,182.7295133031518,87,,0.0,74.68,9856.0,0,,10.0,91.36
91.34,9120.0,19339,182.61610479862946,0.0,,19296,0,,0.0,,0.0,,1680692287.0,147,,2,182.61610479862946,88,,0.0,73.54,9952.0,0,,10.0,91.39
91.25,9216.0,19556,182.51589832040816,0.0,,19520,0,,0.0,,0.0,,1680692288.0,148,,2,182.51589832040816,89,,0.0,72.39,10080.0,0,,10.0,91.37
91.22,9344.0,19772,182.42912533944602,0.0,,19712,0,,0.0,,0.0,,1680692290.0,150,,2,182.42912533944602,90,,0.0,71.24,10176.0,0,,10.0,91.29
91.19,9440.0,19989,182.36647213291803,0.0,,19936,0,,0.0,,0.0,,1680692291.0,151,,2,182.36647213291803,91,,0.0,70.07,10272.0,0,,10.0,91.24
91.16,9536.0,20205,182.2811761800682,0.0,,20160,0,,0.0,,0.0,,1680692292.0,152,,2,182.2811761800682,92,,0.0,68.92,10400.0,0,,10.0,91.21
91.1,9664.0,20423,182.25134767805696,0.0,,20352,0,,0.0,,0.0,,1680692293.0,153,,2,182.25134767805696,93,,0.0,67.74,10496.0,0,,10.0,91.18
91.11,9760.0,20640,182.26760245729645,0.0,,20608,0,,0.0,,0.0,,1680692294.0,154,,2,182.26760245729645,94,,0.0,66.54,10592.0,0,,10.0,91.15
91.13,9888.0,20856,182.17716894606903,0.0,,20800,0,,0.0,,0.0,,1680692296.0,156,,2,182.17716894606903,95,,0.0,65.39,10720.0,0,,10.0,91.14
91.05,9984.0,21072,182.11190845992948,0.0,,21024,0,,0.0,,0.0,,1680692297.0,157,,2,182.11190845992948,96,,0.0,64.22,10816.0,0,,10.0,91.13
90.99,10080.0,21289,182.02013994062503,0.0,,21248,0,,0.0,,0.0,,1680692298.0,158,,2,182.02013994062503,97,,0.0,63.07,10944.0,0,,10.0,91.12
90.96,10208.0,21504,181.9682496072911,0.0,,21440,0,,0.0,,0.0,,1680692299.0,159,,2,181.9682496072911,98,,0.0,61.9,11040.0,0,,10.0,91.06
90.91,10304.0,21721,181.9140981617359,0.0,,21664,0,,0.0,,0.0,,1680692300.0,160,,2,181.9140981617359,99,,0.0,60.73,11136.0,0,,10.0,91.05
90.88,10400.0,21937,181.85234328658464,0.0,,21888,0,,0.0,,0.0,,1680692301.0,161,,2,181.85234328658464,100,,0.0,59.56,11264.0,0,,10.0,91.03
90.87,10528.0,22153,181.7779061765404,0.0,,22112,0,,0.0,,0.0,,1680692303.0,163,,2,181.7779061765404,101,,0.0,58.4,11360.0,0,,10.0,90.98
90.84,10624.0,22368,181.68274898153015,0.0,,22336,0,,0.0,,0.0,,1680692304.0,164,,2,181.68274898153015,102,,0.0,57.24,11488.0,0,,10.0,90.94
90.71,10752.0,22583,181.58707531696632,0.0,,22528,0,,0.0,,0.0,,1680692305.0,165,,2,181.58707531696632,103,,0.0,56.09,11584.0,0,,10.0,90.97
90.69,10848.0,22800,181.58839664535856,0.0,,22752,0,,0.0,,0.0,,1680692306.0,166,,2,181.58839664535856,104,,0.0,54.89,11680.0,0,,10.0,90.9
90.67,10944.0,23015,181.54608388419317,0.0,,22976,0,,0.0,,0.0,,1680692307.0,167,,2,181.54608388419317,105,,0.0,53.72,11808.0,0,,10.0,90.92
90.63,11072.0,23230,181.45865904793362,0.0,,23168,0,,0.0,,0.0,,1680692309.0,169,,2,181.45865904793362,106,,0.0,52.56,11904.0,0,,10.0,90.92
90.55,11168.0,23445,181.45194341797276,0.0,,23392,0,,0.0,,0.0,,1680692310.0,170,,2,181.45194341797276,107,,0.0,51.38,12000.0,0,,10.0,90.91
90.57,11264.0,23661,181.41664901472356,0.0,,23616,0,,0.0,,0.0,,1680692311.0,171,,2,181.41664901472356,108,,0.0,50.2,12128.0,0,,10.0,90.88
90.52,11392.0,23876,181.3452305088402,0.0,,23808,0,,0.0,,0.0,,1680692312.0,172,,2,181.3452305088402,109,,0.0,49.03,12224.0,0,,10.0,90.9
90.52,11488.0,24092,181.30679629949583,0.0,,24032,0,,0.0,,0.0,,1680692313.0,173,,2,181.30679629949583,110,,0.0,47.85,12320.0,0,,10.0,90.82
90.57,11584.0,24307,181.15409149020678,0.0,,24256,0,,0.0,,0.0,,1680692315.0,175,,2,181.15409149020678,111,,0.0,46.71,12448.0,0,,10.0,90.73
90.43,11712.0,24522,181.10828751235448,0.0,,24480,0,,0.0,,0.0,,1680692316.0,176,,2,181.10828751235448,112,,0.0,45.53,12544.0,0,,10.0,90.73
90.43,11808.0,24738,181.10478229224466,0.0,,24704,0,,0.0,,0.0,,1680692317.0,177,,2,181.10478229224466,113,,0.0,44.34,12672.0,0,,10.0,90.68
90.42,11936.0,24953,181.10971445857885,0.0,,24896,0,,0.0,,0.0,,1680692318.0,178,,2,181.10971445857885,114,,0.0,43.15,12768.0,0,,10.0,90.68
90.39,12032.0,25168,181.09279295751892,0.0,,25120,0,,0.0,,0.0,,1680692319.0,179,,2,181.09279295751892,115,,0.0,41.97,12864.0,0,,10.0,90.72
90.4,12128.0,25383,180.9797398229046,0.0,,25344,0,,0.0,,0.0,,1680692320.0,180,,2,180.9797398229046,116,,0.0,40.81,12992.0,0,,10.0,90.7
90.32,12256.0,25598,180.95088263352488,0.0,,25536,0,,0.0,,0.0,,1680692322.0,182,,2,180.95088263352488,117,,0.0,39.63,13088.0,0,,10.0,90.66
90.3,12352.0,25813,181.01849628890125,0.0,,25760,0,,0.0,,0.0,,1680692323.0,183,,2,181.01849628890125,118,,0.0,38.42,13184.0,0,,10.0,90.65
90.35,12448.0,26027,181.02364601082962,0.0,,25984,0,,0.0,,0.0,,1680692324.0,184,,2,181.02364601082962,119,,0.0,37.24,13312.0,0,,10.0,90.67
90.3,12576.0,26242,180.94308454564026,0.0,,26208,0,,0.0,,0.0,,1680692325.0,185,,2,180.94308454564026,120,,0.0,36.07,13408.0,0,,10.0,90.72
90.27,12672.0,26456,180.8909701131779,0.0,,26400,0,,0.0,,0.0,,1680692326.0,186,,2,180.8909701131779,121,,0.0,34.89,13536.0,0,,10.0,90.67
90.24,12768.0,26671,180.8635141720564,0.0,,26624,0,,0.0,,0.0,,1680692328.0,188,,2,180.8635141720564,122,,0.0,33.71,13632.0,0,,10.0,90.65
90.21,12896.0,26885,180.77514223181836,0.0,,26848,0,,0.0,,0.0,,1680692329.0,189,,2,180.77514223181836,123,,0.0,32.54,13728.0,0,,10.0,90.65
90.19,12992.0,27099,180.72905909626772,0.0,,27040,0,,0.0,,0.0,,1680692330.0,190,,2,180.72905909626772,124,,0.0,31.37,13856.0,0,,10.0,90.59
90.13,13088.0,27312,180.63356433369688,0.0,,27264,0,,0.0,,0.0,,1680692331.0,191,,2,180.63356433369688,125,,0.0,30.2,13952.0,0,,10.0,90.6
90.05,13216.0,27527,180.64715078274511,0.0,,27488,0,,0.0,,0.0,,1680692332.0,192,,2,180.64715078274511,126,,0.0,29.01,14048.0,0,,10.0,90.58
90.04,13312.0,27743,180.6512961396457,0.0,,27680,0,,0.0,,0.0,,1680692334.0,194,,2,180.6512961396457,127,,0.0,27.82,14176.0,0,,10.0,90.6
90.04,13408.0,27957,180.59750924575798,0.0,,27904,0,,0.0,,0.0,,1680692335.0,195,,2,180.59750924575798,128,,0.0,26.64,14272.0,0,,10.0,90.61
90.0,13536.0,28171,180.5290437350472,0.0,,28128,0,,0.0,,0.0,,1680692336.0,196,,2,180.5290437350472,129,,0.0,25.46,14368.0,0,,10.0,90.6
89.92,13632.0,28386,180.52481539770696,0.0,,28320,0,,0.0,,0.0,,1680692337.0,197,,2,180.52481539770696,130,,0.0,24.27,14496.0,0,,9.71,90.61
89.94,13728.0,28600,180.48750635002736,0.0,,28576,0,,0.0,,0.0,,1680692338.0,198,,2,180.48750635002736,131,,0.0,23.09,14592.0,0,,9.24,90.58
89.97,13856.0,28815,180.4082296155818,0.0,,28768,0,,0.0,,0.0,,1680692339.0,199,,2,180.4082296155818,132,,0.0,21.91,14720.0,0,,8.77,90.52
89.96,13952.0,29029,180.46627855696966,0.0,,28960,0,,0.0,,0.0,,1680692341.0,201,,2,180.46627855696966,133,,0.0,20.72,14816.0,0,,8.29,90.45
89.98,14048.0,29244,180.5055876773763,0.0,,29216,0,,0.0,,0.0,,1680692342.0,202,,2,180.5055876773763,134,,0.0,19.52,14912.0,0,,7.81,90.49
89.97,14176.0,29458,180.38389218247787,0.0,,29408,0,,0.0,,0.0,,1680692343.0,203,,2,180.38389218247787,135,,0.0,18.35,15040.0,0,,7.34,90.54
89.92,14272.0,29672,180.35498248923128,0.0,,29600,0,,0.0,,0.0,,1680692344.0,204,,2,180.35498248923128,136,,0.0,17.17,15136.0,0,,6.87,90.47
89.89,14368.0,29886,180.3244804497972,0.0,,29856,0,,0.0,,0.0,,1680692345.0,205,,2,180.3244804497972,137,,0.0,15.98,15232.0,0,,6.39,90.46
89.88,14496.0,30101,180.32408527259582,0.0,,30048,0,,0.0,,0.0,,1680692347.0,207,,2,180.32408527259582,138,,0.0,14.79,15360.0,0,,5.92,90.44
89.93,14592.0,30315,180.3243497288772,0.0,,30240,0,,0.0,,0.0,,1680692348.0,208,,2,180.3243497288772,139,,0.0,13.6,15456.0,0,,5.44,90.39
89.93,14688.0,30530,180.3310485365916,0.0,,30496,0,,0.0,,0.0,,1680692349.0,209,,2,180.3310485365916,140,,0.0,12.41,15552.0,0,,4.97,90.4
89.95,14816.0,30743,180.1922668442781,0.0,,30688,0,,0.0,,0.0,,1680692350.0,210,,2,180.1922668442781,141,,0.0,11.24,15680.0,0,,4.5,90.38
89.83,14912.0,30957,180.19847169922036,0.0,,30880,0,,0.0,,0.0,,1680692351.0,211,,2,180.19847169922036,142,,0.0,10.05,15776.0,0,,4.02,90.36
89.86,15008.0,31172,180.13614279098354,0.0,,31136,0,,0.0,,0.0,,1680692353.0,213,,2,180.13614279098354,143,,0.0,8.86,15872.0,0,,3.54,90.34
89.79,15136.0,31385,180.07402326582832,0.0,,31328,0,,0.0,,0.0,,1680692354.0,214,,2,180.07402326582832,144,,0.0,7.68,16000.0,0,,3.07,90.35
89.76,15232.0,31599,180.1401434479721,0.0,,31520,0,,0.0,,0.0,,1680692355.0,215,,2,180.1401434479721,145,,0.0,6.49,16096.0,0,,2.6,90.31
89.78,15328.0,31812,180.1575169723377,0.0,,31776,0,,0.0,,0.0,,1680692356.0,216,,2,180.1575169723377,146,,0.0,5.31,16192.0,0,,2.12,90.36
89.84,15456.0,32026,180.16807918323025,0.0,,31968,0,,0.0,,0.0,,1680692357.0,217,,2,180.16807918323025,147,,0.0,4.12,16320.0,0,,1.65,90.32
89.84,15552.0,32239,180.09775187019574,0.0,,32192,0,,0.0,,0.0,,1680692358.0,218,,2,180.09775187019574,148,,0.0,2.94,16416.0,0,,1.17,90.33
89.79,15648.0,32454,180.08823894441105,0.0,,32416,0,,0.0,,0.0,,1680692360.0,220,,2,180.08823894441105,149,,0.0,1.74,16544.0,0,,0.7,90.3
89.83,15776.0,32667,180.10351997090868,0.0,,32608,0,,0.0,,0.0,,1680692361.0,221,,2,180.10351997090868,150,,0.0,0.56,16640.0,0,,0.5,90.26
89.84,15872.0,32882,180.06336744144886,0.0,,32800,0,,0.0,,0.0,,1680692362.0,222,,2,180.06336744144886,151,,0.0,0.0,16736.0,0,,0.5,90.26
89.78,15968.0,33096,180.06336744144886,0.0,,32800,0,,0.0,,0.0,,1680692363.0,223,,2,180.06336744144886,152,,0.0,0.0,16832.0,0,,0.5,90.28
89.78,15968.0,33310,180.06336744144886,0.0,,32800,0,,0.0,,0.0,,1680692364.0,224,,2,180.06336744144886,153,,0.0,0.0,16832.0,0,,0.5,90.28
89.78,15968.0,33525,180.06336744144886,0.0,,32800,0,,0.0,,0.0,,1680692366.0,226,,2,180.06336744144886,154,,0.0,0.0,16832.0,0,,0.5,90.28
89.78,15968.0,52,180.06336744144886,0.0,,0,1,,0.0,,0.0,,1680692367.0,227,,2,180.06336744144886,155,,0.0,181.69,16832.0,0,,10.0,90.28
