_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.169152,1696170117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696170117,4.625,0.0,0.0,1066.979328,0.0,13.0,0.20290344158533777,243.11808,0.0,551.841792,0.0,0.0,0.0,4.25,17.0,0.10724896270815223,30028.926976,2.654208,102.0,0.0,1110.437888,0.0,20.0,4.8,4.5,9347.149824,22.0,,,,,,,,,,,,,,
2,2,,,1696170118,4.625,0.0,0.012000000000000455,1269.301248,0.012256717536531956,4189.0,1.1732216206108785,247.730176,3.0,559.030272,0.0,0.0,0.0,4.25,2227.0,2.6478020918031855,29826.60096,2.654208,157.0,0.0019999999999527063,1138.638848,0.0,5560.0,5.5,4.5,10060.488704,24.0,,,,,,,,,,,,,,
3,3,,,1696170119,4.625,0.0,0.015999999999991132,1316.384768,0.0040841020449433815,9706.0,1.2599773877362448,248.057856,4.0,602.476544,0.0,0.0,0.0,4.25,4740.0,32.04667246029796,29779.513344,2.654208,364.0,0.003000000000156433,1181.589504,0.0,10199.0,5.6,4.5,10103.43936,26.0,,,,,,,,,,,,,,
4,4,,,1696170120,4.625,0.0,0.02400000000000091,1352.593408,0.004084882795641213,19052.0,3.2304880713901905,248.07424,5.0,634.052608,0.0,0.0,0.0,5.0,12544.0,1285.5118656496536,29742.948352,2.654208,2686.0,0.00400000000036016,1213.059072,0.0,22343.0,5.7,4.625,10134.89664,27.0,,,,,,,,,,,,,,
5,5,,,1696170121,4.625,0.0,0.04399999999999693,1353.363456,0.2285566559843461,30470.0,3.5326399740617056,248.07424,10.0,634.052608,0.0,0.0,0.0,5.0,21352.0,1553.0514851268463,29742.485504,2.654208,5872.0,0.009000000000014552,1213.059072,0.0,33199.0,5.8,4.625,10134.89664,36.0,,,,,,,,,,,,,,
6,6,,,1696170122,4.625,0.0,0.0519999999999925,1382.080512,0.004087098489213562,41751.0,3.3174946501848575,248.07424,11.0,634.052608,0.0,0.0,0.0,5.0,31098.0,1554.9972479590726,29713.731584,2.654208,9069.0,0.010000000000218279,1213.059072,0.0,47075.0,5.8,4.625,10134.89664,40.0,,,,,,,,,,,,,,
7,7,,,1696170123,4.625,0.0,0.055999999999997385,1373.130752,0.004085581255355998,53533.0,3.4142053491671787,248.07424,12.0,634.052608,0.0,0.0,0.0,5.0,41165.0,1594.6969871509748,29722.341376,2.654208,12360.0,0.010999999999967258,1213.059072,0.0,62347.0,5.8,4.625,10134.89664,40.0,,,,,,,,,,,,,,
8,8,,,1696170124,4.625,0.0,0.08799999999999386,1360.822272,0.2858280956184375,65235.0,3.415215086469474,248.07424,29.0,634.052608,0.0,0.0,0.0,5.0,51081.0,1547.5582366698154,29734.719488,2.654208,15677.0,0.021999999999934516,1213.059072,0.0,76052.0,5.8,4.625,10134.89664,41.0,,,,,,,,,,,,,,
9,9,,,1696170125,4.75,0.0,0.09600000000000364,2472.435712,0.020432070442032404,72204.0,1.7112896560400992,249.516032,32.0,1740.099584,0.0,0.0,0.0,5.625,55022.0,213.5030763980313,28623.42144,2.654208,16118.0,0.02500000000009095,2319.58528,0.0,82668.0,9.3,4.75,11241.422848,43.0,,,,,,,,,,,,,,
