_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.169152,1696169849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696169849,4.5,0.0,0.0,1080.717312,0.0,9.0,0.0,243.01568,0.0,551.81312,0.0,0.0,0.0,3.125,18.0,0.0,30015.176704,2.654208,93.0,0.0,1110.441984,0.0,13.0,4.9,4.875,9347.15392,36.0,,,,,,,,,,,,,,
2,2,,,1696169850,4.5,0.0,0.012000000000000455,1284.616192,0.012243681901204733,5132.0,1.0331722564812464,247.56224,3.0,558.91968,0.0,0.0,0.0,3.125,2260.0,2.37834318047646,29811.273728,2.654208,143.0,0.0020000000004074536,1138.634752,0.0,5109.0,5.5,4.875,10060.484608,36.0,,,,,,,,,,,,,,
3,3,,,1696169851,4.5,0.0,0.01999999999999602,1331.9168,0.0040852985409098605,11388.0,1.4709867429767418,247.82848,4.0,602.386432,0.0,0.0,0.0,2.75,5158.0,32.27268554116552,29763.969024,2.654208,405.0,0.003000000000156433,1181.585408,0.0,10383.0,5.7,4.75,10103.435264,37.0,,,,,,,,,,,,,,
4,4,,,1696169852,4.5,0.0,0.02400000000000091,1377.230848,0.004088895156591115,24287.0,3.6617174195689546,247.844864,5.0,633.823232,0.0,0.0,0.0,2.75,14373.0,1282.1328928032274,29718.339584,2.654208,4047.0,0.00400000000036016,1213.054976,0.0,23408.0,5.8,4.75,10134.892544,41.0,,,,,,,,,,,,,,
5,5,,,1696169853,4.5,0.0,0.036000000000001364,1703.112704,0.24916244713193406,36007.0,3.231229752715486,249.417728,8.0,956.588032,0.0,0.0,0.0,2.75,22705.0,1048.7904211508055,29392.77312,2.654208,7088.0,0.007000000000061846,1536.323584,0.0,35993.0,6.9,4.75,10458.161152,42.0,,,,,,,,,,,,,,
6,6,,,1696169854,4.5,0.0,0.04800000000000182,1884.807168,0.4941836311485233,40964.0,1.1302839232886994,249.417728,84.0,1075.617792,0.0,0.0,0.0,2.75,24695.0,0.7019175238811456,29211.078656,2.654208,7092.0,0.09100000000034925,1687.207936,0.0,40572.0,7.4,4.75,10980.114432,45.0,,,,,,,,,,,,,,
7,7,,,1696169855,4.5,0.0,0.05200000000000671,2349.879296,0.004086820423886283,46052.0,1.1986277126302751,453.595136,85.0,1720.60672,0.0,0.0,0.0,2.75,26756.0,0.6939692469173313,28733.452288,2.654208,7104.0,0.09200000000009823,2128.400384,0.0,45288.0,8.9,4.75,11792.502784,47.0,,,,,,,,,,,,,,
8,8,,,1696169856,4.5,0.0,0.055999999999997385,2721.972224,0.004084421493343382,50956.0,1.0553602679781429,570.421248,86.0,2202.517504,0.0,0.0,0.0,3.6249999999999996,28755.0,0.7021854468746553,28321.701888,2.654208,7170.0,0.09300000000030195,2527.37536,0.0,49443.0,10.3,4.875,13036.736512,51.0,,,,,,,,,,,,,,
9,9,,,1696169857,4.5,0.0,0.06799999999999784,3604.955136,0.020008727021671887,56444.0,0.8500895256544979,1113.6,90.0,3424.792576,0.0,0.0,0.0,3.6249999999999996,30695.0,0.7167032227832595,26896.121856,2.654208,7649.0,0.09500000000025466,3229.519872,0.0,157851.0,14.8,4.875,15052.00128,56.0,,,,,,,,,,,,,,
10,10,,,1696169858,4.5,0.0,0.07200000000000273,3829.899264,0.004075602089723087,58843.0,0.5489167360618094,1113.747456,91.0,3320.930304,0.0,0.0,0.0,3.6249999999999996,32076.0,0.5573624661781656,26671.099904,2.654208,7657.0,0.09600000000000364,3140.354048,0.0,160753.0,15.5,4.875,15096.840192,56.0,,,,,,,,,,,,,,
11,11,,,1696169859,4.5,0.0,0.08400000000000318,3869.130752,0.12240247816218834,60026.0,0.08306793179558533,1136.308224,95.0,3343.58528,0.0,0.0,0.0,3.6249999999999996,32725.0,0.01806552200372701,26601.115648,2.654208,7662.0,0.09900000000016007,3140.591616,0.0,162957.0,15.7,4.875,15231.188992,57.0,0.0024141489998328325,,,,,,,,,,,,,
12,12,,,1696169860,4.5,0.0,0.09199999999999875,4408.58624,0.004084834232788669,60807.0,0.04966424432703417,1270.616064,96.0,3617.30048,0.0,0.0,0.0,3.6249999999999996,33362.0,0.023615447903434283,26051.854336,2.654208,7662.0,0.09900000000016007,3281.743872,0.0,164717.0,17.4,4.875,15607.222272,59.0,,,,,,,,,,,,,,
13,13,,,1696169861,4.625,0.0009999999999976694,0.10000000000000853,4990.058496,0.004085604573907668,61185.0,0.08833523954491074,1479.237632,97.0,4399.337472,1.0,0.0,0.1307393464049616,4.25,33591.0,0.02230325154083445,25470.38208,2.654208,7671.0,0.1000000000003638,3866.406912,0.0,165305.0,19.3,5.0,25652.0192,60.0,,1.097999984267517e-06,2.1473427359999278,,,,,,,,,,,
14,14,,,1696169862,4.625,0.0009999999999976694,0.1039999999999992,5159.616512,0.004085243168080588,69430.0,0.763788871503745,1560.20736,98.0,4592.820224,1.0,0.0,0.0,4.25,36203.0,316.9387183128203,25300.824064,2.654208,7675.0,0.10100000000011278,3979.743232,0.0,171838.0,19.8,5.0,27578.974208,60.0,,,,0.41226526700006616,,,,,,,,,,
15,15,,,1696169863,4.625,0.0009999999999976694,0.11200000000000898,5242.228736,0.004085961188400959,86319.0,1.7748792929281536,1560.20736,99.0,4592.836608,1.0,0.0,0.0,4.25,41013.0,658.2240390824743,25218.21184,2.654208,7675.0,0.1020000000003165,3979.743232,0.0,184408.0,20.1,5.0,27578.974208,60.0,,,,,,,,,,,,,,
16,16,,,1696169864,4.625,0.0009999999999976694,0.12399999999999523,5427.48672,0.04086100157335688,100347.0,1.726632697723081,1560.20736,103.0,4592.836608,1.0,0.0,0.0,4.25,45565.0,555.6991747043553,25032.94976,2.654208,7675.0,0.10400000000026921,3979.743232,0.0,195038.0,20.7,5.0,27578.974208,60.0,,,,,,,,,,,,,,
17,17,,,1696169865,4.625,0.0009999999999976694,0.1280000000000001,5428.539392,0.004089274731082193,122520.0,1.9692413632854822,1560.20736,104.0,4592.836608,1.0,0.0,0.0,4.25,51259.0,792.3716725470613,25031.901184,2.654208,7675.0,0.10500000000001819,3979.743232,0.0,210719.0,20.7,5.0,27578.974208,60.0,,,,,,,,,,,,,,
18,18,,,1696169866,4.5,0.0009999999999976694,0.132000000000005,5531.267072,0.004086210951509618,145874.0,2.0605516808185382,1560.20736,105.0,4592.836608,1.0,0.0,0.0,4.0,57629.0,1010.3566314613705,24929.169408,2.654208,7675.0,0.10600000000022192,3979.743232,0.0,227611.0,21.0,4.875,27578.974208,60.0,,,,,,,,,,,,,,
19,19,,,1696169867,4.5,0.0009999999999976694,0.13599999999999568,5762.813952,0.0040856696747542855,162341.0,1.5883998437221183,1560.20736,106.0,4592.836608,1.0,0.0,0.0,4.0,62642.0,824.4316750185033,24697.622528,2.654208,7675.0,0.10600000000022192,3979.743232,0.0,239982.0,21.7,4.875,27578.974208,60.0,,,,,,,,,,,,,,
20,20,,,1696169868,4.5,0.0009999999999976694,0.14000000000000057,5836.521472,0.07353329290353336,178356.0,1.052572916656737,2131.939328,110.0,5340.848128,1.0,0.0,0.0,4.0,66063.0,498.123941202699,24041.79968,2.654208,7678.0,0.10900000000037835,4156.018688,0.0,252051.0,23.8,4.875,28336.959488,61.0,,,,,,,,,,,,,,
21,21,,,1696169869,4.5,0.0009999999999976694,0.14400000000000546,5836.43136,0.0040853646016873225,178821.0,0.10594818588609119,2131.939328,111.0,5340.848128,1.0,0.0,0.0,4.0,66298.0,0.04378202259333122,24041.795584,2.654208,7678.0,0.11000000000012733,4156.063744,0.0,252410.0,23.8,4.875,28336.959488,61.0,,,,,,,,,,,,,,
22,22,,,1696169870,4.5,0.0009999999999976694,0.14799999999999613,5839.163392,0.004085192652012169,179692.0,0.14486476135235765,2131.939328,112.0,5340.848128,1.0,0.0,0.0,4.0,66680.0,9.015254212107918,24039.063552,2.654208,7678.0,0.11000000000012733,4156.063744,0.0,253082.0,23.8,4.875,28336.959488,61.0,,,,,,,,,,,,,,
23,23,,,1696169871,4.5,0.0009999999999976694,0.15200000000000102,5838.86848,0.004085268425676171,180039.0,0.06514088168531375,2131.939328,113.0,5340.848128,1.0,0.0,0.0,3.6249999999999996,66839.0,0.02351423056362745,24039.354368,2.654208,7678.0,0.11100000000033106,4156.063744,0.0,253339.0,23.8,4.875,28336.959488,61.0,,,,,,,,,,,,,,
24,24,,,1696169872,4.5,0.0009999999999976694,0.1560000000000059,5865.521152,0.004085316998853194,183897.0,0.38261547012043756,2131.939328,114.0,5340.848128,1.0,0.0,0.0,3.6249999999999996,67985.0,145.30801517656045,24012.701696,2.654208,7678.0,0.11200000000008004,4156.063744,0.0,256207.0,23.9,4.875,28336.959488,61.0,,,,,,,,,,,,,,
25,25,,,1696169873,4.5,0.0009999999999976694,0.16800000000000637,5878.452224,0.03268355412299439,186203.0,0.20025858345835465,2131.939328,117.0,5340.848128,1.0,0.0,0.0,3.6249999999999996,68759.0,72.46715555630234,23999.762432,2.654208,7678.0,0.11400000000003274,4156.063744,0.0,257917.0,23.9,4.875,28336.959488,61.0,,,,,,,,,,,,,,
26,26,,,1696169874,4.5,0.0009999999999976694,0.17600000000000193,5878.419456,0.004085177111230224,186630.0,0.1235287344283349,2131.939328,118.0,5340.848128,1.0,0.0,0.0,3.6249999999999996,69001.0,0.03919216790803031,23999.7952,2.654208,7678.0,0.11400000000003274,4156.063744,0.0,258264.0,23.9,4.875,28336.959488,61.0,,,,,,,,,,,,,,
27,27,,,1696169875,4.5,0.0009999999999976694,0.18000000000000682,5910.528,0.004085672589684851,193026.0,0.5613570500512935,2131.939328,119.0,5340.848128,1.0,0.0,0.0,3.6249999999999996,71024.0,247.67504437843925,23967.698944,2.654208,7678.0,0.11500000000023647,4156.063744,0.0,262934.0,24.0,4.875,28336.959488,61.0,,,,,,,,,,,,,,
28,28,,,1696169876,4.5,0.0009999999999976694,0.1839999999999975,5935.542272,0.004085983537682895,198729.0,0.5763790529598368,2131.939328,120.0,5340.848128,1.0,0.0,0.0,3.375,72747.0,219.0161714142363,23942.684672,2.654208,7678.0,0.11599999999998545,4156.063744,0.0,267142.0,24.1,4.75,28336.959488,61.0,,,,,,,,,,,,,,
29,29,,,1696169877,4.5,0.0009999999999976694,0.1880000000000024,5999.157248,0.004085312141483514,211415.0,0.9603914555012472,2131.939328,121.0,5340.848128,1.0,0.0,0.0,3.375,76358.0,502.5270891782685,23879.061504,2.654208,7678.0,0.11700000000018917,4156.063744,0.0,276348.0,24.3,4.75,28336.959488,61.0,,,,,,,,,,,,,,
30,30,,,1696169878,4.5,0.0009999999999976694,0.19200000000000728,6219.194368,0.004084602118303476,226789.0,1.3749712101435938,2131.939328,122.0,5340.848128,1.0,0.0,0.0,3.375,80739.0,647.76643148125,23659.024384,2.654208,7678.0,0.11700000000018917,4156.063744,0.0,287580.0,25.0,4.75,28336.959488,61.0,,,,,,,,,,,,,,
31,31,,,1696169879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.233238754000013,8.0,2.373905897140503,21.63097819299992,2.0,0.0001,1.8357161890000953,0.0,0.0
32,31,,,1696169879,4.5,0.0009999999999976694,0.2120000000000033,6146.818048,0.23697436404783018,245471.0,1.638375763837661,1550.2336,157.0,4759.625728,1.0,0.0,0.0,3.375,85522.0,484.2781641997324,24321.31072,2.654208,7731.0,0.15100000000029468,4156.493824,0.0,301737.0,22.9,4.75,27755.016192,63.0,0.002471000000014101,0.00046716900010324025,0.19353023999997276,0.02727896999999757,,,,,,,,,,
33,32,,,1696169880,4.5,0.0009999999999976694,0.21999999999999886,6117.404672,0.00817038336482127,249558.0,1.4898502570311107,1550.2336,159.0,4759.625728,1.0,0.0,0.0,3.375,87366.0,0.6335318451749816,24343.035904,2.654208,7732.0,0.15200000000004366,4156.493824,0.0,305391.0,22.9,4.75,27755.016192,63.0,,,,,,,,,,,,,,
34,33,,,1696169881,4.5,0.0009999999999976694,0.22400000000000375,6120.046592,0.004085852349959004,252755.0,1.1715223995425972,1550.2336,160.0,4759.625728,1.0,0.0,0.0,3.125,88550.0,0.412359860436373,24340.389888,2.654208,7732.0,0.15300000000024738,4156.493824,0.0,307852.0,22.9,4.625,27755.016192,63.0,,,,,,,,,,,,,,
35,34,,,1696169882,4.5,0.0009999999999976694,0.22800000000000864,6163.951616,0.004085247053844196,255776.0,1.0025770756603942,1550.2336,161.0,4759.625728,1.0,0.0,0.0,3.125,90635.0,0.3515945535208399,24296.484864,2.654208,7732.0,0.15300000000024738,4156.493824,0.0,310513.0,23.0,4.625,27755.016192,63.0,,,,,,,,,,,,,,
36,35,,,1696169883,4.5,0.0009999999999976694,0.23199999999999932,6118.907904,0.004086297452467024,257457.0,0.31459701749735763,1550.2336,162.0,4759.625728,1.0,0.0,0.0,3.125,92140.0,0.11441632865455922,24341.532672,2.654208,7732.0,0.15399999999999636,4156.493824,0.0,312309.0,22.9,4.625,27755.016192,63.0,,,,,,,,,,,,,,
37,36,,,1696169884,4.5,0.0009999999999976694,0.3359999999999985,6118.096896,32.22878223516431,258093.0,0.06103186480910196,1550.2336,317.0,4759.625728,1.0,0.0,0.0,3.125,92938.0,0.07494735339415931,24342.339584,2.654208,7732.0,1.5579999999999927,4156.493824,0.0,313060.0,22.9,4.625,27755.016192,63.0,,,,,,,,,,,,,,
38,37,,,1696169885,4.5,0.0030000000000001137,1.3400000000000034,6118.088704,161.2886479751483,258497.0,0.049121926823290384,1550.2336,937.0,4759.625728,4.0,0.0,0.012252562455279758,3.125,93743.0,0.011071977015154683,24342.347776,2.654208,7732.0,43.621000000000095,4156.493824,0.0,313947.0,22.9,4.625,27755.016192,63.0,,,,,,,,,,,,,,
39,38,,,1696169886,4.5,0.0030000000000001137,1.9639999999999986,6118.064128,100.66160450226765,258932.0,0.031125154020809037,1550.2336,1324.0,4759.625728,4.0,0.0,0.0,3.875,94322.0,0.003877678762262514,24342.372352,2.654208,7732.0,73.67500000000018,4156.493824,0.0,314625.0,22.9,4.875,27755.016192,63.0,,,,,,,,,,,,,,
40,39,,,1696169887,4.5,0.0030000000000001137,1.9680000000000035,6118.064128,0.004085045003937977,259234.0,0.08324077054740006,1550.2336,1325.0,4759.625728,4.0,0.0,0.0,3.875,94469.0,0.017983772338989793,24342.372352,2.654208,7732.0,73.67600000000039,4156.493824,0.0,314847.0,22.9,4.875,27755.016192,63.0,,,,,,,,,,,,,,
41,40,,,1696169888,4.5,0.0030000000000001137,1.975999999999999,6118.019072,0.11847033340561527,259541.0,0.036072493084612,1550.2336,1330.0,4759.625728,4.0,0.0,0.0,3.875,94624.0,0.006319268860160677,24342.409216,2.654208,7732.0,73.67900000000009,4156.493824,0.0,315064.0,22.9,4.875,27755.016192,63.0,,,,,,,,,,,,,,
42,41,,,1696169889,4.5,0.0030000000000001137,1.9840000000000089,6118.019072,0.1756709702684588,259817.0,0.07661667226294548,1550.2336,1362.0,4759.625728,4.0,0.0,0.0,3.875,94734.0,0.011545961751320506,24342.409216,2.654208,7732.0,73.72000000000025,4156.493824,0.0,315253.0,22.9,4.875,27755.016192,63.0,,,,,,,,,,,,,,
43,42,,,1696169890,4.5,0.0030000000000001137,1.9879999999999995,6117.986304,0.004085351000764372,260145.0,0.0005266272769461956,1550.2336,1363.0,4759.625728,4.0,0.0,0.0,3.875,94899.0,0.0018192578735659697,24342.44608,2.654208,7732.0,73.721,4156.493824,0.0,315486.0,22.9,4.875,27755.016192,63.0,,,,,,,,,,,,,,
44,43,,,1696169891,4.5,0.0030000000000001137,1.9920000000000044,6117.920768,0.004084990609301049,260390.0,0.07704036976111892,1550.2336,1364.0,4759.625728,4.0,0.0,0.0,3.5000000000000004,95020.0,0.013044843054172677,24342.511616,2.654208,7732.0,73.721,4156.493824,0.0,315659.0,22.9,4.75,27755.016192,63.0,,,,,,,,,,,,,,
45,44,,,1696169892,4.5,0.0030000000000001137,1.9959999999999951,6117.888,0.004085191680596446,260616.0,0.03128522770401779,1550.2336,1365.0,4759.625728,4.0,0.0,0.0,3.5000000000000004,95139.0,0.004555946188712797,24342.544384,2.654208,7732.0,73.72200000000021,4156.493824,0.0,315814.0,22.9,4.75,27755.016192,63.0,,,,,,,,,,,,,,
46,45,,,1696169893,4.5,0.0030000000000001137,2.0079999999999956,6117.855232,0.032680398881751206,260903.0,0.07885263235863903,1550.2336,1368.0,4759.625728,4.0,0.0,0.0,3.5000000000000004,95268.0,0.011353566315295441,24342.577152,2.654208,7732.0,73.72400000000016,4156.493824,0.0,316012.0,22.9,4.75,27755.016192,63.0,,,,,,,,,,,,,,
47,46,,,1696169894,4.5,0.0030000000000001137,2.0120000000000005,6117.838848,0.00408506734319796,261123.0,0.000526590711946913,1550.2336,1369.0,4759.625728,4.0,0.0,0.0,3.5000000000000004,95378.0,0.0018191315508568266,24342.581248,2.654208,7732.0,73.72400000000016,4156.493824,0.0,316155.0,22.9,4.75,27755.016192,63.0,,,,,,,,,,,,,,
48,47,,,1696169895,4.5,0.0030000000000001137,2.0160000000000053,6117.834752,0.0040854763269817015,261620.0,0.11093025759742878,1550.2336,1370.0,4759.625728,4.0,0.0,0.0,3.5000000000000004,95637.0,0.09047095818333657,24342.581248,2.654208,7732.0,73.72500000000036,4156.493824,0.0,316540.0,22.9,4.75,27755.016192,63.0,,,,,,,,,,,,,,
49,48,,,1696169896,4.5,0.0030000000000001137,2.019999999999996,6118.268928,0.004085216939369585,262085.0,0.04608635359057326,1550.2336,1371.0,4759.625728,4.0,0.0,0.0,3.25,95930.0,0.04709967888065961,24342.171648,2.654208,7732.0,73.72600000000011,4156.493824,0.0,316905.0,22.9,4.625,27755.016192,63.0,,,,,,,,,,,,,,
50,49,,,1696169897,4.5,0.0030000000000001137,2.024000000000001,6118.473728,0.00408576683953349,263083.0,0.28031392932887833,1550.2336,1372.0,4759.625728,4.0,0.0,0.0,3.25,96400.0,0.20976263120644645,24341.962752,2.654208,7732.0,73.72600000000011,4156.493824,0.0,317822.0,22.9,4.625,27755.016192,63.0,,,,,,,,,,,,,,
