03_hivemind/num_peers,02_timing/backward_time_s,memory/used_memory_sys_MB,disk/counter/disk_write_sys_count,01_general/locally_processed_samples,01_general/lr,01_general/step,02_timing/loss_calc_time_s,memory/available_memory_sys_MB,memory/used_memory_sys_percent,process/memory/shared_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/step_time_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,disk/counter/disk_read_sys_count,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,_timestamp,cpu/logical_core_count,02_timing/forward_time_s,memory/total_memory_sys_MB,cpu/interrupts/ctx_switches_count,process/memory/lib_memory_proc_MB,02_timing/dataload_cuda_move_time_s,process/memory/text_resident_set_proc_MB,_step,_runtime,03_hivemind/global_epoch,01_general/minibatch_loss,disk/time/disk_write_time_sys_s,process/involuntary_proc_ctx_switches,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,disk/time/disk_busy_time_sys_s,process/voluntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,process/memory/resident_set_size_proc_MB,02_timing/opt_step_time_s,disk/time/disk_read_time_sys_s,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent
1.0,0.04495439499987697,,,320.0,0.0001,9.0,0.00035203900006308686,,,,,0.10968448800008446,,,,,,,1680687361.0,,0.055250035999961256,,,,0.00251172499997665,,17,8,0.0,6.954833984375,,,,0.0026671020000321732,,,,,,0.0039491910001743236,,0.0,,,
,,5500.731392,126.0,,,,0.0003724210000655148,203252.543488,3.7,1375.862784,219.5757641521951,,0.0,0.0,957797.0,0.0,24895.0,8.266666666666666,1680687361.0,,0.05497520699987035,,29467.0,5907.955712,0.0026010759997916466,2.719744,18,8,,,0.06500000000005457,92.0,22894.190592,,0.09199999999999875,1303.0,0.48326896336208275,2.5,4654.813184,,0.0,,0.0,0.23702504064278496,1.2666666666666666
1.0,0.04689698600009251,,,352.0,0.0001,10.0,,,,,,0.11142157699987365,,,,,,,1680687361.0,,,,,,,,19,8,0.0,7.03955078125,,,,0.0025678039999093016,,,,,,0.004008083000144325,,0.0,,,
1.0,0.045198002000006454,,,384.0,0.0001,11.0,0.00033820800013018015,,,,,0.10988609300011376,,,,,,,1680687361.0,,0.05506262900007641,,,,0.0025667600000360835,,20,8,0.0,7.0880126953125,,,,0.002675200999874505,,,,,,0.004045292999990124,,0.0,,,
1.0,0.04605247600011353,,,416.0,0.0001,12.0,0.00036952499999642896,,,,,0.11072018200002276,,,,,,,1680687361.0,,0.05534504100000959,,,,0.0025202169999829493,,21,8,0.0,6.873291015625,,,,0.0024854099999629398,,,,,,0.0039475129999573255,,0.0,,,
1.0,0.04493535800020254,,,448.0,0.0001,13.0,0.0003509630000735342,,,,,0.10947701300028712,,,,,,,1680687361.0,,0.05496296100000109,,,,0.0025094770001032884,,22,8,0.0,7.2728271484375,,,,0.0026248970000324334,,,,,,0.004093356999874231,,0.0,,,
1.0,0.045827503000055,,,480.0,0.0001,14.0,0.0003460340001311124,,,,,0.11133198100037589,,,,,,,1680687362.0,,0.055902477000017825,,,,0.002531058000158737,,23,9,0.0,7.23779296875,,,,0.0026808519999121927,,,,,,0.00404405700010102,,0.0,,,
1.0,0.04503813199994511,,,512.0,0.0001,15.0,0.0003541660000792035,,,,,0.10896929000000455,,,,,,,1680687362.0,,0.05470226900001762,,,,0.0024858740000581747,,24,9,0.0,6.913330078125,,,,0.0024866859998837754,,,,,,0.003902163000020664,,0.0,,,
1.0,0.04550607700002729,,,544.0,0.0001,16.0,0.00034883200009971915,,,,,0.10983229300040875,,,,,,,1680687362.0,,0.05496555200011244,,,,0.0024856480001744785,,25,9,0.0,7.1610107421875,,,,0.0024911309999424702,,,,,,0.004035053000052358,,0.0,,,
1.0,0.04514603499978875,,,576.0,0.0001,17.0,0.0003670199998850876,,,,,0.10958166799969149,,,,,,,1680687362.0,,0.054980393000050753,,,,0.0025124480000613403,,26,9,0.0,7.068603515625,,,,0.0025885180000386754,,,,,,0.00398725399986688,,0.0,,,
,,5507.719168,135.0,,,,,203245.73184,3.7,1375.862784,217.28057364052972,,0.0,0.0,964206.0,0.0,32168.0,8.133333333333333,1680687362.0,,,,34676.0,5907.955712,0.0031934539999838307,2.719744,27,9,,,0.06799999999998363,96.0,22894.190592,,0.1280000000000001,1425.0,0.6128626207112507,2.566666666666667,4654.813184,,0.0,,0.0,0.03677654585694702,1.3
1.0,0.04546412399986366,,,608.0,0.0001,18.0,0.00035851999996339146,,,,,0.11217994399976305,,,,,,,1680687362.0,,0.05656633600005989,,,,,,28,9,0.0,7.0498046875,,,,0.002619775000084701,,,,,,0.003977734999807581,,0.0,,,
1.0,0.04511872000011863,,,640.0,0.0001,19.0,0.0003658400000858819,,,,,0.10976096000013058,,,,,,,1680687362.0,,0.05510182600005464,,,,0.002609170999903654,,29,9,0.0,7.2857666015625,,,,0.0026237179999952787,,,,,,0.0039416849999724946,,0.0,,,
1.0,0.045373057000006156,,,672.0,0.0001,20.0,0.0003474390000519634,,,,,0.11015623200000846,,,,,,,1680687362.0,,0.05502724500001932,,,,0.00253999799997473,,30,9,0.0,6.90966796875,,,,0.0027996709998205915,,,,,,0.004068822000135697,,0.0,,,
1.0,0.0456550999999763,,,704.0,0.0001,21.0,0.00034640099988791917,,,,,0.10968123299994659,,,,,,,1680687362.0,,0.054742866999959006,,,,0.002514023999992787,,31,9,0.0,7.201416015625,,,,0.0024404470000263245,,,,,,0.00398239400010425,,0.0,,,
1.0,0.04489637500000754,,,736.0,0.0001,22.0,0.00036006899995300046,,,,,0.10930572300003405,,,,,,,1680687363.0,,0.0549233940000704,,,,0.002544871000054627,,32,10,0.0,7.1439208984375,,,,0.0026507989998663106,,,,,,0.003930215000082171,,0.0,,,
1.0,0.045256669999844235,,,768.0,0.0001,23.0,0.0003376899999238958,,,,,0.10974414699967383,,,,,,,1680687363.0,,0.054940068999940195,,,,0.0025137830000403483,,33,10,0.0,7.1190185546875,,,,0.002597167999965677,,,,,,0.00409876699995948,,0.0,,,
1.0,0.04534476999992876,,,800.0,0.0001,24.0,0.0003525859999626846,,,,,0.1100633469998229,,,,,,,1680687363.0,,0.055167195999956675,,,,0.0025501780000922736,,34,10,0.0,7.048828125,,,,0.002670068999805153,,,,,,0.003978548000077353,,0.0,,,
,,5507.46112,147.0,,,,0.00034995000009985233,203245.490176,3.7,1375.797248,223.9441747595534,,0.0,0.0,974852.0,0.0,43363.0,8.133333333333333,1680687363.0,,0.05583464500000446,,44809.0,5908.226048,0.002526964000026055,2.719744,35,10,,,0.07299999999997908,102.0,22894.452736,,0.16800000000000637,1533.0,1.3924374576106082,2.566666666666667,4654.911488,,0.0,,0.0,0.10216326828237092,1.3
1.0,0.04790920100003859,,,832.0,0.0001,25.0,,,,,,0.1135148810001283,,,,,,,1680687363.0,,,,,,,,36,10,0.0,7.0540771484375,,,,0.002730264999854626,,,,,,0.004163856000104715,,0.0,,,
1.0,0.04661169899986817,,,864.0,0.0001,26.0,0.00038701900007254153,,,,,0.11189338599979237,,,,,,,1680687363.0,,0.05569859299998825,,,,0.0025448039998536842,,37,10,0.0,7.0555419921875,,,,0.0025200600000516715,,,,,,0.004131210999958057,,0.0,,,
1.0,0.04642151500002001,,,896.0,0.0001,27.0,0.00042568000003484485,,,,,0.11167230700016262,,,,,,,1680687363.0,,0.0554201820000344,,,,0.002537547999963863,,38,10,0.0,7.0816650390625,,,,0.0029114940000454226,,,,,,0.003955888000064078,,0.0,,,
1.0,0.05401189500003056,,,928.0,0.0001,28.0,0.00038556300000891497,,,,,0.11964851900006579,,,,,,,1680687363.0,,0.05590503100006572,,,,0.002571146000036606,,39,10,0.0,7.1309814453125,,,,0.0026984109999830252,,,,,,0.004076472999940961,,0.0,,,
1.0,0.04563389399982043,,,960.0,0.0001,29.0,0.0003531830000156333,,,,,0.11137164299998403,,,,,,,1680687364.0,,0.05624541100019087,,,,0.0025767100000848586,,40,11,0.0,7.1064453125,,,,0.002630574000022534,,,,,,0.003931870999849707,,0.0,,,
1.0,0.04586767899991173,,,992.0,0.0001,30.0,0.0003577590000531927,,,,,0.11096053799997208,,,,,,,1680687364.0,,0.05496984999990673,,,,0.0025278000000525935,,41,11,0.0,7.0364990234375,,,,0.003211364999970101,,,,,,0.004026085000077728,,0.0,,,
1.0,0.045792880999897534,,,1024.0,0.0001,31.0,0.0003708919998643978,,,,,0.11034473399968192,,,,,,,1680687364.0,,0.055144036000001506,,,,0.002501887999869723,,42,11,0.0,7.265380859375,,,,0.0025302179999471264,,,,,,0.004004819000101634,,0.0,,,
1.0,0.04702814400002353,,,1056.0,0.0001,32.0,0.0003654560000541096,,,,,0.1114632179999262,,,,,,,1680687364.0,,0.05497462500011352,,,,0.002539745999911247,,43,11,0.0,7.02490234375,,,,0.0025758019999102544,,,,,,0.0039794449999135395,,0.0,,,
,,5511.794688,156.0,,,,,203241.177088,3.7,1375.80544,243.68546530991,,0.0,0.0,995514.0,0.0,61413.0,8.133333333333333,1680687364.0,,,,69340.0,5908.246528,0.002549576999854253,2.719744,44,11,,,0.07500000000004547,107.0,22894.452736,,0.20400000000000773,1631.0,3.922556775376706,2.566666666666667,4654.936064,,0.0,,0.0,0.036769855305249795,1.3
1.0,0.04708707800000411,,,1088.0,0.0001,33.0,0.0003572779999103659,,,,,0.11262208499965709,,,,,,,1680687364.0,,0.055964951000078145,,,,,,45,11,0.0,7.1739501953125,,,,0.002632493999954022,,,,,,0.004030706999856193,,0.0,,,
1.0,0.047052525999788486,,,1120.0,0.0001,34.0,0.00036301499994806363,,,,,0.11242460299968116,,,,,,,1680687364.0,,0.05536502800009657,,,,0.002660536999883334,,46,11,0.0,7.2296142578125,,,,0.0029358140000113053,,,,,,0.004047682999953395,,0.0,,,
1.0,0.04675153800008047,,,1152.0,0.0001,35.0,0.000358715999936976,,,,,0.11114847500016367,,,,,,,1680687364.0,,0.05504977999999028,,,,0.002521870000009585,,47,11,0.0,7.1480712890625,,,,0.00249780300009661,,,,,,0.003968768000049749,,0.0,,,
1.0,0.04652015199985726,,,1184.0,0.0001,36.0,0.0004232050000609888,,,,,0.11204168599988407,,,,,,,1680687365.0,,0.05583023299982415,,,,0.0025426619999961986,,48,12,0.0,7.075927734375,,,,0.0026447010000083537,,,,,,0.004080733000137116,,0.0,,,
1.0,0.044300259000010556,,,1216.0,0.0001,37.0,0.00039852300005804864,,,,,0.10968520800020087,,,,,,,1680687365.0,,0.05564542500019343,,,,0.0026343059998907847,,49,12,0.0,7.004638671875,,,,0.002628642999980002,,,,,,0.004078052000068055,,0.0,,,
1.0,0.04495248599982915,,,1248.0,0.0001,38.0,0.00042811000002984656,,,,,0.11096136900005149,,,,,,,1680687365.0,,0.05622151300008227,,,,0.0026518250001572596,,50,12,0.0,7.0936279296875,,,,0.002749046999952043,,,,,,0.003958388000000923,,0.0,,,
1.0,0.04431593699996483,,,1280.0,0.0001,39.0,0.00037667699984922365,,,,,0.10979312299991761,,,,,,,1680687365.0,,0.05579936100002669,,,,0.0025428110000120796,,51,12,0.0,7.23583984375,,,,0.0027430080001522583,,,,,,0.004015328999912526,,0.0,,,
,,5525.573632,164.0,,,,0.0003618580001329974,203227.410432,3.7,1375.86688,245.29463189769865,,0.0,0.0,1017004.0,0.0,80999.0,8.133333333333333,1680687365.0,,0.055618977999984054,,93788.0,5908.262912,0.0025148390000140353,2.719744,52,12,,,0.07800000000008822,110.0,22894.452736,,0.2360000000000042,1733.0,3.765521831921024,2.566666666666667,4654.997504,,0.0,,0.0,0.03269237804624764,1.3
1.0,0.04505154200001016,,,1312.0,0.0001,40.0,,,,,,0.11002304600015123,,,,,,,1680687365.0,,,,,,,,53,12,0.0,7.1234130859375,,,,0.002546985999970275,,,,,,0.003928843000039706,,0.0,,,
1.0,0.043871420000186845,,,1344.0,0.0001,41.0,0.00034818499989341944,,,,,0.10907187299994803,,,,,,,1680687365.0,,0.05578024900000855,,,,0.0025406549998479022,,54,12,0.0,7.0313720703125,,,,0.0025860480000119423,,,,,,0.003945315999999366,,0.0,,,
1.0,0.04454883199991855,,,1376.0,0.0001,42.0,0.00038270200002443744,,,,,0.10985175399991931,,,,,,,1680687365.0,,0.05587897899999916,,,,0.002516474999993079,,55,12,0.0,7.1800537109375,,,,0.0025421760001336224,,,,,,0.003982589999850461,,0.0,,,
1.0,0.04482628599998861,,,1408.0,0.0001,43.0,0.00042014199993900547,,,,,0.10917157499989116,,,,,,,1680687365.0,,0.0548490959999981,,,,0.0025210380001681187,,56,12,0.0,7.15625,,,,0.002508639999859952,,,,,,0.004046372999937375,,0.0,,,
2.0,0.04474592099995789,,,1440.0,0.0001,44.0,0.00037041800010229053,,,,,0.11745208699994691,,,,,,,1680687366.0,,0.05797828599997956,,,,0.002602770999828863,,57,13,0.0,7.1544189453125,,,,0.002981689000080223,,,,,,0.008773001999998087,,0.0,,,
2.0,0.044336170000178754,,,1472.0,0.0001,45.0,0.00037092200000188313,,,,,0.1094066890002523,,,,,,,1680687366.0,,0.05572729900018203,,,,0.002496649999784495,,58,13,0.0,7.220947265625,,,,0.0024874640000689396,,,,,,0.003988184000036199,,0.0,,,
2.0,0.044555552000019816,,,1504.0,0.0001,46.0,0.00034696400007305783,,,,,0.1095432920001258,,,,,,,1680687366.0,,0.05556576200001473,,,,0.00254000800009635,,59,13,0.0,6.9134521484375,,,,0.002592348000007405,,,,,,0.003942657999914445,,0.0,,,
,0.047639714000069944,5528.834048,177.0,,,,0.000357934000021487,203224.604672,3.7,1376.014336,224.53471397070226,,0.0,0.0,1037813.0,0.0,99074.0,8.133333333333333,1680687366.0,,0.05553502599991589,,118487.0,5916.83584,0.0025415190000330767,2.719744,60,13,,,0.08300000000008367,113.0,22969.962496,,0.28000000000000114,1899.0,3.982762982930204,2.566666666666667,4655.443968,0.004548291999981302,0.0,,0.0,0.11440084577890464,1.3
2.0,,,,1536.0,0.0001,47.0,,,,,,0.11323871300010069,,,,,,,1680687366.0,,,,,,,,61,13,0.0,7.239013671875,,,,0.0026162280000789906,,,,,,,,0.0,,,
2.0,0.04525936000004549,,,1568.0,0.0001,48.0,0.0010350940001444542,,,,,0.1720358080006008,,,,,,,1680687366.0,,0.11040045000004284,,,,0.0037468760001502233,,62,13,0.0,7.1002197265625,,,,0.007519351000155439,,,,,,0.0040746770000623656,,0.0,,,
2.0,0.04451590500002567,,,1600.0,0.0001,49.0,0.0003297630000815843,,,,,0.10946244100000513,,,,,,,1680687366.0,,0.05558530999996947,,,,0.0024966370001493488,,63,13,0.0,7.08203125,,,,0.0024775239999144105,,,,,,0.004057301999864649,,0.0,,,
2.0,0.0446541790001902,,,1632.0,0.0001,50.0,0.00034933699998873635,,,,,0.1099243030002981,,,,,,,1680687366.0,,0.05557634299998426,,,,0.0025425420001283783,,64,13,0.0,7.026123046875,,,,0.002657647999967594,,,,,,0.004144254000038927,,0.0,,,
2.0,0.044043647000080455,,,1664.0,0.0001,51.0,0.00038037800004531164,,,,,0.10935097300034613,,,,,,,1680687367.0,,0.05584633200010103,,,,0.002530259999957707,,65,14,0.0,7.165283203125,,,,0.0025606599999719037,,,,,,0.003989696000189724,,0.0,,,
2.0,0.04417916000011246,,,1696.0,0.0001,52.0,0.0003699979999964853,,,,,0.1087172190000274,,,,,,,1680687367.0,,0.05507437400001436,,,,0.0025098159999288328,,66,14,0.0,7.4576416015625,,,,0.0025833810000222,,,,,,0.004000489999953061,,0.0,,,
2.0,0.044244694000099116,,,1728.0,0.0001,53.0,0.0003409610001199326,,,,,0.10869030400044721,,,,,,,1680687367.0,,0.055250002000093446,,,,0.002514077000114412,,67,14,0.0,6.92578125,,,,0.0024385570000049483,,,,,,0.0039020130000153586,,0.0,,,
,0.045380337999858966,5539.016704,185.0,,,,0.00036737799996444664,203214.336,3.7,1376.075776,210.01861750264655,,0.0,0.0,1057428.0,0.0,117684.0,8.033333333333333,1680687367.0,,0.05591760200013596,,140342.0,5917.114368,0.0025854120001440606,2.719744,68,14,,,0.08600000000001273,117.0,22970.228736,,0.3160000000000025,1999.0,3.8747590298150456,2.6333333333333333,4655.566848,0.004074785000057091,0.0,,0.0,0.03269596339772581,1.3333333333333335
2.0,,,,1760.0,0.0001,54.0,,,,,,0.11090111600015007,,,,,,,1680687367.0,,,,,,,,69,14,0.0,7.1082763671875,,,,0.002575600999989547,,,,,,,,0.0,,,
2.0,0.044193269000061264,,,1792.0,0.0001,55.0,0.0003605930000958324,,,,,0.1088845880003646,,,,,,,1680687367.0,,0.055234470999948826,,,,0.0025326480001695018,,70,14,0.0,7.2408447265625,,,,0.0025631810001414124,,,,,,0.004000425999947765,,0.0,,,
2.0,0.045602024000118035,,,1824.0,0.0001,56.0,0.0004780409999511903,,,,,0.11079887700020663,,,,,,,1680687367.0,,0.055617383000026166,,,,0.0024983319999591913,,71,14,0.0,6.888427734375,,,,0.0025441150000915513,,,,,,0.004058982000060496,,0.0,,,
2.0,0.044035373000042455,,,1856.0,0.0001,57.0,0.00040448899994771637,,,,,0.1094419599999128,,,,,,,1680687367.0,,0.055429226000114795,,,,0.0025562920000083977,,72,14,0.0,6.98291015625,,,,0.0030177269998148404,,,,,,0.003998852999984592,,0.0,,,
2.0,0.04475613199997497,,,1888.0,0.0001,58.0,0.0003500799998619186,,,,,0.11061787399967216,,,,,,,1680687368.0,,0.0562225829999079,,,,0.0025255109999307024,,73,15,0.0,7.17431640625,,,,0.0026962990000356513,,,,,,0.004067268999961016,,0.0,,,
2.0,0.04475952000007055,,,1920.0,0.0001,59.0,0.0003547150001850241,,,,,0.1095580140004131,,,,,,,1680687368.0,,0.05545778900000187,,,,0.002543940000123257,,74,15,0.0,7.183837890625,,,,0.0025239999999939755,,,,,,0.00391805000003842,,0.0,,,
2.0,0.04420775499988849,,,1952.0,0.0001,60.0,0.00037168800008657854,,,,,0.1098161750003328,,,,,,,1680687368.0,,0.05591568400018332,,,,0.002539050000223142,,75,15,0.0,7.16796875,,,,0.00283134100004645,,,,,,0.0039506569999048224,,0.0,,,
2.0,0.04450888000019404,,,1984.0,0.0001,61.0,0.0003535210000791267,,,,,0.10909276200050044,,,,,,,1680687368.0,,0.05504473600012716,,,,0.0025654129999566067,,76,15,0.0,7.0140380859375,,,,0.0025057560001187085,,,,,,0.004114456000024802,,0.0,,,
,,5564.084224,198.0,,,,,203189.784576,3.7,1376.075776,243.82568945693444,,0.0,0.0,1077838.0,0.0,136095.0,8.033333333333333,1680687368.0,,,,164182.0,5917.130752,0.002570226999978331,2.719744,77,15,,,0.09100000000000819,121.0,22970.228736,,0.35999999999999943,2135.0,3.994204914088553,2.6333333333333333,4655.566848,,0.0,,0.0,0.11440560720130159,1.3333333333333335
2.0,0.04430703100001665,,,2016.0,0.0001,62.0,0.0003998219999630237,,,,,0.11321189899990713,,,,,,,1680687368.0,,0.05928302699999222,,,,,,78,15,0.0,7.1451416015625,,,,0.002645609999945009,,,,,,0.004006182000011904,,0.0,,,
2.0,0.044242861999919114,,,2048.0,0.0001,63.0,0.00037152999993850244,,,,,0.11101858300003187,,,,,,,1680687368.0,,0.0572821330001716,,,,0.0025153770000088116,,79,15,0.0,6.949462890625,,,,0.0026283009999588103,,,,,,0.003978380000035031,,0.0,,,
2.0,0.044708039999932225,,,2080.0,0.0001,64.0,0.0003798469999765075,,,,,0.10967811000000438,,,,,,,1680687368.0,,0.055481503999999404,,,,0.0025136520000614837,,80,15,0.0,6.9918212890625,,,,0.0026460890001089865,,,,,,0.0039489779999257735,,0.0,,,
2.0,0.04508350400010386,,,2112.0,0.0001,65.0,0.0003642990000116697,,,,,0.11076608100029262,,,,,,,1680687369.0,,0.05610799800001587,,,,0.0025660170001629012,,81,16,0.0,7.133544921875,,,,0.002561102000072424,,,,,,0.004083160999925894,,0.0,,,
2.0,0.04492677000007461,,,2144.0,0.0001,66.0,0.00036697900009130535,,,,,0.11065254600021035,,,,,,,1680687369.0,,0.0561900229999992,,,,0.0025927750000391825,,82,16,0.0,7.1192626953125,,,,0.0026512229999298143,,,,,,0.0039247760000762355,,0.0,,,
2.0,0.044215863999852445,,,2176.0,0.0001,67.0,0.00038647099995614553,,,,,0.10847979999994095,,,,,,,1680687369.0,,0.05485219800016239,,,,0.0025337439999475464,,83,16,0.0,7.1259765625,,,,0.0024496230000750074,,,,,,0.004041899999947418,,0.0,,,
2.0,0.04396603800000776,,,2208.0,0.0001,68.0,0.0003536690001055831,,,,,0.10854253200045605,,,,,,,1680687369.0,,0.05513543600000048,,,,0.0025225640001735883,,84,16,0.0,7.176513671875,,,,0.0026361390000602114,,,,,,0.003928686000108428,,0.0,,,
