process/voluntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,cpu/interrupts/interrupts_count,disk/counter/disk_write_sys_count,_runtime,03_hivemind/global_epoch,02_timing/dataload_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,disk/time/disk_read_time_sys_s,process/memory/dirty_pages_proc_count,cpu/load/avg_sys_load_five_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,_timestamp,01_general/lr,02_timing/step_time_s,02_timing/loss_calc_time_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,01_general/dataset_iteration_count,bandwidth/disk_read_sys_bandwidth_MBs,01_general/locally_processed_samples,process/memory/shared_memory_proc_MB,_step,01_general/step,cpu/logical_core_count,02_timing/forward_time_s,disk/time/disk_busy_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,process/memory/data_resident_set_proc_MB,01_general/minibatch_loss,cpu/interrupts/soft_interrupts_count,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/backward_time_s,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,process/involuntary_proc_ctx_switches,03_hivemind/num_peers,02_timing/opt_step_time_s,process/memory/lib_memory_proc_MB,process/memory/resident_set_size_proc_MB
1737.0,1.665318931107744,20471.955456,428542.0,186.0,9,,,4957.790208,,0.0,0.0,0.9666666666666666,326.64310584202957,2.719744,1680687174.0,,,0.00018257099998209014,3.3,202959.0,,0.0,,1097.842688,72,,,0.01818252800001119,0.3359999999999985,0.002353674999994837,1.5666666666666667,0.0,,104362.0,0.024503825868042565,0.7333333333333333,0.01628281800003606,204055.744512,0.07600000000002183,0.0,154.0,,,5778.976768,4239.630336
1737.0,0.14882386526285332,20471.955456,428896.0,191.0,10,,,4957.77792,,0.0,0.0,0.9666666666666666,0.011991758406226025,2.719744,1680687175.0,,,,3.3,203568.0,,0.0,,1097.842688,73,,,,0.3439999999999941,,1.5666666666666667,0.0,,104529.0,0.09395538719655026,0.7333333333333333,,204055.781376,0.07899999999995089,0.0,154.0,,,5778.976768,4239.630336
1737.0,0.025642706896816282,20471.955456,429311.0,192.0,11,,,4958.035968,,0.0,0.0,0.9333333333333335,0.016278169166160206,2.719744,1680687176.0,,,,3.3,204295.0,,0.0,,1097.842688,74,,,,0.347999999999999,,1.4333333333333333,0.0,,104713.0,0.004087504956825716,0.7333333333333333,,204055.543808,0.07899999999995089,0.0,154.0,,,5778.976768,4239.630336
1737.0,0.026086390703224663,20471.955456,429626.0,199.0,12,,,4958.035968,,0.0,0.0,0.9333333333333335,0.010413808461899002,2.719744,1680687177.0,,,,3.3,204851.0,,0.0,,1097.842688,75,,,,0.35599999999999454,,1.4333333333333333,0.0,,104866.0,0.061285861301273586,0.7333333333333333,,204055.543808,0.08100000000001728,0.0,154.0,,,5778.976768,4239.630336
1737.0,0.08617165472972678,20471.955456,430015.0,200.0,13,,,4958.031872,,0.0,0.0,0.9333333333333335,0.01563276965142196,2.719744,1680687178.0,,,,3.3,205544.0,,0.0,,1097.842688,76,,,,0.35999999999999943,,1.4333333333333333,0.0,,105043.0,0.004083662279428301,0.7333333333333333,,204055.547904,0.08100000000001728,0.0,154.0,,,5778.976768,4239.630336
1738.0,0.04154083755723701,20471.955456,430363.0,201.0,14,,,4958.031872,,0.0,0.0,0.9333333333333335,0.009527422209373965,2.719744,1680687179.0,,,,3.3,206134.0,,0.0,,1097.842688,77,,,,0.3639999999999901,,1.4333333333333333,0.0,,105202.0,0.004085460778598343,0.7333333333333333,,204055.547904,0.08199999999999363,0.0,154.0,,,5778.976768,4239.630336
1738.0,0.07442836629867763,20471.955456,430711.0,202.0,15,,,4958.797824,,0.0,0.0,0.9333333333333335,0.017350125278560086,2.719744,1680687180.0,,,,3.3,206728.0,,0.0,,1097.842688,78,,,,0.367999999999995,,1.4333333333333333,0.0,,105386.0,0.004086138063916951,0.7333333333333333,,204054.781952,0.08199999999999363,0.0,154.0,,,5778.976768,4239.630336
1738.0,0.042744204537514305,20471.955456,431115.0,205.0,16,,,4959.055872,,0.0,0.0,0.9333333333333335,0.06263191135534646,2.719744,1680687181.0,,,,3.3,207417.0,,0.0,,1097.842688,79,,,,0.37599999999999056,,1.3333333333333335,0.0,,105603.0,0.05720508926984981,0.7333333333333333,,204054.523904,0.08399999999994634,0.0,154.0,,,5778.976768,4239.630336
1738.0,0.07387594178423822,20471.955456,431526.0,206.0,17,,,4959.043584,,0.0,0.0,0.9333333333333335,0.01568855782633222,2.719744,1680687182.0,,,,3.3,208138.0,,0.0,,1097.842688,80,,,,0.37999999999999545,,1.3333333333333335,0.0,,105793.0,0.004087807431667324,0.7333333333333333,,204054.523904,0.08399999999994634,0.0,154.0,,,5778.976768,4239.630336
1738.0,0.024566600931144492,20471.955456,431844.0,214.0,18,,,4959.043584,,0.0,0.0,0.9333333333333335,0.006890145144188871,2.719744,1680687183.0,,,,3.3,208659.0,,0.0,,1097.842688,81,,,,0.387999999999991,,1.3333333333333335,0.0,,105941.0,0.044965582207398186,0.7333333333333333,,204054.523904,0.08899999999994179,0.0,154.0,,,5778.976768,4239.630336
1738.0,0.07281894463088502,20471.955456,432186.0,215.0,19,,,4959.039488,,0.0,0.0,0.9333333333333335,0.014846193683034163,2.719744,1680687184.0,,,,3.3,209291.0,,0.0,,1097.842688,82,,,,0.3919999999999959,,1.3333333333333335,0.0,,106096.0,0.004084498205860414,0.7333333333333333,,204054.523904,0.08899999999994179,0.0,154.0,,,5778.976768,4239.630336
1738.0,0.0051546534383991646,20471.955456,432465.0,216.0,20,,,4959.039488,,0.0,0.0,0.9333333333333335,0.005992484109653352,2.719744,1680687185.0,,,,3.3,209785.0,,0.0,,1097.842688,83,,,,0.3960000000000008,,1.3333333333333335,0.0,,106240.0,0.004085421917229049,0.7333333333333333,,204054.523904,0.08999999999991815,0.0,154.0,,,5778.976768,4239.68768
1738.0,0.07424760341228705,20471.955456,432914.0,219.0,21,,,4959.285248,,0.0,0.0,0.9000000000000001,0.016981145423535713,2.719744,1680687186.0,,,,3.3,210592.0,,0.0,,1097.842688,84,,,,0.40399999999999636,,1.2333333333333334,0.0,,106435.0,0.03678848995026866,0.7000000000000001,,204054.294528,0.09100000000000819,0.0,154.0,,,5778.976768,4239.68768
1738.0,0.03504778525232031,20471.955456,433273.0,220.0,22,,,4959.281152,,0.0,0.0,0.9000000000000001,0.02262305810531744,2.719744,1680687187.0,,,,3.3,211254.0,,0.0,,1097.842688,85,,,,0.40800000000000125,,1.2333333333333334,0.0,,106595.0,0.004085716317771302,0.7000000000000001,,204054.294528,0.09100000000000819,0.0,154.0,,,5778.976768,4239.68768
1738.0,0.07341853042621298,20471.955456,433595.0,221.0,23,,,4959.281152,,0.0,0.0,0.9000000000000001,0.015504435197721463,2.719744,1680687188.0,,,,3.3,211825.0,,0.0,,1097.842688,86,,,,0.41199999999999193,,1.2333333333333334,0.0,,106760.0,0.004087678071996165,0.7000000000000001,,204054.298624,0.09100000000000819,0.0,154.0,,,5778.976768,4239.68768
1738.0,0.024498206018843952,20471.955456,433895.0,231.0,24,,,4959.281152,,0.0,0.0,0.9000000000000001,0.006977841881442956,2.719744,1680687189.0,,,,3.3,212382.0,,0.0,,1097.842688,87,,,,0.4199999999999875,,1.2333333333333334,0.0,,106880.0,0.09390978974148945,0.7000000000000001,,204054.298624,0.09600000000000364,0.0,154.0,,,5778.976768,4239.68768
1738.0,0.10684179695930666,20471.955456,434618.0,232.0,25,,,4959.793152,,0.0,0.0,0.9000000000000001,0.04835904679694123,2.719744,1680687190.0,,,,3.3,213359.0,,0.0,,1097.842688,88,,,,0.4239999999999924,,1.2333333333333334,0.0,,107229.0,0.004087804513689747,0.7000000000000001,,204053.782528,0.09699999999997999,0.0,154.0,,,5778.976768,4239.68768
1738.0,419.2212578237008,20471.955456,504751.0,235.0,26,,,5110.247424,,0.0,0.0,0.9000000000000001,430.8829317032263,2.719744,1680687191.0,,,,3.4,338157.0,,0.0,,1097.842688,89,,,,0.43199999999998795,,1.1333333333333333,0.0,,128149.0,0.04495586950831641,0.7000000000000001,,203903.336448,0.0989999999999327,0.0,154.0,,,5778.976768,4239.68768
,,,,,26,1.0,0.0008299569999508094,,,,,,,,1680687191.0,0.0001,17.74669846400002,,,,0.0,,2016.0,,90,62.0,,,,,,,7.0291748046875,,,,,,,,,2.0,17.708866915000044,,
,,,,,26,1.0,0.0036671240000032412,,,,,,,,1680687191.0,0.0001,0.05933919700032675,0.0002385529999173741,,,0.0,,2048.0,,91,63.0,,0.022904886000105762,,0.0028437460000532155,,,7.0863037109375,,,,0.02222708700014664,,,,,2.0,0.007457801000100517,,
,,,,,26,1.0,0.003923667999970348,,,,,,,,1680687191.0,0.0001,0.06181912800002465,0.0005847420000009151,,,0.0,,2080.0,,92,64.0,,0.025968706999947244,,0.004434149000189791,,,6.9971923828125,,,,0.023455728000044473,,,,,2.0,0.003452133999871876,,
,,,,,27,1.0,0.0036907780001911306,,,,,,,,1680687192.0,0.0001,0.07168079500047497,0.00025634100006755034,,,0.0,,2112.0,,93,65.0,,0.020829008000191607,,0.003185612999914156,,,6.88916015625,,,,0.016657330000043657,,,,,2.0,0.027061725000066872,,
,,,,,27,1.0,0.002657359000068027,,,,,,,,1680687192.0,0.0001,0.04311138899993239,0.00017915799980983138,,,0.0,,2144.0,,94,66.0,,0.01978152000015143,,0.002439760000015667,,,7.0531005859375,,,,0.016407120999929248,,,,,2.0,0.0016464709999581828,,
,,,,,27,1.0,0.002555548000145791,,,,,,,,1680687192.0,0.0001,0.04134833900047852,0.00014755900019736146,,,0.0,,2176.0,,95,67.0,,0.01879501500002334,,0.00234578300000976,,,7.1776123046875,,,,0.015869124000118973,,,,,2.0,0.001635309999983292,,
,,,,,27,1.0,0.0006970140000248648,,,,,,,,1680687192.0,0.0001,0.03925926100009747,0.00013665599999512779,,,0.0,,2208.0,,96,68.0,,0.018651698999974542,,0.002395362000015666,,,7.2474365234375,,,,0.015565329000082784,,,,,2.0,0.001813201000004483,,
,,,,,27,1.0,0.13151108100009878,,,,,,,,1680687192.0,0.0001,0.17253626200022154,0.0002806749998853775,,,0.0,,2240.0,,97,69.0,,0.0201993069999844,,0.0023432540001522284,,,7.07763671875,,,,0.0165353380000397,,,,,2.0,0.001666607000061049,,
,,,,,27,1.0,0.0007921369999621675,,,,,,,,1680687192.0,0.0001,0.04116870200004996,0.00021153600005163753,,,0.0,,2272.0,,98,70.0,,0.019386008000083166,,0.002413122999996631,,,6.8533935546875,,,,0.016455425999993167,,,,,2.0,0.0019104719999631925,,
,,,,,27,1.0,0.014627952999944682,,,,,,,,1680687192.0,0.0001,0.05495819699990534,0.0002642859999468783,,,0.0,,2304.0,,99,71.0,,0.01946820500006652,,0.0021944790000816283,,,7.2254638671875,,,,0.016682870999829902,,,,,2.0,0.0017204030000357307,,
2031.0,15.836385501609723,22775.554048,712496.0,249.0,27,,,5240.651776,,0.0,0.0,0.9000000000000001,301.25064265707385,2.719744,1680687192.0,,,,3.5,406343.0,,0.0,,1095.827456,100,,,,0.48399999999999466,,1.1333333333333333,0.0,,150477.0,0.1021674482715349,0.7000000000000001,,203792.130048,0.10399999999992815,0.0,230.0,,,6034.714624,4238.798848
,,,,,27,1.0,0.3646640629999638,,,,,,,,1680687192.0,0.0001,0.40505750199986323,0.0002162089999728778,,,0.0,,2336.0,,101,72.0,,0.019624658000111594,,0.0022359289998803433,,,7.3095703125,,,,0.016645336999999927,,,,,2.0,0.0016713059999347024,,
,,,,,28,1.0,0.0004045919999953185,,,,,,,,1680687193.0,0.0001,0.040098187000239705,0.00016755299998294504,,,0.0,,2368.0,,102,73.0,,0.01909484800012251,,0.002484671000047456,,,7.1002197265625,,,,0.016200792000063302,,,,,2.0,0.0017457310000281723,,
,,,,,28,1.0,0.002606079000088357,,,,,,,,1680687193.0,0.0001,0.04293027900030211,0.00018274100011694827,,,0.0,,2400.0,,103,74.0,,0.01945119199990586,,0.0023588569999901665,,,6.910400390625,,,,0.016542812000125195,,,,,2.0,0.0017885980000755808,,
,,,,,28,1.0,0.0004384280000522267,,,,,,,,1680687193.0,0.0001,0.04186171800029115,0.0002347300001019903,,,0.0,,2432.0,,104,75.0,,0.019808976999911465,,0.0025111129998549586,,,7.16943359375,,,,0.016694407000159117,,,,,2.0,0.0021740630002113903,,
,,,,,28,1.0,0.002871528000014223,,,,,,,,1680687193.0,0.0001,0.04340206800043234,0.00020935300017299596,,,0.0,,2464.0,,105,76.0,,0.019614918000115722,,0.002418231000092419,,,6.9959716796875,,,,0.016486702000065634,,,,,2.0,0.001801335999971343,,
,,,,,28,1.0,0.0004788650001046335,,,,,,,,1680687193.0,0.0001,0.041217386000425904,0.00026882700012720306,,,0.0,,2496.0,,106,77.0,,0.019407004000186134,,0.0024345030001313717,,,7.2135009765625,,,,0.01687268899991068,,,,,2.0,0.0017554979999658826,,
,,,,,28,1.0,0.0027174749998266634,,,,,,,,1680687193.0,0.0001,0.044190349000018614,0.0001864910000222153,,,0.0,,2528.0,,107,78.0,,0.019547713000065414,,0.0023916370000733878,,,7.0740966796875,,,,0.0176037040000665,,,,,2.0,0.001743328999964433,,
,,,,,28,1.0,0.0005049779999808379,,,,,,,,1680687193.0,0.0001,0.041139488999988316,0.00025152100010927825,,,0.0,,2560.0,,108,79.0,,0.01929576499992436,,0.002489248999836491,,,7.05517578125,,,,0.016894688000093083,,,,,2.0,0.0017032880000442674,,
,,,,,28,1.0,0.0027558419999422767,,,,,,,,1680687193.0,0.0001,0.042876965999994354,0.00018282500013810932,,,0.0,,2592.0,,109,80.0,,0.019366713999943386,,0.0023777900000823138,,,7.0302734375,,,,0.0166021869999895,,,,,2.0,0.0015916079998987698,,
,,,,,28,1.0,0.00046723299988116196,,,,,,,,1680687193.0,0.0001,0.040949649999674875,0.0002544499998293759,,,0.0,,2624.0,,110,81.0,,0.019262803999936295,,0.0024711630001093,,,7.2357177734375,,,,0.016783209999857718,,,,,2.0,0.0017107900000610243,,
,,,,,28,1.0,0.0025765830000636925,,,,,,,,1680687193.0,0.0001,0.04290022499981205,0.00023463799993805878,,,0.0,,2656.0,,111,82.0,,0.019492909000064174,,0.002437465999946653,,,7.1807861328125,,,,0.01656937399980052,,,,,2.0,0.001589254999998957,,
,,,,,28,1.0,0.0006694789999528439,,,,,,,,1680687193.0,0.0001,0.041468897999720866,0.00019215899988012097,,,0.0,,2688.0,,112,83.0,,0.019707607999862375,,0.002552484000034383,,,7.0396728515625,,,,0.016676813000003676,,,,,2.0,0.0016703549999874667,,
,,,,,28,1.0,0.09939633499993761,,,,,,,,1680687193.0,0.0001,0.14033339299976433,0.0002130509999460628,,,0.0,,2720.0,,113,84.0,,0.01959184399993319,,0.0024648720000186586,,,6.862060546875,,,,0.016969761999916955,,,,,2.0,0.0016975290000118548,,
2254.0,3.3426125863178826,22737.006592,745673.0,263.0,28,,,5260.45184,,0.0,0.0,0.9000000000000001,400.80158381239426,2.719744,1680687193.0,,,0.00028191000001243083,3.5,451318.0,,0.0,,1095.794688,114,,,0.019559304999802407,0.5519999999999925,0.0025126300001829804,1.1333333333333333,0.0,,172440.0,0.05718094931252569,0.7000000000000001,0.021992304000150398,203790.675968,0.11000000000001364,0.0,271.0,,0.0016637070000342646,6034.731008,4238.78656
,,,,,28,1.0,0.00047303300016210414,,,,,,,,1680687193.0,0.0001,0.046482889000344585,,,,0.0,,2752.0,,115,85.0,,,,,,,7.0201416015625,,,,,,,,,2.0,,,
,,,,,28,1.0,0.06127077599990116,,,,,,,,1680687193.0,0.0001,0.10235749699995722,0.00023256400004356692,,,0.0,,2784.0,,116,86.0,,0.019701101999999082,,0.0023181359999853157,,,7.183349609375,,,,0.01715513500016641,,,,,2.0,0.0016797839998616837,,
,,,,,29,1.0,0.000847027000190792,,,,,,,,1680687194.0,0.0001,0.041018424000185405,0.0001731530001052306,,,0.0,,2816.0,,117,87.0,,0.019253065999919272,,0.0025322169999526523,,,7.0587158203125,,,,0.016409791000114637,,,,,2.0,0.0018031699999028206,,
,,,,,29,1.0,0.01218290200017691,,,,,,,,1680687194.0,0.0001,0.054615850000345745,0.00018895200014412694,,,0.0,,2848.0,,118,88.0,,0.021027545999913855,,0.002474226999993334,,,7.0562744140625,,,,0.016599905000020954,,,,,2.0,0.002142318000096566,,
,,,,,29,1.0,0.0005056400000285066,,,,,,,,1680687194.0,0.0001,0.04273703099988779,0.00021123900000930007,,,0.0,,2880.0,,119,89.0,,0.020889100999966104,,0.0027376729999559757,,,7.0386962890625,,,,0.016555423999989216,,,,,2.0,0.0018379539999386907,,
,,,,,29,1.0,0.012602545999925496,,,,,,,,1680687194.0,0.0001,0.05402138699992065,0.00020105600015085656,,,0.0,,2912.0,,120,90.0,,0.02047742000013386,,0.00235659999998461,,,7.0216064453125,,,,0.01664844299989454,,,,,2.0,0.0017353219998312852,,
,,,,,29,1.0,0.000617830999999569,,,,,,,,1680687194.0,0.0001,0.04321327799971186,0.0002616829999624315,,,0.0,,2944.0,,121,91.0,,0.020869619999984934,,0.00277276199994958,,,7.0732421875,,,,0.01694844199982981,,,,,2.0,0.0017429399999855377,,
,,,,,29,1.0,0.05015330300011556,,,,,,,,1680687194.0,0.0001,0.09233449700036545,0.00020593299996107817,,,0.0,,2976.0,,122,92.0,,0.021284987999933946,,0.0023910610000257293,,,7.1019287109375,,,,0.01667613000017809,,,,,2.0,0.0016230820001510438,,
,,,,,29,1.0,0.000426146000108929,,,,,,,,1680687194.0,0.0001,0.04249470599984306,0.00017530099989926384,,,0.0,,3008.0,,123,93.0,,0.020697193999922092,,0.002570410999851447,,,7.011474609375,,,,0.01673254800016366,,,,,2.0,0.0018931059998976707,,
,,,,,29,1.0,0.0028649600001244835,,,,,,,,1680687194.0,0.0001,0.04392942000026778,0.00018713800000114134,,,0.0,,3040.0,,124,94.0,,0.020363109000072654,,0.0024712460001410363,,,7.137939453125,,,,0.016413467999882414,,,,,2.0,0.001629499000046053,,
,,,,,29,1.0,0.00043481299985614896,,,,,,,,1680687194.0,0.0001,0.04137136599979385,0.0002953630000774865,,,0.0,,3072.0,,125,95.0,,0.019347034000020358,,0.002435704999925292,,,7.3052978515625,,,,0.016707699000107823,,,,,2.0,0.0021507519998067437,,
,,,,,29,1.0,0.0030304649999379762,,,,,,,,1680687194.0,0.0001,0.04459937799992986,0.0001785770000424236,,,0.0,,3104.0,,126,96.0,,0.020554905999915718,,0.0026768950001496705,,,7.015869140625,,,,0.016426017999947362,,,,,2.0,0.0017325169999367063,,
,,,,,29,1.0,0.0004410890001054213,,,,,,,,1680687194.0,0.0001,0.04169621100004406,0.0001966140000604355,,,0.0,,3136.0,,127,97.0,,0.019928003999893917,,0.002527548999978535,,,7.1400146484375,,,,0.016905041999962123,,,,,2.0,0.001697913000043627,,
,,,,,29,1.0,0.0027261239999916143,,,,,,,,1680687194.0,0.0001,0.04326497300030496,0.00022570800001631142,,,0.0,,3168.0,,128,98.0,,0.01951841000004606,,0.0024330700000518846,,,7.25830078125,,,,0.016598708000174156,,,,,2.0,0.001762953000024936,,
,,,,,29,1.0,0.0004845089999889751,,,,,,,,1680687194.0,0.0001,0.04103012499990655,0.00017784600004233653,,,0.0,,3200.0,,129,99.0,,0.019253015999993295,,0.0024681269999291544,,,7.362060546875,,,,0.01672973099994124,,,,,2.0,0.0019168960000115476,,
2505.0,3.640515456747939,22756.282368,780328.0,285.0,29,,,5258.11712,,0.0,0.0,0.9000000000000001,471.68953090506017,2.719744,1680687194.0,,,0.00018498899999030982,3.4,496362.0,,0.0,,1095.84384,130,,,0.022217430999944554,0.6239999999999952,0.0024782160000995646,1.1333333333333333,0.0,,197249.0,0.15938899188784197,0.7000000000000001,,203813.203968,0.1169999999999618,0.0,1035.0,,,6034.731008,4238.835712
,,,,,29,1.0,0.010814339000035034,,,,,,,,1680687194.0,0.0001,0.05619547900005273,,,,0.0,,3232.0,,131,100.0,,,,,,,7.1629638671875,,,,0.0187749320000421,,,,,2.0,0.0017255719999411667,,
,,,,,29,1.0,0.0005010100001072715,,,,,,,,1680687194.0,0.0001,0.04216010100026324,0.00033049099988602393,,,0.0,,3264.0,,132,101.0,,0.02032637800016346,,0.0025472039999385743,,,6.9432373046875,,,,0.0166311200000564,,,,,2.0,0.0018238980001115124,,
,,,,,29,1.0,0.00904040199998235,,,,,,,,1680687194.0,0.0001,0.05061234100003276,0.0001927480000176729,,,0.0,,3296.0,,133,102.0,,0.020607581999911417,,0.002543086000059702,,,7.080078125,,,,0.01661333700008072,,,,,2.0,0.0016151859999808948,,
,,,,,30,1.0,0.0005138940000506409,,,,,,,,1680687195.0,0.0001,0.03950971600011144,0.00018904800003838318,,,0.0,,3328.0,,134,103.0,,0.01839090299995405,,0.002420763999907649,,,7.0511474609375,,,,0.016391064000117694,,,,,2.0,0.0016040430000430206,,
,,,,,30,1.0,0.04881259500007218,,,,,,,,1680687195.0,0.0001,0.08749779900017529,0.00018452900008014694,,,0.0,,3360.0,,135,104.0,,0.01853425900003458,,0.002218501000015749,,,7.1549072265625,,,,0.016193123999983072,,,,,2.0,0.0015547909999895637,,
,,,,,30,1.0,0.0005085170000711514,,,,,,,,1680687195.0,0.0001,0.04174896100016667,0.0002340829998956906,,,0.0,,3392.0,,136,105.0,,0.020220260000087364,,0.0025756110001111665,,,7.06884765625,,,,0.01666109100005997,,,,,2.0,0.0015493989999413316,,
,,,,,30,1.0,0.018698464000181048,,,,,,,,1680687195.0,0.0001,0.05692135000003873,0.00018619799993757624,,,0.0,,3424.0,,137,106.0,,0.018118693000133135,,0.002261960999931034,,,6.9600830078125,,,,0.01614004299995031,,,,,2.0,0.0015159909999056254,,
,,,,,30,1.0,0.0005152999999609165,,,,,,,,1680687195.0,0.0001,0.0395784789998288,0.00017848900006356416,,,0.0,,3456.0,,138,107.0,,0.01831005600001845,,0.0025440649999382003,,,7.12548828125,,,,0.01642483299997366,,,,,2.0,0.001605735999874014,,
,,,,,30,1.0,0.003201623999984804,,,,,,,,1680687195.0,0.0001,0.04209226999978455,0.00018412999997963198,,,0.0,,3488.0,,139,108.0,,0.018396849000055226,,0.002262925999957588,,,6.9642333984375,,,,0.016469995999841558,,,,,2.0,0.0015767449999657401,,
,,,,,30,1.0,0.0004089440001280309,,,,,,,,1680687195.0,0.0001,0.039886944000272706,0.0001932260001922259,,,0.0,,3520.0,,140,109.0,,0.01868686699981481,,0.0024869090000265714,,,7.1749267578125,,,,0.016489939999928538,,,,,2.0,0.0016210580001825292,,
,,,,,30,1.0,0.017016360000070563,,,,,,,,1680687195.0,0.0001,0.055526673000031224,0.00018181800010097504,,,0.0,,3552.0,,141,110.0,,0.018219886999986556,,0.0022767089999433665,,,7.042236328125,,,,0.01626069799999641,,,,,2.0,0.0015712009999333532,,
,,,,,30,1.0,0.0005697899998722278,,,,,,,,1680687195.0,0.0001,0.040118054999993547,0.00017733399999997346,,,0.0,,3584.0,,142,111.0,,0.01895726099996864,,0.002631274000123085,,,7.2406005859375,,,,0.01620264700000007,,,,,2.0,0.001579749000029551,,
,,,,,30,1.0,0.0803375089999463,,,,,,,,1680687195.0,0.0001,0.11860324599979322,0.00017816499985201517,,,0.0,,3616.0,,143,112.0,,0.01827024099998198,,0.002283324000018183,,,7.183837890625,,,,0.01600154799984921,,,,,2.0,0.0015324590001455363,,
,,,,,30,1.0,0.00044925799988959625,,,,,,,,1680687195.0,0.0001,0.03905900799986739,0.00016693499992470606,,,0.0,,3648.0,,144,113.0,,0.0183125989999553,,0.0024589530000866944,,,7.116943359375,,,,0.015849656000000323,,,,,2.0,0.001821607000010772,,
2710.0,1.447858041389252,22775.558144,794699.0,305.0,30,,,5260.931072,,0.0,0.0,0.9000000000000001,453.74038734075714,2.719744,1680687195.0,,,,3.5,510037.0,,0.0,,1095.794688,145,,,,0.6879999999999882,,1.1333333333333333,0.0,,212619.0,0.13487084902741642,0.7000000000000001,,203771.76064,0.12400000000002365,0.0,1304.0,,,6034.743296,4239.0528
,,,,,30,1.0,0.11407355799997276,,,,,,,,1680687195.0,0.0001,0.15232274699974369,0.0001882689998637943,,,0.0,,3680.0,,146,114.0,,0.018258715000001757,,0.002129435999904672,,,7.0504150390625,,,,0.01605960500000947,,,,,2.0,0.0016131639999912295,,
,,,,,30,1.0,0.0004886209999312996,,,,,,,,1680687195.0,0.0001,0.03912493400025596,0.00019256200016570801,,,0.0,,3712.0,,147,115.0,,0.0180772370001705,,0.0024764770000729186,,,7.2603759765625,,,,0.01622255799998129,,,,,2.0,0.0016674789999342465,,
,,,,,31,1.0,0.008113805999983015,,,,,,,,1680687196.0,0.0001,0.04640595199998643,0.00018751199991129397,,,0.0,,3744.0,,148,116.0,,0.018238502000031076,,0.0022671340000215423,,,7.140869140625,,,,0.016033876999927088,,,,,2.0,0.0015651210001124127,,
,,,,,31,1.0,0.0008150470000600762,,,,,,,,1680687196.0,0.0001,0.03941721700016387,0.0001864820001173939,,,0.0,,3776.0,,149,117.0,,0.01821825699994406,,0.002472298999919076,,,7.119384765625,,,,0.01612093900007494,,,,,2.0,0.0016041930000483262,,
,,,,,31,1.0,0.011099069000010786,,,,,,,,1680687196.0,0.0001,0.0498845969998456,0.00017999600004259264,,,0.0,,3808.0,,150,118.0,,0.018241476999946826,,0.002278619999970033,,,7.09521484375,,,,0.01651364300005298,,,,,2.0,0.0015717919998223806,,
,,,,,31,1.0,0.000917883999818514,,,,,,,,1680687196.0,0.0001,0.04028245700010302,0.00024346200007130392,,,0.0,,3840.0,,151,119.0,,0.01843139500010693,,0.0023858890001520194,,,7.211181640625,,,,0.016710208999938914,,,,,2.0,0.00159361800001534,,
,,,,,31,1.0,0.004804935000038313,,,,,,,,1680687196.0,0.0001,0.043566116999727456,0.00018785500014928402,,,0.0,,3872.0,,152,120.0,,0.018389281999816376,,0.002253475999850707,,,7.02783203125,,,,0.01632000099994002,,,,,2.0,0.001610567999932755,,
,,,,,31,1.0,0.0005000199998903554,,,,,,,,1680687196.0,0.0001,0.03935403100012991,0.00021413500007838593,,,0.0,,3904.0,,153,121.0,,0.018174767000118663,,0.0024181190001399955,,,7.1947021484375,,,,0.016407445999902848,,,,,2.0,0.0016395439999996597,,
,,,,,31,1.0,0.013212408000072173,,,,,,,,1680687196.0,0.0001,0.05180455000004258,0.00018470300005901663,,,0.0,,3936.0,,154,122.0,,0.018269172999907823,,0.0022784929999488668,,,7.056884765625,,,,0.016182829000172205,,,,,2.0,0.0016769439998824964,,
,,,,,31,1.0,0.0005440440002075775,,,,,,,,1680687196.0,0.0001,0.039359010000453054,0.00021412799992504006,,,0.0,,3968.0,,155,123.0,,0.018256907000022693,,0.00244672800022272,,,7.092529296875,,,,0.016260399999964648,,,,,2.0,0.0016368030001103762,,
,,,,,31,1.0,0.007801126000003933,,,,,,,,1680687196.0,0.0001,0.046243684000046414,0.0001923639999859006,,,0.0,,4000.0,,156,124.0,,0.018272742000135622,,0.002261311999973259,,,7.12451171875,,,,0.01614338800004589,,,,,2.0,0.0015727519999018114,,
,,,,,31,1.0,0.00048688899983062583,,,,,,,,1680687196.0,0.0001,0.03919455100003688,0.00021306899998307927,,,0.0,,4032.0,,157,125.0,,0.018139840999992884,,0.00240703500003292,,,7.0792236328125,,,,0.01625058300010096,,,,,2.0,0.001697134000096412,,
,,,,,31,1.0,0.014078917000006186,,,,,,,,1680687196.0,0.0001,0.05287419600017529,0.00019090199998572643,,,0.0,,4064.0,,158,126.0,,0.01833534000002146,,0.0022207270001217694,,,7.0504150390625,,,,0.016438294999943537,,,,,2.0,0.0016100150000966096,,
