_step,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/global_epoch,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,_runtime,03_hivemind/num_peers,03_hivemind/reached_TBS,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps,03_hivemind/per_epoch_training_samples,03_hivemind/global_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/overshot_TBS,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,_timestamp,03_hivemind/epoch_s,04_peers/peer_3_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/num_clients
0,,,3.2780809551243113,,0,9985.93,,10.0,,31,1,,,,,32,,,,,,,33,3.2780809551243113,1681406677.0,,,,,0
1,,3.28,6.318533897902817,0.0,0,5175.27,,10.0,,32,1,,,,,64,,,,32.0,,,68,6.318533897902817,1681406678.0,,,0.0,,0
2,,6.32,9.12613960987432,0.0,0,3579.23,,10.0,,33,1,,,,,96,,,,64.0,,,103,9.12613960987432,1681406679.0,,,0.0,,0
3,,9.13,14.09284285951147,0.0,0,2313.62,,10.0,,34,1,,,,,160,,,,96.0,,,163,14.09284285951147,1681406680.0,,,0.0,,0
4,,14.09,16.26886020541414,0.0,0,2001.98,,10.0,,35,1,,,,,192,,,,160.0,,,198,16.26886020541414,1681406681.0,,,0.0,,0
5,,16.27,18.24349208159737,0.0,0,1783.31,,10.0,,36,1,,,,,224,,,,192.0,,,234,18.24349208159737,1681406682.0,,,0.0,,0
6,,18.24,20.071432068689937,0.0,0,1619.06,,10.0,,38,1,,,,,256,,,,224.0,,,271,20.071432068689937,1681406684.0,,,0.0,,0
7,,20.07,23.25095726488522,0.0,0,1395.46,,10.0,,39,1,,,,,320,,,,256.0,,,322,23.25095726488522,1681406685.0,,,0.0,,0
8,,23.25,24.634766405567476,0.0,0,1312.57,,10.0,,43,1,,,,,352,,,,320.0,,,433,24.634766405567476,1681406689.0,,,0.0,,0
9,,24.63,30.4495196807612,0.0,0,1058.18,,10.0,,44,2,,,,,544,,,,352.0,,,547,30.4495196807612,1681406690.0,,,0.0,,0
10,0.0,29.83,31.875391139853217,0.0,0,1008.63,,10.0,0.62,45,2,,,,,608,0.0,,,512.0,,32.0,617,31.875391139853217,1681406691.0,,,0.0,,0
11,0.0,30.59,33.27264548758836,0.0,0,964.14,,10.0,1.29,46,2,,,,,672,0.0,,,544.0,,64.0,688,33.27264548758836,1681406692.0,,,0.0,,0
12,0.0,31.27,34.653863747896885,0.0,0,923.65,,10.0,2.0,47,2,,,,,736,0.0,,,576.0,,96.0,760,34.653863747896885,1681406693.0,,,0.0,,0
13,0.0,31.89,36.874695298205985,0.0,0,865.28,,10.0,2.76,48,2,,,,,832,0.0,,,608.0,,128.0,861,36.874695298205985,1681406694.0,,,0.0,,0
14,0.0,32.44,38.736920728090944,0.0,0,821.72,,10.0,4.43,49,2,,,,,928,0.0,,,640.0,,192.0,937,38.736920728090944,1681406695.0,,,0.0,,0
15,0.0,33.4,40.08064960822704,0.0,0,792.38,,10.0,5.33,50,2,,,,,992,0.0,,,704.0,,224.0,1009,40.08064960822704,1681406696.0,,,0.0,,0
16,0.0,33.8,41.42373076103722,0.0,0,764.93,,10.0,6.28,51,2,,,,,1056,0.0,,,736.0,,256.0,1082,41.42373076103722,1681406697.0,,,0.0,,0
17,0.0,34.15,43.84991239271908,0.0,0,720.37,,10.0,7.27,52,2,,,,,1152,0.0,,,768.0,,288.0,1180,43.84991239271908,1681406698.0,,,0.0,,0
18,0.0,34.48,45.5229185117927,0.0,0,692.23,,10.0,9.37,53,2,,,,,1248,0.0,,,800.0,,352.0,1256,45.5229185117927,1681406699.0,,,0.0,,0
19,0.0,35.06,56.6160390409085,0.0,0,550.7,,10.0,10.46,54,3,,,,,1568,0.0,,,864.0,,384.0,1590,56.6160390409085,1681406700.0,,,0.0,,0
20,0.0,35.32,78.83351262224078,0.0,0,388.08,,10.0,11.59,55,3,,,,,2144,0.0,,9.71,896.0,256.0,416.0,2174,78.83351262224078,1681406701.0,,0.0,0.0,0.0,0
21,0.0,35.53,92.4257267141009,0.0,0,327.05,,10.0,12.73,56,3,,,,,2496,0.0,,30.57,928.0,768.0,448.0,2540,92.4257267141009,1681406702.0,,0.0,0.0,0.0,0
22,0.0,35.74,105.46744605354631,0.0,0,283.23,,10.0,15.06,57,3,,,,,2848,0.0,,41.63,960.0,1024.0,512.0,2896,105.46744605354631,1681406703.0,,0.0,0.0,0.0,0
23,0.0,36.05,130.61475568955814,0.0,0,224.3,,10.0,16.23,58,3,,,,,3424,0.0,,53.19,1024.0,1280.0,544.0,3471,130.61475568955814,1681406704.0,,0.0,0.0,0.0,0
24,0.0,36.19,144.20547287399103,0.0,0,200.62,,10.0,17.4,59,3,,,,,3744,0.0,,77.02,1056.0,1792.0,576.0,3838,144.20547287399103,1681406705.0,,0.0,0.0,0.0,0
25,0.0,36.31,170.54552883163865,0.0,0,166.32,,10.0,18.55,60,3,,,,,4320,0.0,,89.34,1088.0,2048.0,608.0,4402,170.54552883163865,1681406706.0,,0.0,0.0,0.0,0
26,0.0,36.42,198.6823995293325,0.0,0,139.9,,10.0,19.7,61,3,,,,,4928,0.0,,114.43,1120.0,2560.0,640.0,4972,198.6823995293325,1681406707.0,,0.0,0.0,0.0,0
27,0.0,36.51,212.44419491493633,0.0,0,129.03,,10.0,21.91,62,3,,,,,5280,0.0,,140.26,1152.0,3072.0,704.0,5357,212.44419491493633,1681406708.0,,0.0,0.0,0.0,0
28,0.0,36.65,226.02070677374618,0.0,0,116.53,,10.0,22.96,67,3,,,,,5600,0.0,,152.83,1216.0,3328.0,736.0,6430,226.02070677374618,1681406713.0,,0.0,0.0,0.0,0
29,0.0,36.71,316.8124480522056,0.0,0,78.83,,10.0,23.98,68,3,,,,,7712,0.0,,165.33,1248.0,3584.0,768.0,7794,316.8124480522056,1681406714.0,,0.0,0.0,0.0,0
30,0.0,36.9,324.29254507982057,0.0,0,75.77,,10.0,28.43,69,3,,,,,8032,0.0,,251.49,1408.0,5376.0,928.0,8196,324.29254507982057,1681406715.0,,0.0,0.0,0.0,0
31,0.0,36.92,341.14844334866706,0.0,0,70.57,,10.0,29.15,70,3,,,,,8608,0.0,,258.22,1440.0,5632.0,960.0,8693,341.14844334866706,1681406716.0,,0.0,0.0,0.0,0
32,0.0,36.95,349.62321399899173,0.0,0,67.61,,10.0,29.84,71,3,,,,,8960,0.0,,274.36,1472.0,6144.0,992.0,9131,349.62321399899173,1681406717.0,,0.0,0.0,0.0,0
33,0.0,36.96,360.98734146338654,0.0,0,64.19,,10.0,31.1,72,3,,,,,9536,0.0,,281.56,1504.0,6400.0,1056.0,9597,360.98734146338654,1681406718.0,,0.0,0.0,0.0,0
34,0.0,36.98,367.49374287368096,0.0,0,61.87,,10.0,31.66,73,3,,,,,9888,0.0,,292.35,1536.0,6912.0,1088.0,10033,367.49374287368096,1681406719.0,,0.0,0.0,0.0,0
35,0.0,36.98,372.1837392459656,0.0,0,59.94,,10.0,32.17,74,3,,,,,10208,0.0,,298.34,1600.0,7168.0,1120.0,10459,372.1837392459656,1681406720.0,,0.0,0.0,0.0,0
36,0.0,36.96,384.10895719231996,0.0,0,56.79,,10.0,32.65,75,3,,,,,10816,0.0,,302.58,1632.0,7424.0,1152.0,10955,384.10895719231996,1681406721.0,,0.0,0.0,0.0,0
37,0.0,36.94,388.161102333773,0.0,0,55.07,,10.0,33.49,76,3,,,,,11136,0.0,,313.68,1664.0,7936.0,1216.0,11394,388.161102333773,1681406722.0,,0.0,0.0,0.0,0
38,0.0,36.92,392.49783252549906,0.0,0,53.32,,10.0,33.86,77,3,,,,,11744,0.0,,317.38,1696.0,8192.0,1248.0,11839,392.49783252549906,1681406723.0,,0.0,0.0,0.0,0
39,0.0,36.94,396.4029606566752,0.0,0,51.67,,10.0,34.2,78,3,,,,,12064,0.0,,321.36,1760.0,8704.0,1280.0,12285,396.4029606566752,1681406724.0,,0.0,0.0,0.0,0
40,0.0,36.91,401.12659492158866,0.0,0,49.93,,10.0,34.49,79,3,,,,,12640,0.0,,325.0,1792.0,8960.0,1312.0,12740,401.12659492158866,1681406725.0,,0.0,0.0,0.0,0
41,0.0,36.9,404.8363437872556,0.0,0,48.35,,10.0,34.78,80,3,,,,,12992,0.0,,329.44,1824.0,9472.0,1344.0,13193,404.8363437872556,1681406726.0,,0.0,0.0,0.0,0
42,0.0,36.9,406.63888187206675,0.0,0,47.05,,10.0,35.27,81,3,,,,,13568,0.0,,332.67,1856.0,9728.0,1408.0,13635,406.63888187206675,1681406727.0,,0.0,0.0,0.0,0
43,0.0,36.9,410.2721688519577,0.0,0,45.52,,10.0,35.48,82,3,,,,,13920,0.0,,334.26,1888.0,10240.0,1440.0,14094,410.2721688519577,1681406728.0,,0.0,0.0,0.0,0
44,0.0,36.9,417.0126190914119,0.0,0,43.62,,10.0,35.67,83,3,,,,,14496,0.0,,337.71,1952.0,10496.0,1472.0,14577,417.0126190914119,1681406729.0,,0.0,0.0,0.0,0
45,0.0,36.89,414.7803383028579,0.0,0,42.84,,10.0,35.83,84,3,,,,,14848,0.0,,344.29,1984.0,11008.0,1504.0,15001,414.7803383028579,1681406730.0,,0.0,0.0,0.0,0
46,0.0,36.88,418.3095436304453,0.0,0,41.37,,10.0,36.12,85,3,,,,,15168,0.0,,341.78,2016.0,11264.0,1568.0,15464,418.3095436304453,1681406731.0,,0.0,0.0,0.0,0
47,0.0,36.88,414.31534880742777,0.0,0,40.8,,10.0,36.24,87,3,,,,,15744,0.0,,345.19,2048.0,11520.0,1600.0,15865,414.31534880742777,1681406733.0,,0.0,0.0,0.0,0
48,0.0,36.87,397.3784328166942,0.0,0,41.78,,10.0,36.35,88,3,,,,,16096,0.0,,341.1,2080.0,12032.0,1632.0,16166,397.3784328166942,1681406734.0,,0.0,0.0,0.0,0
49,0.0,36.86,402.56628190525186,0.0,0,40.1,,10.0,36.46,89,3,,,,,16448,0.0,,324.06,2144.0,12288.0,1664.0,16626,402.56628190525186,1681406735.0,,0.0,0.0,0.0,0
50,0.0,36.85,395.0415082790887,0.0,0,39.95,,10.0,36.61,90,3,,,,,16768,0.0,,329.1,2176.0,12544.0,1728.0,16987,395.0415082790887,1681406736.0,,0.0,0.0,0.0,0
51,0.0,36.84,396.2918943188465,0.0,0,38.75,,10.0,36.68,91,3,,,,,17088,0.0,,321.52,2208.0,12800.0,1760.0,17414,396.2918943188465,1681406737.0,,0.0,0.0,0.0,0
52,0.0,36.83,363.1162485211796,0.0,0,41.96,,10.0,36.74,92,3,,,,,17408,0.0,,322.72,2240.0,13056.0,1792.0,17531,363.1162485211796,1681406738.0,,0.0,0.0,0.0,0
53,0.0,36.82,369.12703298566373,0.0,0,40.09,,10.0,36.8,93,3,,,,,17760,0.0,,289.5,2272.0,13312.0,1824.0,17971,369.12703298566373,1681406739.0,,0.0,0.0,0.0,0
54,0.0,36.8,370.68059333391545,0.0,0,38.83,,10.0,36.85,94,3,,,,,18112,0.0,,295.48,2336.0,13568.0,1856.0,18374,370.68059333391545,1681406740.0,,0.0,0.0,0.0,0
55,0.0,36.8,377.76364652009784,0.0,0,36.91,,10.0,36.92,95,3,,,,,18688,0.0,,296.96,2368.0,13824.0,1920.0,18823,377.76364652009784,1681406741.0,,0.0,0.0,0.0,0
56,0.0,36.78,383.3911575935326,0.0,0,35.21,,10.0,36.96,96,3,,,,,19008,0.0,,304.02,2400.0,14336.0,1952.0,19270,383.3911575935326,1681406742.0,,0.0,0.0,0.0,0
57,0.0,36.77,375.46041910006306,0.0,0,35.07,,10.0,36.97,97,3,,,,,19328,0.0,,309.65,2432.0,14592.0,1984.0,19602,375.46041910006306,1681406743.0,,0.0,0.0,0.0,0
58,0.0,36.77,382.58408759930535,0.0,0,33.21,,10.0,37.0,98,3,,,,,19968,0.0,,301.68,2464.0,14848.0,2016.0,20061,382.58408759930535,1681406744.0,,0.0,0.0,0.0,0
59,0.0,36.76,387.32915637169674,0.0,0,31.66,,10.0,37.04,99,3,,,,,20288,0.0,,308.79,2528.0,15360.0,2080.0,20506,387.32915637169674,1681406745.0,,0.0,0.0,0.0,0
60,0.0,36.75,390.1138958421877,0.0,0,30.33,,10.0,37.04,100,3,,,,,20864,0.0,,313.53,2560.0,15616.0,2112.0,20935,390.1138958421877,1681406746.0,,0.0,0.0,0.0,0
61,0.0,36.74,387.81629998838315,0.0,0,29.5,,10.0,37.05,101,3,,,,,21184,0.0,,316.32,2592.0,16128.0,2144.0,21327,387.81629998838315,1681406747.0,,0.0,0.0,0.0,0
62,0.0,36.73,391.9053351993329,0.0,0,28.06,,10.0,37.06,102,3,,,,,21504,0.0,,314.02,2624.0,16384.0,2176.0,21770,391.9053351993329,1681406748.0,,0.0,0.0,0.0,0
63,0.0,36.72,372.7855058672635,0.0,0,28.86,,10.0,37.07,103,3,,,,,21888,0.0,,318.12,2656.0,16640.0,2208.0,22009,372.7855058672635,1681406749.0,,0.0,0.0,0.0,0
64,0.0,36.67,378.22049802218635,0.0,0,27.29,,10.0,37.1,104,3,,,,,22208,0.0,,299.02,2720.0,16896.0,2272.0,22448,378.22049802218635,1681406750.0,,0.0,0.0,0.0,0
65,0.0,36.66,387.6970536678523,0.0,0,25.38,,10.0,37.1,105,3,,,,,22784,0.0,,304.46,2752.0,17152.0,2304.0,22930,387.6970536678523,1681406751.0,,0.0,0.0,0.0,0
66,0.0,36.66,388.7905360847013,0.0,0,24.23,,10.0,37.1,106,3,,,,,23104,0.0,,313.94,2784.0,17664.0,2336.0,23348,388.7905360847013,1681406752.0,,0.0,0.0,0.0,0
67,0.0,36.65,393.6646408293201,0.0,0,19.79,,9.89,37.1,111,3,,,,,23456,0.0,,315.04,2816.0,17920.0,2368.0,24978,393.6646408293201,1681406757.0,,0.0,0.0,0.0,0
68,0.0,36.61,401.04066662494336,0.0,0,18.24,,9.12,37.1,112,3,,,,,25280,0.0,,319.95,2848.0,18176.0,2432.0,25452,401.04066662494336,1681406758.0,,0.0,0.0,0.0,0
69,0.0,36.54,395.1646196576765,0.0,0,17.58,,8.79,37.1,113,3,,,,,25600,0.0,,327.4,3008.0,19712.0,2560.0,25822,395.1646196576765,1681406759.0,,0.0,0.0,0.0,0
70,0.0,36.52,395.13758242482345,0.0,0,16.52,,8.26,37.1,114,3,,,,,25696,0.0,,321.55,3040.0,19968.0,2592.0,26239,395.13758242482345,1681406760.0,,0.0,0.0,0.0,0
71,0.0,36.49,368.310065483283,0.0,0,17.31,,8.65,37.1,115,3,,,,,26048,0.0,,321.55,3072.0,19968.0,2656.0,26393,368.310065483283,1681406761.0,,0.0,0.0,0.0,0
72,0.0,36.45,351.4548657057577,0.0,0,17.51,,8.76,37.1,116,3,,,,,26368,0.0,,294.75,3136.0,20224.0,2688.0,26612,351.4548657057577,1681406762.0,,0.0,0.0,0.0,0
73,0.0,36.44,351.4266704800945,0.0,0,16.46,,8.23,37.09,117,3,,,,,26432,0.0,,277.92,3168.0,20480.0,2720.0,26982,351.4266704800945,1681406763.0,,0.0,0.0,0.0,0
74,0.0,36.43,351.38410930701116,0.0,0,15.42,,7.71,37.08,118,3,,,,,26528,0.0,,277.92,3200.0,20480.0,2752.0,27351,351.38410930701116,1681406764.0,,0.0,0.0,0.0,0
75,0.0,36.4,351.31708017780153,0.0,0,14.37,,7.18,37.07,119,3,,,,,26592,0.0,,277.92,3232.0,20480.0,2816.0,27720,351.31708017780153,1681406765.0,,0.0,0.0,0.0,0
76,0.0,36.36,267.66884853429593,0.0,0,21.62,,10.0,37.04,120,3,,,,,26944,0.0,,277.92,3264.0,20480.0,2848.0,26981,267.66884853429593,1681406766.0,,0.0,0.0,0.0,0
77,0.0,36.3,277.0014963126986,0.0,0,19.44,,9.72,37.04,121,3,,,,,27264,0.0,,194.33,3328.0,20736.0,2880.0,27382,277.0014963126986,1681406767.0,,0.0,0.0,0.0,0
78,0.0,36.28,286.1341929352237,0.0,0,17.4,,8.7,37.04,122,3,,,,,27584,0.0,,203.68,3360.0,20992.0,2912.0,27790,286.1341929352237,1681406768.0,,0.0,0.0,0.0,0
79,0.0,36.27,302.74315103513754,0.0,0,14.79,,7.39,37.03,123,3,,,,,28192,0.0,,212.84,3392.0,21248.0,2944.0,28291,302.74315103513754,1681406769.0,,0.0,0.0,0.0,0
80,0.0,36.22,311.3311182634686,0.0,0,13.04,,6.52,37.01,124,3,,,,,28512,0.0,,229.52,3424.0,21760.0,3008.0,28707,311.3311182634686,1681406770.0,,0.0,0.0,0.0,0
81,0.0,36.19,327.46757027547824,0.0,0,10.87,,5.43,37.01,125,3,,,,,29088,0.0,,238.13,3456.0,22016.0,3040.0,29209,327.46757027547824,1681406771.0,,0.0,0.0,0.0,0
82,0.0,36.16,332.6807913384367,0.0,0,9.5,,4.75,37.0,126,3,,,,,29440,0.0,,254.31,3488.0,22528.0,3072.0,29608,332.6807913384367,1681406772.0,,0.0,0.0,0.0,0
83,0.0,36.11,347.8046576087989,0.0,0,7.64,,3.82,37.0,127,3,,,,,30016,0.0,,259.58,3552.0,22784.0,3104.0,30110,347.8046576087989,1681406773.0,,0.0,0.0,0.0,0
84,0.0,36.07,353.8913507169329,0.0,0,6.31,,3.16,36.99,128,3,,,,,30368,0.0,,274.74,3584.0,23296.0,3136.0,30534,353.8913507169329,1681406774.0,,0.0,0.0,0.0,0
85,0.0,36.04,365.04866367721536,0.0,0,4.82,,2.41,36.98,129,3,,,,,30944,0.0,,280.87,3616.0,23552.0,3200.0,31010,365.04866367721536,1681406775.0,,0.0,0.0,0.0,0
86,0.0,36.02,370.58600777336846,0.0,0,3.57,,1.79,36.98,131,3,,,,,31264,0.0,,292.05,3648.0,24064.0,3232.0,31443,370.58600777336846,1681406777.0,,0.0,0.0,0.0,0
87,0.0,35.99,376.70928436449356,0.0,0,2.33,,1.17,36.96,132,3,,,,,31616,0.0,,297.63,3680.0,24320.0,3264.0,31889,376.70928436449356,1681406778.0,,0.0,0.0,0.0,0
88,0.0,35.97,383.151646355428,0.0,0,1.11,,0.56,36.96,133,3,,,,,32224,0.0,,303.78,3744.0,24576.0,3296.0,32342,383.151646355428,1681406779.0,,0.0,0.0,0.0,0
89,0.0,35.95,388.4063931162581,0.0,0,0.0,,0.5,36.94,134,3,,,,,32544,0.0,,310.26,3776.0,25088.0,3360.0,32793,388.4063931162581,1681406780.0,,0.0,0.0,0.0,0
90,0.0,35.93,388.2130258634104,0.0,0,0.0,,0.5,36.94,135,3,,,,,32864,0.0,,315.53,3808.0,25344.0,3392.0,33202,388.2130258634104,1681406781.0,,0.0,0.0,0.0,0
91,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,136,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,33611,388.2130258634104,1681406782.0,,0.0,0.0,0.0,0
92,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,137,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,34022,388.2130258634104,1681406783.0,,0.0,0.0,0.0,0
93,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,138,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,34432,388.2130258634104,1681406784.0,,0.0,0.0,0.0,0
94,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,139,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,34839,388.2130258634104,1681406785.0,,0.0,0.0,0.0,0
95,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,140,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,35247,388.2130258634104,1681406786.0,,0.0,0.0,0.0,0
96,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,141,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,35656,388.2130258634104,1681406787.0,,0.0,0.0,0.0,0
97,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,142,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,36062,388.2130258634104,1681406788.0,,0.0,0.0,0.0,0
98,0.0,35.91,388.2130258634104,0.0,0,0.0,,0.5,36.93,143,3,,,,,32864,0.0,,315.38,3840.0,25600.0,3424.0,36475,388.2130258634104,1681406789.0,,0.0,0.0,0.0,0
99,0.0,35.91,387.0442270405464,0.0,1,83.39,,10.0,36.93,144,3,,,,,320,0.0,,315.38,3840.0,25600.0,3424.0,492,387.0442270405464,1681406790.0,,0.0,0.0,0.0,0
100,0.0,37.2,394.98761119786485,1.0,1,80.52,32864.0,10.0,38.3,145,3,0.0,0.0,290.9447026201886,32864.0,896,1.0,1.0,311.55,32.0,256.0,32.0,965,394.98761119786485,1681406791.0,112.95617244113237,1.0,0.0,0.0,0
101,0.0,34.92,396.33316986421744,1.0,1,79.16,,10.0,35.88,146,3,,,,,1248,1.0,,324.18,64.0,768.0,64.0,1394,396.33316986421744,1681406792.0,,1.0,0.0,0.0,0
102,0.0,36.54,400.5202760610531,1.0,1,77.2,,10.0,37.47,147,3,,,,,1600,1.0,,322.33,96.0,1024.0,128.0,1848,400.5202760610531,1681406793.0,,1.0,0.0,0.0,0
103,0.0,36.46,406.53924688509244,1.0,1,74.89,,10.0,37.42,148,3,,,,,2176,1.0,,326.64,160.0,1280.0,160.0,2322,406.53924688509244,1681406794.0,,1.0,0.0,0.0,0
104,0.0,36.43,404.464319224299,1.0,1,74.26,,10.0,37.38,149,3,,,,,2496,1.0,,332.73,192.0,1792.0,192.0,2733,404.464319224299,1681406795.0,,1.0,0.0,0.0,0
105,0.0,36.39,409.3059148573191,1.0,1,72.24,,10.0,37.34,151,3,,,,,3072,1.0,,330.74,224.0,2048.0,224.0,3199,409.3059148573191,1681406797.0,,1.0,0.0,0.0,0
106,0.0,36.34,407.38496304563193,1.0,1,71.56,,10.0,37.3,152,3,,,,,3424,1.0,,335.66,256.0,2560.0,256.0,3614,407.38496304563193,1681406798.0,,1.0,0.0,0.0,0
107,0.0,36.3,412.8448449923958,1.0,1,69.47,,10.0,37.26,153,3,,,,,4032,1.0,,333.83,288.0,2816.0,320.0,4087,412.8448449923958,1681406799.0,,1.0,0.0,0.0,0
108,0.0,36.23,415.3369006746426,1.0,1,67.96,,10.0,37.23,154,3,,,,,4352,1.0,,339.38,352.0,3328.0,352.0,4542,415.3369006746426,1681406800.0,,1.0,0.0,0.0,0
109,0.0,36.19,411.31396530283274,1.0,1,67.64,,10.0,37.19,155,3,,,,,4672,1.0,,341.95,384.0,3584.0,384.0,4947,411.31396530283274,1681406801.0,,1.0,0.0,0.0,0
110,0.0,36.16,416.44722551644736,1.0,1,65.67,,10.0,37.17,156,3,,,,,5248,1.0,,337.98,416.0,3840.0,416.0,5422,416.44722551644736,1681406802.0,,1.0,0.0,0.0,0
111,0.0,36.14,417.69492436707026,1.0,1,64.4,,10.0,37.13,157,3,,,,,5600,1.0,,343.18,448.0,4352.0,448.0,5869,417.69492436707026,1681406803.0,,1.0,0.0,0.0,0
112,0.0,36.1,417.68868078920883,1.0,1,63.35,,10.0,37.1,158,3,,,,,6176,1.0,,344.49,480.0,4608.0,512.0,6307,417.68868078920883,1681406804.0,,1.0,0.0,0.0,0
113,0.0,36.07,418.96532113288515,1.0,1,62.08,,10.0,37.07,159,3,,,,,6528,1.0,,344.55,512.0,5120.0,544.0,6758,418.96532113288515,1681406805.0,,1.0,0.0,0.0,0
114,0.0,36.04,416.56981054944544,1.0,1,61.44,,10.0,37.04,160,3,,,,,7104,1.0,,345.88,576.0,5376.0,576.0,7173,416.56981054944544,1681406806.0,,1.0,0.0,0.0,0
115,0.0,36.02,418.65373801772523,1.0,1,60.04,,10.0,37.03,161,3,,,,,7456,1.0,,343.52,608.0,5888.0,608.0,7631,418.65373801772523,1681406807.0,,1.0,0.0,0.0,0
116,0.0,36.01,420.37268431417806,1.0,1,58.72,,10.0,36.99,162,3,,,,,7776,1.0,,345.65,640.0,6144.0,672.0,8085,420.37268431417806,1681406808.0,,1.0,0.0,0.0,0
117,0.0,36.0,418.9028009624642,1.0,1,57.9,,10.0,36.98,163,3,,,,,8352,1.0,,347.39,672.0,6400.0,704.0,8515,418.9028009624642,1681406809.0,,1.0,0.0,0.0,0
118,0.0,35.97,420.11476406059313,1.0,1,56.66,,10.0,36.97,164,3,,,,,8704,1.0,,345.96,704.0,6912.0,736.0,8965,420.11476406059313,1681406810.0,,1.0,0.0,0.0,0
119,0.0,35.95,416.70823474011877,1.0,1,56.11,,10.0,36.95,165,3,,,,,9280,1.0,,347.21,768.0,7168.0,768.0,9386,416.70823474011877,1681406811.0,,1.0,0.0,0.0,0
120,0.0,35.94,417.35013433526495,1.0,1,54.96,,10.0,36.93,166,3,,,,,9632,1.0,,343.84,800.0,7680.0,800.0,9831,417.35013433526495,1681406812.0,,1.0,0.0,0.0,0
121,0.0,35.91,418.1329886996526,1.0,1,53.79,,10.0,36.91,167,3,,,,,9952,1.0,,344.53,832.0,7936.0,864.0,10276,418.1329886996526,1681406813.0,,1.0,0.0,0.0,0
122,0.0,35.88,413.2935830533527,1.0,1,53.46,,10.0,36.9,168,3,,,,,10528,1.0,,345.35,864.0,8192.0,896.0,10672,413.2935830533527,1681406814.0,,1.0,0.0,0.0,0
123,0.0,35.86,416.5578154108349,1.0,1,51.94,,10.0,36.89,169,3,,,,,10848,1.0,,340.54,896.0,8704.0,928.0,11132,416.5578154108349,1681406815.0,,1.0,0.0,0.0,0
124,0.0,35.84,415.71974795828066,1.0,1,51.0,,10.0,36.88,171,3,,,,,11456,1.0,,343.84,928.0,8960.0,960.0,11566,415.71974795828066,1681406817.0,,1.0,0.0,0.0,0
125,0.0,35.8,417.59249499201735,1.0,1,49.69,,10.0,36.85,172,3,,,,,11808,1.0,,343.07,992.0,9472.0,992.0,12016,417.59249499201735,1681406818.0,,1.0,0.0,0.0,0
126,0.0,35.78,419.85920604371785,1.0,1,48.33,,10.0,36.8,173,3,,,,,12384,1.0,,345.01,1024.0,9728.0,1056.0,12475,419.85920604371785,1681406819.0,,1.0,0.0,0.0,0
127,0.0,35.77,417.69094014479094,1.0,1,47.56,,10.0,36.8,174,3,,,,,12704,1.0,,347.29,1056.0,10240.0,1088.0,12901,417.69094014479094,1681406820.0,,1.0,0.0,0.0,0
128,0.0,35.75,421.7943452520268,1.0,1,45.99,,10.0,36.79,175,3,,,,,13280,1.0,,345.16,1088.0,10496.0,1120.0,13371,421.7943452520268,1681406821.0,,1.0,0.0,0.0,0
129,0.0,35.73,418.1187699620551,1.0,1,45.4,,10.0,36.78,176,3,,,,,13600,1.0,,349.29,1120.0,11008.0,1152.0,13786,418.1187699620551,1681406822.0,,1.0,0.0,0.0,0
130,0.0,35.7,419.4716019890128,1.0,1,44.18,,10.0,36.76,177,3,,,,,13984,1.0,,345.66,1152.0,11264.0,1184.0,14236,419.4716019890128,1681406823.0,,1.0,0.0,0.0,0
131,0.0,35.65,422.75579585702593,1.0,1,42.73,,10.0,36.73,178,3,,,,,14560,1.0,,347.09,1216.0,11520.0,1248.0,14705,422.75579585702593,1681406824.0,,1.0,0.0,0.0,0
132,0.0,35.62,418.6503124685807,1.0,1,42.16,,10.0,36.73,179,3,,,,,14880,1.0,,350.4,1248.0,12032.0,1280.0,15119,418.6503124685807,1681406825.0,,1.0,0.0,0.0,0
