_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1680700487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1680700487,2.033333333333333,0.0,0.0,1202.163712,0.0,16.0,0.22084088624118095,177.799168,0.0,393.97376,0.0,0.0,0.0,0.8,11.0,0.24760947666845334,208128.909312,2.719744,140.0,0.0,2481.016832,0.0,23.0,1.4,2.033333333333333,9963.384832,80.0,,,,,,,,,,,,,,
2,1,,,1680700488,2.033333333333333,0.0,0.012000000000000455,1710.854144,0.012249140852870231,3923.0,0.6751780667294646,182.566912,3.0,786.464768,0.0,0.0,0.0,0.8,2029.0,0.6602015780842071,207620.21888,2.719744,163.0,0.0,2886.098944,0.0,3751.0,1.6,2.033333333333333,10502.426624,84.0,,,,,,,,,,,,,,
3,2,,,1680700489,2.033333333333333,0.0,0.020000000000010232,2124.496896,0.220648621302749,8136.0,0.00764544919432944,184.664064,6.0,1195.098112,0.0,0.0,0.0,0.8,4851.0,0.007318243156917733,207206.576128,2.719744,217.0,0.001999999999981128,3538.808832,0.0,12936.0,1.8,2.033333333333333,13097.480192,90.0,,,,,,,,,,,,,,
4,3,,,1680700490,2.033333333333333,0.0,0.02400000000000091,2663.575552,0.004086668764206831,10963.0,0.06084507031921069,357.1712,7.0,1829.244928,0.0,0.0,0.0,0.8,6790.0,0.06329547524108155,206657.089536,2.719744,258.0,0.001999999999981128,4010.622976,0.0,17932.0,2.1,2.033333333333333,14242.410496,97.0,,,,,,,,,,,,,,
5,4,,,1680700491,2.0666666666666664,0.0,0.02800000000002001,2525.032448,0.004086781540276432,12790.0,0.11022337154652027,713.09312,8.0,2095.75936,0.0,0.0,0.0,1.0,7627.0,0.06396770942656836,206553.980928,2.719744,459.0,0.002999999999985903,3955.101696,0.0,19850.0,2.1,2.0666666666666664,16318.50496,106.0,,,,,,,,,,,,,,
6,5,,,1680700492,2.0666666666666664,0.0,0.036000000000001364,5203.857408,0.38358971257573665,18756.0,0.3768867756659084,1515.380736,74.0,5026.77504,0.0,0.0,0.0,1.0,10871.0,0.3630664514573286,203062.493184,2.719744,643.0,0.03299999999998704,6092.341248,0.0,907803.0,3.8,2.0666666666666664,21907.918848,291.0,,,,,,,,,,,,,,
7,6,,,1680700493,2.0666666666666664,0.0,0.040000000000020464,5732.466688,0.004082470622065888,23902.0,0.6478370561619321,2044.768256,75.0,5735.85408,0.0,0.0,0.0,1.0,14809.0,3.3664913861328594,202004.127744,2.719744,657.0,0.03299999999998704,6297.460736,0.0,966894.0,4.3,2.0666666666666664,22843.179008,456.0,,,,,,,,,,,,,,
8,7,,,1680700494,2.0666666666666664,0.0,0.04800000000000182,6653.640704,0.08987180212449535,28589.0,0.7084744799023545,2175.709184,78.0,5867.020288,0.0,0.0,0.0,1.0,22453.0,237.75122489364512,200981.008384,2.719744,661.0,0.03499999999999659,6306.258944,0.0,973550.0,4.8,2.0666666666666664,23098.802176,485.0,0.0029169109993745224,,,,,,,,,,,,,
9,8,,,1680700495,2.0666666666666664,0.0,0.056000000000011596,7565.901824,0.004086256627704835,30461.0,0.46357464140666715,2446.462976,79.0,6246.670336,0.0,0.0,0.0,1.0,23866.0,1.1684219863140095,200068.5056,2.719744,665.0,0.03499999999999659,6437.543936,0.0,975672.0,5.2,2.0666666666666664,31636.041728,490.0,,0.00020844099981331965,1.4891587710008025,,,,,,,,,,,
10,9,,,1680700496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.03925879199960036,32.0,7.1795654296875,0.18543231800049398,2.6829436999996688,0.0,0.0001,0.965968466999584,0.0,0.0
11,9,,,1680700496,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031560940005874727,0.0003388479999557603,0.01719049500024994,0.0,0.039547423999465536,64.0,7.2235107421875,0.14117268300014985,0.20388398400064034,0.0,0.0001,0.0024784400002317852,0.0,1.0
12,9,,,1680700496,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030838239999866346,0.00033807100044214167,0.017381163999743876,0.0,0.0396413799999209,96.0,7.1915283203125,0.14091503199961153,0.20414987999902223,0.0,0.0001,0.002790408999317151,0.0,2.0
13,9,,,1680700496,2.0666666666666664,0.0,0.07200000000000273,7587.991552,0.0163477989171179,34141.0,0.9592677669852894,2448.896,83.0,6249.30816,0.0,0.0,0.0,1.1666666666666665,27385.0,63.26120038850711,200046.395392,2.719744,699.0,0.036000000000001364,6437.543936,0.0,979362.0,5.2,2.1,31803.813888,521.0,0.0031375609996757703,0.00044908800009579863,0.017801697999857424,,,,,,,,,,,
14,10,,,1680700497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.039814691999708884,128.0,7.15283203125,0.1450931010003842,0.20920637199924386,0.0,0.0001,0.002910231999521784,0.0,3.0
15,10,,,1680700497,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003130705000330636,0.00041116700049315114,0.01760098700015078,0.0,0.03971188600007736,160.0,7.035400390625,0.14176913499977672,0.20513669200045115,0.0,0.0001,0.0025128119996224996,0.0,4.0
16,10,,,1680700497,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003130778000013379,0.0003925479995814385,0.017373837000377534,0.0,0.03995529500025441,192.0,7.1494140625,0.14116714099964156,0.2045815820001735,0.0,0.0001,0.00256198300030519,0.0,5.0
17,10,,,1680700497,2.0666666666666664,0.0,0.08800000000002228,7595.39712,0.016347071705150405,38052.0,1.2116548522809123,2449.027072,87.0,6249.463808,0.0,0.0,0.0,1.1666666666666665,31476.0,90.11416665236979,200058.314752,2.719744,738.0,0.03799999999998249,6437.818368,0.0,983430.0,5.2,2.1,31804.076032,558.0,0.00314664300003642,0.0004146920000493992,0.01867900999968697,,,,,,,,,,,
18,11,,,1680700498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.04004553999948257,224.0,7.2816162109375,0.1434732489997259,0.20839986599912663,0.0,0.0001,0.0026407320001453627,0.0,6.0
19,11,,,1680700498,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003148432000671164,0.0004133120000915369,0.018021984999904817,5.0,0.03972948600039672,256.0,7.1248779296875,0.14143982200039318,0.20574980600213166,0.0,0.0001,0.0029967690006742487,0.0,7.0
20,11,,,1680700498,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031417249992955476,0.00039593100063939346,0.017401871999936702,5.0,0.03967979400022159,288.0,7.3597412109375,0.14136298900029942,0.20470199100054742,0.0,0.0001,0.002719680000154767,0.0,8.0
21,11,,,1680700498,2.0666666666666664,0.0,0.10800000000000409,7601.614848,0.24522380911781183,42255.0,1.4997128227345102,2449.027072,123.0,6249.463808,0.0,0.0,0.0,1.1666666666666665,35893.0,86.4324362982878,200052.117504,2.719744,769.0,0.06299999999998818,6437.822464,0.0,988607.0,5.2,2.1,31804.080128,591.0,0.0031680950005466,0.0003957740000259946,0.017494562000138103,,,,,,,,,,,
