_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,64.0,255469.289472,1681384713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681384713,0.203125,0.0,0.0,1490.857984,0.0,27.0,0.059215267704350386,177.737728,0.0,418.394112,0.0,0.0,0.0,0.125,15.0,0.06639288065857375,244785.311744,2.854912,154.0,0.0,4787.421184,0.0,28.0,4.2,0.03125,12271.407104,82.0,,,,,,,,,,,,,,
2,2,,,1681384714,0.203125,0.0,0.008000000000038199,1627.693056,0.012219156393323985,2789.0,0.28314076526783843,180.30592,3.0,421.052416,0.0,0.0,0.0,0.125,1258.0,0.28319645102550184,244648.472576,2.854912,163.0,0.0030000000006111804,4795.94496,0.0,2696.0,4.2,0.03125,12346.912768,82.0,,,,,,,,,,,,,,
3,3,,,1681384715,0.203125,0.0,0.01999999999998181,1696.817152,0.25647935281401246,3968.0,0.05821486272853625,181.813248,6.0,424.574976,0.0,0.0,0.0,0.125,1776.0,0.055801261483220524,244579.340288,2.854912,179.0,0.007000000000516593,4807.24992,0.0,3561.0,4.3,0.03125,12425.183232,82.0,,,,,,,,,,,,,,
4,4,,,1681384716,0.203125,0.0,0.03999999999996362,2347.491328,1.120761327766475,5196.0,0.14011108570043432,182.59968,200.0,1068.670976,0.0,0.0,0.0,0.125,3257.0,0.9131578032608247,243928.670208,2.854912,190.0,0.6860000000006039,5478.203392,0.0,5086.0,4.5,0.03125,13096.136704,84.0,,,,,,,,,,,,,,
5,5,,,1681384717,0.203125,0.0,0.044000000000096406,2497.490944,0.004078982122531609,9632.0,0.009058208711328616,184.23808,201.0,1219.022848,0.0,0.0,0.0,0.125,14726.0,0.010699361191038613,243778.670592,2.854912,191.0,0.6860000000006039,6135.144448,0.0,21335.0,4.6,0.03125,17972.67456,85.0,,,,,,,,,,,,,,
6,6,,,1681384718,0.21875000000000003,0.0,0.04800000000000182,2689.036288,0.004078139732332654,13609.0,0.08641355101692559,294.66624,202.0,1438.949376,0.0,0.0,0.0,0.234375,23033.0,0.0384635483367686,243574.542336,2.854912,230.0,0.6860000000006039,6263.324672,0.0,35077.0,4.7,0.046875,18606.22336,86.0,,,,,,,,,,,,,,
7,7,,,1681384719,0.21875000000000003,0.0,0.052000000000134605,3646.660608,0.004078279138404745,14215.0,0.041085476151173084,455.294976,203.0,2553.028608,0.0,0.0,0.0,0.234375,23569.0,0.03582035429310991,242616.91392,2.854912,235.0,0.6869999999998981,7218.335744,0.0,35746.0,5.0,0.046875,19863.22432,89.0,,,,,,,,,,,,,,
8,8,,,1681384720,0.21875000000000003,0.0,0.06400000000007822,2915.049472,0.16734347789966156,16950.0,0.0842696219052577,1056.80896,206.0,2454.929408,0.0,0.0,0.0,0.234375,30182.0,0.0502859503570194,242754.830336,2.854912,569.0,0.6890000000003056,6573.002752,0.0,44072.0,5.0,0.046875,21463.171072,95.0,,,,,,,,,,,,,,
9,9,,,1681384721,0.21875000000000003,0.0,0.06799999999998363,5066.174464,0.004037186849063286,22147.0,0.08622390269944277,1269.796864,207.0,4760.363008,0.0,0.0,0.0,0.234375,42734.0,0.07187296453763754,240393.183232,2.854912,659.0,0.6890000000003056,8649.97376,0.0,265824.0,5.9,0.046875,26401.193984,99.0,,,,,,,,,,,,,,
