_runtime,01_general/step,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_step,process/memory/resident_set_size_proc_MB,03_hivemind/global_epoch,disk/time/disk_write_time_sys_s,02_timing/step_time_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,process/memory/shared_memory_proc_MB,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/virtual_memory_size_proc_MB,cpu/interrupts/ctx_switches_count,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_five_min_percent,02_timing/backward_time_s,memory/used_memory_sys_percent,process/memory/data_resident_set_proc_MB,memory/used_memory_sys_MB,02_timing/opt_step_time_s,memory/total_memory_sys_MB,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/forward_time_s,01_general/lr,03_hivemind/num_peers,cpu/logical_core_count,01_general/minibatch_loss,02_timing/dataload_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,_timestamp,disk/counter/disk_write_sys_count,memory/available_memory_sys_MB
401,444.0,,,,,,845,,0.0,,0.49751169800015305,0.0,,,,14240.0,,,,,,,,,,,,0.10759551599994666,,,,,,,,0.0001,2.0,,7.3538818359375,0.0046862140000030195,,,1680986408.0,,
402,,839629.0,5147.000832,7770.0,26.11001171713746,0.13196534075926217,846,6607.1552,,1.4530000000004293,,,0.0067962030000217055,2397.954048,6.0,,0.0,2.654208,10.0,28566.409216,425955.0,0.0007221200000913086,13.875000000000002,0.3502296500000739,30.2,0.0,7379.685376,0.10681419499996991,,385885.0,16.375,682.0,0.0,0.09396117377603815,0.026568130999976347,,,,,,4.695999999999998,0.004999999999999005,1680986409.0,1616.0,22021.238784
402,445.0,,,,,,847,,0.0,,0.49575798299997587,0.0,,,,14272.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.25,0.004627683999842702,,,1680986409.0,,
403,,840957.0,5147.000832,7783.0,30.696516431469945,0.09154502672990558,848,6607.09376,,1.4539999999997235,,,0.006394692999947438,2397.892608,6.0,,0.0,2.654208,10.0,28566.409216,426830.0,0.0009114370000133931,13.875000000000002,0.35005036600000494,30.2,0.0,7377.088512,0.10698289600009048,,386736.0,16.375,684.0,0.0,0.008170670913926637,0.026995268999826294,,,,,,4.707999999999998,0.004999999999999005,1680986410.0,1618.0,22023.983104
403,446.0,,,,,,849,,0.0,,0.4964642909999384,0.0,,,,14304.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.60107421875,0.00512963000005584,,,1680986410.0,,
404,447.0,,,,,,850,,0.0,,0.4972984330001964,0.0,0.006783928999993805,,,14336.0,,,,,,0.0008871980001003976,,0.3499208270000054,,,,0.10772043699989808,,,,,,,0.02696840900011921,0.0001,2.0,,7.3651123046875,0.005017633000079513,,,1680986411.0,,
404,,842187.0,5147.000832,7802.0,28.218565095687605,0.06924092618033753,851,6592.016384,,1.4580000000005384,,,,2382.815232,6.0,,0.0,2.654208,10.0,28585.680896,427676.0,,13.875000000000002,,30.2,0.0,7378.37056,,,387463.0,16.375,685.0,0.0,0.07351663308883429,,,,,,,4.7239999999999895,0.004999999999999005,1680986411.0,1622.0,22022.701056
405,448.0,,,,,,852,,0.0,,0.49894249800013313,0.0,0.006780606000120315,,,14368.0,,,,,,0.0007936669999253354,,0.35062216699998316,,,,0.10772360800001479,,,,,,,0.027368980000119336,0.0001,2.0,,6.935302734375,0.005653469999970184,,,1680986412.0,,
405,,844089.0,5147.000832,7818.0,51.578455572006,0.1129904029677412,853,6607.151104,,1.4600000000000364,,,0.006865624000056414,2397.949952,6.0,,0.0,2.654208,10.0,28566.409216,428953.0,0.0008239820001563203,13.875000000000002,,30.1,0.0,7377.444864,,,388676.0,16.0,686.0,0.0,0.012253989898571026,0.027755082000112452,,,,,,4.73599999999999,0.004999999999999005,1680986412.0,1625.0,22043.045888
406,449.0,,,,,,854,,0.0,,0.49630211700014115,0.0,,,,14400.0,,,,,,,,0.3486266949998935,,,,0.1071982509999998,,,,,,,,0.0001,2.0,,7.264404296875,0.0050324829999226495,,,1680986413.0,,
406,,845370.0,5147.000832,7830.0,19.058697670662923,0.08874066594857669,855,6607.089664,,1.4620000000004438,,,0.00680014099998516,2397.888512,6.0,,0.0,2.654208,10.0,28566.409216,429860.0,0.0008965690001332405,13.875000000000002,,30.2,0.0,7374.794752,,,389480.0,16.0,687.0,0.0,0.008170332851527974,0.0278093860001718,,,,,,4.7479999999999905,0.004999999999999005,1680986413.0,1627.0,22026.276864
406,450.0,,,,,,856,,0.0,,0.49793888800036257,0.0,,,,14432.0,,,,,,,,0.35023974399996405,,,,0.10731894000014108,,,,,,,,0.0001,2.0,,7.3258056640625,0.0048741079999672365,,,1680986413.0,,
407,,847150.0,5147.000832,7841.0,59.49220096609282,0.11550529564712493,857,6607.151104,,1.4650000000001455,,,0.006813369999917995,2397.949952,6.0,,0.0,2.654208,10.0,28566.409216,430949.0,0.0007452859999830252,13.875000000000002,,30.2,0.0,7379.095552,,,390669.0,16.0,690.0,0.0,0.06536469892645975,0.025532840000096257,,,,,,4.756,0.004999999999999005,1680986414.0,1631.0,22021.832704
407,451.0,,,,,,858,,0.0,,0.4970237269997142,0.0,,,,14464.0,,,,,,,,0.3511385289998543,,,,0.1075794109999606,,,,,,,,0.0001,2.0,,7.361572265625,0.005214290999902005,,,1680986414.0,,
408,,848678.0,5147.000832,7865.0,27.43249106866738,0.13391182167089682,859,6607.089664,,1.467000000000553,,,0.00685707600018759,2397.888512,6.0,,0.0,2.654208,10.0,28566.409216,432042.0,0.0007573210000373365,13.875000000000002,0.3500391730001411,30.2,0.0,7379.300352,0.10832520999997541,,391628.0,16.0,691.0,0.0,0.008171972909751747,0.02829049899992242,,,,,,4.768000000000001,0.004999999999999005,1680986415.0,1633.0,22021.906432
408,452.0,,,,,,860,,0.0,,0.49947614300026544,0.0,,,,14496.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.13671875,0.0052068640000015876,,,1680986415.0,,
409,,850319.0,5147.000832,7881.0,37.05055157782865,0.09651156775842043,861,6607.151104,,1.4679999999998472,,,0.007045681000136028,2397.949952,6.0,,0.0,2.654208,10.0,28566.409216,433148.0,0.0007800210000823427,13.875000000000002,0.34679429499988146,30.2,0.0,7379.574784,0.10756858199988528,,392706.0,16.0,694.0,0.0,0.00816759052885141,0.03306688900011068,,,,,,4.775999999999982,0.004999999999999005,1680986416.0,1635.0,22021.48864
409,453.0,,,,,,862,,0.0,,0.501186528000062,0.0,,,,14528.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.0487060546875,0.005931059999966237,,,1680986416.0,,
410,,851793.0,5147.000832,7894.0,29.921062144213458,0.1325660105650387,863,6607.089664,,1.4700000000002547,,,0.006790732000126809,2397.888512,6.0,,0.0,2.654208,10.0,28566.409216,434245.0,0.0007607180000377411,13.875000000000002,0.3518647299999884,30.2,0.0,7379.570688,0.10725025999977333,,393596.0,15.75,697.0,0.0,0.008170183258130948,0.027284177999945314,,,,,,4.783999999999992,0.004999999999999005,1680986417.0,1637.0,22021.48864
410,454.0,,,,,,864,,0.0,,0.4991927029998351,0.0,,,,14560.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.135009765625,0.005242084999963481,,,1680986417.0,,
411,455.0,,,,,,865,,0.0,,0.4991900079999141,0.0,0.0067456189999575145,,,14592.0,,,,,,0.0007380409999768744,,0.3526468769998701,,,,0.10749412500013023,,,,,,,0.026798441999972056,0.0001,2.0,,6.9859619140625,0.004766904000007344,,,1680986418.0,,
411,,853132.0,5147.000832,7916.0,29.47433021757527,0.7174261042739631,866,6607.089664,,1.4719999999997526,,,0.006866540000146415,2397.888512,6.0,,0.0,2.654208,10.0,28566.409216,435209.0,,13.875000000000002,,30.2,0.0,7379.275776,,,394470.0,15.75,700.0,0.0,0.012249516407547725,,,,,,,4.799999999999983,0.004999999999999005,1680986418.0,1640.0,22040.928256
412,456.0,,,,,,867,,0.0,,0.4989014890004455,0.0,,,,14624.0,,,,,,0.0009051929998804553,,0.34974857000020165,,,,0.10755112800006827,,,,,,,0.0292718910000076,0.0001,2.0,,7.177978515625,0.004558167000141111,,,1680986419.0,,
412,,854898.0,5147.004928,7946.0,46.087912577949155,0.09534683496124564,868,6607.151104,,1.4760000000005675,,,0.006717858999991222,2397.949952,6.0,,0.0,2.654208,10.0,28566.409216,436469.0,0.000992397000118217,13.875000000000002,,30.1,0.0,7377.088512,,,395570.0,15.75,700.0,0.0,0.04490286598796977,0.027524309000000358,,,,,,4.8160000000000025,0.004999999999999005,1680986419.0,1644.0,22043.111424
413,457.0,,,,,,869,,0.0,,0.49549289300034616,0.0,,,,14656.0,,,,,,,,0.3477457770000001,,,,0.1071341190001931,,,,,,,,0.0001,2.0,,7.3128662109375,0.005378432000043176,,,1680986420.0,,
413,,856348.0,5147.004928,7958.0,42.26055695947901,0.09299164835170176,870,6607.089664,,1.4769999999998618,,,0.006773372999987259,2397.888512,6.0,,0.0,2.654208,10.0,28566.409216,437294.0,0.0009119920000557613,13.875000000000002,,30.2,0.0,7378.866176,,,396581.0,15.75,700.0,0.0,0.008158979343995669,0.027234623999902396,,,,,,4.823999999999984,0.004999999999999005,1680986420.0,1646.0,22022.20544
413,458.0,,,,,,871,,0.0,,0.49930515500000183,0.0,,,,14688.0,,,,,,,,0.35080678400004217,,,,0.10827156699997431,,,,,,,,0.0001,2.0,,7.304443359375,0.005306815000039933,,,1680986420.0,,
414,,857569.0,5147.004928,7973.0,25.28253421168653,0.11342768092920215,872,6607.151104,,1.4790000000002692,,,0.0067680019999443175,2397.949952,6.0,,0.0,2.654208,10.0,28566.409216,438200.0,0.0010012289999394852,13.875000000000002,0.3487508150001304,30.2,0.0,7380.127744,,,397300.0,15.75,702.0,0.0,0.008163476615667374,0.027304134999894814,,,,,,4.831999999999994,0.004999999999999005,1680986421.0,1648.0,22021.074944
414,459.0,,,,,,873,,0.0,,0.49549893899984454,0.0,,,,14720.0,,,,,,,,,,,,0.1066405560000021,,,,,,,,0.0001,2.0,,7.4197998046875,0.00503420199993343,,,1680986421.0,,
415,,859023.0,5147.004928,7988.0,27.917743527846614,0.10402773996528339,874,6607.089664,,1.4809999999997672,,,0.00672834200008765,2397.888512,6.0,,0.0,2.654208,10.125,28566.409216,439292.0,0.0008961149999322515,14.000000000000002,0.35058651700001064,30.2,0.0,7379.550208,0.10796270899982119,,398182.0,16.5,706.0,0.0,0.00817092933318049,0.026845218000062232,,,,,,4.843999999999994,0.004999999999999005,1680986422.0,1650.0,22021.513216
415,460.0,,,,,,875,,0.0,,0.4983915379998507,0.0,,,,14752.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.208251953125,0.005372636999936731,,,1680986422.0,,
416,,860491.0,5147.004928,8000.0,32.90265142890063,0.09082273303835892,876,6607.151104,,1.4849999999996726,,,0.006829088999893429,2397.949952,6.0,,0.0,2.654208,10.125,28566.409216,440264.0,0.0013012359997901513,14.000000000000002,0.34609202799993,30.2,0.0,7378.808832,0.1078958309999507,,399118.0,16.5,708.0,0.0,0.08987325531110225,0.031122797000080027,,,,,,4.8559999999999945,0.004999999999999005,1680986423.0,1655.0,22022.258688
416,461.0,,,,,,877,,0.0,,0.4986435589994471,0.0,,,,14784.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.4766845703125,0.005402577999802816,,,1680986423.0,,
417,,861819.0,5147.004928,8013.0,30.32626527177235,0.08891128725461737,878,6607.089664,,1.48700000000008,,,0.0070856869999715855,2397.888512,6.0,,0.0,2.654208,10.125,28566.409216,441143.0,0.0007217550000859774,14.000000000000002,0.34741950000011457,30.2,0.0,7379.030016,0.10759294700005739,,399961.0,16.5,710.0,0.0,0.00817061456825077,0.030391771000040535,,,,,,4.864000000000004,0.004999999999999005,1680986424.0,1657.0,22022.037504
417,462.0,,,,,,879,,0.0,,0.49922498500041,0.0,,,,14816.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.269287109375,0.006013325000139957,,,1680986424.0,,
418,463.0,,,,,,880,,0.0,,0.495206244999963,0.0,0.0067284049998761475,,,14848.0,,,,,,0.0007481820000521111,,0.3486567610000293,,,,0.1073648899998716,,,,,,,0.026901592000058372,0.0001,2.0,,7.1484375,0.0048064150000755035,,,1680986425.0,,
418,,863361.0,5147.004928,8034.0,32.28611823883489,0.09819434802463112,881,6607.085568,,1.4890000000004875,,,0.0068722900000466325,2397.884416,6.0,,0.0,2.654208,10.125,28566.409216,442222.0,0.0007807140000295476,14.000000000000002,,30.2,0.0,7379.009536,,,400955.0,16.5,711.0,0.0,0.012247382748107704,0.026906589999953212,,,,,,4.876000000000005,0.004999999999999005,1680986425.0,1660.0,22041.341952
419,464.0,,,,,,882,,0.0,,0.4955365680000341,0.0,,,,14880.0,,,,,,,,0.3487824090000231,,,,0.10745559899987711,,,,,,,,0.0001,2.0,,7.490966796875,0.004738966000104483,,,1680986426.0,,
419,,864959.0,5147.004928,8046.0,42.51424662267786,0.10301165898787736,883,6607.147008,,1.4920000000001892,,,0.006800727999916489,2397.945856,6.0,,0.0,2.654208,10.125,28566.409216,443198.0,0.0007517039998674591,14.000000000000002,,30.2,0.0,7377.256448,,,402044.0,16.5,713.0,0.0,0.016322466351427246,0.026808737000010296,,,,,,4.888000000000005,0.004999999999999005,1680986426.0,1664.0,22023.815168
420,465.0,,,,,,884,,0.0,,0.49498702899995806,0.0,,,,14912.0,,,,,,,,0.3483973730001253,,,,0.10743881500002317,,,,,,,,0.0001,2.0,,7.1767578125,0.004789672000015344,,,1680986427.0,,
420,,866498.0,5147.004928,8057.0,37.073298049327555,0.10638022721370709,885,6607.085568,,1.4939999999996871,,,0.006789605999983905,2397.884416,6.0,,0.0,2.654208,10.125,28566.409216,444219.0,0.0006466829997862078,14.000000000000002,,30.2,0.0,7378.354176,,,402999.0,16.25,714.0,0.0,0.008159190523665382,0.02686217099994792,,,,,,4.900000000000006,0.004999999999999005,1680986427.0,1666.0,22022.709248
420,466.0,,,,,,886,,0.0,,0.4961650679997547,0.0,,,,14944.0,,,,,,,,0.3496772129999499,,,,0.10751616900006411,,,,,,,,0.0001,2.0,,6.9068603515625,0.004673226000022623,,,1680986427.0,,
421,,867804.0,5147.004928,8072.0,28.730158009368935,0.09517873599458447,887,6607.147008,,1.4960000000000946,,,0.006777580000061789,2397.945856,6.0,,0.0,2.654208,10.125,28566.409216,445050.0,0.0007650620000276831,14.000000000000002,0.346934168999951,30.2,0.0,7380.123648,,,403871.0,16.25,714.0,0.0,0.053079988827948656,0.028333832000043913,,,,,,4.907999999999987,0.004999999999999005,1680986428.0,1670.0,22020.93568
421,467.0,,,,,,888,,0.0,,0.49505855100005647,0.0,,,,14976.0,,,,,,,,,,,,0.10753705499996613,,,,,,,,0.0001,2.0,,7.2471923828125,0.0047108530000059545,,,1680986428.0,,
422,,869423.0,5147.004928,8086.0,32.3770889684473,0.11908683727614278,889,6607.085568,,1.498000000000502,,,0.006894686000123329,2397.884416,6.0,,0.0,2.654208,10.125,28566.409216,446292.0,0.0007367419998445257,14.000000000000002,0.35063624200006416,30.2,0.0,7379.23072,0.10663387899990084,,404848.0,16.25,715.0,0.0,0.008171061469109713,0.02740122699992753,,,,,,4.915999999999997,0.004999999999999005,1680986429.0,1672.0,22021.824512
422,468.0,,,,,,890,,0.0,,0.4969764429999941,0.0,,,,15008.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.3809814453125,0.004673667000133719,,,1680986429.0,,
423,,870875.0,5147.004928,8097.0,30.665507999735684,0.1166714910812733,891,6607.147008,,1.4989999999997963,,,0.006765110000060304,2397.945856,6.0,,0.0,2.654208,10.125,28566.409216,447250.0,0.000707365999915055,14.000000000000002,0.34898435699983565,30.2,0.0,7380.373504,0.10642412100014553,,405801.0,16.25,717.0,0.0,0.008170674799863964,0.026671099999930448,,,,,,4.927999999999997,0.004999999999999005,1680986430.0,1674.0,22020.694016
423,469.0,,,,,,892,,0.0,,0.49423336299992116,0.0,,,,15040.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.2236328125,0.004681309000034162,,,1680986430.0,,
424,,872105.0,5147.004928,8115.0,26.69515273974352,0.09046127293448014,893,6607.085568,,1.5010000000002037,,,0.006781022000041048,2397.884416,6.0,,0.0,2.654208,10.125,28566.409216,448078.0,0.0009556560000874015,14.000000000000002,0.3487623800001529,30.2,0.0,7379.644416,0.10697723700013739,,406560.0,16.25,719.0,0.0,0.00816791671075393,0.027820098999882248,,,,,,4.939999999999998,0.004999999999999005,1680986431.0,1676.0,22021.419008
424,470.0,,,,,,894,,0.0,,0.4967781540001397,0.0,,,,15072.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.2176513671875,0.005481759999838687,,,1680986431.0,,
425,471.0,,,,,,895,,0.0,,0.4974682849999681,0.0,0.006869496000035724,,,15104.0,,,,,,0.0015139150000322843,,0.3474496400001499,,,,0.10843317599983493,,,,,,,0.0286956630000077,0.0001,2.0,,7.2347412109375,0.00450639499990757,,,1680986432.0,,
425,,873701.0,5147.004928,8140.0,35.73633172143428,0.10228178436127527,896,6607.085568,,1.5039999999999054,,,0.006792726999947263,2397.884416,6.0,,0.0,2.654208,10.125,28566.409216,449245.0,0.0008490919999530888,14.000000000000002,,30.2,0.0,7379.410944,,,407571.0,15.875,722.0,0.0,0.020421257839421135,0.027469747000168354,,,,,,4.955999999999989,0.004999999999999005,1680986432.0,1681.0,22040.92416
426,472.0,,,,,,897,,0.0,,0.49809750600024927,0.0,,,,15136.0,,,,,,,,0.3506460789999437,,,,0.10770133900018664,,,,,,,,0.0001,2.0,,7.0447998046875,0.004638522000050216,,,1680986433.0,,
426,,875460.0,5147.004928,8155.0,52.64094005820362,0.13143496448645595,898,6607.147008,,1.5070000000005166,,,0.006803415999911522,2397.945856,6.0,,0.0,2.654208,10.125,28566.409216,450395.0,0.0007913229999303439,14.000000000000002,,30.2,0.0,7379.034112,,,408714.0,15.875,722.0,0.0,0.057195594055413364,0.027399055999921984,,,,,,4.963999999999999,0.004999999999999005,1680986433.0,1685.0,22022.029312
427,473.0,,,,,,899,,0.0,,0.49768359799963946,0.0,,,,15168.0,,,,,,,,0.3499198140000317,,,,0.10814048499992168,,,,,,,,0.0001,2.0,,7.1318359375,0.004629503999922235,,,1680986434.0,,
427,,876891.0,5147.004928,8166.0,35.3927380223373,0.09475870079485309,900,6607.085568,,1.5079999999998108,,,0.006787154999983613,2397.884416,6.0,,0.0,2.654208,10.125,28566.409216,451333.0,0.0008028639999793086,14.000000000000002,,30.2,0.0,7379.820544,,,409670.0,15.875,725.0,0.0,0.008175323083044103,0.026623024999935296,,,,,,4.975999999999999,0.004999999999999005,1680986434.0,1687.0,22021.246976
427,474.0,,,,,,901,,0.0,,0.4967868570004157,0.0,,,,15200.0,,,,,,,,0.3507581010001104,,,,0.10720917700018617,,,,,,,,0.0001,2.0,,7.439697265625,0.0046065350002209016,,,1680986434.0,,
428,,878234.0,5147.004928,8187.0,25.885910917787104,0.07765144601191797,902,6607.147008,,1.5090000000000146,,,0.006887482000138334,2397.945856,6.0,,0.0,2.654208,10.125,28566.409216,452318.0,0.0007823880000614736,14.000000000000002,0.35191949600016414,30.2,0.0,7380.041728,,,410486.0,15.875,727.0,0.0,0.00816963738583944,0.027848024999912013,,,,,,4.9839999999999804,0.004999999999999005,1680986435.0,1689.0,22021.033984
428,475.0,,,,,,903,,0.0,,0.499770877000401,0.0,,,,15232.0,,,,,,,,,,,,0.1077317070000845,,,,,,,,0.0001,2.0,,7.3359375,0.004601779000040551,,,1680986435.0,,
429,,879658.0,5147.004928,8200.0,28.976666540823402,0.10664910570850084,904,6607.085568,,1.52599999999984,,,0.006762641999785046,2397.884416,6.0,,0.0,2.654208,10.125,28566.409216,453370.0,0.0008720770001673372,14.000000000000002,0.3521536669998113,30.2,0.0,7380.324352,0.10765292299993234,,411353.0,15.875,730.0,0.0,0.14297538522743558,0.02741834500011464,,,,,,5.003999999999991,0.004999999999999005,1680986436.0,1707.0,22020.734976
429,476.0,,,,,,905,,0.0,,0.49941823199969804,0.0,,,,15264.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.355712890625,0.004558577999887348,,,1680986436.0,,
430,,881270.0,5147.004928,8222.0,31.049744690422564,0.13415089586941342,906,6607.142912,,1.5270000000000437,,,0.0068369260000054055,2397.94176,6.0,,0.0,2.654208,10.25,28566.409216,454643.0,0.0008440579999842157,14.124999999999998,0.34813641499999903,30.2,0.0,7379.836928,0.10736870799996723,,412324.0,16.625,731.0,0.0,0.008170494107688392,0.027831454000079248,,,,,,5.0120000000000005,0.004999999999999005,1680986437.0,1709.0,22021.238784
430,477.0,,,,,,907,,0.0,,0.4957392329999948,0.0,,,,15296.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.357666015625,0.0047216719999596535,,,1680986437.0,,
431,,882712.0,5147.004928,8235.0,34.898211768647684,0.10319950322709098,908,6607.081472,,1.529000000000451,,,0.006722808000176883,2397.88032,6.0,,0.0,2.654208,10.25,28566.409216,455573.0,0.0007872260000567621,14.124999999999998,0.3490963610001927,30.2,0.0,7379.49696,0.10705665199998293,,413244.0,16.625,735.0,0.0,0.008170426103698131,0.027992366000034963,,,,,,5.019999999999982,0.004999999999999005,1680986438.0,1711.0,22021.578752
431,478.0,,,,,,909,,0.0,,0.496893847000365,0.0,,,,15328.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.244140625,0.005238433999920744,,,1680986438.0,,
432,479.0,,,,,,910,,0.0,,0.4942313430001377,0.0,0.0067494790000637295,,,15360.0,,,,,,0.0010399650000181282,,0.3458725620000678,,,,0.10697837299994717,,,,,,,0.02845857000011165,0.0001,2.0,,7.092529296875,0.005132393999929263,,,1680986439.0,,
432,,884682.0,5147.004928,8282.0,49.16921028532615,0.10089767059864771,911,6607.081472,,1.530999999999949,,,0.006747810999968351,2397.88032,6.0,,0.0,2.654208,10.25,28566.409216,457109.0,0.0008896970000478177,14.124999999999998,,30.2,0.0,7378.20672,,,414416.0,16.625,736.0,0.0,0.012256134608102499,0.027453819000129442,,,,,,5.031999999999982,0.004999999999999005,1680986439.0,1714.0,22042.279936
433,480.0,,,,,,912,,0.0,,0.49842592500021965,0.0,,,,15392.0,,,,,,,,0.3509001540001009,,,,0.10729981000008593,,,,,,,,0.0001,2.0,,7.354736328125,0.005134633999887228,,,1680986440.0,,
433,,886492.0,5147.004928,8295.0,57.42623695409353,0.09734038154995837,913,6607.142912,,1.5320000000001528,,,0.006784385999935694,2397.94176,6.0,,0.0,2.654208,10.25,28566.409216,458174.0,0.0008037899999635556,14.124999999999998,,30.2,0.0,7379.243008,,,415677.0,16.625,738.0,0.0,0.008170878816764681,0.027357037000001583,,,,,,5.039999999999992,0.004999999999999005,1680986440.0,1716.0,22021.685248
434,481.0,,,,,,914,,0.0,,0.497916350999958,0.0,,,,15424.0,,,,,,,,0.3498204479999458,,,,0.10855536000008215,,,,,,,,0.0001,2.0,,7.2562255859375,0.0045953300000292074,,,1680986441.0,,
434,,887976.0,5147.004928,8305.0,41.40168664564243,0.09207852737466882,915,6607.081472,,1.5349999999998545,,,0.006809664999991583,2397.88032,6.0,,0.0,2.654208,10.25,28566.409216,459124.0,0.0007408569999824977,14.124999999999998,,30.2,0.0,7378.870272,,,416620.0,16.625,739.0,0.0,0.044942045775193756,0.02700269699994351,,,,,,5.055999999999983,0.004999999999999005,1680986441.0,1720.0,22022.340608
434,482.0,,,,,,916,,0.0,,0.49899948300003416,0.0,,,,15456.0,,,,,,,,0.3518929859999389,,,,0.10783837300004961,,,,,,,,0.0001,2.0,,7.3292236328125,0.004714905000128056,,,1680986441.0,,
435,,889399.0,5147.004928,8325.0,34.10858090555372,0.08834974920424826,917,6607.142912,,1.53899999999976,,,0.006530280000106359,2397.94176,6.0,,0.0,2.654208,10.25,28566.409216,460132.0,0.0008166289999280707,14.124999999999998,0.35059150600000066,30.2,0.0,7378.04288,0.10833433400011927,,417516.0,16.25,743.0,0.0,0.08171075070118179,0.027093264000086492,,,,,,5.067999999999984,0.004999999999999005,1680986442.0,1724.0,22023.028736
435,483.0,,,,,,918,,0.0,,0.4983566300002167,0.0,,,,15488.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1419677734375,0.004990616999975828,,,1680986442.0,,
436,,890714.0,5147.004928,8338.0,25.603485977448205,0.09845364978545013,919,6607.081472,,1.5399999999999636,,,0.007022449000032793,2397.88032,6.0,,0.0,2.654208,10.25,28566.409216,461023.0,0.00069035100000292,14.124999999999998,0.3531045280001308,30.2,0.0,7378.948096,0.10815215299999181,,418333.0,16.25,743.0,0.0,0.008169897682319323,0.02631953400009479,,,,,,5.075999999999993,0.004999999999999005,1680986443.0,1726.0,22021.984256
436,484.0,,,,,,920,,0.0,,0.5002031490002992,0.0,,,,15520.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.2420654296875,0.004914134000046033,,,1680986443.0,,
437,,892170.0,5147.004928,8350.0,34.89221887641163,0.10514020870021855,921,6607.142912,,1.542000000000371,,,0.006707538999989993,2397.94176,6.0,,0.0,2.654208,10.25,28566.409216,462036.0,0.0007985070001268468,14.124999999999998,0.35209503800001585,30.2,0.0,7378.90304,0.10740250699996068,,419243.0,16.25,745.0,0.0,0.008170567937934298,0.02701404800018281,,,,,,5.084000000000003,0.004999999999999005,1680986444.0,1728.0,22022.303744
437,485.0,,,,,,922,,0.0,,0.49879387000032693,0.0,,,,15552.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1995849609375,0.004776231000050757,,,1680986444.0,,
438,486.0,,,,,,923,,0.0,,0.49605568600009065,0.0,0.0068203010000615905,,,15584.0,,,,,,0.0008915930000057415,,0.35009176899984595,,,,0.1068676970000979,,,,,,,0.02670744600004582,0.0001,2.0,,7.206787109375,0.004676880000033634,,,1680986445.0,,
438,,893681.0,5147.004928,8371.0,31.92703443096553,0.13775201515932933,924,6607.142912,,1.543999999999869,,,0.006868951000114976,2397.94176,6.0,,0.0,2.654208,10.25,28566.409216,463138.0,,14.124999999999998,,30.2,0.0,7379.18976,,,420203.0,16.25,746.0,0.0,0.012251004299817708,,,,,,,5.096000000000004,0.004999999999999005,1680986445.0,1731.0,22041.018368
439,487.0,,,,,,925,,0.0,,0.49782164799989914,0.0,,,,15616.0,,,,,,0.0010080579997975292,,0.34687690100008695,,,,0.10771719400008806,,,,,,,0.030172389999961524,0.0001,2.0,,7.0206298828125,0.00517815399985011,,,1680986446.0,,
439,,895708.0,5147.004928,8393.0,44.95036790015747,0.1430380770085876,926,6607.081472,,1.5460000000002765,,,0.006682377000061024,2397.88032,6.0,,0.0,2.654208,10.25,28566.409216,464920.0,0.0009027730000070733,14.124999999999998,,30.1,0.0,7372.976128,,,421348.0,16.25,748.0,0.0,0.06944076201463124,0.026482435999923837,,,,,,5.108000000000004,0.004999999999999005,1680986446.0,1735.0,22047.367168
440,488.0,,,,,,927,,0.0,,0.49924839499999507,0.0,,,,15648.0,,,,,,,,0.3518460969999069,,,,0.10819218500000716,,,,,,,,0.0001,2.0,,7.1717529296875,0.005142527000089103,,,1680986447.0,,
