_runtime,01_general/step,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_step,process/memory/resident_set_size_proc_MB,03_hivemind/global_epoch,disk/time/disk_write_time_sys_s,02_timing/step_time_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,process/memory/shared_memory_proc_MB,disk/counter/disk_read_sys_count,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/virtual_memory_size_proc_MB,cpu/interrupts/ctx_switches_count,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_five_min_percent,02_timing/backward_time_s,memory/used_memory_sys_percent,process/memory/data_resident_set_proc_MB,memory/used_memory_sys_MB,02_timing/opt_step_time_s,memory/total_memory_sys_MB,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_one_min_percent,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,02_timing/forward_time_s,01_general/lr,03_hivemind/num_peers,cpu/logical_core_count,01_general/minibatch_loss,02_timing/dataload_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,_timestamp,disk/counter/disk_write_sys_count,memory/available_memory_sys_MB
731,,1809847.0,5190.025216,13440.0,20.993697610275344,0.0841968997612525,1543,6609.903616,,2.3320000000003347,,,0.006838160000143034,2398.04416,8.0,,0.0,2.654208,12.25,28944.191488,1082602.0,0.0005745430000843044,15.75,0.35408350299985614,35.4,0.0,9030.864896,0.10764842799994767,,747506.0,17.25,1330.0,0.0,0.08581714535544938,0.02437348600005862,,,,,,8.512,0.006999999999999673,1680986738.0,2679.0,20370.30912
731,814.0,,,,,,1544,,1.0,,0.4978843860001234,0.0,,,,26080.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.2828369140625,0.004366266000033647,,,1680986738.0,,
732,,1811192.0,5190.025216,13453.0,29.14092618398018,0.09401830381808443,1545,6609.89952,,2.3339999999998327,,,0.00686827300000914,2398.040064,8.0,,0.0,2.654208,12.25,28944.191488,1083463.0,0.0006063369999083079,15.75,0.35406090300011783,35.5,0.0,9031.20896,0.1077151550000508,,748369.0,17.25,1331.0,0.0,0.00817134129279469,0.024591591999978846,,,,,,8.519999999999982,0.006999999999999673,1680986739.0,2681.0,20369.821696
732,815.0,,,,,,1546,,1.0,,0.49782404900020083,0.0,,,,26112.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.0205078125,0.003981789000135905,,,1680986739.0,,
733,816.0,,,,,,1547,,1.0,,0.4976318159999664,0.0,0.0067288089999237854,,,26144.0,,,,,,0.0005929180001658096,,0.35334823400012283,,,,0.10791506299983666,,,,,,,0.02456325699995432,0.0001,2.0,,7.196044921875,0.0044835349999630125,,,1680986740.0,,
733,,1812838.0,5190.025216,13473.0,39.371793495845644,0.09353854167539967,1548,6609.89952,,2.33600000000024,,,0.006887845999926867,2398.040064,8.0,,0.0,2.654208,12.25,28944.191488,1084629.0,0.0006382409999332594,15.75,,35.4,0.0,9029.992448,,,749410.0,17.25,1332.0,0.0,0.012257930207262704,0.024035887000081857,,,,,,8.536000000000001,0.006999999999999673,1680986740.0,2684.0,20390.309888
733,817.0,,,,,,1549,,1.0,,0.49725057499995273,0.0,,,,26176.0,,,,,,,,0.35344379900016065,,,,0.1078986499999246,,,,,,,,0.0001,2.0,,7.1259765625,0.004346151999925496,,,1680986740.0,,
734,,1814460.0,5190.025216,13487.0,46.84659642669206,0.09735431853469499,1550,6609.903616,,2.337999999999738,,,0.006796070000063992,2398.04416,8.0,,0.0,2.654208,12.25,28944.191488,1085554.0,0.0006359369999699993,15.75,,35.5,0.0,9031.487488,,,750531.0,17.25,1333.0,0.0,0.008172048710348313,0.024381291999816312,,,,,,8.543999999999983,0.006999999999999673,1680986741.0,2686.0,20369.57184
734,818.0,,,,,,1551,,1.0,,0.49615472199980104,0.0,,,,26208.0,,,,,,,,0.3520267879998755,,,,0.10809288100017511,,,,,,,,0.0001,2.0,,7.1427001953125,0.004221753999900102,,,1680986741.0,,
735,,1815735.0,5190.025216,13499.0,30.613409683022866,0.08664182350685347,1552,6609.89952,,2.3400000000001455,,,0.006776189999982307,2398.040064,8.0,,0.0,2.654208,12.25,28944.191488,1086449.0,0.0006870930001241504,15.75,,35.5,0.0,9031.94624,,,751300.0,16.875,1338.0,0.0,0.008177825351357072,0.024114469000096506,,,,,,8.555999999999983,0.006999999999999673,1680986742.0,2688.0,20369.117184
735,819.0,,,,,,1553,,1.0,,0.49892651700019996,0.0,,,,26240.0,,,,,,,,0.35497009100004107,,,,0.10821769700010009,,,,,,,,0.0001,2.0,,7.2000732421875,0.004160976999855848,,,1680986742.0,,
736,,1817075.0,5190.025216,13516.0,30.038994560088096,0.0784691581274866,1554,6609.903616,,2.342999999999847,,,0.0066632619998472364,2398.04416,8.0,,0.0,2.654208,12.25,28944.191488,1087406.0,0.000695108999934746,15.75,0.3552568070001598,35.5,0.0,9032.097792,0.10786314100005256,,752103.0,16.875,1338.0,0.0,0.0408627023756196,0.024481835999949908,,,,,,8.575999999999993,0.006999999999999673,1680986743.0,2692.0,20368.961536
736,820.0,,,,,,1555,,1.0,,0.49915356599990446,0.0,,,,26272.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.0672607421875,0.004193410999960179,,,1680986743.0,,
737,,1818427.0,5190.025216,13535.0,28.5402935782536,0.10651483608768761,1556,6609.895424,,2.3450000000002547,,,0.006957511000109662,2398.035968,8.0,,0.0,2.654208,12.25,28944.191488,1088391.0,0.0006136909998986084,15.75,0.354363696000064,35.5,0.0,9032.769536,0.10808348599994133,,752934.0,16.875,1339.0,0.0,0.016345150928673443,0.02362253100000089,,,,,,8.587999999999994,0.006999999999999673,1680986744.0,2695.0,20368.42496
737,821.0,,,,,,1557,,1.0,,0.49788165400013895,0.0,,,,26304.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.3289794921875,0.004240739000124449,,,1680986744.0,,
738,,1819786.0,5190.025216,13545.0,29.92294323652281,0.12486654387548521,1558,6609.89952,,2.3469999999997526,,,0.006742313000131617,2398.040064,8.0,,0.0,2.654208,12.25,28944.191488,1089413.0,0.0007359409999025956,15.75,0.35361079800009065,35.5,0.0,9032.31488,0.1072312989999773,,753746.0,16.875,1341.0,0.0,0.008172270289385894,0.025402775999964433,,,,,,8.596000000000004,0.006999999999999673,1680986745.0,2697.0,20368.740352
738,822.0,,,,,,1559,,1.0,,0.4983308460000444,0.0,,,,26336.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.3433837890625,0.004607718999977806,,,1680986745.0,,
739,823.0,,,,,,1560,,1.0,,0.4974670239998886,0.0,0.006778291000046011,,,26368.0,,,,,,0.0007950640001581633,,0.3533173519999764,,,,0.10725957099998595,,,,,,,0.024967013999912524,0.0001,2.0,,7.301513671875,0.004349731999809592,,,1680986746.0,,
739,,1821155.0,5190.025216,13567.0,26.093757769123272,0.1072240193226529,1561,6609.89952,,2.34900000000016,,,0.006863249999923937,2398.040064,8.0,,0.0,2.654208,12.25,28944.191488,1090403.0,,15.75,,35.4,0.0,9031.868416,,,754615.0,16.875,1344.0,0.0,0.012255085473381628,,,,,,,8.611999999999995,0.006999999999999673,1680986746.0,2700.0,20388.323328
740,824.0,,,,,,1562,,1.0,,0.4971094999998513,0.0,,,,26400.0,,,,,,0.000651097999934791,,0.3511135030000787,,,,0.1078069370000776,,,,,,,0.026269885999909093,0.0001,2.0,,7.6671142578125,0.004404825999927198,,,1680986747.0,,
740,,1822786.0,5190.025216,13593.0,43.39182142639458,0.1245283616492764,1563,6609.895424,,2.350000000000364,,,0.0066963839999516495,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1091621.0,0.0006555219999881956,15.875,,35.4,0.0,9029.992448,,,755586.0,17.5,1345.0,0.0,0.008172073973897194,0.025270331000001534,,,,,,8.623999999999995,0.006999999999999673,1680986747.0,2702.0,20390.334464
740,825.0,,,,,,1564,,1.0,,0.4971132960001796,0.0,,,,26432.0,,,,,,,,0.3527463479999824,,,,0.10721163400012301,,,,,,,,0.0001,2.0,,7.113037109375,0.004533077000132835,,,1680986747.0,,
741,,1824267.0,5190.025216,13607.0,44.15196691562357,0.09742047642791188,1565,6609.89952,,2.3530000000000655,,,0.006813182999849232,2398.040064,8.0,,0.0,2.654208,12.375,28944.191488,1092558.0,0.0006117289999565401,15.875,,35.4,0.0,9030.92224,,,756533.0,17.5,1349.0,0.0,0.053110876491350024,0.02498290900007305,,,,,,8.632000000000005,0.006999999999999673,1680986748.0,2706.0,20370.259968
741,826.0,,,,,,1566,,1.0,,0.49777156399977684,0.0,,,,26464.0,,,,,,,,0.35261809799999355,,,,0.10835074600004191,,,,,,,,0.0001,2.0,,7.3736572265625,0.004394898999862562,,,1680986748.0,,
742,,1825485.0,5190.025216,13626.0,15.127677133190655,0.7039118971581317,1567,6609.895424,,2.355999999999767,,,0.0068768529999942984,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1093510.0,0.0005906680000862252,15.875,0.3553980629999387,35.4,0.0,9029.361664,,,757241.0,17.5,1350.0,0.0,0.06946619749907075,0.02313496400006443,,,,,,8.644000000000005,0.006999999999999673,1680986749.0,2709.0,20371.828736
742,827.0,,,,,,1568,,1.0,,0.4984009419999893,0.0,,,,26496.0,,,,,,,,,,,,0.10819883599992863,,,,,,,,0.0001,2.0,,7.375732421875,0.0042015579999770125,,,1680986749.0,,
743,,1826940.0,5190.025216,13649.0,40.764545225796745,0.07860130364358364,1569,6609.89952,,2.356999999999971,,,0.006569780000063474,2398.040064,8.0,,0.0,2.654208,12.375,28944.191488,1094452.0,0.0007869260000461509,15.875,0.3512981049998416,35.5,0.0,9031.421952,0.10825323300014134,,758158.0,17.5,1351.0,0.0,0.008173003137102208,0.024365404000036506,,,,,,8.651999999999987,0.006999999999999673,1680986750.0,2711.0,20369.625088
743,828.0,,,,,,1570,,1.0,,0.49540573900026175,0.0,,,,26528.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.0625,0.004132291000132682,,,1680986750.0,,
744,,1828344.0,5190.025216,13665.0,35.39227265337679,0.096840617743296,1571,6609.895424,,2.3590000000003783,,,0.00678525700004684,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1095345.0,0.0007219740000437014,15.875,0.3537033549998796,35.5,0.0,9031.745536,0.10776124500011974,,759056.0,17.5,1352.0,0.0,0.00817314700496904,0.023071061000109694,,,,,,8.663999999999987,0.006999999999999673,1680986751.0,2713.0,20369.297408
744,829.0,,,,,,1572,,1.0,,0.49638845400022547,0.0,,,,26560.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,6.86083984375,0.004345562000025893,,,1680986751.0,,
745,,1829617.0,5190.025216,13677.0,28.74111982536405,0.08735427207974851,1573,6609.89952,,2.3599999999996726,,,0.006809471999986272,2398.040064,8.0,,0.0,2.654208,12.375,28944.191488,1096223.0,0.0005961370000022725,15.875,0.35425818800013076,35.5,0.0,9031.491584,0.10760273200003212,,759825.0,17.125,1352.0,0.0,0.008172752362481628,0.02405352599998878,,,,,,8.671999999999997,0.006999999999999673,1680986752.0,2715.0,20369.707008
745,830.0,,,,,,1574,,1.0,,0.4973138850000396,0.0,,,,26592.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.2257080078125,0.00399382999989939,,,1680986752.0,,
746,831.0,,,,,,1575,,1.0,,0.4995569909999631,0.0,0.00669451199996729,,,26624.0,,,,,,0.0006004780000239407,,0.35667195899986837,,,,0.10695139099993867,,,,,,,0.024600188000022172,0.0001,2.0,,7.2724609375,0.004038463000142656,,,1680986753.0,,
746,,1831133.0,5190.025216,13706.0,27.58076922840283,0.10102506773307336,1576,6609.89952,,2.3640000000004875,,,0.00695693200009373,2398.040064,8.0,,0.0,2.654208,12.375,28944.191488,1097393.0,0.0007170450001012796,15.875,,35.4,0.0,9032.187904,,,760725.0,17.125,1352.0,0.0,0.061290190391148115,0.02445599900011075,,,,,,8.687999999999988,0.006999999999999673,1680986753.0,2720.0,20388.1472
747,832.0,,,,,,1577,,1.0,,0.4963234040003499,0.0,,,,26656.0,,,,,,,,0.35211240400008137,,,,0.10735620400009793,,,,,,,,0.0001,2.0,,7.3099365234375,0.004724819999864849,,,1680986754.0,,
747,,1832754.0,5190.025216,13725.0,47.352254097144694,0.10156829690800753,1578,6609.895424,,2.3659999999999854,,,0.006734594999898036,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1098488.0,0.0006997490002049744,15.875,,35.5,0.0,9031.159808,,,761782.0,17.125,1355.0,0.0,0.04903242053428974,0.02391969100017377,,,,,,8.699999999999989,0.006999999999999673,1680986754.0,2723.0,20370.034688
747,833.0,,,,,,1579,,1.0,,0.49942638400011674,0.0,,,,26688.0,,,,,,,,0.35571643999992375,,,,0.10794586399993022,,,,,,,,0.0001,2.0,,7.0762939453125,0.004410044999985985,,,1680986754.0,,
748,,1834461.0,5190.025216,13743.0,34.59426426423986,0.15973725937436312,1580,6609.89952,,2.368000000000393,,,0.006718637999938437,2398.040064,8.0,,0.0,2.654208,12.375,28944.191488,1099912.0,0.0006574250000994653,15.875,,35.5,0.0,9031.22944,,,762844.0,17.125,1356.0,0.0,0.00817119360568381,0.024200805000191394,,,,,,8.707999999999998,0.006999999999999673,1680986755.0,2725.0,20369.829888
748,834.0,,,,,,1581,,1.0,,0.4960037690000263,0.0,,,,26720.0,,,,,,,,0.35255372099982196,,,,0.1077584150000348,,,,,,,,0.0001,2.0,,7.2139892578125,0.004114764999940235,,,1680986755.0,,
749,,1835819.0,5190.025216,13772.0,30.568077216773844,0.09103805842805925,1582,6609.895424,,2.369999999999891,,,0.006845762000011746,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1100855.0,0.0006010889999288338,15.875,0.3538716860000477,35.4,0.0,9030.7584,,,763702.0,17.125,1358.0,0.0,0.008172435509646029,0.02330667900014305,,,,,,8.716000000000008,0.006999999999999673,1680986756.0,2727.0,20370.300928
749,835.0,,,,,,1583,,1.0,,0.49638277600001857,0.0,,,,26752.0,,,,,,,,,,,,0.10735402299997077,,,,,,,,0.0001,2.0,,7.1239013671875,0.004403536999916469,,,1680986756.0,,
750,,1837263.0,5190.025216,13791.0,28.40277456182071,0.1108929402661093,1584,6609.895424,,2.3710000000000946,,,0.006986052000002019,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1102043.0,0.0006968689999666822,15.75,0.35303006799995273,35.4,0.0,9030.32832,0.1080371569998988,,764551.0,16.75,1358.0,0.0,0.008172318882886576,0.025094148999869503,,,,,,8.72399999999999,0.006999999999999673,1680986757.0,2729.0,20370.731008
750,836.0,,,,,,1585,,1.0,,0.4980278269997598,0.0,,,,26784.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1817626953125,0.004183532000070045,,,1680986757.0,,
751,,1838879.0,5190.025216,13801.0,48.31102915148124,0.08349216175961947,1586,6609.891328,,2.373000000000502,,,0.006670027000154732,2398.031872,8.0,,0.0,2.654208,12.375,28944.191488,1103099.0,0.0006630120001318573,15.75,0.3520602030000646,35.4,0.0,9030.381568,0.10728902000005291,,765565.0,16.75,1361.0,0.0,0.008172048706719193,0.024236684000015885,,,,,,8.732,0.006999999999999673,1680986758.0,2731.0,20370.67776
751,837.0,,,,,,1587,,1.0,,0.49518049500056804,0.0,,,,26816.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1751708984375,0.004261549000148079,,,1680986758.0,,
752,,1840261.0,5190.025216,13812.0,31.939240419292126,0.09466905988747404,1588,6609.895424,,2.3770000000004075,,,0.006772123000018837,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1104112.0,0.0007093080000686314,15.75,0.3533473560000857,35.5,0.0,9031.090176,0.10714741700007835,,766410.0,16.75,1362.0,0.0,0.06945962212838443,0.024163633999933154,,,,,,8.744,0.006999999999999673,1680986759.0,2736.0,20370.100224
752,838.0,,,,,,1589,,1.0,,0.4961945730001389,0.0,,,,26848.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.23388671875,0.004054734999954235,,,1680986759.0,,
753,839.0,,,,,,1590,,1.0,,0.4951693570003499,0.0,0.006642534000093292,,,26880.0,,,,,,0.0006978020001042751,,0.35072995800010176,,,,0.10833068700003423,,,,,,,0.024594940000042698,0.0001,2.0,,7.1180419921875,0.0041734359999736625,,,1680986760.0,,
753,,1841812.0,5190.025216,13833.0,35.35392673503903,0.12466814340836854,1591,6609.895424,,2.380000000000109,,,0.006934664000027624,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1105273.0,0.0008240710001246043,15.75,,35.4,0.0,9031.278592,,,767343.0,16.75,1362.0,0.0,0.012260085041950865,0.025690308999855915,,,,,,8.759999999999991,0.006999999999999673,1680986760.0,2739.0,20389.044224
754,840.0,,,,,,1592,,1.0,,0.49533005000012054,0.0,,,,26912.0,,,,,,,,0.35028063900017514,,,,0.10715488499999992,,,,,,,,0.0001,2.0,,7.1646728515625,0.0044454819999373285,,,1680986761.0,,
754,,1843198.0,5190.025216,13842.0,24.75230026944861,0.10265805182642418,1593,6609.891328,,2.381000000000313,,,0.006865251999897737,2398.031872,8.0,,0.0,2.654208,12.375,28944.191488,1106281.0,0.0005666600000040489,15.75,,35.4,0.0,9027.31776,,,768238.0,16.75,1362.0,0.0,0.008173691401977814,0.0238282860000254,,,,,,8.771999999999991,0.006999999999999673,1680986761.0,2741.0,20373.72928
754,841.0,,,,,,1594,,1.0,,0.4961542969997481,0.0,,,,26944.0,,,,,,,,0.35287500100002944,,,,0.10787499999992178,,,,,,,,0.0001,2.0,,7.1463623046875,0.0041440979998697,,,1680986761.0,,
755,,1844885.0,5190.025216,13856.0,63.02232686641374,0.09894359146072883,1595,6609.895424,,2.382999999999811,,,0.007143906000010247,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1107248.0,0.0007435269999405136,15.75,,35.5,0.0,9033.8304,,,769339.0,16.375,1364.0,0.0,0.00817280290206737,0.026045014999908744,,,,,,8.780000000000001,0.006999999999999673,1680986762.0,2743.0,20367.224832
755,842.0,,,,,,1596,,1.0,,0.49676601699979983,0.0,,,,26976.0,,,,,,,,0.35105931399994006,,,,0.10720505099993716,,,,,,,,0.0001,2.0,,7.32568359375,0.0045692040000631096,,,1680986762.0,,
756,,1846178.0,5190.025216,13868.0,30.7295617456992,0.08939422446403227,1597,6609.891328,,2.3840000000000146,,,0.0068274180000571505,2398.031872,8.0,,0.0,2.654208,12.375,28944.191488,1108055.0,0.0006697129999793106,15.75,0.35365453600002184,35.5,0.0,9034.141696,,,770199.0,16.375,1364.0,0.0,0.00816662377480167,0.023285960000066552,,,,,,8.787999999999982,0.006999999999999673,1680986763.0,2745.0,20366.913536
756,843.0,,,,,,1598,,1.0,,0.49739839700009725,0.0,,,,27008.0,,,,,,,,,,,,0.108323824000081,,,,,,,,0.0001,2.0,,7.164306640625,0.004636945999891395,,,1680986763.0,,
757,,1847562.0,5190.025216,13884.0,28.845593654032754,0.10817022851301511,1599,6609.895424,,2.3950000000004366,,,0.0066184739998789155,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1109115.0,0.0006337730001177988,15.75,0.351818430999856,35.5,0.0,9033.478144,0.10779933300000266,,771060.0,16.375,1365.0,0.0,0.0980016049483671,0.02462615299987192,,,,,,8.804000000000002,0.006999999999999673,1680986764.0,2758.0,20367.581184
757,844.0,,,,,,1600,,1.0,,0.4961341549997087,0.0,,,,27040.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.1064453125,0.004637990999981412,,,1680986764.0,,
758,,1848873.0,5190.025216,13898.0,27.225003642344777,0.11874788765852694,1601,6609.891328,,2.399000000000342,,,0.006744105999814565,2398.031872,8.0,,0.0,2.654208,12.375,28944.191488,1110118.0,0.0006201810001584818,15.75,0.35179781100009677,35.5,0.0,9033.490432,0.10767664099989815,,771860.0,16.375,1367.0,0.0,0.08169701486969536,0.02514689100007672,,,,,,8.819999999999993,0.006999999999999673,1680986765.0,2763.0,20367.556608
758,845.0,,,,,,1602,,1.0,,0.4964891950000947,0.0,,,,27072.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.0994873046875,0.004503565000050003,,,1680986765.0,,
759,846.0,,,,,,1603,,1.0,,0.4953002950001064,0.0,0.0070623369999793795,,,27104.0,,,,,,0.0006536850000884442,,0.34933569899999384,,,,0.10753244800002904,,,,,,,0.026638631999958307,0.0001,2.0,,7.343505859375,0.004077494000057413,,,1680986766.0,,
759,,1850175.0,5190.025216,13924.0,33.56515441293563,0.07064834442439823,1604,6592.69632,,2.40099999999984,,,,2380.836864,8.0,,0.0,2.654208,12.375,28944.191488,1111050.0,,15.75,,35.4,0.0,9035.63264,,,772622.0,16.375,1368.0,0.0,0.012245075277661477,,,,,,,8.835999999999984,0.006999999999999673,1680986766.0,2766.0,20384.694272
760,847.0,,,,,,1605,,1.0,,0.4946509970000079,0.0,0.0067274230000293755,,,27136.0,,,,,,0.0005810109998947155,,0.3518123490000562,,,,0.10730672800013963,,,,,,,0.02412863099993956,0.0001,2.0,,7.4254150390625,0.0040948549999484385,,,1680986767.0,,
760,,1851770.0,5190.025216,13968.0,35.18823326732661,0.0941759808190757,1606,6609.895424,,2.4030000000002474,,,0.006644430000051216,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1112289.0,0.0006498039999769389,15.625,,35.4,0.0,9030.057984,,,773574.0,16.0,1371.0,0.0,0.00817048244677469,0.022586577000083707,,,,,,8.843999999999994,0.006999999999999673,1680986767.0,2768.0,20390.264832
760,848.0,,,,,,1607,,1.0,,0.4965555410001343,0.0,,,,27168.0,,,,,,,,0.3549254030001521,,,,0.10746564099986244,,,,,,,,0.0001,2.0,,7.384033203125,0.004283686000007947,,,1680986767.0,,
761,,1853295.0,5190.025216,13982.0,54.777464177023624,0.09819196920039673,1608,6609.891328,,2.404000000000451,,,0.0070034780001151375,2398.031872,8.0,,0.0,2.654208,12.375,28944.191488,1113154.0,0.0007334729998547118,15.625,,35.5,0.0,9033.15456,,,774630.0,16.0,1371.0,0.0,0.008172023443326546,0.024892263999845454,,,,,,8.855999999999995,0.006999999999999673,1680986768.0,2770.0,20367.89248
761,849.0,,,,,,1609,,1.0,,0.4961426979996304,0.0,,,,27200.0,,,,,,,,0.3513496059999852,,,,0.10732039399999849,,,,,,,,0.0001,2.0,,7.23046875,0.004843482999831394,,,1680986768.0,,
762,,1854692.0,5190.025216,13991.0,33.171581713011506,0.09361682151806701,1610,6609.895424,,2.405999999999949,,,0.006818457999997918,2398.035968,8.0,,0.0,2.654208,12.375,28944.191488,1114099.0,0.000583438999910868,15.625,0.3521967859999222,35.5,0.0,9033.089024,,,775509.0,16.0,1374.0,0.0,0.008167642949768787,0.023616296000000148,,,,,,8.864000000000004,0.006999999999999673,1680986769.0,2772.0,20367.958016
762,850.0,,,,,,1611,,1.0,,0.49548729899993305,0.0,,,,27232.0,,,,,,,,,,,,0.10756259100003263,,,,,,,,0.0001,2.0,,7.2005615234375,0.004709729000069274,,,1680986769.0,,
763,,1855927.0,5190.025216,14003.0,20.502844045923514,0.1053733925969638,1612,6609.887232,,2.4090000000005602,,,0.006971945000032065,2398.027776,8.0,,0.0,2.654208,12.375,28944.191488,1115046.0,0.0005984370000078343,15.625,0.3547519910000574,35.5,0.0,9033.117696,0.10764881899990542,,776277.0,16.0,1374.0,0.0,0.04491168055281796,0.025041481000016574,,,,,,8.876000000000005,0.006999999999999673,1680986770.0,2776.0,20367.921152
763,851.0,,,,,,1613,,1.0,,0.4994297050000114,0.0,,,,27264.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.185302734375,0.004417031999992105,,,1680986770.0,,
764,,1857192.0,5190.025216,14013.0,26.911916550900454,0.09788022792631733,1614,6609.891328,,2.411000000000058,,,0.006798870000011448,2398.031872,8.0,,0.0,2.654208,12.375,28944.191488,1115867.0,0.0005670369998824754,15.625,0.351207180000074,35.5,0.0,9033.1136,0.10703841500003364,,777057.0,16.0,1376.0,0.0,0.008169983161242298,0.024140117000115424,,,,,,8.888000000000005,0.006999999999999673,1680986771.0,2778.0,20367.941632
764,852.0,,,,,,1615,,1.0,,0.49400878599999487,0.0,,,,27296.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.2803955078125,0.004257166999877882,,,1680986771.0,,
765,,1858652.0,5190.025216,14022.0,33.17164679221634,0.11629937568999922,1616,6609.887232,,2.412000000000262,,,0.006707340999810185,2398.027776,8.0,,0.0,2.654208,12.375,28944.191488,1116876.0,0.000810347999959049,15.625,0.35469575799993436,35.5,0.0,9033.641984,0.10748466199993345,,777907.0,15.75,1378.0,0.0,0.008168637129435358,0.02513326500002222,,,,,,8.895999999999987,0.006999999999999673,1680986772.0,2780.0,20367.417344
765,853.0,,,,,,1617,,1.0,,0.49931973499974447,0.0,,,,27328.0,,,,,,,,,,,,,,,,,,,,0.0001,2.0,,7.3563232421875,0.004488361000085206,,,1680986772.0,,
766,854.0,,,,,,1618,,1.0,,0.49648876300034317,0.0,0.006735013000024992,,,27360.0,,,,,,0.0007621209999797429,,0.3540522180001062,,,,0.10672766900006536,,,,,,,0.023810042000150133,0.0001,2.0,,7.2637939453125,0.004401700000016717,,,1680986773.0,,
766,,1860258.0,5190.025216,14042.0,42.582699064273754,0.0982780248916314,1619,6609.887232,,2.4149999999999636,,,0.006507400000145935,2398.027776,8.0,,0.0,2.654208,12.375,28944.191488,1118108.0,0.0007285500000762113,15.625,,35.4,0.0,9033.121792,,,778906.0,15.75,1378.0,0.0,0.01225781942796029,0.024003848999882393,,,,,,8.907999999999987,0.006999999999999673,1680986773.0,2783.0,20387.213312
767,855.0,,,,,,1620,,1.0,,0.4985272130004432,0.0,,,,27392.0,,,,,,,,0.3549894800000857,,,,0.10785904500016841,,,,,,,,0.0001,2.0,,6.8441162109375,0.0044388890000846,,,1680986774.0,,
767,,1861855.0,5190.025216,14059.0,46.5387820196255,0.08350608425991111,1621,6609.891328,,2.4160000000001673,,,0.006849329000033322,2398.031872,8.0,,0.0,2.654208,12.375,28944.191488,1119139.0,0.0007857500002046436,15.625,,35.5,0.0,9031.7824,,,779975.0,15.75,1379.0,0.0,0.008173411417315712,0.02383812800007945,,,,,,8.915999999999997,0.006999999999999673,1680986774.0,2785.0,20369.272832
767,856.0,,,,,,1622,,1.0,,0.5013192640001307,0.0,,,,27424.0,,,,,,,,0.3570524409999507,,,,0.10819801200000256,,,,,,,,0.0001,2.0,,6.9698486328125,0.004595603999860032,,,1680986774.0,,
768,,1863381.0,5190.025216,14073.0,35.45054620148772,0.12505298581713942,1623,6609.887232,,2.4200000000000728,,,0.0067201770000338,2398.027776,8.0,,0.0,2.654208,12.375,28944.191488,1120235.0,0.0007188530000803439,15.625,,35.5,0.0,9032.933376,,,780973.0,15.75,1381.0,0.0,0.04903475300512562,0.02591138899992984,,,,,,8.931999999999988,0.006999999999999673,1680986775.0,2789.0,20368.113664
768,857.0,,,,,,1624,,1.0,,0.498205267000003,0.0,,,,27456.0,,,,,,,,0.35204195899996193,,,,0.10778775100015991,,,,,,,,0.0001,2.0,,7.0413818359375,0.00502513799983717,,,1680986775.0,,
