02_timing/opt_step_time_s,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,process/memory/text_resident_set_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/dirty_pages_proc_count,02_timing/loss_calc_time_s,process/voluntary_proc_ctx_switches,process/memory/data_resident_set_proc_MB,_step,01_general/step,memory/used_memory_sys_percent,process/involuntary_proc_ctx_switches,01_general/minibatch_loss,02_timing/dataload_time_s,cpu/interrupts/ctx_switches_count,process/memory/lib_memory_proc_MB,disk/counter/disk_write_sys_count,disk/time/disk_read_time_sys_s,03_hivemind/global_epoch,cpu/interrupts/interrupts_count,disk/counter/disk_read_sys_count,02_timing/step_time_s,cpu/load/avg_sys_load_five_min_percent,_runtime,cpu/load/avg_sys_load_one_min_percent,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,bandwidth/net_sent_sys_bandwidth_Mbits,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB,cpu/logical_core_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,memory/total_memory_sys_MB,02_timing/forward_time_s,01_general/locally_processed_samples,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_fifteen_min_percent,01_general/lr,_timestamp,memory/available_memory_sys_MB,process/memory/shared_memory_proc_MB,memory/used_memory_sys_MB,disk/time/disk_write_time_sys_s
,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,8.0,,,31557.169152,,,,,,1696169581.0,,,,
,,0.0,2.654208,0.0,0.0,,442.0,0.0,1,,4.9,35.0,,,6.0,1110.441984,0.0,0.0,,6.0,0.0,,4.25,0,5.625,,,,0.22795803751250884,0.0,549.023744,,0.12223836800868171,9347.15392,,,,1.0,3.6249999999999996,,1696169581.0,29999.321088,242.515968,1096.585216,0.0
,,0.028000000000005798,2.654208,0.0,0.0,,497.0,0.0,2,,5.6,35.0,,,4164.0,1138.634752,207.0,0.0,,5308.0,0.0,,4.25,1,5.625,,,,0.490812876105242,5.477156668996634,555.884544,,2.009325993211017,10060.484608,,,,2377.0,3.6249999999999996,,1696169582.0,29792.649216,246.86592,1303.2448,0.2689999999997781
,,0.055999999999997385,2.654208,0.0,0.0,,811.0,0.0,3,,5.7,36.0,,,7072.0,1171.582976,224.0,0.0,,8452.0,0.0,,4.25,2,5.625,,,,0.5630723888265133,0.3744640967928285,589.279232,,31.449549934409834,10093.432832,,,,4790.0,3.6249999999999996,,1696169583.0,29768.384512,247.128064,1327.509504,0.27899999999999636
,,0.060000000000002274,2.654208,0.0,0.0,,3208.0,0.0,4,,5.8,39.0,,,13075.0,1213.575168,225.0,0.0,,14102.0,0.0,,4.25,3,5.625,,,,1.711310217507311,0.004085662873265808,630.980608,,867.7346662897627,10135.412736,,,,10244.0,3.6249999999999996,,1696169584.0,29723.713536,247.144448,1372.151808,0.27999999999974534
,,0.06799999999999784,2.654208,0.0,0.0,,4131.0,0.0,5,,6.6,43.0,,,15478.0,1434.66496,226.0,0.0,,16778.0,0.0,,4.25,4,5.625,,,,0.6566168134131398,0.0040861477789670645,822.943744,,344.2414381428357,10727.571456,,,,12633.0,3.6249999999999996,,1696169585.0,29471.821824,251.47392,1624.076288,0.27999999999974534
,,0.0759999999999934,2.654208,0.0,0.0,,4149.0,0.0,6,,8.3,44.0,,,16023.0,1939.197952,279.0,0.0,,18154.0,0.0,,4.375,5,6.25,,,,0.040632237398435175,0.2778185344184138,1513.422848,,0.04119879059288178,11569.74592,,,,13007.0,3.6249999999999996,,1696169586.0,28930.1504,437.747712,2153.160704,0.35399999999981446
,,0.08799999999999386,2.654208,0.0,0.0,,4157.0,0.0,7,,9.7,45.0,,,17283.0,2378.883072,287.0,0.0,,19694.0,0.0,,4.375,6,6.25,,,,0.2183464971001552,0.032632074001092685,2044.309504,,0.19757701054531107,12445.638656,,,,13680.0,3.6249999999999996,,1696169587.0,28484.923392,529.010688,2598.383616,0.36000000000012733
,,0.10800000000000409,2.654208,0.016317699076748557,0.0,,4521.0,0.0,8,,12.4,47.0,,,22151.0,2732.838912,290.0,0.0010000000000012221,,60926.0,2.0,,4.375,7,6.25,,,,0.6222795974569666,0.16725641553633303,2638.942208,,0.6226700111577929,13974.183936,,,,15550.0,3.6249999999999996,,1696169588.0,27633.614848,833.232896,3146.461184,0.36200000000008004
,,0.11199999999999477,2.654208,0.0,0.0,,4521.0,0.0,9,,13.1,47.0,,,24459.0,2732.838912,291.0,0.0010000000000012221,,63635.0,2.0,,4.375,8,6.25,,,,0.5909142022082974,0.004082363907826595,2639.01184,,0.5904358001847188,13974.183936,,,,16709.0,3.6249999999999996,,1696169589.0,27431.510016,833.232896,3348.574208,0.362999999999829
,,0.11599999999999966,2.654208,0.0,0.0,,4521.0,0.0,10,,13.5,47.0,,,25810.0,2732.838912,292.0,0.0010000000000012221,,65435.0,2.0,,4.375,9,6.25,,,,0.3369944069891267,0.004085651211809566,2639.01184,,0.1681740221006606,13974.183936,,,,17562.0,3.6249999999999996,,1696169590.0,27303.399424,833.232896,3476.680704,0.36400000000003274
,,0.12399999999999523,2.654208,0.0,0.0,,4521.0,0.0,11,,13.8,47.0,,,31318.0,2741.366784,330.0,0.0010000000000012221,,70539.0,2.0,,4.75,10,7.75,,,,1.1518203217462681,0.20838297980664158,2639.118336,,0.6968763529658265,14049.685504,,,,19696.0,3.75,,1696169591.0,27204.747264,833.236992,3536.928768,0.4099999999998545
,,0.14799999999999613,2.654208,1.6506768909219862,0.0,,4539.0,0.0,12,,14.3,47.0,,,36740.0,2741.604352,331.0,0.01600000000000179,,75552.0,19.0,,4.75,11,7.75,,0.006610563000094771,,1.1978755224399147,0.004085833888992273,2661.425152,,0.6207674459885623,14262.669312,,,,21898.0,3.75,,1696169592.0,27045.548032,855.437312,3696.095232,0.4110000000000582
,,0.9440000000000026,2.654208,59.53362368619405,0.0,,4968.0,0.0,13,,14.4,48.0,,,42785.0,2802.204672,334.0,0.6550000000000011,,81735.0,528.0,,4.75,12,7.75,,,,1.2862087381556528,0.040857610106776514,2762.21952,,0.8311890256021675,14323.236864,,,,24707.0,3.75,,1696169593.0,27016.450048,895.787008,3684.61824,0.4119999999998072
,,1.8199999999999932,2.654208,88.39288959074709,0.0,,5636.0,0.0,14,,15.5,48.0,,,49459.0,3033.35424,335.0,1.3160000000000025,,88060.0,1303.0,,4.75,13,7.75,,,,1.400364854110455,0.004087910538031176,3053.993984,,0.9262550577580935,14688.575488,,,,27932.0,3.75,,1696169594.0,26665.234432,957.386752,4035.858432,0.4130000000000109
,,2.5720000000000027,2.654208,73.83168561169865,0.0,,6216.0,0.0,15,,15.8,49.0,,,55844.0,3255.574528,336.0,2.021000000000001,,93756.0,1991.0,,4.75,14,7.75,,,,1.3619436376894218,0.004085870814721559,3383.246848,,0.9105666357549684,15646.900224,,,,30882.0,3.75,,1696169595.0,26563.493888,1067.925504,4118.347776,0.4139999999997599
,,3.456000000000003,2.654208,98.28343496091873,0.0,,6985.0,0.0,16,,16.7,50.0,,,62243.0,3519.606784,337.0,2.7910000000000004,,99505.0,2906.0,,4.875,15,8.125,,,,1.3380877599666783,0.00408952003389742,3720.441856,,0.8155237782105497,16011.5712,,,,33867.0,3.875,,1696169596.0,26299.715584,1141.571584,4382.154752,0.4139999999997599
,,4.111999999999995,2.654208,72.01251400627575,0.0,1.8460000319464598e-06,7591.0,0.0,17,,17.3,52.0,,,68519.0,3723.923456,341.0,3.2379999999999995,,104795.0,3620.0,,4.875,16,8.125,,,,1.3405308236735667,0.0817163279491047,3983.302656,,0.8797592635311855,30677.766144,,4.9753086390001044,,36740.0,3.875,,1696169597.0,26100.576256,1210.105856,4581.249024,0.4169999999999163
