03_hivemind/global_samples_accumulated,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/epoch_based_sps,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/optimistic_total_samples_per_second,_step,03_hivemind/reached_TBS,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,03_hivemind/epoch_s,03_hivemind/num_peers,03_hivemind/overshot_TBS,04_peers/peer_1_samples_per_second,_timestamp,04_peers/peer_2_samples_per_second,04_peers/peer_1_epoch,03_hivemind/num_clients,03_hivemind/undershot_TBS,03_hivemind/per_epoch_training_samples,_runtime,04_peers/peer_2_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/actual_total_samples_per_second
64,10.0,,,,,0,,1.2676246947104586,0,,,64,,1,,,1680987544.0,,,0,,,51,,25799.24,1.2676246947104586
192,10.0,64.0,,,,0,0.0,4.623487464631071,1,,,193,,1,,1.27,1680987545.0,,0.0,0,,,52,,7045.53,4.623487464631071
320,10.0,192.0,,,,0,0.0,9.372569992219704,2,,,322,,1,,4.62,1680987546.0,,0.0,0,,,53,,3461.76,9.372569992219704
448,10.0,320.0,,,,0,0.0,15.869805449688139,3,,,453,,1,,9.37,1680987547.0,,0.0,0,,,54,,2036.29,15.869805449688139
576,10.0,448.0,,,,0,0.0,24.35252340249931,4,,,583,,1,,15.87,1680987549.0,,0.0,0,,,56,,1321.61,24.35252340249931
704,10.0,576.0,,,,0,0.0,34.78147313937124,5,,,715,,1,,24.35,1680987550.0,,0.0,0,,,57,,921.55,34.78147313937124
832,10.0,704.0,,,,0,0.0,46.698613291813324,6,,,848,,1,,34.78,1680987551.0,,0.0,0,,,58,,683.54,46.698613291813324
992,10.0,832.0,,,,0,0.0,62.31948941723284,7,,,997,,1,,46.7,1680987552.0,,0.0,0,,,59,,509.81,62.31948941723284
1184,10.0,992.0,,,,0,0.0,82.6624998368494,8,,,1194,,2,,62.32,1680987553.0,,0.0,0,,,60,,381.97,82.6624998368494
1472,10.0,1120.0,64.0,,0.0,0,0.0,115.86108525765405,9,,,1485,,2,,74.08,1680987554.0,8.58,0.0,0,,,61,0.0,270.0,115.86108525765405
1728,10.0,1248.0,224.0,,0.0,0,0.0,142.6108907113311,10,,,1750,,2,,84.2,1680987555.0,31.67,0.0,0,,,62,0.0,217.5,142.6108907113311
1984,10.0,1376.0,352.0,,0.0,0,0.0,165.93837621094318,11,,,2019,,2,,92.37,1680987557.0,50.24,0.0,0,,,64,0.0,185.3,165.93837621094318
2272,10.0,1504.0,480.0,,0.0,0,0.0,187.94749913833022,12,,,2300,,2,,98.68,1680987558.0,67.26,0.0,0,,,65,0.0,162.11,187.94749913833022
2528,10.0,1632.0,640.0,,0.0,0,0.0,201.73281477747287,13,,,2568,,2,,103.19,1680987559.0,84.75,0.0,0,,,66,0.0,149.7,201.73281477747287
2784,10.0,1760.0,768.0,,0.0,0,0.0,211.43141332613504,14,,,2836,,2,,106.28,1680987560.0,95.46,0.0,0,,,67,0.0,141.57,211.43141332613504
3072,10.0,1888.0,896.0,,0.0,0,0.0,219.33967927263816,15,,,3107,,2,,108.36,1680987561.0,103.08,0.0,0,,,68,0.0,135.23,219.33967927263816
3328,10.0,2016.0,1056.0,,0.0,0,0.0,223.77895038114505,16,,,3375,,2,,109.71,1680987562.0,109.63,0.0,0,,,69,0.0,131.35,223.77895038114505
3584,10.0,2144.0,1184.0,,0.0,0,0.0,226.61120764775325,17,,,3642,,2,,110.63,1680987564.0,113.15,0.0,0,,,71,0.0,128.53,226.61120764775325
3872,10.0,2272.0,1312.0,,0.0,0,0.0,228.74484021443828,18,,,3910,,2,,111.32,1680987565.0,115.29,0.0,0,,,72,0.0,126.16,228.74484021443828
4128,10.0,2400.0,1472.0,,0.0,0,0.0,230.14425398718225,19,,,4177,,2,,111.65,1680987566.0,117.09,0.0,0,,,73,0.0,124.23,230.14425398718225
4384,10.0,2528.0,1600.0,,0.0,0,0.0,230.96564797494136,20,,,4445,,2,,112.03,1680987567.0,118.12,0.0,0,,,74,0.0,122.63,230.96564797494136
4672,10.0,2656.0,1728.0,,0.0,0,0.0,231.54282130836015,21,,,4712,,2,,112.32,1680987568.0,118.65,0.0,0,,,75,0.0,121.17,231.54282130836015
4928,10.0,2784.0,1888.0,,0.0,0,0.0,231.80265681744652,22,,,4979,,2,,112.42,1680987569.0,119.13,0.0,0,,,76,0.0,119.88,231.80265681744652
5184,10.0,2912.0,2016.0,,0.0,0,0.0,232.2496134601144,23,,,5247,,2,,112.57,1680987570.0,119.23,0.0,0,,,77,0.0,118.5,232.2496134601144
5440,10.0,3040.0,2144.0,,0.0,0,0.0,232.48256065557632,24,,,5514,,2,,112.85,1680987572.0,119.4,0.0,0,,,79,0.0,117.23,232.48256065557632
5728,10.0,3168.0,2272.0,,0.0,0,0.0,232.5027887366581,25,,,5781,,2,,113.0,1680987573.0,119.48,0.0,0,,,80,0.0,116.07,232.5027887366581
6016,10.0,3296.0,2432.0,,0.0,0,0.0,232.8161141531936,26,,,6049,,2,,113.13,1680987574.0,119.37,0.0,0,,,81,0.0,114.76,232.8161141531936
6272,10.0,3456.0,2560.0,,0.0,0,0.0,232.95365720336812,27,,,6318,,2,,113.34,1680987575.0,119.48,0.0,0,,,82,0.0,113.54,232.95365720336812
6560,10.0,3584.0,2688.0,,0.0,0,0.0,232.88657547808708,28,,,6585,,2,,113.59,1680987576.0,119.36,0.0,0,,,83,0.0,112.43,232.88657547808708
6816,10.0,3712.0,2848.0,,0.0,0,0.0,232.8112945142907,29,,,6852,,2,,113.66,1680987577.0,119.23,0.0,0,,,84,0.0,111.32,232.8112945142907
7072,10.0,3840.0,2976.0,,0.0,0,0.0,232.7681989470189,30,,,7119,,2,,113.68,1680987578.0,119.14,0.0,0,,,85,0.0,110.19,232.7681989470189
7328,10.0,3968.0,3104.0,,0.0,0,0.0,232.9908766755098,31,,,7387,,2,,113.78,1680987580.0,118.99,0.0,0,,,87,0.0,108.93,232.9908766755098
7616,10.0,4096.0,3232.0,,0.0,0,0.0,232.82629074882337,32,,,7654,,2,,113.92,1680987581.0,119.07,0.0,0,,,88,0.0,107.87,232.82629074882337
7872,10.0,4224.0,3392.0,,0.0,0,0.0,233.04854371582906,33,,,7922,,2,,113.85,1680987582.0,118.98,0.0,0,,,89,0.0,106.61,233.04854371582906
8128,10.0,4352.0,3520.0,,0.0,0,0.0,233.0479833408798,34,,,8190,,2,,114.08,1680987583.0,118.97,0.0,0,,,90,0.0,105.46,233.0479833408798
8384,10.0,4480.0,3648.0,,0.0,0,0.0,233.1233451822687,35,,,8459,,2,,114.1,1680987584.0,118.95,0.0,0,,,91,0.0,104.28,233.1233451822687
8672,10.0,4608.0,3776.0,,0.0,0,0.0,233.03054235292365,36,,,8726,,2,,114.2,1680987585.0,118.93,0.0,0,,,92,0.0,103.17,233.03054235292365
8960,10.0,4736.0,3936.0,,0.0,0,0.0,232.9865686502134,37,,,8992,,2,,114.3,1680987587.0,118.73,0.0,0,,,94,0.0,102.05,232.9865686502134
9216,10.0,4896.0,4064.0,,0.0,0,0.0,232.93667323706757,38,,,9259,,2,,114.34,1680987588.0,118.65,0.0,0,,,95,0.0,100.92,232.93667323706757
9472,10.0,5024.0,4192.0,,0.0,0,0.0,232.91851491897563,39,,,9527,,2,,114.42,1680987589.0,118.51,0.0,0,,,96,0.0,99.78,232.91851491897563
9760,10.0,5152.0,4320.0,,0.0,0,0.0,232.65549168957187,40,,,9794,,2,,114.47,1680987590.0,118.45,0.0,0,,,97,0.0,98.75,232.65549168957187
10016,10.0,5280.0,4480.0,,0.0,0,0.0,232.72893091185216,41,,,10061,,2,,114.4,1680987591.0,118.25,0.0,0,,,98,0.0,97.57,232.72893091185216
10272,10.0,5408.0,4608.0,,0.0,0,0.0,232.8389539096657,42,,,10332,,2,,114.53,1680987592.0,118.2,0.0,0,,,99,0.0,96.36,232.8389539096657
10528,10.0,5536.0,4736.0,,0.0,0,0.0,232.83195254930013,43,,,10599,,2,,114.71,1680987593.0,118.13,0.0,0,,,100,0.0,95.22,232.83195254930013
10816,10.0,5664.0,4864.0,,0.0,0,0.0,232.96622155246985,44,,,10866,,2,,114.73,1680987595.0,118.1,0.0,0,,,102,0.0,94.01,232.96622155246985
11104,10.0,5792.0,5024.0,,0.0,0,0.0,232.91337836426354,45,,,11133,,2,,114.9,1680987596.0,118.07,0.0,0,,,103,0.0,92.89,232.91337836426354
11360,10.0,5952.0,5152.0,,0.0,0,0.0,233.00093047368813,46,,,11402,,2,,114.97,1680987597.0,117.94,0.0,0,,,104,0.0,91.7,233.00093047368813
11616,10.0,6080.0,5280.0,,0.0,0,0.0,233.09328073916765,47,,,11670,,2,,115.06,1680987598.0,117.94,0.0,0,,,105,0.0,90.51,233.09328073916765
11904,10.0,6208.0,5408.0,,0.0,0,0.0,233.19900404846666,48,,,11939,,2,,115.15,1680987599.0,117.94,0.0,0,,,106,0.0,89.32,233.19900404846666
12160,10.0,6336.0,5568.0,,0.0,0,0.0,233.3188766689847,49,,,12210,,2,,115.23,1680987600.0,117.97,0.0,0,,,107,0.0,88.11,233.3188766689847
12416,10.0,6464.0,5696.0,,0.0,0,0.0,233.33184306914015,50,,,12478,,2,,115.31,1680987601.0,118.01,0.0,0,,,108,0.0,86.96,233.33184306914015
12672,10.0,6592.0,5824.0,,0.0,0,0.0,233.38027360601671,51,,,12747,,2,,115.26,1680987603.0,118.08,0.0,0,,,110,0.0,85.79,233.38027360601671
12992,10.0,6720.0,5952.0,,0.0,0,0.0,233.48851971511945,52,,,13015,,2,,115.3,1680987604.0,118.08,0.0,0,,,111,0.0,84.6,233.48851971511945
13248,10.0,6880.0,6112.0,,0.0,0,0.0,233.72577708913002,53,,,13283,,2,,115.27,1680987605.0,118.21,0.0,0,,,112,0.0,83.37,233.72577708913002
13504,10.0,7008.0,6240.0,,0.0,0,0.0,233.89943158018002,54,,,13552,,2,,115.39,1680987606.0,118.33,0.0,0,,,113,0.0,82.15,233.89943158018002
13760,10.0,7136.0,6368.0,,0.0,0,0.0,234.08783682300913,55,,,13822,,2,,115.46,1680987607.0,118.44,0.0,0,,,114,0.0,80.94,234.08783682300913
14048,10.0,7264.0,6496.0,,0.0,0,0.0,234.20703398550978,56,,,14092,,2,,115.49,1680987608.0,118.6,0.0,0,,,115,0.0,79.74,234.20703398550978
14304,10.0,7392.0,6656.0,,0.0,0,0.0,234.17970442365953,57,,,14360,,2,,115.6,1680987610.0,118.61,0.0,0,,,117,0.0,78.61,234.17970442365953
14592,10.0,7520.0,6784.0,,0.0,0,0.0,234.24698936367193,58,,,14630,,2,,115.56,1680987611.0,118.62,0.0,0,,,118,0.0,77.43,234.24698936367193
14848,10.0,7680.0,6912.0,,0.0,0,0.0,234.22565779060784,59,,,14899,,2,,115.51,1680987612.0,118.74,0.0,0,,,119,0.0,76.29,234.22565779060784
15136,10.0,7808.0,7040.0,,0.0,0,0.0,234.32593424141936,60,,,15168,,2,,115.47,1680987613.0,118.75,0.0,0,,,120,0.0,75.11,234.32593424141936
15392,10.0,7936.0,7200.0,,0.0,0,0.0,234.49491527236546,61,,,15438,,2,,115.46,1680987614.0,118.87,0.0,0,,,121,0.0,73.9,234.49491527236546
15648,10.0,8064.0,7328.0,,0.0,0,0.0,234.45974533990386,62,,,15708,,2,,115.46,1680987615.0,119.04,0.0,0,,,122,0.0,72.76,234.45974533990386
15904,10.0,8192.0,7456.0,,0.0,0,0.0,234.50470275391027,63,,,15976,,2,,115.4,1680987616.0,119.06,0.0,0,,,123,0.0,71.61,234.50470275391027
16192,10.0,8320.0,7584.0,,0.0,0,0.0,234.45101659677337,64,,,16244,,2,,115.42,1680987618.0,119.08,0.0,0,,,125,0.0,70.48,234.45101659677337
16448,10.0,8448.0,7744.0,,0.0,0,0.0,234.52915432720573,65,,,16514,,2,,115.4,1680987619.0,119.05,0.0,0,,,126,0.0,69.31,234.52915432720573
16736,10.0,8576.0,7872.0,,0.0,0,0.0,234.71095217769368,66,,,16783,,2,,115.48,1680987620.0,119.05,0.0,0,,,127,0.0,68.1,234.71095217769368
17024,10.0,8736.0,8000.0,,0.0,0,0.0,234.4721973572767,67,,,17053,,2,,115.44,1680987621.0,119.27,0.0,0,,,128,0.0,67.02,234.4721973572767
17280,10.0,8864.0,8160.0,,0.0,0,0.0,234.38396643245184,68,,,17322,,2,,115.32,1680987622.0,119.15,0.0,0,,,129,0.0,65.9,234.38396643245184
17536,10.0,8992.0,8288.0,,0.0,0,0.0,234.45484311145356,69,,,17593,,2,,115.28,1680987623.0,119.11,0.0,0,,,130,0.0,64.73,234.45484311145356
17792,10.0,9120.0,8416.0,,0.0,0,0.0,234.5465857122432,70,,,17862,,2,,115.36,1680987624.0,119.09,0.0,0,,,131,0.0,63.55,234.5465857122432
18080,10.0,9248.0,8544.0,,0.0,0,0.0,234.77646699579708,71,,,18130,,2,,115.22,1680987626.0,119.32,0.0,0,,,133,0.0,62.35,234.77646699579708
18336,10.0,9376.0,8704.0,,0.0,0,0.0,234.52180618502146,72,,,18400,,2,,115.38,1680987627.0,119.4,0.0,0,,,134,0.0,61.26,234.52180618502146
18624,10.0,9504.0,8832.0,,0.0,0,0.0,234.4357751770359,73,,,18670,,2,,115.24,1680987628.0,119.28,0.0,0,,,135,0.0,60.14,234.4357751770359
18912,10.0,9664.0,8960.0,,0.0,0,0.0,234.64600429779847,74,,,18939,,2,,115.12,1680987629.0,119.32,0.0,0,,,136,0.0,58.94,234.64600429779847
19168,10.0,9792.0,9120.0,,0.0,0,0.0,234.591454918198,75,,,19207,,2,,115.16,1680987630.0,119.49,0.0,0,,,137,0.0,57.81,234.591454918198
19424,10.0,9920.0,9248.0,,0.0,0,0.0,234.53217242795714,76,,,19476,,2,,115.07,1680987631.0,119.52,0.0,0,,,138,0.0,56.67,234.53217242795714
19680,10.0,10048.0,9376.0,,0.0,0,0.0,234.40155454827288,77,,,19745,,2,,114.98,1680987632.0,119.55,0.0,0,,,139,0.0,55.56,234.40155454827288
19968,10.0,10176.0,9504.0,,0.0,0,0.0,234.26555666911958,78,,,20013,,2,,114.9,1680987634.0,119.5,0.0,0,,,141,0.0,54.45,234.26555666911958
20224,10.0,10304.0,9664.0,,0.0,0,0.0,234.29918300274394,79,,,20281,,2,,114.85,1680987635.0,119.41,0.0,0,,,142,0.0,53.29,234.29918300274394
20480,10.0,10432.0,9792.0,,0.0,0,0.0,234.1078117262026,80,,,20548,,2,,114.82,1680987636.0,119.48,0.0,0,,,143,0.0,52.2,234.1078117262026
20768,10.0,10560.0,9920.0,,0.0,0,0.0,233.9916153683907,81,,,20816,,2,,114.71,1680987637.0,119.4,0.0,0,,,144,0.0,51.08,233.9916153683907
21056,10.0,10688.0,10080.0,,0.0,0,0.0,234.0328069977646,82,,,21084,,2,,114.6,1680987638.0,119.39,0.0,0,,,145,0.0,49.92,234.0328069977646
21312,10.0,10848.0,10208.0,,0.0,0,0.0,233.99827738192317,83,,,21352,,2,,114.63,1680987639.0,119.4,0.0,0,,,146,0.0,48.79,233.99827738192317
21568,10.0,10976.0,10336.0,,0.0,0,0.0,233.7523675680063,84,,,21620,,2,,114.57,1680987640.0,119.43,0.0,0,,,147,0.0,47.69,233.7523675680063
21856,10.0,11104.0,10464.0,,0.0,0,0.0,233.7094122054521,85,,,21888,,2,,114.59,1680987642.0,119.16,0.0,0,,,149,0.0,46.55,233.7094122054521
22112,10.0,11232.0,10624.0,,0.0,0,0.0,233.64136596026583,86,,,22156,,2,,114.57,1680987643.0,119.14,0.0,0,,,150,0.0,45.42,233.64136596026583
22368,10.0,11360.0,10752.0,,0.0,0,0.0,233.5726897453441,87,,,22425,,2,,114.53,1680987644.0,119.11,0.0,0,,,151,0.0,44.28,233.5726897453441
22624,10.0,11488.0,10880.0,,0.0,0,0.0,233.53792586209485,88,,,22693,,2,,114.5,1680987645.0,119.07,0.0,0,,,152,0.0,43.14,233.53792586209485
22912,10.0,11616.0,11008.0,,0.0,0,0.0,233.54080399992466,89,,,22961,,2,,114.54,1680987646.0,119.0,0.0,0,,,153,0.0,41.99,233.54080399992466
23168,10.0,11744.0,11168.0,,0.0,0,0.0,233.37441248585438,90,,,23229,,2,,114.55,1680987647.0,118.99,0.0,0,,,154,0.0,40.87,233.37441248585438
23424,10.0,11872.0,11296.0,,0.0,0,0.0,233.15684049312597,91,,,23496,,2,,114.56,1680987649.0,118.81,0.0,0,,,156,0.0,39.77,233.15684049312597
23712,10.0,12000.0,11424.0,,0.0,0,0.0,232.9203520394296,92,,,23763,,2,,114.46,1680987650.0,118.7,0.0,0,,,157,0.0,38.66,232.9203520394296
24000,10.0,12160.0,11552.0,,0.0,0,0.0,232.95441480477524,93,,,24031,,2,,114.36,1680987651.0,118.56,0.0,0,,,158,0.0,37.5,232.95441480477524
24256,10.0,12288.0,11712.0,,0.0,0,0.0,232.88918397054653,94,,,24299,,2,,114.31,1680987652.0,118.64,0.0,0,,,159,0.0,36.37,232.88918397054653
24512,10.0,12416.0,11840.0,,0.0,0,0.0,232.96506208940588,95,,,24567,,2,,114.24,1680987653.0,118.64,0.0,0,,,160,0.0,35.2,232.96506208940588
24800,10.0,12544.0,11968.0,,0.0,0,0.0,232.9807230034561,96,,,24835,,2,,114.29,1680987654.0,118.68,0.0,0,,,161,0.0,34.05,232.9807230034561
25056,10.0,12672.0,12128.0,,0.0,0,0.0,232.82883139705405,97,,,25102,,2,,114.27,1680987655.0,118.71,0.0,0,,,162,0.0,32.93,232.82883139705405
25312,10.0,12800.0,12256.0,,0.0,0,0.0,232.81567469865513,98,,,25372,,2,,114.19,1680987657.0,118.64,0.0,0,,,164,0.0,31.77,232.81567469865513
25568,10.0,12928.0,12384.0,,0.0,0,0.0,232.65105149001556,99,,,25639,,2,,114.18,1680987658.0,118.64,0.0,0,,,165,0.0,30.64,232.65105149001556
25856,10.0,13056.0,12512.0,,0.0,0,0.0,232.74151095944552,100,,,25907,,2,,114.08,1680987659.0,118.57,0.0,0,,,166,0.0,29.48,232.74151095944552
26144,10.0,13184.0,12672.0,,0.0,0,0.0,232.74569896431638,101,,,26175,,2,,114.12,1680987660.0,118.62,0.0,0,,,167,0.0,28.33,232.74569896431638
26400,10.0,13344.0,12800.0,,0.0,0,0.0,232.6808186526939,102,,,26443,,2,,114.15,1680987661.0,118.59,0.0,0,,,168,0.0,27.18,232.6808186526939
26656,10.0,13472.0,12928.0,,0.0,0,0.0,232.7205909981652,103,,,26711,,2,,114.21,1680987662.0,118.47,0.0,0,,,169,0.0,26.03,232.7205909981652
26944,9.95,13600.0,13056.0,,0.0,0,0.0,232.72628044068972,104,,,26978,,2,,114.19,1680987663.0,118.53,0.0,0,,,170,0.0,24.88,232.72628044068972
27200,9.49,13728.0,13216.0,,0.0,0,0.0,232.85211133520505,105,,,27246,,2,,114.2,1680987665.0,118.52,0.0,0,,,172,0.0,23.71,232.85211133520505
27456,9.02,13856.0,13344.0,,0.0,0,0.0,232.9386614614238,106,,,27513,,2,,114.23,1680987666.0,118.62,0.0,0,,,173,0.0,22.56,232.9386614614238
27712,8.58,13984.0,13472.0,,0.0,0,0.0,232.69436310074275,107,,,27779,,2,,114.29,1680987667.0,118.65,0.0,0,,,174,0.0,21.44,232.69436310074275
28000,8.12,14112.0,13600.0,,0.0,0,0.0,232.69037842893908,108,,,28046,,2,,114.2,1680987668.0,118.49,0.0,0,,,175,0.0,20.29,232.69037842893908
28256,7.65,14240.0,13760.0,,0.0,0,0.0,232.74836552342623,109,,,28314,,2,,114.24,1680987669.0,118.45,0.0,0,,,176,0.0,19.14,232.74836552342623
28512,7.19,14368.0,13888.0,,0.0,0,0.0,232.77611528319846,110,,,28581,,2,,114.28,1680987670.0,118.47,0.0,0,,,177,0.0,17.99,232.77611528319846
28800,6.74,14496.0,14016.0,,0.0,0,0.0,232.7949223172393,111,,,28848,,2,,114.22,1680987672.0,118.56,0.0,0,,,179,0.0,16.84,232.7949223172393
29088,6.27,14656.0,14144.0,,0.0,0,0.0,232.87469791783712,112,,,29116,,2,,114.26,1680987673.0,118.54,0.0,0,,,180,0.0,15.68,232.87469791783712
29344,5.81,14784.0,14304.0,,0.0,0,0.0,232.89284059414558,113,,,29387,,2,,114.39,1680987674.0,118.48,0.0,0,,,181,0.0,14.52,232.89284059414558
29600,5.35,14912.0,14432.0,,0.0,0,0.0,232.8059747220746,114,,,29653,,2,,114.47,1680987675.0,118.43,0.0,0,,,182,0.0,13.38,232.8059747220746
29856,4.89,15040.0,14560.0,,0.0,0,0.0,232.7877495472485,115,,,29919,,2,,114.46,1680987676.0,118.35,0.0,0,,,183,0.0,12.24,232.7877495472485
30144,4.43,15168.0,14688.0,,0.0,0,0.0,232.81826956455672,116,,,30187,,2,,114.49,1680987677.0,118.3,0.0,0,,,184,0.0,11.08,232.81826956455672
30400,3.98,15296.0,14848.0,,0.0,0,0.0,232.74578450068145,117,,,30455,,2,,114.41,1680987678.0,118.41,0.0,0,,,185,0.0,9.94,232.74578450068145
30656,3.52,15424.0,14976.0,,0.0,0,0.0,232.7457965327842,118,,,30722,,2,,114.32,1680987680.0,118.42,0.0,0,,,187,0.0,8.79,232.7457965327842
30912,3.06,15552.0,15104.0,,0.0,0,0.0,232.59212409795384,119,,,30989,,2,,114.39,1680987681.0,118.36,0.0,0,,,188,0.0,7.65,232.59212409795384
31232,2.59,15680.0,15232.0,,0.0,0,0.0,232.901067180592,120,,,31257,,2,,114.29,1680987682.0,118.3,0.0,0,,,189,0.0,6.49,232.901067180592
31488,2.13,15840.0,15392.0,,0.0,0,0.0,233.12258652819736,121,,,31526,,2,,114.56,1680987683.0,118.34,0.0,0,,,190,0.0,5.33,233.12258652819736
31744,1.67,15968.0,15520.0,,0.0,0,0.0,233.20429718180927,122,,,31794,,2,,114.69,1680987684.0,118.44,0.0,0,,,191,0.0,4.18,233.20429718180927
32000,1.21,16096.0,15648.0,,0.0,0,0.0,233.28165065820556,123,,,32062,,2,,114.79,1680987685.0,118.41,0.0,0,,,192,0.0,3.02,233.28165065820556
32288,0.75,16224.0,15776.0,,0.0,0,0.0,233.41976513664397,124,,,32331,,2,,114.78,1680987686.0,118.5,0.0,0,,,193,0.0,1.87,233.41976513664397
32544,0.5,16352.0,15936.0,,0.0,0,0.0,233.5211216025669,125,,,32598,,2,,114.73,1680987688.0,118.68,0.0,0,,,195,0.0,0.73,233.5211216025669
32800,0.5,16480.0,16064.0,,0.0,0,0.0,233.5476881052523,126,,,32866,,2,,114.83,1680987689.0,118.69,0.0,0,,,196,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,127,,,33134,,2,,114.81,1680987690.0,118.74,0.0,0,,,197,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,128,,,33402,,2,,114.81,1680987691.0,118.74,0.0,0,,,198,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,129,,,33670,,2,,114.81,1680987692.0,118.74,0.0,0,,,199,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,130,,,33939,,2,,114.81,1680987693.0,118.74,0.0,0,,,200,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,131,,,34207,,2,,114.81,1680987694.0,118.74,0.0,0,,,201,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,132,,,34475,,2,,114.81,1680987696.0,118.74,0.0,0,,,203,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,133,,,34743,,2,,114.81,1680987697.0,118.74,0.0,0,,,204,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,134,,,35011,,2,,114.81,1680987698.0,118.74,0.0,0,,,205,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,135,,,35279,,2,,114.81,1680987699.0,118.74,0.0,0,,,206,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,136,,,35548,,2,,114.81,1680987700.0,118.74,0.0,0,,,207,0.0,0.0,233.5476881052523
32800,0.5,16608.0,16192.0,,0.0,0,0.0,233.5476881052523,137,,,35817,,2,,114.81,1680987701.0,118.74,0.0,0,,,208,0.0,0.0,233.5476881052523
0,10.0,16608.0,16192.0,,0.0,1,0.0,233.5476881052523,138,,,29,,2,,114.81,1680987703.0,118.74,0.0,0,,,210,0.0,140.18,233.5476881052523
192,10.0,0.0,0.0,206.95903793565833,1.0,1,0.0,222.36666414536467,139,0.0,32800.0,260,158.48546807700768,2,1.0,114.81,1680987704.0,118.74,1.0,0,0.0,32800.0,211,0.0,146.19,222.36666414536467
448,10.0,96.0,96.0,,1.0,1,0.0,220.84033810411427,140,,,511,,2,,109.94,1680987705.0,112.43,1.0,0,,,212,0.0,146.07,220.84033810411427
576,10.0,224.0,224.0,,1.0,1,0.0,201.25198723275443,141,,,690,,2,,107.56,1680987706.0,113.28,1.0,0,,,213,0.0,159.39,201.25198723275443
864,10.0,288.0,288.0,,1.0,1,0.0,202.1570534018124,142,,,916,,2,,91.07,1680987707.0,110.18,1.0,0,,,214,0.0,157.56,202.1570534018124
1152,10.0,416.0,448.0,,1.0,1,0.0,213.4470522895965,143,,,1191,,2,,99.7,1680987708.0,102.46,1.0,0,,,215,0.0,147.94,213.4470522895965
1408,10.0,576.0,576.0,,1.0,1,0.0,220.59613419574634,144,,,1463,,2,,105.72,1680987709.0,107.73,1.0,0,,,216,0.0,141.91,220.59613419574634
1696,10.0,704.0,704.0,,1.0,1,0.0,225.85784671043535,145,,,1736,,2,,108.93,1680987711.0,111.66,1.0,0,,,218,0.0,137.4,225.85784671043535
1952,10.0,832.0,864.0,,1.0,1,0.0,228.8908241679775,146,,,2007,,2,,111.06,1680987712.0,114.8,1.0,0,,,219,0.0,134.39,228.8908241679775
2208,10.0,960.0,992.0,,1.0,1,0.0,230.52740935338522,147,,,2276,,2,,112.4,1680987713.0,116.49,1.0,0,,,220,0.0,132.27,230.52740935338522
2496,10.0,1088.0,1120.0,,1.0,1,0.0,231.96295547153022,148,,,2548,,2,,113.22,1680987714.0,117.31,1.0,0,,,221,0.0,130.28,231.96295547153022
2784,10.0,1216.0,1280.0,,1.0,1,0.0,232.61412677802088,149,,,2817,,2,,113.83,1680987715.0,118.13,1.0,0,,,222,0.0,128.76,232.61412677802088
3040,10.0,1376.0,1408.0,,1.0,1,0.0,233.08332386367468,150,,,3087,,2,,114.14,1680987716.0,118.47,1.0,0,,,223,0.0,127.34,233.08332386367468
3328,10.0,1504.0,1536.0,,1.0,1,0.0,233.25975190158064,151,,,3355,,2,,114.39,1680987718.0,118.69,1.0,0,,,225,0.0,126.1,233.25975190158064
3584,10.0,1632.0,1696.0,,1.0,1,0.0,233.1506437796627,152,,,3622,,2,,114.48,1680987719.0,118.78,1.0,0,,,226,0.0,125.01,233.1506437796627
3840,10.0,1760.0,1824.0,,1.0,1,0.0,233.22370993551363,153,,,3890,,2,,114.35,1680987720.0,118.8,1.0,0,,,227,0.0,123.82,233.22370993551363
4096,10.0,1888.0,1952.0,,1.0,1,0.0,233.06635057938524,154,,,4158,,2,,114.32,1680987721.0,118.91,1.0,0,,,228,0.0,122.76,233.06635057938524
4384,10.0,2016.0,2080.0,,1.0,1,0.0,232.81287119117306,155,,,4424,,2,,114.17,1680987722.0,118.9,1.0,0,,,229,0.0,121.74,232.81287119117306
