03_hivemind/global_samples_accumulated,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/epoch_based_sps,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/optimistic_total_samples_per_second,_step,03_hivemind/reached_TBS,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,03_hivemind/epoch_s,03_hivemind/num_peers,03_hivemind/overshot_TBS,04_peers/peer_1_samples_per_second,_timestamp,04_peers/peer_2_samples_per_second,04_peers/peer_1_epoch,03_hivemind/num_clients,03_hivemind/undershot_TBS,03_hivemind/per_epoch_training_samples,_runtime,04_peers/peer_2_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/actual_total_samples_per_second
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,413,,,2094,,2,,114.6,1680988021.0,118.79,3.0,0,,,528,0.0,131.43,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,414,,,2331,,2,,114.6,1680988022.0,118.79,3.0,0,,,529,0.0,130.41,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,415,,,2569,,2,,114.6,1680988023.0,118.79,3.0,0,,,530,0.0,129.39,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,416,,,2807,,2,,114.6,1680988024.0,118.79,3.0,0,,,531,0.0,128.37,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,417,,,3045,,2,,114.6,1680988026.0,118.79,3.0,0,,,533,0.0,127.36,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,418,,,3283,,2,,114.6,1680988027.0,118.79,3.0,0,,,534,0.0,126.34,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,419,,,3520,,2,,114.6,1680988028.0,118.79,3.0,0,,,535,0.0,125.32,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,420,,,3758,,2,,114.6,1680988029.0,118.79,3.0,0,,,536,0.0,124.3,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,421,,,3995,,2,,114.6,1680988030.0,118.79,3.0,0,,,537,0.0,123.28,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,422,,,4233,,2,,114.6,1680988031.0,118.79,3.0,0,,,538,0.0,122.27,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,423,,,4471,,2,,114.6,1680988032.0,118.79,3.0,0,,,539,0.0,121.25,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,424,,,4708,,2,,114.6,1680988033.0,118.79,3.0,0,,,540,0.0,120.23,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,425,,,4946,,2,,114.6,1680988034.0,118.79,3.0,0,,,541,0.0,119.21,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,426,,,5183,,2,,114.6,1680988035.0,118.79,3.0,0,,,542,0.0,118.19,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,427,,,5420,,2,,114.6,1680988036.0,118.79,3.0,0,,,543,0.0,117.18,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,428,,,5659,,2,,114.6,1680988037.0,118.79,3.0,0,,,544,0.0,116.15,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,429,,,5897,,2,,114.6,1680988038.0,118.79,3.0,0,,,545,0.0,115.14,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,430,,,6134,,2,,114.6,1680988039.0,118.79,3.0,0,,,546,0.0,114.12,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,431,,,6372,,2,,114.6,1680988040.0,118.79,3.0,0,,,547,0.0,113.1,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,432,,,6609,,2,,114.6,1680988041.0,118.79,3.0,0,,,548,0.0,112.08,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,433,,,6847,,2,,114.6,1680988042.0,118.79,3.0,0,,,549,0.0,111.06,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,434,,,7084,,2,,114.6,1680988043.0,118.79,3.0,0,,,550,0.0,110.05,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,435,,,7322,,2,,114.6,1680988044.0,118.79,3.0,0,,,551,0.0,109.03,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,436,,,7560,,2,,114.6,1680988045.0,118.79,3.0,0,,,552,0.0,108.01,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,437,,,7798,,2,,114.6,1680988046.0,118.79,3.0,0,,,553,0.0,106.99,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,438,,,8036,,2,,114.6,1680988047.0,118.79,3.0,0,,,554,0.0,105.97,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,439,,,8276,,2,,114.6,1680988048.0,118.79,3.0,0,,,555,0.0,104.94,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,440,,,8514,,2,,114.6,1680988049.0,118.79,3.0,0,,,556,0.0,103.92,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,441,,,8752,,2,,114.6,1680988050.0,118.79,3.0,0,,,557,0.0,102.9,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,442,,,8989,,2,,114.6,1680988051.0,118.79,3.0,0,,,558,0.0,101.89,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,443,,,9227,,2,,114.6,1680988052.0,118.79,3.0,0,,,559,0.0,100.86,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,444,,,9467,,2,,114.6,1680988053.0,118.79,3.0,0,,,560,0.0,99.84,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,445,,,9704,,2,,114.6,1680988054.0,118.79,3.0,0,,,561,0.0,98.82,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,446,,,9942,,2,,114.6,1680988055.0,118.79,3.0,0,,,562,0.0,97.8,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,447,,,10179,,2,,114.6,1680988056.0,118.79,3.0,0,,,563,0.0,96.79,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,448,,,10417,,2,,114.6,1680988057.0,118.79,3.0,0,,,564,0.0,95.77,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,449,,,10654,,2,,114.6,1680988058.0,118.79,3.0,0,,,565,0.0,94.75,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,450,,,10892,,2,,114.6,1680988059.0,118.79,3.0,0,,,566,0.0,93.73,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,451,,,11129,,2,,114.6,1680988060.0,118.79,3.0,0,,,567,0.0,92.72,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,452,,,11367,,2,,114.6,1680988061.0,118.79,3.0,0,,,568,0.0,91.7,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,453,,,11605,,2,,114.6,1680988062.0,118.79,3.0,0,,,569,0.0,90.68,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,454,,,11843,,2,,114.6,1680988063.0,118.79,3.0,0,,,570,0.0,89.66,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,455,,,12080,,2,,114.6,1680988064.0,118.79,3.0,0,,,571,0.0,88.64,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,456,,,12318,,2,,114.6,1680988065.0,118.79,3.0,0,,,572,0.0,87.62,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,457,,,12555,,2,,114.6,1680988066.0,118.79,3.0,0,,,573,0.0,86.61,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,458,,,12794,,2,,114.6,1680988067.0,118.79,3.0,0,,,574,0.0,85.58,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,459,,,13032,,2,,114.6,1680988068.0,118.79,3.0,0,,,575,0.0,84.56,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,460,,,13270,,2,,114.6,1680988069.0,118.79,3.0,0,,,576,0.0,83.54,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,461,,,13508,,2,,114.6,1680988070.0,118.79,3.0,0,,,577,0.0,82.52,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,462,,,13746,,2,,114.6,1680988071.0,118.79,3.0,0,,,578,0.0,81.5,233.3874327993035
0,10.0,0.0,0.0,,3.0,3,0.0,233.3874327993035,463,,,13984,,2,,114.6,1680988072.0,118.79,3.0,0,,,579,0.0,80.48,233.3874327993035
