cpu/load/avg_sys_load_one_min_percent,process/memory/virtual_memory_size_proc_MB,02_timing/forward_time_s,02_timing/backward_time_s,disk/counter/disk_read_sys_count,process/memory/lib_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,01_general/step,cpu/logical_core_count,disk/counter/disk_write_sys_count,01_general/dataset_iteration_count,cpu/interrupts/soft_interrupts_count,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,02_timing/opt_step_time_s,cpu/interrupts/interrupts_count,03_hivemind/global_epoch,02_timing/loss_calc_time_s,cpu/load/avg_sys_load_five_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,_step,_timestamp,disk/time/disk_read_time_sys_s,memory/available_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,02_timing/step_time_s,02_timing/dataload_time_s,process/memory/shared_memory_proc_MB,process/memory/text_resident_set_proc_MB,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,02_timing/dataload_cuda_move_time_s,process/memory/resident_set_size_proc_MB,_runtime,01_general/lr,memory/used_memory_sys_MB,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,process/voluntary_proc_ctx_switches,process/involuntary_proc_ctx_switches,process/memory/dirty_pages_proc_count,03_hivemind/num_peers,01_general/minibatch_loss
,,,,,,,,30.0,,,,,,,,,,,,,0,1680701297.0,,,,,,,,,,211076.599808,,,,0,,,,,,,,,
0.7666666666666667,9963.380736,,,0.0,2481.012736,0.24137535922159037,,,0.0,,18.0,0.0,0.21528069692785798,0.0,,30.0,,,2.4,2.433333333333333,1,1680701297.0,0.0,208096.448512,0.0,,,177.618944,2.719744,23.0,,,0.0,,393.78944,0,,1232.75264,1.4,0.0,133.0,59.0,0.0,,
0.7666666666666667,10115.588096,,,0.0,2499.260416,0.7733477817722725,,,3.0,,2092.0,0.01225168575920745,0.6959611573496909,0.0,,4018.0,,,2.4,2.433333333333333,2,1680701298.0,0.0,207963.295744,0.0,,,180.342784,2.719744,4075.0,,,0.007999999999981355,,397.84448,1,,1365.905408,1.5,0.0,163.0,60.0,0.0,,
0.7000000000000001,10394.86976,,,0.0,2778.554368,0.12536046677251864,,,6.0,,2438.0,0.21161821026671257,0.041885231003053525,0.0,,4580.0,,,2.3666666666666667,2.433333333333333,3,1680701300.0,0.0,207682.592768,0.0,,,182.23104,2.719744,4772.0,,,0.015999999999991132,,677.588992,3,,1646.604288,1.6,0.0020000000000095497,185.0,68.0,0.0,,
0.7000000000000001,10394.86976,,,0.0,2778.558464,0.294682522586663,,,7.0,,2862.0,0.004085166422135631,0.12443002034930103,0.0,,5106.0,,,2.3666666666666667,2.433333333333333,4,1680701301.0,0.0,207682.592768,0.0,,,182.23104,2.719744,5491.0,,,0.01999999999998181,,677.588992,4,,1646.604288,1.6,0.0020000000000095497,206.0,68.0,0.0,,
0.7000000000000001,11668.099072,,,0.0,4051.787776,0.019228512117190677,,,77.0,,3104.0,0.43319626658667637,0.017775797547142726,0.0,,5743.0,,,2.3666666666666667,2.433333333333333,5,1680701302.0,0.0,207036.90752,0.0,,,182.820864,2.719744,6133.0,,,0.027999999999991587,,1323.188224,5,,2292.289536,1.9,0.04200000000003001,212.0,80.0,0.0,,
0.7000000000000001,11668.099072,,,0.0,4051.787776,0.013416987016409851,,,78.0,,3268.0,0.004086554057492063,0.05936677559494543,0.0,,6300.0,,,2.3666666666666667,2.433333333333333,6,1680701303.0,0.0,206408.302592,0.0,,,184.328192,2.719744,6602.0,,,0.03599999999997294,,1951.875072,6,,2920.894464,2.2,0.043000000000006366,212.0,96.0,0.0,,
0.9000000000000001,12289.748992,,,0.0,4673.437696,0.13719518599449718,,,79.0,,4091.0,0.004086800983803765,0.13579833018265186,0.0,,7483.0,,,2.3666666666666667,2.433333333333333,7,1680701304.0,0.0,205791.883264,0.0,,,184.328192,2.719744,7623.0,,,0.03999999999999204,,2564.984832,7,,3537.3056,2.5,0.043000000000006366,214.0,114.0,0.0,,
0.9000000000000001,12810.452992,,,0.0,5194.141696,0.1667113278284062,,,80.0,,4476.0,0.004086570582638693,0.09332865207050646,0.0,,8208.0,,,2.3666666666666667,2.433333333333333,8,1680701305.0,0.0,205261.1072,0.0,,,184.328192,2.719744,8207.0,,,0.04399999999998272,,3094.30272,8,,4068.081664,2.8,0.043000000000006366,214.0,131.0,0.0,,
0.9000000000000001,12810.715136,,,0.0,5194.40384,1.0741051535750221,,,83.0,,5871.0,0.06538656029341974,0.4224664611809873,0.0,,9890.0,,,2.3666666666666667,2.433333333333333,9,1680701306.0,0.0,205260.865536,0.0,,,184.328192,2.719744,9904.0,,,0.0479999999999734,,3094.30272,9,,4068.274176,2.8,0.045000000000015916,214.0,151.0,0.0,,
