04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_6_samples_accumulated,_timestamp,04_peers/peer_1_epoch,04_peers/peer_4_epoch,03_hivemind/global_epoch,03_hivemind/total_training_samples,04_peers/peer_5_epoch,03_hivemind/overshot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_7_epoch_oos,03_hivemind/num_clients,04_peers/peer_1_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_8_samples_per_second,03_hivemind/epoch_s,03_hivemind/num_peers,04_peers/peer_3_epoch,04_peers/peer_7_epoch,04_peers/peer_8_samples_accumulated,04_peers/peer_6_epoch_oos,04_peers/peer_7_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_7_samples_accumulated,03_hivemind/global_samples_accumulated,04_peers/peer_6_epoch,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_per_second,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,_step,04_peers/peer_2_epoch,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_8_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,_runtime,03_hivemind/reached_TBS,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos
231.62,235.97,234.76,768.0,1683051461.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,227.82,,8,3.0,3.0,736.0,0.0,221.35,800.0,231.06,800.0,800.0,9120,3.0,,235.55,233.2,1856.7567505628922,1856.7567505628922,57,3.0,864.0,,9.14,800.0,864.0,3.0,0.0,0.0,12.56,9438,158,,,0.0
232.45,235.95,234.28,1088.0,1683051463.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,230.62,,8,3.0,3.0,1056.0,0.0,220.42,1152.0,231.92,1152.0,1120.0,11712,3.0,,235.96,235.14,1859.886367848255,1859.886367848255,58,3.0,1216.0,,8.11,1152.0,1184.0,3.0,0.0,0.0,11.15,12039,160,,,0.0
233.21,235.74,234.5,1440.0,1683051464.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,230.22,,8,3.0,3.0,1376.0,0.0,222.98,1472.0,233.17,1472.0,1440.0,14240,3.0,,235.59,234.47,1858.6941808576216,1858.6941808576216,59,3.0,1536.0,,7.08,1472.0,1504.0,3.0,0.0,0.0,9.74,14665,161,,,0.0
232.75,235.69,234.97,1760.0,1683051465.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,230.7,,8,3.0,3.0,1696.0,0.0,222.47,1792.0,232.41,1792.0,1728.0,16960,3.0,,234.59,235.12,1863.372348715236,1863.372348715236,60,3.0,1856.0,,6.03,1792.0,1824.0,3.0,0.0,0.0,8.29,17323,162,,,0.0
232.49,235.1,233.99,2080.0,1683051467.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,232.2,,8,3.0,3.0,2048.0,0.0,227.24,2112.0,232.66,2144.0,2048.0,19584,3.0,,233.64,236.05,1864.0911937950116,1864.0911937950116,61,3.0,2208.0,,5.0,2144.0,2176.0,3.0,0.0,0.0,6.87,19960,164,,,0.0
232.16,232.06,234.15,2400.0,1683051468.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,231.95,,8,3.0,3.0,2368.0,0.0,231.88,2464.0,232.47,2464.0,2400.0,22208,3.0,,233.64,235.78,1864.7041232826973,1864.7041232826973,62,3.0,2528.0,,3.98,2464.0,2496.0,3.0,0.0,0.0,5.47,22565,165,,,0.0
232.22,231.14,235.49,2752.0,1683051470.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,230.9,,8,3.0,3.0,2688.0,0.0,232.59,2784.0,231.28,2816.0,2720.0,24832,3.0,,235.92,235.16,1864.5646589540384,1864.5646589540384,63,3.0,2848.0,,2.96,2784.0,2816.0,3.0,0.0,0.0,4.07,25173,167,,,0.0
232.01,230.68,237.32,3072.0,1683051471.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,229.16,,8,3.0,3.0,3008.0,0.0,229.79,3104.0,231.69,3136.0,3040.0,27392,3.0,,237.53,236.38,1862.93876092059,1862.93876092059,64,3.0,3168.0,,1.94,3136.0,3168.0,3.0,0.0,0.0,2.67,27793,168,,,0.0
231.13,230.09,237.09,3392.0,1683051472.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,228.33,,8,3.0,3.0,3328.0,0.0,230.59,3424.0,231.83,3456.0,3360.0,30016,3.0,,236.94,236.94,1862.344785217755,1862.344785217755,65,3.0,3488.0,,0.93,3456.0,3488.0,3.0,0.0,0.0,1.27,30396,169,,,0.0
230.17,229.81,237.53,3712.0,1683051474.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,227.56,,8,3.0,3.0,3648.0,0.0,232.47,3744.0,232.36,3808.0,3680.0,32608,3.0,,236.47,235.97,1857.3439294297223,1857.3439294297223,66,3.0,3808.0,,0.5,3808.0,3808.0,3.0,0.0,0.0,0.0,33005,171,,,0.0
229.46,231.6,234.01,4032.0,1683051475.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,229.33,,8,3.0,3.0,3968.0,0.0,228.69,4064.0,232.29,4128.0,4000.0,32896,3.0,,236.22,235.73,1854.1889765510764,1854.1889765510764,67,3.0,4128.0,,0.5,4128.0,4160.0,3.0,0.0,0.0,0.0,35626,172,,,0.0
228.27,232.47,233.41,4064.0,1683051477.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,228.31,,8,3.0,3.0,4000.0,0.0,228.77,4096.0,232.67,4160.0,4032.0,32896,3.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,68,3.0,4192.0,,0.5,4160.0,4192.0,3.0,0.0,0.0,0.0,38221,174,,,0.0
228.27,232.47,233.41,4064.0,1683051478.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,228.31,,8,3.0,3.0,4000.0,0.0,228.77,4096.0,232.67,4160.0,4032.0,32896,3.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,69,3.0,4192.0,,0.5,4160.0,4192.0,3.0,0.0,0.0,0.0,40846,175,,,0.0
228.27,232.47,233.41,4064.0,1683051480.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,228.31,,8,3.0,3.0,4000.0,0.0,228.77,4096.0,232.67,4160.0,4032.0,32896,3.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,70,3.0,4192.0,,0.5,4160.0,4192.0,3.0,0.0,0.0,0.0,43445,177,,,0.0
228.27,232.47,233.41,4064.0,1683051481.0,3.0,3.0,3,,3.0,,0.0,0.0,0,0.0,0.0,228.31,,8,3.0,3.0,4000.0,0.0,228.77,4096.0,232.67,4160.0,4032.0,32896,3.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,71,3.0,4192.0,,0.5,4160.0,4192.0,3.0,0.0,0.0,0.0,46059,178,,,0.0
228.27,232.47,233.41,4064.0,1683051482.0,3.0,3.0,4,,3.0,,0.0,0.0,0,0.0,0.0,228.31,,8,3.0,3.0,4000.0,0.0,228.77,4096.0,232.67,4160.0,4032.0,0,3.0,,235.37,234.92,1625.8759671023477,1854.1889765510764,72,3.0,4192.0,,10.0,4160.0,4192.0,3.0,0.0,0.0,17.03,1187,179,,,0.0
228.27,232.47,233.41,0.0,1683051484.0,4.0,4.0,4,131552.0,4.0,4.0,0.0,0.0,0,0.0,0.0,228.31,25.289799134247005,8,4.0,4.0,4000.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,1300.7616163883567,235.37,234.92,1854.1889765510764,1854.1889765510764,73,4.0,0.0,32896.0,10.0,0.0,0.0,3.0,0.0,1.0,15.57,3902,181,0.0,0.0,0.0
228.27,232.47,233.41,0.0,1683051485.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,74,4.0,0.0,,10.0,0.0,0.0,4.0,0.0,0.0,14.16,6510,182,,,0.0
228.27,232.47,233.41,0.0,1683051487.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,75,4.0,0.0,,9.27,0.0,0.0,4.0,0.0,0.0,12.75,9133,184,,,0.0
228.27,232.47,233.41,0.0,1683051494.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,76,4.0,0.0,,4.14,0.0,0.0,4.0,0.0,0.0,5.7,22207,191,,,0.0
228.27,232.47,233.41,0.0,1683051495.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,77,4.0,0.0,,3.39,0.0,0.0,4.0,0.0,0.0,4.66,24133,192,,,0.0
228.27,232.47,233.41,0.0,1683051496.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,78,4.0,0.0,,2.63,0.0,0.0,4.0,0.0,0.0,3.62,26051,193,,,0.0
228.27,232.47,233.41,0.0,1683051497.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,79,4.0,0.0,,1.87,0.0,0.0,4.0,0.0,0.0,2.57,27995,194,,,0.0
228.27,232.47,233.41,0.0,1683051498.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,80,4.0,0.0,,1.12,0.0,0.0,4.0,0.0,0.0,1.53,29922,195,,,0.0
228.27,232.47,233.41,0.0,1683051499.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,81,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.5,31849,196,,,0.0
228.27,232.47,233.41,0.0,1683051500.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,82,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,33771,197,,,0.0
228.27,232.47,233.41,0.0,1683051501.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,83,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,35680,198,,,0.0
228.27,232.47,233.41,0.0,1683051502.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,84,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,37599,199,,,0.0
228.27,232.47,233.41,0.0,1683051503.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,85,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,39523,200,,,0.0
228.27,232.47,233.41,0.0,1683051504.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,86,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,41441,201,,,0.0
228.27,232.47,233.41,0.0,1683051505.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,87,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,43358,202,,,0.0
228.27,232.47,233.41,0.0,1683051506.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,88,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,45272,203,,,0.0
228.27,232.47,233.41,0.0,1683051507.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,89,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,47186,204,,,0.0
228.27,232.47,233.41,0.0,1683051508.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,90,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,49114,205,,,0.0
228.27,232.47,233.41,0.0,1683051509.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,91,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,51038,206,,,0.0
228.27,232.47,233.41,0.0,1683051510.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,92,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,52950,207,,,0.0
228.27,232.47,233.41,0.0,1683051511.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,93,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,54860,208,,,0.0
228.27,232.47,233.41,0.0,1683051512.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,94,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,56773,209,,,0.0
228.27,232.47,233.41,0.0,1683051513.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,95,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,58695,210,,,0.0
228.27,232.47,233.41,0.0,1683051514.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,96,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,60610,211,,,0.0
228.27,232.47,233.41,0.0,1683051515.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,97,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,62563,212,,,0.0
228.27,232.47,233.41,0.0,1683051516.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,98,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,64466,213,,,0.0
228.27,232.47,233.41,0.0,1683051517.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,99,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,66399,214,,,0.0
228.27,232.47,233.41,0.0,1683051518.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,100,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,68315,215,,,0.0
228.27,232.47,233.41,0.0,1683051520.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,101,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,70228,217,,,0.0
228.27,232.47,233.41,0.0,1683051521.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,102,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,72146,218,,,0.0
228.27,232.47,233.41,0.0,1683051522.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,103,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,74061,219,,,0.0
228.27,232.47,233.41,0.0,1683051523.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,104,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,75989,220,,,0.0
228.27,232.47,233.41,0.0,1683051524.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,105,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,77908,221,,,0.0
228.27,232.47,233.41,0.0,1683051525.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,106,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,79834,222,,,0.0
228.27,232.47,233.41,0.0,1683051526.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,107,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,81768,223,,,0.0
228.27,232.47,233.41,0.0,1683051527.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,108,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,83700,224,,,0.0
228.27,232.47,233.41,0.0,1683051528.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,109,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,85627,225,,,0.0
228.27,232.47,233.41,0.0,1683051529.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,110,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,87538,226,,,0.0
228.27,232.47,233.41,0.0,1683051530.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,111,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,89451,227,,,0.0
228.27,232.47,233.41,0.0,1683051531.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,112,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,91368,228,,,0.0
228.27,232.47,233.41,0.0,1683051532.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,113,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,93286,229,,,0.0
228.27,232.47,233.41,0.0,1683051533.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,8,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1854.1889765510764,1854.1889765510764,114,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,95200,230,,,0.0
228.27,232.47,233.41,0.0,1683051534.0,4.0,4.0,4,,4.0,,0.0,0.0,0,0.0,0.0,228.31,,5,4.0,4.0,0.0,0.0,228.77,0.0,232.67,0.0,0.0,0,4.0,,235.37,234.92,1162.187625134518,1162.187625134518,115,4.0,0.0,,0.5,0.0,0.0,4.0,0.0,0.0,0.0,60962,231,,,0.0
228.27,232.47,233.41,0.0,1683051535.0,4.0,,4,,4.0,,,,0,0.0,0.0,,,5,4.0,,,0.0,,0.0,232.67,,,0,4.0,,235.37,,1162.187625134518,1162.187625134518,116,4.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,62156,232,,,0.0
228.27,232.47,233.41,0.0,1683051536.0,4.0,,4,,4.0,,,,0,0.0,0.0,,,5,4.0,,,0.0,,0.0,232.67,,,0,4.0,,235.37,,1162.187625134518,1162.187625134518,117,4.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,63353,233,,,0.0
228.27,232.47,233.41,0.0,1683051537.0,4.0,,4,,4.0,,,,0,0.0,0.0,,,5,4.0,,,0.0,,0.0,232.67,,,0,4.0,,235.37,,1162.187625134518,1162.187625134518,118,4.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,64545,234,,,0.0
228.27,232.47,233.41,0.0,1683051538.0,4.0,,4,,4.0,,,,0,0.0,0.0,,,5,4.0,,,0.0,,0.0,232.67,,,0,4.0,,235.37,,1162.187625134518,1162.187625134518,119,4.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,65739,235,,,0.0
228.27,232.47,233.41,0.0,1683051539.0,4.0,,4,,4.0,,,,0,0.0,0.0,,,5,4.0,,,0.0,,0.0,232.67,,,0,4.0,,235.37,,1162.187625134518,1162.187625134518,120,4.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,66932,236,,,0.0
228.27,232.47,233.41,0.0,1683051540.0,4.0,,4,,4.0,,,,0,0.0,0.0,,,5,4.0,,,0.0,,0.0,232.67,,,0,4.0,,235.37,,1162.187625134518,1162.187625134518,121,4.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,68126,237,,,0.0
228.27,232.47,233.41,0.0,1683051541.0,4.0,,4,,4.0,,,,0,0.0,0.0,,,5,4.0,,,0.0,,0.0,232.67,,,0,4.0,,235.37,,1162.187625134518,1162.187625134518,122,4.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,69325,238,,,0.0
