_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1680694953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1680694953,4.166666666666666,0.0,0.0,1238.626304,0.0,27.0,2.0847048072004237,179.167232,0.0,395.350016,0.0,0.0,0.0,2.6,4.0,0.23770130500011966,208089.419776,2.719744,131.0,0.0,2481.012736,0.0,21.0,1.4,4.2,9963.380736,47.0,,,,,,,,,,,,,,
2,2,,,1680694954,4.166666666666666,0.0,0.008000000000009777,1760.980992,0.012253978244611457,2854.0,0.3096522862338113,184.03328,3.0,786.00192,0.0,0.0,0.0,2.6,1005.0,0.8966306088811273,207567.044608,2.719744,148.0,0.0,2885.963776,0.0,2658.0,1.7,4.2,10502.291456,51.0,,,,,,,,,,,,,,
3,3,,,1680694955,4.166666666666666,0.0,0.015999999999991132,2174.468096,0.21655527339721461,6940.0,0.02522594410872428,186.261504,6.0,1196.732416,0.0,0.0,0.0,2.6,3786.0,0.02177044458083866,207153.545216,2.719744,201.0,0.002000000000066393,3538.857984,0.0,10348.0,1.9,4.2,13097.529344,57.0,,,,,,,,,,,,,,
4,4,,,1680694956,4.166666666666666,0.0,0.02400000000000091,2588.229632,0.629309266462217,10242.0,0.054711787507116506,324.153344,109.0,1670.045696,0.0,0.0,0.0,2.6,6263.0,0.0628367473076494,206729.375744,2.719744,252.0,0.06299999999998818,3884.507136,0.0,16793.0,2.1,4.2,14116.294656,63.0,,,,,,,,,,,,,,
5,5,,,1680694957,4.166666666666666,0.0,0.027999999999991587,2691.7888,0.0040892932304210875,12093.0,0.002899244995769644,571.703296,110.0,2056.56064,0.0,0.0,0.0,2.6,6995.0,0.00214048945038219,206521.483264,2.719744,382.0,0.06299999999998818,4058.923008,0.0,18560.0,2.2,4.2,16279.38816,69.0,,,,,,,,,,,,,,
6,6,,,1680694958,4.666666666666666,0.0,0.03200000000001069,5473.23904,0.004078004215032231,18609.0,0.05828678685097664,1412.83328,111.0,5363.408896,0.0,0.0,0.0,10.4,10558.0,0.014336733564737504,202903.863296,2.719744,628.0,0.06299999999998818,6531.403776,0.0,642902.0,3.9,5.766666666666667,22242.168832,208.0,,,,,,,,,,,,,,
7,7,,,1680694959,4.666666666666666,0.0,0.036000000000001364,6193.098752,0.004080449888857997,22183.0,0.0041681157905368495,2046.386176,112.0,6204.94848,0.0,0.0,0.0,10.4,12491.0,0.0029009448941646034,201540.54656,2.719744,637.0,0.06400000000007822,6747.787264,0.0,1023405.0,4.5,5.766666666666667,23159.492608,422.0,,,,,,,,,,,,,,
8,8,,,1680694960,4.666666666666666,0.0,0.04400000000001114,6194.384896,0.0898819753923258,22806.0,0.0564395607265841,2046.390272,115.0,6205.067264,0.0,0.0,0.0,10.4,12681.0,0.012695509784743621,201539.25632,2.719744,637.0,0.06500000000005457,6756.31104,0.0,1023783.0,4.5,5.766666666666667,23234.994176,422.0,,,,,,,,,,,,,,
9,9,,,1680694961,4.666666666666666,0.0,0.04800000000000182,6194.3808,0.0040869351419251555,23267.0,0.002897573153023701,2046.390272,116.0,6205.067264,0.0,0.0,0.0,10.4,12790.0,0.0021392551422207166,201539.25632,2.719744,637.0,0.06500000000005457,6756.31104,0.0,1024040.0,4.5,5.766666666666667,23234.994176,422.0,,,,,,,,,,,,,,
