03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
193,5.135816815721048,1,192,0,6342.8,37,0,10.0,5.135816815721048,1683037724,0,,,,,,,,,,,,,,,
508,18.51466410793803,1,448,1,1742.42,41,0,10.0,18.51466410793803,1683037728,0,192.0,0.0,5.14,0.0,,,,,,,,,,,
1495,181.76341883006728,1,1472,2,172.05,43,0,10.0,181.76341883006728,1683037730,0,448.0,0.0,18.51,0.0,,,,,,,,,,,
1816,222.31438180911013,2,1792,3,139.23,44,0,10.0,222.31438180911013,1683037731,0,1472.0,0.0,181.76,0.0,,,,,,,,,,,
2368,309.11653580778693,2,2304,4,98.35,45,0,10.0,309.11653580778693,1683037732,0,1760.0,0.0,213.69,0.0,32.0,0.0,0.0,8.63,,,,,,,
2925,378.9009537126983,2,2848,5,78.76,46,0,10.0,378.9009537126983,1683037733,0,2016.0,0.0,227.51,0.0,288.0,0.0,0.0,81.61,,,,,,,
3564,430.99084655883786,2,3488,6,67.76,47,0,10.0,430.99084655883786,1683037734,0,2304.0,0.0,234.18,0.0,544.0,0.0,0.0,144.72,,,,,,,
4118,449.4478297069842,2,4032,7,63.74,49,0,10.0,449.4478297069842,1683037736,0,2624.0,0.0,237.27,0.0,864.0,0.0,0.0,193.72,,,,,,,
4676,460.0899835618927,2,4608,8,61.06,50,0,10.0,460.0899835618927,1683037737,0,2912.0,0.0,238.31,0.0,1120.0,0.0,0.0,211.14,,,,,,,
5245,471.793033780006,2,5184,9,58.34,51,0,10.0,471.793033780006,1683037738,0,3200.0,0.0,238.56,0.0,1408.0,0.0,0.0,221.53,,,,,,,
5814,475.44604981031114,2,5728,10,56.69,52,0,10.0,475.44604981031114,1683037739,0,3488.0,0.0,238.74,0.0,1696.0,0.0,0.0,233.05,,,,,,,
6382,477.9167282676695,2,6304,11,55.21,53,0,10.0,477.9167282676695,1683037740,0,3776.0,0.0,238.52,0.0,1952.0,0.0,0.0,236.92,,,,,,,
6951,478.3254996920948,2,6880,12,53.97,55,0,10.0,478.3254996920948,1683037742,0,4064.0,0.0,238.72,0.0,2240.0,0.0,0.0,239.19,,,,,,,
7521,478.68973028804004,2,7424,13,52.74,56,0,10.0,478.68973028804004,1683037743,0,4352.0,0.0,238.51,0.0,2528.0,0.0,0.0,239.82,,,,,,,
8091,478.05941421429,2,8000,14,51.62,57,0,10.0,478.05941421429,1683037744,0,4608.0,0.0,238.84,0.0,2816.0,0.0,0.0,239.85,,,,,,,
8662,478.5368991945086,2,8576,15,50.37,58,0,10.0,478.5368991945086,1683037745,0,4896.0,0.0,238.85,0.0,3104.0,0.0,0.0,239.21,,,,,,,
9233,478.97652008673447,2,9152,16,49.14,59,0,10.0,478.97652008673447,1683037746,0,5184.0,0.0,238.94,0.0,3392.0,0.0,0.0,239.59,,,,,,,
9804,478.60652486330514,2,9728,17,47.98,61,0,10.0,478.60652486330514,1683037748,0,5472.0,0.0,238.93,0.0,3680.0,0.0,0.0,240.04,,,,,,,
10374,478.7742206200651,2,10304,18,46.77,62,0,10.0,478.7742206200651,1683037749,0,5760.0,0.0,239.0,0.0,3968.0,0.0,0.0,239.61,,,,,,,
10939,477.0530438922422,2,10880,19,45.76,63,0,10.0,477.0530438922422,1683037750,0,6048.0,0.0,238.67,0.0,4256.0,0.0,0.0,240.11,,,,,,,
11504,475.81216982061574,2,11424,20,44.69,64,0,10.0,475.81216982061574,1683037751,0,6336.0,0.0,237.03,0.0,4544.0,0.0,0.0,240.02,,,,,,,
12070,475.9002346816343,2,12000,21,43.49,65,0,10.0,475.9002346816343,1683037752,0,6592.0,0.0,236.0,0.0,4832.0,0.0,0.0,239.82,,,,,,,
12635,474.90344752666806,2,12544,22,42.39,67,0,10.0,474.90344752666806,1683037754,0,6880.0,0.0,236.3,0.0,5120.0,0.0,0.0,239.6,,,,,,,
13197,474.20262459354456,2,13120,23,41.27,68,0,10.0,474.20262459354456,1683037755,0,7168.0,0.0,236.17,0.0,5376.0,0.0,0.0,238.73,,,,,,,
13755,472.7074403351812,2,13664,24,40.22,69,0,10.0,472.7074403351812,1683037756,0,7456.0,0.0,236.23,0.0,5664.0,0.0,0.0,237.97,,,,,,,
14316,472.0231431385413,2,14240,25,39.09,70,0,10.0,472.0231431385413,1683037757,0,7712.0,0.0,235.85,0.0,5952.0,0.0,0.0,236.86,,,,,,,
14877,473.3508585834132,2,14816,26,37.8,71,0,10.0,473.3508585834132,1683037758,0,8000.0,0.0,235.38,0.0,6240.0,0.0,0.0,236.65,,,,,,,
15444,473.97207825362443,2,15360,27,36.55,72,0,10.0,473.97207825362443,1683037759,0,8288.0,0.0,235.99,0.0,6528.0,0.0,0.0,237.36,,,,,,,
16010,474.6982736845032,2,15936,28,35.3,74,0,10.0,474.6982736845032,1683037761,0,8576.0,0.0,236.91,0.0,6784.0,0.0,0.0,237.06,,,,,,,
16576,475.269897679554,2,16480,29,34.07,75,0,10.0,475.269897679554,1683037762,0,8864.0,0.0,237.35,0.0,7072.0,0.0,0.0,237.35,,,,,,,
17139,474.4742069209765,2,17056,30,32.94,76,0,10.0,474.4742069209765,1683037763,0,9120.0,0.0,237.77,0.0,7360.0,0.0,0.0,237.5,,,,,,,
17702,473.54257422137096,2,17632,31,31.82,77,0,10.0,473.54257422137096,1683037764,0,9408.0,0.0,237.89,0.0,7648.0,0.0,0.0,236.59,,,,,,,
18260,472.94462870804324,2,18176,32,30.68,78,0,10.0,472.94462870804324,1683037765,0,9696.0,0.0,237.68,0.0,7936.0,0.0,0.0,235.86,,,,,,,
18823,473.5860237506374,2,18752,33,29.45,80,0,10.0,473.5860237506374,1683037767,0,9984.0,0.0,237.65,0.0,8192.0,0.0,0.0,235.29,,,,,,,
19387,473.5721377890753,2,19328,34,28.26,81,0,10.0,473.5721377890753,1683037768,0,10272.0,0.0,237.33,0.0,8480.0,0.0,0.0,236.25,,,,,,,
19949,474.1076355090972,2,19872,35,27.04,82,0,10.0,474.1076355090972,1683037769,0,10560.0,0.0,237.59,0.0,8768.0,0.0,0.0,235.98,,,,,,,
20515,474.070911687975,2,20416,36,25.85,83,0,10.0,474.070911687975,1683037770,0,10816.0,0.0,237.72,0.0,9056.0,0.0,0.0,236.39,,,,,,,
21078,474.0380176055106,2,20992,37,24.66,84,0,9.86,474.0380176055106,1683037771,0,11104.0,0.0,237.46,0.0,9312.0,0.0,0.0,236.61,,,,,,,
21645,474.4477136070006,2,21568,38,23.44,86,0,9.38,474.4477136070006,1683037773,0,11392.0,0.0,237.13,0.0,9600.0,0.0,0.0,236.91,,,,,,,
22209,474.3261644206945,2,22144,39,22.26,87,0,8.9,474.3261644206945,1683037774,0,11680.0,0.0,237.58,0.0,9888.0,0.0,0.0,236.86,,,,,,,
22769,471.5784005162641,2,22688,40,21.2,88,0,8.48,471.5784005162641,1683037775,0,11968.0,0.0,237.88,0.0,10176.0,0.0,0.0,236.45,,,,,,,
23325,470.47644988840307,2,23232,41,20.07,89,0,8.03,470.47644988840307,1683037776,0,12224.0,0.0,235.61,0.0,10464.0,0.0,0.0,235.97,,,,,,,
23882,468.99394845997733,2,23808,42,18.95,90,0,7.58,468.99394845997733,1683037777,0,12512.0,0.0,233.94,0.0,10720.0,0.0,0.0,236.54,,,,,,,
24440,469.13460906256677,2,24352,43,17.75,91,0,7.1,469.13460906256677,1683037778,0,12800.0,0.0,233.28,0.0,11008.0,0.0,0.0,235.71,,,,,,,
25000,468.85433329112436,2,24928,44,16.57,93,0,6.63,468.85433329112436,1683037780,0,13056.0,0.0,232.97,0.0,11296.0,0.0,0.0,236.17,,,,,,,
25556,468.19689886371316,2,25504,45,15.4,94,0,6.16,468.19689886371316,1683037781,0,13344.0,0.0,232.65,0.0,11584.0,0.0,0.0,236.21,,,,,,,
26115,468.94222541586385,2,26016,46,14.19,95,0,5.67,468.94222541586385,1683037782,0,13632.0,0.0,232.36,0.0,11872.0,0.0,0.0,235.84,,,,,,,
26673,468.65632461851453,2,26592,47,13.01,96,0,5.2,468.65632461851453,1683037783,0,13888.0,0.0,232.63,0.0,12128.0,0.0,0.0,236.31,,,,,,,
27232,468.5937767992913,2,27168,48,11.81,97,0,4.73,468.5937767992913,1683037784,0,14176.0,0.0,232.46,0.0,12416.0,0.0,0.0,236.2,,,,,,,
27790,467.66409236027164,2,27712,49,10.64,99,0,4.26,467.66409236027164,1683037786,0,14464.0,0.0,233.48,0.0,12704.0,0.0,0.0,235.11,,,,,,,
28350,469.2889086057913,2,28256,50,9.41,100,0,3.77,469.2889086057913,1683037787,0,14720.0,0.0,233.62,0.0,12992.0,0.0,0.0,234.04,,,,,,,
28909,469.63468941790217,2,28832,51,8.22,101,0,3.29,469.63468941790217,1683037788,0,15008.0,0.0,234.08,0.0,13248.0,0.0,0.0,235.21,,,,,,,
29467,469.2427482694633,2,29408,52,7.03,102,0,2.81,469.2427482694633,1683037789,0,15296.0,0.0,234.12,0.0,13536.0,0.0,0.0,235.52,,,,,,,
30025,468.71128070030977,2,29952,53,5.85,103,0,2.34,468.71128070030977,1683037790,0,15584.0,0.0,233.6,0.0,13824.0,0.0,0.0,235.65,,,,,,,
30577,468.0188462180672,2,30496,54,4.68,105,0,1.87,468.0188462180672,1683037792,0,15840.0,0.0,233.76,0.0,14112.0,0.0,0.0,234.95,,,,,,,
31131,468.00316395437386,2,31072,55,3.5,106,0,1.4,468.00316395437386,1683037793,0,16128.0,0.0,234.38,0.0,14368.0,0.0,0.0,233.64,,,,,,,
31684,467.03183598680124,2,31616,56,2.32,107,0,0.93,467.03183598680124,1683037794,0,16416.0,0.0,234.53,0.0,14656.0,0.0,0.0,233.47,,,,,,,
32245,469.9116231963592,2,32160,57,1.11,108,0,0.5,469.9116231963592,1683037795,0,16672.0,0.0,234.2,0.0,14944.0,0.0,0.0,232.83,,,,,,,
32800,467.72457747604574,2,32736,58,0.0,109,0,0.5,467.72457747604574,1683037796,0,16960.0,0.0,234.9,0.0,15200.0,0.0,0.0,235.01,,,,,,,
33355,467.22432668476915,2,32800,59,0.0,110,0,0.5,467.22432668476915,1683037797,0,17248.0,0.0,233.5,0.0,15488.0,0.0,0.0,234.22,,,,,,,
33911,467.22432668476915,2,32800,60,0.0,112,0,0.5,467.22432668476915,1683037799,0,17280.0,0.0,233.33,0.0,15520.0,0.0,0.0,233.89,,,,,,,
34466,467.22432668476915,2,32800,61,0.0,113,0,0.5,467.22432668476915,1683037800,0,17280.0,0.0,233.33,0.0,15520.0,0.0,0.0,233.89,,,,,,,
271,445.81967776756824,2,224,62,72.89,114,1,10.0,445.81967776756824,1683037801,0,17280.0,0.0,233.33,0.0,15520.0,0.0,0.0,233.89,,,,,,,
837,462.19342211135836,2,736,63,69.08,115,1,10.0,462.19342211135836,1683037802,0,128.0,1.0,224.97,0.0,96.0,1.0,0.0,220.85,76.85375585407019,0.0,32800.0,32800.0,0.0,426.7846071476402,1.0
1400,468.03729915438373,2,1312,64,67.02,116,1,10.0,468.03729915438373,1683037803,0,384.0,1.0,230.71,0.0,352.0,1.0,0.0,231.48,,,,,,,
1961,470.53568779800764,2,1888,65,65.47,118,1,10.0,470.53568779800764,1683037805,0,672.0,1.0,233.33,0.0,640.0,1.0,0.0,234.7,,,,,,,
2516,468.9572294753257,2,2432,66,64.51,119,1,10.0,468.9572294753257,1683037806,0,960.0,1.0,233.7,0.0,928.0,1.0,0.0,236.84,,,,,,,
