_step,04_peers/peer_7_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_8_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/num_clients,04_peers/peer_8_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_accumulated,03_hivemind/global_samples_accumulated,04_peers/peer_2_samples_accumulated,03_hivemind/num_peers,04_peers/peer_3_epoch,04_peers/peer_5_epoch,04_peers/peer_1_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/per_epoch_training_samples,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_accumulated,04_peers/peer_6_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_s,04_peers/peer_4_epoch,_runtime,04_peers/peer_1_epoch,04_peers/peer_5_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_8_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_6_epoch,03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_8_epoch,03_hivemind/reached_TBS,04_peers/peer_7_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_5_samples_per_second,04_peers/peer_4_samples_accumulated
51,1.0,,0.0,4192.0,1.0,0,0.0,249.96,251.98,4160.0,32896,4160.0,8,1.0,1.0,0.0,0.5,251.25,3808.0,51406,,2015.4536086998396,1680701387.0,0.0,,252.08,4128.0,4160.0,2015.4536086998396,,1.0,163,1.0,0.0,,251.83,4160.0,1.0,1,,0.0,0.0,253.44,252.1,1.0,,0.0,0.0,252.82,4128.0
52,1.0,,0.0,4192.0,1.0,0,0.0,249.96,251.98,4160.0,32896,4160.0,8,1.0,1.0,0.0,0.5,251.25,3808.0,54245,,2015.4536086998396,1680701388.0,0.0,,252.08,4128.0,4160.0,2015.4536086998396,,1.0,164,1.0,0.0,,251.83,4160.0,1.0,1,,0.0,0.0,253.44,252.1,1.0,,0.0,0.0,252.82,4128.0
53,1.0,,0.0,4192.0,1.0,0,0.0,249.96,251.98,4160.0,32896,4160.0,8,1.0,1.0,0.0,0.5,251.25,3808.0,57080,,2015.4536086998396,1680701390.0,0.0,,252.08,4128.0,4160.0,2015.4536086998396,,1.0,166,1.0,0.0,,251.83,4160.0,1.0,1,,0.0,0.0,253.44,252.1,1.0,,0.0,0.0,252.82,4128.0
54,1.0,,0.0,4192.0,1.0,0,0.0,249.96,251.98,4160.0,32896,4160.0,8,1.0,1.0,0.0,0.5,251.25,3808.0,59930,,2015.4536086998396,1680701391.0,0.0,,252.08,4128.0,4160.0,2015.4536086998396,,1.0,167,1.0,0.0,,251.83,4160.0,1.0,1,,0.0,0.0,253.44,252.1,1.0,,0.0,0.0,252.82,4128.0
55,1.0,,0.0,4192.0,1.0,0,0.0,249.96,251.98,4160.0,32896,4160.0,8,1.0,1.0,0.0,0.5,251.25,3808.0,62758,,2015.4536086998396,1680701393.0,0.0,,252.08,4128.0,4160.0,2015.4536086998396,,1.0,169,1.0,0.0,,251.83,4160.0,1.0,1,,0.0,0.0,253.44,252.1,1.0,,0.0,0.0,252.82,4128.0
56,1.0,,0.0,4192.0,1.0,0,0.0,249.96,251.98,4160.0,32,4160.0,8,1.0,1.0,0.0,10.0,251.25,3808.0,151,,2020.7322227457848,1680701394.0,0.0,,252.08,4128.0,4160.0,257.25415100621615,,1.0,170,1.0,0.0,,251.83,4160.0,1.0,2,,0.0,0.0,253.44,252.1,1.0,,0.0,16.14,252.82,4128.0
57,1.0,2.0,1.0,4192.0,1.0,0,1.0,249.96,257.25,4160.0,3072,4160.0,8,1.0,1.0,1.0,10.0,251.25,3808.0,3380,32896.0,1919.2204405262232,1680701396.0,1.0,1015.767451405996,252.08,4128.0,32.0,1919.2204405262232,32.38536532595754,1.0,172,1.0,1.0,65824.0,251.83,4160.0,2.0,2,0.0,1.0,0.0,253.44,252.1,1.0,0.0,1.0,15.31,252.82,4128.0
58,2.0,,0.0,416.0,2.0,0,0.0,240.46,241.37,320.0,5888,352.0,8,2.0,2.0,0.0,9.7,238.52,384.0,6248,,1987.4555321171038,1680701397.0,0.0,,239.63,384.0,416.0,1987.4555321171038,,2.0,173,2.0,0.0,,240.68,384.0,2.0,2,,0.0,0.0,241.08,237.98,2.0,,0.0,13.34,239.5,416.0
59,2.0,,0.0,768.0,2.0,0,0.0,248.66,249.11,672.0,8736,704.0,8,2.0,2.0,0.0,8.58,247.12,736.0,9093,,2006.5894541311816,1680701398.0,0.0,,248.24,736.0,768.0,2006.5894541311816,,2.0,174,2.0,0.0,,248.17,736.0,2.0,2,,0.0,0.0,249.59,247.94,2.0,,0.0,11.8,248.62,768.0
60,2.0,,0.0,1120.0,2.0,0,0.0,250.58,251.32,1024.0,11552,1088.0,8,2.0,2.0,0.0,7.52,250.38,1088.0,11936,,2014.4081962876812,1680701400.0,0.0,,251.3,1088.0,1120.0,2014.4081962876812,,2.0,176,2.0,0.0,,250.46,1088.0,2.0,2,,0.0,0.0,252.08,248.85,2.0,,0.0,10.34,251.61,1120.0
61,2.0,,0.0,1472.0,2.0,0,0.0,251.62,251.93,1376.0,14368,1440.0,8,2.0,2.0,0.0,6.48,251.22,1440.0,14792,,2017.0340145256669,1680701401.0,0.0,,251.7,1440.0,1472.0,2017.0340145256669,,2.0,177,2.0,0.0,,251.45,1440.0,2.0,2,,0.0,0.0,253.48,250.89,2.0,,0.0,8.91,252.12,1472.0
62,2.0,,0.0,1824.0,2.0,0,0.0,251.8,252.43,1728.0,17248,1792.0,8,2.0,2.0,0.0,5.46,251.71,1792.0,17659,,2013.6472404410576,1680701403.0,0.0,,251.99,1792.0,1824.0,2013.6472404410576,,2.0,179,2.0,0.0,,251.56,1792.0,2.0,2,,0.0,0.0,253.65,251.19,2.0,,0.0,7.5,252.71,1824.0
63,2.0,,0.0,2176.0,2.0,0,0.0,251.81,249.83,2080.0,20064,2144.0,8,2.0,2.0,0.0,4.44,251.62,2176.0,20476,,2014.6283690595887,1680701404.0,0.0,,251.76,2144.0,2176.0,2014.6283690595887,,2.0,180,2.0,0.0,,251.55,2144.0,2.0,2,,0.0,0.0,253.47,250.88,2.0,,0.0,6.1,252.72,2208.0
64,2.0,,0.0,2528.0,2.0,0,0.0,251.71,251.13,2432.0,22944,2496.0,8,2.0,2.0,0.0,3.41,251.56,2528.0,23318,,2013.8687663838589,1680701405.0,0.0,,251.69,2496.0,2528.0,2013.8687663838589,,2.0,181,2.0,0.0,,251.51,2496.0,2.0,2,,0.0,0.0,253.32,251.08,2.0,,0.0,4.69,252.62,2560.0
65,2.0,,0.0,2880.0,2.0,0,0.0,251.52,250.78,2784.0,25760,2848.0,8,2.0,2.0,0.0,2.39,251.49,2880.0,26145,,2015.0239344985366,1680701407.0,0.0,,250.93,2880.0,2880.0,2015.0239344985366,,2.0,183,2.0,0.0,,251.5,2880.0,2.0,2,,0.0,0.0,253.56,251.52,2.0,,0.0,3.29,252.56,2912.0
66,2.0,,0.0,3232.0,2.0,0,0.0,251.46,251.32,3136.0,28608,3200.0,8,2.0,2.0,0.0,1.37,251.46,3232.0,28979,,2013.6276977939672,1680701408.0,0.0,,251.31,3232.0,3232.0,2013.6276977939672,,2.0,184,2.0,0.0,,251.85,3232.0,2.0,2,,0.0,0.0,253.51,251.68,2.0,,0.0,1.88,252.44,3264.0
67,2.0,,0.0,3616.0,2.0,0,0.0,251.05,251.61,3488.0,31456,3552.0,8,2.0,2.0,0.0,0.5,251.07,3584.0,31814,,2012.1341303750078,1680701410.0,0.0,,251.47,3584.0,3584.0,2012.1341303750078,,2.0,186,2.0,0.0,,251.59,3584.0,2.0,2,,0.0,0.0,253.33,251.0,2.0,,0.0,0.47,252.52,3616.0
68,2.0,,0.0,3968.0,2.0,0,0.0,249.66,251.67,3840.0,32864,3904.0,8,2.0,2.0,0.0,0.5,251.46,3936.0,34647,,2012.0252307470014,1680701411.0,0.0,,251.51,3936.0,3968.0,2012.0252307470014,,2.0,187,2.0,0.0,,251.72,3936.0,2.0,2,,0.0,0.0,253.27,250.04,2.0,,0.0,0.0,252.8,3968.0
69,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,37483,,2012.0252307470014,1680701413.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,189,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
70,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,40321,,2012.0252307470014,1680701414.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,190,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
71,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,43152,,2012.0252307470014,1680701415.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,191,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
72,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,45993,,2012.0252307470014,1680701417.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,193,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
73,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,48809,,2012.0252307470014,1680701418.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,194,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
74,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,51632,,2012.0252307470014,1680701420.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,196,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
75,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,54458,,2012.0252307470014,1680701421.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,197,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
76,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,57284,,2012.0252307470014,1680701422.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,198,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
77,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,60090,,2012.0252307470014,1680701424.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,200,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
78,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,62917,,2012.0252307470014,1680701425.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,201,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
79,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,32864,4096.0,8,2.0,2.0,0.0,0.5,251.5,4128.0,65746,,2012.0252307470014,1680701427.0,0.0,,251.37,4096.0,4128.0,2012.0252307470014,,2.0,203,2.0,0.0,,251.53,4128.0,2.0,2,,0.0,0.0,253.15,249.87,2.0,,0.0,0.0,252.4,4128.0
80,2.0,,0.0,4128.0,2.0,0,0.0,250.37,251.83,4032.0,0,4096.0,8,2.0,2.0,0.0,10.0,251.5,4128.0,1212,,2012.0252307470014,1680701428.0,0.0,,251.37,4096.0,4128.0,1762.1599810499852,,2.0,204,2.0,0.0,,251.53,4128.0,2.0,3,,0.0,0.0,253.15,249.87,2.0,,0.0,15.68,252.4,4128.0
81,2.0,3.0,0.0,0.0,3.0,0,0.0,250.37,251.83,4032.0,0,0.0,8,3.0,3.0,0.0,10.0,251.5,0.0,4201,32864.0,2012.0252307470014,1680701429.0,0.0,972.9173685663305,251.37,0.0,0.0,2012.0252307470014,33.778819313738495,3.0,205,3.0,0.0,98688.0,251.53,0.0,3.0,3,0.0,0.0,0.0,253.15,249.87,3.0,0.0,1.0,14.2,252.4,0.0
82,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,9.31,251.5,0.0,7022,,2012.0252307470014,1680701431.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,207,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,12.8,252.4,0.0
83,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,8.21,251.5,0.0,10062,,2012.0252307470014,1680701432.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,208,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,11.29,252.4,0.0
84,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,3.19,251.5,0.0,23938,,2012.0252307470014,1680701439.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,215,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,4.39,252.4,0.0
85,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,2.44,251.5,0.0,26008,,2012.0252307470014,1680701440.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,216,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,3.36,252.4,0.0
86,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,1.7,251.5,0.0,28079,,2012.0252307470014,1680701441.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,217,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,2.33,252.4,0.0
87,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.94,251.5,0.0,30159,,2012.0252307470014,1680701442.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,218,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,1.3,252.4,0.0
88,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,32231,,2012.0252307470014,1680701443.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,219,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.27,252.4,0.0
89,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,34306,,2012.0252307470014,1680701444.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,220,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
90,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,36408,,2012.0252307470014,1680701445.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,221,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
91,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,38483,,2012.0252307470014,1680701446.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,222,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
92,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,40572,,2012.0252307470014,1680701447.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,223,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
93,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,42648,,2012.0252307470014,1680701448.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,224,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
94,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,44736,,2012.0252307470014,1680701449.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,225,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
95,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,46817,,2012.0252307470014,1680701451.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,227,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
96,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,48902,,2012.0252307470014,1680701452.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,228,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
97,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,50992,,2012.0252307470014,1680701453.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,229,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
98,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,53083,,2012.0252307470014,1680701454.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,230,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
99,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,55182,,2012.0252307470014,1680701455.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,231,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
100,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,57264,,2012.0252307470014,1680701456.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,232,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
101,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,59349,,2012.0252307470014,1680701457.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,233,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
102,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,61422,,2012.0252307470014,1680701458.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,234,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
103,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,63511,,2012.0252307470014,1680701459.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,235,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
104,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,65607,,2012.0252307470014,1680701460.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,236,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
105,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,67705,,2012.0252307470014,1680701461.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,237,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
106,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,69799,,2012.0252307470014,1680701462.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,238,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
107,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,71896,,2012.0252307470014,1680701463.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,239,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
108,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,73977,,2012.0252307470014,1680701464.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,240,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
109,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,76071,,2012.0252307470014,1680701465.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,241,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
110,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,78167,,2012.0252307470014,1680701466.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,242,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
111,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,80260,,2012.0252307470014,1680701467.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,243,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
112,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,82347,,2012.0252307470014,1680701468.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,244,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
113,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,84432,,2012.0252307470014,1680701469.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,245,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
114,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,86546,,2012.0252307470014,1680701470.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,246,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
115,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,88616,,2012.0252307470014,1680701471.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,247,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
116,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,90696,,2012.0252307470014,1680701472.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,248,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
117,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,92782,,2012.0252307470014,1680701473.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,249,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
118,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,94860,,2012.0252307470014,1680701474.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,250,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
119,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,96937,,2012.0252307470014,1680701475.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,251,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
120,3.0,,0.0,0.0,3.0,0,0.0,250.37,251.83,0.0,0,0.0,8,3.0,3.0,0.0,0.5,251.5,0.0,99038,,2012.0252307470014,1680701476.0,0.0,,251.37,0.0,0.0,2012.0252307470014,,3.0,252,3.0,0.0,,251.53,0.0,3.0,3,,0.0,0.0,253.15,249.87,3.0,,0.0,0.0,252.4,0.0
