02_timing/loss_calc_time_s,01_general/locally_processed_samples,process/memory/resident_set_size_proc_MB,_step,03_hivemind/global_epoch,02_timing/opt_step_time_s,cpu/load/avg_sys_load_one_min_percent,process/memory/virtual_memory_size_proc_MB,01_general/step,disk/time/disk_read_time_sys_s,process/memory/lib_memory_proc_MB,02_timing/step_time_s,01_general/minibatch_loss,bandwidth/disk_write_sys_bandwidth_MBs,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,disk/counter/disk_read_sys_count,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_five_min_percent,_timestamp,cpu/logical_core_count,memory/used_memory_sys_MB,03_hivemind/num_peers,02_timing/backward_time_s,01_general/dataset_iteration_count,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,_runtime,01_general/lr,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,02_timing/dataload_cuda_move_time_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,02_timing/forward_time_s,cpu/interrupts/interrupts_count,disk/time/disk_write_time_sys_s,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,02_timing/dataload_time_s,memory/used_memory_sys_percent,process/involuntary_proc_ctx_switches
0.0004854850000128863,288.0,,24,0.0,0.03953357199998209,,,8.0,,,0.20272836300000563,7.3597412109375,,,,,,,1681394188.0,,,6.0,0.1369101679999858,0.0,,,,,15,0.0001,,,,,,,0.01974883000002592,,,,,,0.0030269640000142317,,
0.00048631599997861485,320.0,,25,0.0,0.03948657599994476,,,9.0,,,0.2033282119998603,6.9808349609375,,,,,,,1681394188.0,,,6.0,0.1388516490000029,0.0,,,,,15,0.0001,,,,0.003032528999938222,,,0.0182654380000713,,,,,,0.0032057039999244807,,
0.0005246480000096199,352.0,,26,0.0,0.03958905699994375,,,10.0,,,0.2043638469999678,7.1771240234375,,,,,,,1681394188.0,,,6.0,0.13924900100005289,0.0,,,,,15,0.0001,,,,0.0029159419999587044,,,0.019320059000051515,,,,,,0.002765139999951316,,
,,6270.795776,27,,,1.4333333333333333,31747.518464,,0.015999999999998238,6448.259072,,,0.07762377331075682,,0.20000000000000284,61.0,2451.120128,1.0666666666666667,1681394188.0,,7563.862016,,,,942.0,51115.0,0.0,2.173633220469413,15,,200085.34016,60523.0,309.0,0.003044756999997844,0.0,0.0,,1034323.0,0.12000000000000455,0.7666666666666667,97.38643649723527,2.719744,,5.2,836.0
0.0005235360000597211,384.0,,28,0.0,0.0395726660000264,,,11.0,,,0.20552286600013758,7.3497314453125,,,,,,,1681394189.0,,,6.0,0.13920168000004196,0.0,,,,,16,0.0001,,,,,,,0.020401456000058715,,,,,,0.0027787709999529397,,
0.0005426320000196938,416.0,,29,0.0,0.03975735399990299,,,12.0,,,0.20507073400005993,7.1239013671875,,,,,,,1681394189.0,,,6.0,0.1402672110000367,0.0,,,,,16,0.0001,,,,0.003051034999998592,,,0.018696383000019523,,,,,,0.0027561190000824354,,
0.0004656999999497202,,6270.820352,30,,0.039539387999980136,1.4333333333333333,31747.518464,,0.015999999999998238,6448.267264,,,0.012255050501689378,,0.2120000000000033,61.0,2451.120128,1.0666666666666667,1681394189.0,,7561.711616,,0.1390897930000392,,989.0,57130.0,0.0,1.9575927255292453,16,,200068.591616,65129.0,312.0,0.003017257999999856,0.0,0.0,0.018815410000001975,1039686.0,0.12000000000000455,0.7666666666666667,89.92130541342216,2.719744,,5.2,937.0
,448.0,,31,0.0,,,,13.0,,,0.2038581519999525,7.11328125,,,,,,,1681394189.0,,,6.0,,0.0,,,,,16,0.0001,,,,,,,,,,,,,0.002930602999981602,,
0.0004507769999690936,480.0,,32,0.0,0.03955815699998766,,,14.0,,,0.20466746900001453,7.450927734375,,,,,,,1681394190.0,,,6.0,0.1405340009999918,0.0,,,,,17,0.0001,,,,0.0031158130000221718,,,0.018088336000005256,,,,,,0.00292038500003855,,
0.0005258569999568863,512.0,,33,0.0,0.039537288000019544,,,15.0,,,0.20483077899984892,7.2388916015625,,,,,,,1681394190.0,,,6.0,0.14024360400003388,0.0,,,,,17,0.0001,,,,0.0031746050000265313,,,0.018304969999917375,,,,,,0.003044454999894697,,
0.0004804599999488346,,6270.8736,34,,0.039563536000059685,1.5666666666666667,31747.518464,,0.015999999999998238,6448.275456,,,0.016344979873212574,,0.23199999999999932,61.0,2451.16928,1.1,1681394190.0,,7567.732736,,0.14030152100008308,,1022.0,61995.0,0.0,2.1336822917739076,17,,200062.619648,69354.0,316.0,0.0030668579998973655,0.0,0.0,0.018304373999967538,1044310.0,0.12199999999998568,0.8,81.77675954956183,2.719744,,5.2,1007.0
,544.0,,35,0.0,,,,16.0,,,0.20498816399992847,7.1322021484375,,,,,,,1681394191.0,,,6.0,,0.0,,,,,18,0.0001,,,,,,,,,,,,,0.0032714149999719666,,
0.0005096759999787537,576.0,,36,0.0,0.03954931900000247,,,17.0,,,0.2044617339998922,7.00604248046875,,,,,,,1681394191.0,,,6.0,0.14006627699995988,0.0,,,,,18,0.0001,,,,0.0031023089999280273,,,0.01809704300001158,,,,,,0.0031371100000114893,,
0.0005220709999775863,608.0,,37,0.0,0.03974585499997829,,,18.0,,,0.20493499099995915,7.29638671875,,,,,,,1681394191.0,,,8.0,0.1403770969999414,0.0,,,,,18,0.0001,,,,0.0030527210000173,,,0.018479385000091497,,,,,,0.002757861999953093,,
0.0004895199999737088,,6271.13984,38,,0.0397853680000253,1.5666666666666667,31823.282176,,0.015999999999998238,6457.131008,,,0.0163462667919459,,0.24800000000000466,61.0,2451.12832,1.1,1681394191.0,,7569.7152,,0.13965265800004545,,1062.0,67586.0,0.0,2.050235301038588,18,,200060.665856,73973.0,320.0,0.0030867759999182454,0.0,0.0,0.01914281800009121,1049598.0,0.12199999999998568,0.8,89.23696019573167,2.719744,,5.2,1105.0
,640.0,,39,0.0,,,,19.0,,,0.20530046500005028,7.40576171875,,,,,,,1681394192.0,,,8.0,,0.0,,,,,19,0.0001,,,,,,,,,,,,,0.0031433249999963664,,
0.0004940530000112631,672.0,,40,0.0,0.03980913100008365,,,20.0,,,0.20417798900007256,7.2027587890625,,,,,,,1681394192.0,,,8.0,0.1354094679999207,0.0,,,,,19,0.0001,,,,0.002918115000056787,,,0.022411637000004703,,,,,,0.0031355849999954444,,
0.00047488099994552613,704.0,,41,0.0,0.03953598299995065,,,21.0,,,0.20413723799981653,7.096435546875,,,,,,,1681394192.0,,,8.0,0.13912356200000886,0.0,,,,,19,0.0001,,,,0.0030715389999613762,,,0.018650316999924144,,,,,,0.0032809560000259808,,
0.0005094140000210245,,6271.246336,42,,0.039546271999938654,1.5666666666666667,31823.282176,,0.015999999999998238,6457.1392,,,0.07355792059427885,,0.2680000000000007,61.0,2451.234816,1.1,1681394192.0,,7575.891968,,0.13876772000003257,,1099.0,73589.0,0.0,2.0177027013479063,19,,200054.423552,78176.0,331.0,0.0030989599999884376,0.0,0.0,0.019303721000028418,1054750.0,0.12600000000000477,0.8,88.17194629119182,2.719744,,5.2,1125.0
,736.0,,43,0.0,,,,22.0,,,0.2042599290000453,7.066650390625,,,,,,,1681394193.0,,,8.0,,0.0,,,,,20,0.0001,,,,,,,,,,,,,0.003033842000036202,,
0.0005036310000150479,768.0,,44,0.0,0.03996994099998119,,,23.0,,,0.2057670250000001,7.116943359375,,,,,,,1681394193.0,,,8.0,0.14049966400000358,0.0,,,,,20,0.0001,,,,0.0030695730000616095,,,0.01858657699995092,,,,,,0.0031376389999877574,,
0.0005149820000269756,800.0,,45,0.0,0.03986999099993227,,,24.0,,,0.2045774910000091,7.2431640625,,,,,,,1681394193.0,,,8.0,0.1374658150000414,0.0,,,,,20,0.0001,,,,0.0032224880000057965,,,0.020300301000020227,,,,,,0.003203913999982433,,
0.0004758459999720799,,6271.401984,46,,0.03938632599999892,1.5666666666666667,31823.282176,,0.015999999999998238,6457.147392,,,0.06129914203877259,,0.2880000000000109,61.0,2451.18976,1.1,1681394193.0,,7569.199104,,0.1399886180000749,,1136.0,79841.0,0.0,2.2598870546548975,20,,200060.60032,82693.0,337.0,0.003127754999923127,0.0,0.0,0.018384947999948054,1060219.0,0.12899999999999068,0.8,90.19230905331987,2.719744,,5.2,1158.0
,832.0,,47,0.0,,,,25.0,,,0.20454262999987805,7.0892333984375,,,,,,,1681394194.0,,,8.0,,0.0,,,,,21,0.0001,,,,,,,,,,,,,0.003179136999960974,,
0.0006278160000192656,864.0,,48,0.0,0.039595408999957726,,,26.0,,,0.20485869899994213,7.0948486328125,,,,,,,1681394194.0,,,8.0,0.1388675929999863,0.0,,,,,21,0.0001,,,,0.0030424450000055003,,,0.01942677299996376,,,,,,0.003298663000009583,,
0.0005012269999724595,896.0,,49,0.0,0.039760234000027594,,,27.0,,,0.20474067199995716,7.3531494140625,,,,,,,1681394194.0,,,8.0,0.13965100600000824,0.0,,,,,21,0.0001,,,,0.003015312000002268,,,0.01873449200002142,,,,,,0.0030784009999251793,,
0.0007959519999758413,,6271.442944,50,,0.03987342599998556,1.5666666666666667,31823.282176,,0.015999999999998238,6457.151488,,,0.016344365637823485,,0.30400000000000205,61.0,2451.23072,1.1,1681394194.0,,7611.793408,,0.12853096699996058,,1171.0,85303.0,0.0,2.161654085321943,21,,200018.485248,87430.0,341.0,0.0037228499999173437,0.0,0.0,0.029636728000014045,1065334.0,0.12999999999999545,0.8,102.34335792481667,2.719744,,5.2,1212.0
,928.0,,51,0.0,,,,28.0,,,0.20727874399983648,7.4713134765625,,,,,,,1681394195.0,,,8.0,,0.0,,,,,22,0.0001,,,,,,,,,,,,,0.004718820999983109,,
0.0004908290000003035,960.0,,52,0.0,0.03987966600004711,,,29.0,,,0.2067562209999778,7.1494140625,,,,,,,1681394195.0,,,8.0,0.14166238099994644,0.0,,,,,22,0.0001,,,,0.0031200270000226737,,,0.018511815000010756,,,,,,0.003091502999950535,,
0.0005153509999900052,992.0,,53,0.0,0.0398746560000518,,,30.0,,,0.20660528199994133,7.177978515625,,,,,,,1681394195.0,,,8.0,0.14101847899996756,0.0,,,,,22,0.0001,,,,0.003075009999975009,,,0.01880959499999335,,,,,,0.0033121909999636046,,
0.0005244090000360302,,6271.40608,54,,0.040108088000010866,1.7333333333333332,31823.282176,,0.015999999999998238,6457.15968,,,0.01631812143216007,,0.3200000000000074,61.0,2451.18976,1.1666666666666665,1681394196.0,,7614.328832,,0.140218146000052,,1205.0,90432.0,0.0,1.9258172028712748,23,,200015.50336,91669.0,345.0,0.0031324219999078196,0.0,0.0,0.01916686100003062,1070068.0,0.13100000000000023,0.8,99.51332260565889,2.719744,,5.2,1242.0
,1024.0,,55,0.0,,,,31.0,,,0.20621990200004348,7.30322265625,,,,,,,1681394196.0,,,8.0,,0.0,,,,,23,0.0001,,,,,,,,,,,,,0.003069976000006136,,
0.0006190510000578797,1056.0,,56,0.0,0.040142509000020254,,,32.0,,,0.20609262700008912,7.3575439453125,,,,,,,1681394196.0,,,8.0,0.13876213300000018,0.0,,,,,23,0.0001,,,,0.003116101000046001,,,0.019758689000013874,,,,,,0.0036941439999509385,,
0.0005690519999461685,1088.0,,57,0.0,0.03978520299995125,,,33.0,,,0.20508398299989494,7.06396484375,,,,,,,1681394196.0,,,8.0,0.13920707800002674,0.0,,,,,23,0.0001,,,,0.003136165999990226,,,0.01894016999995074,,,,,,0.0034463140000298154,,
0.0005052449999993769,,6271.44704,58,,,1.7333333333333332,31823.54432,,0.015999999999998238,6457.430016,,,0.08171895165559247,,0.33600000000001273,61.0,2451.23072,1.1666666666666665,1681394197.0,,7609.716736,,0.13721647399995618,,1251.0,95305.0,0.0,1.9318631504570096,24,,200021.028864,96290.0,353.0,0.0033905730000469703,0.0,0.0,0.021227774000067257,1074925.0,0.13399999999998613,0.8,87.86077728551393,2.719744,,5.2,1289.0
,1120.0,,59,0.0,0.03938221300006717,,,34.0,,,0.2066857140000593,7.3204345703125,,,,,,,1681394197.0,,,8.0,,0.0,,,,,24,0.0001,,,,,,,,,,,,,0.004963434999922356,,
0.00046861200007697335,1152.0,,60,0.0,0.03984452700001384,,,35.0,,,0.20557257100006154,7.063232421875,,,,,,,1681394197.0,,,8.0,0.1407465060000277,0.0,,,,,24,0.0001,,,,0.003110867999907896,,,0.018633162000014636,,,,,,0.0027688960000205043,,
0.0007075040000472654,1184.0,,61,0.0,0.03965696400007346,,,36.0,,,0.20970273200020983,7.091552734375,,,,,,,1681394197.0,,,8.0,0.13677060800000618,0.0,,,,,24,0.0001,,,,0.0037524220000477726,,,0.02433059099996626,,,,,,0.0044846430000689,,
0.0005898020000358883,,6271.410176,62,,,1.7333333333333332,31823.54432,,0.015999999999998238,6457.434112,,,0.057192588347932366,,0.35600000000000875,61.0,2451.18976,1.1666666666666665,1681394198.0,,7654.240256,,,,1301.0,100371.0,0.0,1.920340091828419,25,,199994.916864,100842.0,362.0,0.0031330880000268735,0.0,0.0,0.019080442000017683,1079756.0,0.13599999999999568,0.8,87.52480683493155,2.719744,,5.3,1330.0
,1216.0,,63,0.0,0.04034966100005022,,,37.0,,,0.20721715700005916,7.349609375,,,,,,,1681394198.0,,,8.0,0.1408731759999,0.0,,,,,25,0.0001,,,,,,,,,,,,,0.003190988000028483,,
0.00046133900002587325,1248.0,,64,0.0,0.040055442000038965,,,38.0,,,0.20613087600020208,7.1668701171875,,,,,,,1681394198.0,,,8.0,0.13920601400002397,0.0,,,,,25,0.0001,,,,0.0031503100000236373,,,0.019963594000046214,,,,,,0.003294177000043419,,
0.0007306309998966753,1280.0,,65,0.0,0.03998299199997746,,,39.0,,,0.20508845699964695,7.2569580078125,,,,,,,1681394198.0,,,8.0,0.13665458000002673,0.0,,,,,25,0.0001,,,,0.003112911999892276,,,0.02138951399990674,,,,,,0.003217827999947076,,
0.0007561300000133997,,6271.459328,66,,,1.7333333333333332,31823.54432,,0.015999999999998238,6457.442304,,,0.016345574707743435,,0.3719999999999999,61.0,2451.226624,1.1666666666666665,1681394199.0,,7659.298816,,,,1339.0,106401.0,0.0,2.1086589493806693,26,,199986.847744,105595.0,366.0,0.0031121100000746083,0.0,0.0,0.0198616549999997,1085149.0,0.13700000000000045,0.8,106.20035145023628,2.719744,,5.3,1366.0
,1312.0,,67,0.0,0.03998353899999074,,,40.0,,,0.20645240800013198,7.382568359375,,,,,,,1681394199.0,,,8.0,0.1388644060000388,0.0,,,,,26,0.0001,,,,,,,,,,,,,0.003874568000014733,,
0.0005130109999527122,1344.0,,68,0.0,0.039943790000052104,,,41.0,,,0.20892571599995335,7.0662841796875,,,,,,,1681394199.0,,,8.0,0.14213350600005015,0.0,,,,,26,0.0001,,,,0.0032333350000044447,,,0.01881527599994115,,,,,,0.004286797999952796,,
0.00046589999999469,1376.0,,69,0.0,0.040007379000030596,,,42.0,,,0.20689351999999417,7.3431396484375,,,,,,,1681394199.0,,,8.0,0.1420254309999791,0.0,,,,,26,0.0001,,,,0.0030712330000142174,,,0.018044602000031773,,,,,,0.0032789749999437845,,
0.00046521000001575885,,6271.42656,70,,,1.7333333333333332,31823.54432,,0.015999999999998238,6457.450496,,,0.016344968210223167,,0.38800000000000523,61.0,2451.185664,1.1666666666666665,1681394200.0,,7660.187648,,,,1377.0,111015.0,0.0,2.1499618899569968,27,,199988.948992,112091.0,370.0,0.003089033000037489,0.0,0.0,0.01796432300000106,1089697.0,0.13800000000000523,0.8,69.92818745421725,2.719744,,5.3,1387.0
,1408.0,,71,0.0,0.03997687700007191,,,43.0,,,0.20555727700013904,7.4068603515625,,,,,,,1681394200.0,,,8.0,0.1409993500000155,0.0,,,,,27,0.0001,,,,,,,,,,,,,0.003062483999997312,,
0.00046327300003667915,1440.0,,72,0.0,0.04012163600009444,,,44.0,,,0.20583157100008975,7.2760009765625,,,,,,,1681394200.0,,,8.0,0.13996667199990043,0.0,,,,,27,0.0001,,,,0.0033336870000084673,,,0.018693903999974282,,,,,,0.0032523990000754566,,
0.0005145439999978407,1472.0,,73,0.0,0.03973475600002985,,,45.0,,,0.20564003599986336,7.0556640625,,,,,,,1681394200.0,,,8.0,0.14052298999990853,0.0,,,,,27,0.0001,,,,0.003164753999953973,,,0.01894623999999112,,,,,,0.0027567519999820433,,
0.00045874399995682325,,6271.475712,74,,,2.4,31823.54432,,0.015999999999998238,6457.458688,,,0.016345578588434342,,0.4040000000000106,61.0,2451.226624,1.3,1681394201.0,,7659.266048,,,,1409.0,116806.0,0.0,2.281620893180392,28,,199990.349824,119421.0,374.0,0.0031131270000059885,0.0,0.0,0.018829798999945524,1095008.0,0.13899999999998158,0.8666666666666666,110.14433017714356,2.719744,,5.3,1395.0
,1504.0,,75,0.0,0.0451235100000531,,,46.0,,,0.20979337200003556,7.2882080078125,,,,,,,1681394201.0,,,8.0,0.13899782999999388,0.0,,,,,28,0.0001,,,,,,,,,,,,,0.0032703620000802403,,
0.0004617539999571818,1536.0,,76,0.0,0.04049574100008613,,,47.0,,,0.20661184500011132,7.2786865234375,,,,,,,1681394201.0,,,8.0,0.14054281700009597,0.0,,,,,28,0.0001,,,,0.0031698660000074597,,,0.01877924300003997,,,,,,0.003162423999924613,,
0.00048167299996748625,1568.0,,77,0.0,0.04057302700005039,,,48.0,,,0.2084294690000661,7.6488037109375,,,,,,,1681394201.0,,,8.0,0.14177373300003637,0.0,,,,,28,0.0001,,,,0.0031427449999910095,,,0.019227838999995583,,,,,,0.0032304520000252523,,
0.0005641730000434109,,6271.77472,78,,,2.4,31823.814656,,0.015999999999998238,6457.802752,,,0.07356108771631975,,0.4240000000000066,61.0,2451.255296,1.3,1681394202.0,,7670.571008,,,,1480.0,122389.0,0.0,2.2346974054014175,29,,199978.528768,127095.0,380.0,0.003119076000075438,0.0,0.0,0.025203234999935376,1100579.0,0.14099999999999113,0.8666666666666666,89.700706440393,2.719744,,5.3,1405.0
,1600.0,,79,0.0,0.040075167000054535,,,49.0,,,0.2051982930000804,7.4776611328125,,,,,,,1681394202.0,,,8.0,0.1330812579999474,0.0,,,,,29,0.0001,,,,,,,,,,,,,0.0031553840000242417,,
