02_timing/loss_calc_time_s,01_general/locally_processed_samples,process/memory/resident_set_size_proc_MB,_step,03_hivemind/global_epoch,02_timing/opt_step_time_s,cpu/load/avg_sys_load_one_min_percent,process/memory/virtual_memory_size_proc_MB,01_general/step,disk/time/disk_read_time_sys_s,process/memory/lib_memory_proc_MB,02_timing/step_time_s,01_general/minibatch_loss,bandwidth/disk_write_sys_bandwidth_MBs,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,disk/counter/disk_read_sys_count,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_five_min_percent,_timestamp,cpu/logical_core_count,memory/used_memory_sys_MB,03_hivemind/num_peers,02_timing/backward_time_s,01_general/dataset_iteration_count,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits,_runtime,01_general/lr,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,disk/counter/disk_write_sys_count,02_timing/dataload_cuda_move_time_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,02_timing/forward_time_s,cpu/interrupts/interrupts_count,disk/time/disk_write_time_sys_s,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,02_timing/dataload_time_s,memory/used_memory_sys_percent,process/involuntary_proc_ctx_switches
0.0005045489999702113,1632.0,,80,0.0,0.04048438699999224,,,50.0,,,0.2056389719998606,7.15478515625,,,,,,,1681394202.0,,,8.0,0.14050359799989565,0.0,,,,,29,0.0001,,,,0.003092284999979711,,,0.018277804000035758,,,,,,0.0027763489999870217,,
0.0005358540000770518,1664.0,,81,0.0,0.03975268600004256,,,51.0,,,0.20543781200001376,7.2713623046875,,,,,,,1681394202.0,,,8.0,0.14066479300004175,0.0,,,,,29,0.0001,,,,0.0031241359999967244,,,0.0185719149999386,,,,,,0.002788427999917076,,
0.00048041499996998027,,6271.81568,82,,,2.4,31823.814656,,0.015999999999998238,6457.810944,,,0.01634623957404436,,0.44000000000001194,61.0,2451.296256,1.3,1681394203.0,,7672.40192,,,,1522.0,127478.0,0.0,2.0834192232308713,30,,199977.172992,133367.0,384.0,0.00321111200003088,0.0,0.0,0.018982064000056198,1105184.0,0.1419999999999959,0.8666666666666666,92.10236008396708,2.719744,,5.3,1415.0
,1696.0,,83,0.0,0.03990649700006088,,,52.0,,,0.20498346400017908,7.1058349609375,,,,,,,1681394203.0,,,8.0,0.13958380600001874,0.0,,,,,30,0.0001,,,,,,,,,,,,,0.002819570000042404,,
0.0005332700000053592,1728.0,,84,0.0,0.0398457229999849,,,53.0,,,0.2045255770001404,7.5184326171875,,,,,,,1681394203.0,,,8.0,0.13882912700000816,0.0,,,,,30,0.0001,,,,0.003148800000076335,,,0.01929091800002425,,,,,,0.0028777390000414016,,
0.0004980380000461082,1760.0,,85,0.0,0.03976670599990939,,,54.0,,,0.2047529259999692,7.1527099609375,,,,,,,1681394204.0,,,8.0,0.13911801200003993,0.0,,,,,31,0.0001,,,,0.0031139740000298843,,,0.018863808999981302,,,,,,0.003392386999962582,,
,,6271.823872,86,,,2.4,31823.818752,,0.015999999999998238,6457.819136,,,0.06943115423410523,,0.45600000000000307,61.0,2451.255296,1.3,1681394204.0,,7682.134016,,,,1572.0,132874.0,0.0,2.1200193508682097,31,,199966.949376,139758.0,392.0,0.00312393499996233,0.0,0.0,,1110088.0,0.14599999999998658,0.8666666666666666,90.06132466830961,2.719744,,5.3,1427.0
0.0005339850000609658,1792.0,,87,0.0,0.039871301999937714,,,55.0,,,0.20590521799999806,7.295654296875,,,,,,,1681394204.0,,,8.0,0.1363620299999866,0.0,,,,,31,0.0001,,,,,,,0.022199644000011176,,,,,,0.003814322000039283,,
0.0004740589999983058,1824.0,,88,0.0,0.03993330599996625,,,56.0,,,0.20517835699979514,7.0618896484375,,,,,,,1681394204.0,,,8.0,0.14064147399994908,0.0,,,,,31,0.0001,,,,0.003061161000005086,,,0.01809812699991653,,,,,,0.0029702299999598836,,
0.0005624379999744633,,6271.823872,89,,0.039815233000012995,2.4,31823.818752,,0.015999999999998238,6457.819136,,,0.09807494122703972,,0.4720000000000084,61.0,2451.255296,1.3,1681394205.0,,7678.70976,,0.1382080019999421,,1626.0,139209.0,0.0,2.5801419535862617,32,,199951.171584,147434.0,400.0,0.0032413370000767827,0.0,0.0,0.019830710000064755,1115809.0,0.1490000000000009,0.8666666666666666,106.50286540301762,2.719744,,5.3,1439.0
,1856.0,,90,0.0,,,,57.0,,,0.20467759200005275,6.9259033203125,,,,,,,1681394205.0,,,8.0,,0.0,,,,,32,0.0001,,,,,,,,,,,,,0.0030198719999816603,,
0.0004956699999638658,1888.0,,91,0.0,0.04040238900006443,,,58.0,,,0.20510891099991113,7.2799072265625,,,,,,,1681394205.0,,,8.0,0.1387278409999908,0.0,,,,,32,0.0001,,,,0.0031524719998969886,,,0.01967600200009656,,,,,,0.0026545369998984825,,
0.000493387000005896,1920.0,,92,0.0,0.04124152400004277,,,59.0,,,0.2066515750001372,7.3232421875,,,,,,,1681394205.0,,,8.0,0.13988010299999587,0.0,,,,,32,0.0001,,,,0.0030948230000831245,,,0.01890235799999118,,,,,,0.0030393800000183546,,
0.0005077459999256462,,6271.864832,93,,0.03981898099993941,2.466666666666667,31823.818752,,0.015999999999998238,6457.819136,,,0.016345489173315707,,0.48799999999999955,61.0,2451.296256,1.3333333333333335,1681394206.0,,7687.503872,,0.13929800400001113,,1667.0,145132.0,0.0,2.2992468539346285,33,,199942.84032,154142.0,404.0,0.0031472590000021228,0.0,0.0,0.019459457000039038,1121008.0,0.15000000000000568,0.8666666666666666,89.35652733942395,2.719744,,5.3,1450.0
,1952.0,,94,0.0,,,,60.0,,,0.2055827669998962,6.9522705078125,,,,,,,1681394206.0,,,8.0,,0.0,,,,,33,0.0001,,,,,,,,,,,,,0.0033513199999788412,,
0.00045051100005366607,1984.0,,95,0.0,0.039898600000014994,,,61.0,,,0.20556938899994748,7.38671875,,,,,,,1681394206.0,,,8.0,0.13991267999995216,0.0,,,,,33,0.0001,,,,0.00314459399999123,,,0.019058759000017744,,,,,,0.0031042449999176824,,
0.00047006999989207543,2016.0,,96,0.0,0.04047089400000914,,,62.0,,,0.20675550900000417,7.4873046875,,,,,,,1681394206.0,,,8.0,0.14100601699999515,0.0,,,,,33,0.0001,,,,0.0031241240000099424,,,0.018952290000015637,,,,,,0.0027321140000822197,,
0.0004950329999928726,,6271.823872,97,,0.04043664000005265,2.466666666666667,31823.818752,,0.015999999999998238,6457.819136,,,0.01634330056683238,,0.5040000000000049,61.0,2451.255296,1.3333333333333335,1681394207.0,,7686.094848,,0.14116934200001197,,1713.0,150687.0,0.0,2.194965915760481,34,,199944.66304,161314.0,408.0,0.003102266999917447,0.0,0.0,0.01897319600004721,1125916.0,0.15099999999998204,0.8666666666666666,111.80241245813401,2.719744,,5.3,1466.0
,2048.0,,98,0.0,,,,63.0,,,0.20690593800009083,7.3779296875,,,,,,,1681394207.0,,,8.0,,0.0,,,,,34,0.0001,,,,,,,,,,,,,0.002729460000068684,,
0.000762075000011464,2080.0,,99,0.0,0.040381461000038144,,,64.0,,,0.2065360870000177,7.120361328125,,,,,,,1681394207.0,,,8.0,0.1317988380000088,0.0,,,,,34,0.0001,,,,0.004005934000019806,,,0.026670632999980626,,,,,,0.002917145999958848,,
0.0005034889999251391,2112.0,,100,0.0,0.039867845999992824,,,65.0,,,0.20463348099997347,6.9432373046875,,,,,,,1681394207.0,,,8.0,0.13831060199993317,0.0,,,,,34,0.0001,,,,0.003103038000062952,,,0.020156888000087747,,,,,,0.0026916179999716405,,
0.0007318740000528123,,6271.864832,101,,0.040412244999970426,2.466666666666667,31823.818752,,0.015999999999998238,6457.819136,,,0.01634623568578011,,0.5200000000000102,61.0,2451.296256,1.3333333333333335,1681394208.0,,7689.330688,,0.13329314000009163,,1762.0,155601.0,0.0,2.1679115259631723,35,,199940.99712,168099.0,412.0,0.0031325329999845053,0.0,0.0,0.025016000000050553,1130549.0,0.1519999999999868,0.8666666666666666,96.53623066013628,2.719744,,5.3,1489.0
,2144.0,,102,0.0,,,,66.0,,,0.20537380800021765,7.20166015625,,,,,,,1681394208.0,,,8.0,,0.0,,,,,35,0.0001,,,,,,,,,,,,,0.002788016000067728,,
0.0007056529999545091,2176.0,,103,0.0,0.03986534499995287,,,67.0,,,0.2065135629999304,7.35791015625,,,,,,,1681394208.0,,,8.0,0.1313585720000674,0.0,,,,,35,0.0001,,,,0.003542303000017455,,,0.02686804299992218,,,,,,0.00417364700001599,,
0.0006653259999893635,2208.0,,104,0.0,0.03996294800003852,,,68.0,,,0.20699130100013008,7.0814208984375,,,,,,,1681394208.0,,,8.0,0.1331742200000008,0.0,,,,,35,0.0001,,,,0.0035683670000707934,,,0.02538477600000988,,,,,,0.0042356640000207335,,
0.0005196760000671929,,6271.885312,105,,0.039820199000018874,2.466666666666667,31823.818752,,0.015999999999998238,6457.819136,,,0.06946685840556265,,0.5400000000000063,61.0,2451.27168,1.3333333333333335,1681394209.0,,7703.392256,,0.13856913800009352,,1807.0,163896.0,0.0,2.7483943200937064,36,,199946.162176,177166.0,422.0,0.0031396809999932884,0.0,0.0,0.01965010899994013,1137342.0,0.15500000000000114,0.8666666666666666,148.996251435176,2.719744,,5.3,1496.0
,2240.0,,106,0.0,,,,69.0,,,0.20486650700001974,7.12548828125,,,,,,,1681394209.0,,,8.0,,0.0,,,,,36,0.0001,,,,,,,,,,,,,0.0031677039999067347,,
0.0005673480000041309,2272.0,,107,0.0,0.03996209800004635,,,70.0,,,0.20699341000010918,7.156494140625,,,,,,,1681394209.0,,,8.0,0.1407529099999465,0.0,,,,,36,0.0001,,,,0.003192699999999604,,,0.019669235000037588,,,,,,0.0028491190000750066,,
0.00047350600004847365,2304.0,,108,0.0,0.04056024699991667,,,71.0,,,0.20864905999997063,7.1090087890625,,,,,,,1681394209.0,,,8.0,0.1422106369999483,0.0,,,,,36,0.0001,,,,0.0030817240000260426,,,0.019279922999999144,,,,,,0.003043023000032008,,
0.0005516259999467366,,6271.873024,109,,,2.466666666666667,31843.094528,,0.015999999999998238,6457.819136,,,0.061270255425623886,,0.5600000000000023,61.0,2451.259392,1.3333333333333335,1681394210.0,,7708.131328,,0.14071174100001826,,1870.0,170474.0,0.0,2.235454842501194,37,,199921.717248,183477.0,428.0,0.0031206480000491865,0.0,0.0,0.018594588999917505,1142771.0,0.15799999999998704,0.8666666666666666,107.21371655840021,2.719744,,5.3,1500.0
,2336.0,,110,0.0,0.04144829699998809,,,72.0,,,0.2078428449999592,7.4315185546875,,,,,,,1681394210.0,,,8.0,,0.0,,,,,37,0.0001,,,,,,,,,,,,,0.003415944000039417,,
0.00046050499997818406,2368.0,,111,0.0,0.04074970100009523,,,73.0,,,0.20615788200018414,6.9896240234375,,,,,,,1681394210.0,,,8.0,0.14040539199993418,0.0,,,,,37,0.0001,,,,0.0031033760000127586,,,0.01903972300010537,,,,,,0.0023991850000584236,,
0.0004665330000079848,2400.0,,112,0.0,0.04071852200002013,,,74.0,,,0.2065791640000043,7.1597900390625,,,,,,,1681394210.0,,,8.0,0.14078737199997704,0.0,,,,,37,0.0001,,,,0.003119621999985611,,,0.01830449600004158,,,,,,0.0031826189999719645,,
0.0005191970000169022,,6271.926272,113,,,2.533333333333333,31823.818752,,0.015999999999998238,6457.819136,,,0.016340708437664168,,0.5760000000000076,61.0,2451.31264,1.3666666666666665,1681394211.0,,7700.11136,,0.1399220039999136,,1951.0,175530.0,0.0,2.432722969397567,38,,199930.105856,189456.0,432.0,0.0031600990000697493,0.0,0.0,0.0184623750000128,1147609.0,0.15899999999999181,0.8666666666666666,75.60869732992711,2.719744,,5.3,1502.0
,2432.0,,114,0.0,0.040112236000027224,,,75.0,,,0.2051087039999402,7.17236328125,,,,,,,1681394211.0,,,8.0,,0.0,,,,,38,0.0001,,,,,,,,,,,,,0.0029327929998999025,,
0.0004707499999767606,2464.0,,115,0.0,0.04006199800005561,,,76.0,,,0.20682779600008416,7.1785888671875,,,,,,,1681394211.0,,,8.0,0.1413938959999541,0.0,,,,,38,0.0001,,,,0.0031321669999897495,,,0.01901731700002074,,,,,,0.002751668000087193,,
0.0004888910000317992,2496.0,,116,0.0,0.04103566200001296,,,77.0,,,0.2076544520000425,7.2646484375,,,,,,,1681394211.0,,,9.0,0.14104193200000736,0.0,,,,,38,0.0001,,,,0.003111742999976741,,,0.018877407999980278,,,,,,0.0030988160000333664,,
0.000502327000049263,,6271.885312,117,,,2.533333333333333,31823.818752,,0.015999999999998238,6457.839616,,,0.016346255127119853,,0.592000000000013,61.0,2451.27168,1.3666666666666665,1681394212.0,,7704.8832,,,,2004.0,180929.0,0.0,2.3756344606229898,39,,199925.379072,196827.0,436.0,0.00324074999991808,0.0,0.0,0.019295591999934913,1152915.0,0.15899999999999181,0.8666666666666666,92.37817903052547,2.719744,,5.3,1507.0
,2528.0,,118,0.0,0.03996725100000731,,,78.0,,,0.20669720599994434,7.039306640625,,,,,,,1681394212.0,,,9.0,0.1405269770000359,0.0,,,,,39,0.0001,,,,,,,,,,,,,0.003164308999998866,,
0.0005309609999812892,2560.0,,119,0.0,0.0401308320000453,,,79.0,,,0.20688384100003532,7.37451171875,,,,,,,1681394212.0,,,9.0,0.1411006210000778,0.0,,,,,39,0.0001,,,,0.0031364959999109487,,,0.01901590500006023,,,,,,0.00296902599995974,,
0.0005120519999763928,2592.0,,120,0.0,0.03990196400002333,,,80.0,,,0.20609478400012904,7.2037353515625,,,,,,,1681394212.0,,,9.0,0.1410485259999632,0.0,,,,,39,0.0001,,,,0.003010220000078334,,,0.018840656000065792,,,,,,0.0027813660000219897,,
0.0005120609999949011,,6271.926272,121,,,2.533333333333333,31823.818752,,0.015999999999998238,6457.843712,,,0.01635385245285987,,0.612000000000009,61.0,2451.31264,1.3666666666666665,1681394213.0,,7702.413312,,,,2051.0,188179.0,0.0,2.4129518380137633,40,,199947.61216,204825.0,440.0,0.0030909600000086357,0.0,0.0,0.019248245999961,1159045.0,0.1599999999999966,0.8666666666666666,107.45509564028754,2.719744,,5.3,1510.0
,2624.0,,122,0.0,0.0402144470000394,,,81.0,,,0.20573969499992018,7.29150390625,,,,,,,1681394213.0,,,9.0,0.13969415999997636,0.0,,,,,40,0.0001,,,,,,,,,,,,,0.002979820999939875,,
0.0005297719999362016,2656.0,,123,0.0,0.03998706200002289,,,82.0,,,0.20615880899981676,7.1817626953125,,,,,,,1681394213.0,,,9.0,0.1397888219999004,0.0,,,,,40,0.0001,,,,0.0032102310000254874,,,0.019410270999969725,,,,,,0.003232650999962061,,
0.0005856070000618274,2688.0,,124,0.0,0.040066912000042976,,,83.0,,,0.20777744100007567,7.285888671875,,,,,,,1681394213.0,,,9.0,0.14168576999998095,0.0,,,,,40,0.0001,,,,0.0031817679999903703,,,0.019121800999982952,,,,,,0.003135583000016595,,
0.0005064770000444696,,6271.889408,125,,,2.533333333333333,31823.818752,,0.015999999999998238,6457.847808,,,0.1266817897292128,,0.6360000000000099,61.0,2451.267584,1.3666666666666665,1681394214.0,,7712.54272,,,,2094.0,193673.0,0.0,2.301135760896939,41,,199936.991232,211852.0,452.0,0.0030936470000142435,0.0,0.0,0.019025315000021692,1164053.0,0.16599999999999682,0.8666666666666666,110.5970175735718,2.719744,,5.3,1518.0
,2720.0,,126,0.0,0.03981214700002056,,,84.0,,,0.20630790000006982,7.5330810546875,,,,,,,1681394214.0,,,9.0,0.14055640599997332,0.0,,,,,41,0.0001,,,,,,,,,,,,,0.0033139079999955356,,
0.0005269440000574832,,6274.224128,127,,,2.533333333333333,31823.818752,,0.015999999999998238,6457.872384,,,0.008172447165246465,,0.6440000000000055,61.0,2453.344256,1.3666666666666665,1681394215.0,,7722.459136,,0.13768455599995377,,2123.0,197842.0,0.0,2.345643975384484,42,,199907.749888,216920.0,454.0,0.0032022960000404055,0.0,0.0,0.0193896109999514,1169790.0,0.16599999999999682,0.8666666666666666,60.41060179622527,2.719744,,5.3,1523.0
,,6274.224128,128,,,2.333333333333333,31823.818752,,0.015999999999998238,6457.872384,,,0.00408619443290067,,0.6480000000000103,61.0,2453.344256,1.3333333333333335,1681394216.0,,7722.586112,,,,2123.0,198264.0,0.0,0.3879410644232289,43,,199907.663872,217710.0,455.0,,0.0,0.0,,1170401.0,0.16599999999999682,0.8666666666666666,0.14612933591642469,2.719744,,5.3,1523.0
,,6274.224128,129,,,2.333333333333333,31823.818752,,0.015999999999998238,6457.872384,,,0.004086303280494646,,0.652000000000001,61.0,2453.344256,1.3333333333333335,1681394217.0,,7722.57792,,,,2123.0,198455.0,0.0,0.08210117554278862,44,,199907.680256,218294.0,456.0,,0.0,0.0,,1170757.0,0.1670000000000016,0.8666666666666666,0.009505443773234727,2.719744,,5.3,1523.0
,,6274.224128,130,,,2.333333333333333,31823.818752,,0.015999999999998238,6457.872384,,,0.004086193461008464,,0.6560000000000059,61.0,2453.344256,1.3333333333333335,1681394218.0,,7722.57792,,,,2123.0,198621.0,0.0,0.08858739720813497,45,,199907.680256,218737.0,457.0,,0.0,0.0,,1171031.0,0.1670000000000016,0.8666666666666666,0.019130089286976026,2.719744,,5.3,1523.0
,,6274.224128,131,,,2.333333333333333,31823.818752,,0.015999999999998238,6457.872384,,,0.24517977157089269,,0.6640000000000015,61.0,2453.344256,1.3333333333333335,1681394219.0,,7722.790912,,,,2123.0,198826.0,0.0,0.09436069138367544,46,,199907.454976,219339.0,492.0,,0.0,0.0,,1171395.0,0.19299999999998363,0.8666666666666666,0.015874432478429835,2.719744,,5.3,1523.0
,,6274.224128,132,,,2.333333333333333,31823.818752,,0.015999999999998238,6457.872384,,,0.004086287729446346,,0.6680000000000064,61.0,2453.344256,1.3333333333333335,1681394220.0,,7722.790912,,,,2123.0,199473.0,0.0,0.3164079631936378,47,,199907.454976,220590.0,493.0,,0.0,0.0,,1172325.0,0.19299999999998363,0.8666666666666666,0.2281297823136946,2.719744,,5.3,1523.0
,,6274.224128,133,,,2.4,31823.818752,,0.015999999999998238,6457.872384,,,0.004086373268935633,,0.6720000000000113,61.0,2453.344256,1.3666666666666665,1681394221.0,,7723.302912,,,,2123.0,199831.0,0.0,0.048884836418955795,48,,199906.942976,221222.0,494.0,,0.0,0.0,,1172997.0,0.1939999999999884,0.9000000000000001,0.04368907666281415,2.719744,,5.3,1523.0
,,6274.224128,134,,,2.4,31823.818752,,0.015999999999998238,6457.872384,,,0.004085907737489269,,0.6760000000000019,61.0,2453.344256,1.3666666666666665,1681394222.0,,7910.084608,,,,2123.0,208040.0,0.0,217.1983564801753,49,,199720.16128,259114.0,495.0,,0.0,0.0,,1195712.0,0.1939999999999884,0.9000000000000001,293.8090787337055,2.719744,,5.4,1523.0
,,6274.224128,135,,,2.4,31823.818752,,0.015999999999998238,6457.872384,,,0.004086057400662659,,0.6800000000000068,61.0,2453.344256,1.3666666666666665,1681394223.0,,7965.970432,,,,2123.0,216183.0,0.0,77.17419602739345,50,,199664.275456,278932.0,496.0,,0.0,0.0,,1209045.0,0.19499999999999318,0.9000000000000001,76.07235713199623,2.719744,,5.4,1523.0
,,6274.224128,136,,,2.4,31823.818752,,0.015999999999998238,6457.872384,,,0.09807445133301293,,0.6880000000000024,61.0,2453.344256,1.3666666666666665,1681394224.0,,8022.765568,,,,2123.0,229300.0,0.0,175.33140317414836,51,,199607.48032,320218.0,506.0,,0.0,0.0,,1235073.0,0.19899999999998386,0.9000000000000001,148.4218823927032,2.719744,,5.4,1523.0
,,6274.224128,137,,,2.4,31823.818752,,0.015999999999998238,6457.872384,,,0.004086566694356874,,0.6920000000000073,61.0,2453.344256,1.3666666666666665,1681394225.0,,8077.94688,,,,2123.0,243961.0,0.0,298.45052216125947,52,,199552.294912,367595.0,507.0,,0.0,0.0,,1264437.0,0.19899999999998386,0.9000000000000001,248.45619150845752,2.719744,,5.5,1523.0
,,6274.224128,138,,,2.2,31823.818752,,0.015999999999998238,6457.872384,,,0.004086488937533368,,0.6960000000000122,61.0,2453.344256,1.3666666666666665,1681394226.0,,8153.022464,,,,2123.0,266623.0,0.0,565.8266791265484,53,,199477.223424,461815.0,508.0,,0.0,0.0,,1319459.0,0.19899999999998386,0.9000000000000001,563.5708654025356,2.719744,,5.5,1523.0
,,6274.224128,139,,,2.2,31823.818752,,0.015999999999998238,6457.872384,,,0.004086497678585847,,0.7000000000000028,61.0,2453.344256,1.3666666666666665,1681394227.0,,8227.69664,,,,2123.0,287709.0,0.0,491.61829774111646,54,,199402.549248,554061.0,509.0,,0.0,0.0,,1373704.0,0.19899999999998386,0.9000000000000001,577.0713221309653,2.719744,,5.5,1523.0
,,6274.224128,140,,,2.2,31823.818752,,0.015999999999998238,6457.872384,,,0.004086424784393106,,0.7040000000000077,61.0,2453.344256,1.3666666666666665,1681394228.0,,8293.96992,,,,2123.0,305207.0,0.0,588.0451696158577,55,,199336.271872,633869.0,510.0,,0.0,0.0,,1419617.0,0.19999999999998863,0.9000000000000001,359.58830865965854,2.719744,,5.6,1523.0
,,6274.224128,141,,,2.2,31823.818752,,0.015999999999998238,6457.872384,,,0.09399340400081294,,0.7120000000000033,61.0,2453.344256,1.3666666666666665,1681394229.0,,8373.735424,,,,2123.0,328930.0,0.0,730.9899196093514,56,,199256.506368,757957.0,523.0,,0.0,0.0,,1489762.0,0.20300000000000296,0.9000000000000001,880.7287953341988,2.719744,,5.6,1523.0
,,6274.224128,142,,,2.2,31823.818752,,0.015999999999998238,6457.872384,,,0.004086514210535617,,0.7160000000000082,61.0,2453.344256,1.3666666666666665,1681394230.0,,8413.442048,,,,2123.0,345765.0,0.0,558.8177999337322,57,,199216.80384,836514.0,524.0,,0.0,0.0,,1534509.0,0.20400000000000773,0.9000000000000001,435.44178567849457,2.719744,,5.6,1523.0
,,6274.224128,143,,,2.566666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.053125303878491036,,0.7240000000000038,61.0,2453.344256,1.4333333333333333,1681394231.0,,8463.699968,,,,2123.0,363821.0,0.0,369.7608707963991,58,,199166.54592,905145.0,528.0,,0.0,0.0,,1575580.0,0.20599999999998886,0.9333333333333335,492.64947609381704,2.719744,,5.6,1523.0
,,6274.224128,144,,,2.566666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.0040863071755339545,,0.7280000000000086,61.0,2453.344256,1.4333333333333333,1681394232.0,,8515.969024,,,,2123.0,377921.0,0.0,499.53018918194306,59,,199114.276864,977946.0,529.0,,0.0,0.0,,1617165.0,0.20599999999998886,0.9333333333333335,443.72935822852963,2.719744,,5.7,1523.0
,,6274.224128,145,,,2.566666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.004086031154237097,,0.7319999999999993,61.0,2453.344256,1.4333333333333333,1681394233.0,,8533.880832,,,,2123.0,393485.0,0.0,300.6074847009197,60,,199096.365056,1039698.0,530.0,,0.0,0.0,,1653751.0,0.20599999999998886,0.9333333333333335,463.1095104441487,2.719744,,5.7,1523.0
,,6274.224128,146,,,2.566666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.03677835666009292,,0.7400000000000091,61.0,2453.344256,1.4333333333333333,1681394234.0,,8587.956224,,,,2123.0,409672.0,0.0,558.9184673073165,61,,199042.289664,1128213.0,538.0,,0.0,0.0,,1704960.0,0.2079999999999984,0.9333333333333335,300.12036942500805,2.719744,,5.7,1523.0
,,6274.224128,147,,,2.566666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.004086374233654516,,0.7439999999999998,61.0,2453.344256,1.4333333333333333,1681394235.0,,8588.877824,,,,2123.0,417884.0,0.0,159.35179480646934,62,,199041.363968,1149997.0,539.0,,0.0,0.0,,1719124.0,0.2079999999999984,0.9333333333333335,108.02758885173057,2.719744,,5.7,1523.0
,,6274.224128,148,,,2.3666666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.057200504510555625,,0.7480000000000047,61.0,2453.344256,1.4333333333333333,1681394236.0,,8590.057472,,,,2123.0,420878.0,0.0,30.098318146456943,63,,199040.180224,1156124.0,542.0,,0.0,0.0,,1723390.0,0.21000000000000796,0.9000000000000001,79.16015963423465,2.719744,,5.7,1523.0
,,6274.224128,149,,,2.3666666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.004085855263335753,,0.7520000000000095,61.0,2453.344256,1.4333333333333333,1681394237.0,,8596.430848,,,,2123.0,424630.0,0.0,52.49403901862217,64,,199033.81504,1167423.0,543.0,,0.0,0.0,,1730448.0,0.21000000000000796,0.9000000000000001,114.49112301161841,2.719744,,5.7,1523.0
,,6274.224128,150,,,2.3666666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.004085961192030021,,0.7560000000000002,61.0,2453.344256,1.4333333333333333,1681394238.0,,8643.350528,,,,2123.0,450147.0,0.0,27.077034340706074,65,,198986.870784,1224342.0,544.0,,0.0,0.0,,1769930.0,0.21000000000000796,0.9000000000000001,77.73667250054676,2.719744,,5.7,1523.0
,,6274.224128,151,,,2.3666666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.032687767242653425,,0.76400000000001,61.0,2453.344256,1.4333333333333333,1681394239.0,,8654.368768,,,,2123.0,466597.0,0.0,33.74852359843128,66,,198975.87712,1245147.0,550.0,,0.0,0.0,,1787465.0,0.21199999999998909,0.9000000000000001,10.908504864584314,2.719744,,5.7,1523.0
,,6274.224128,152,,,2.3666666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.004085907744747299,,0.7680000000000007,61.0,2453.344256,1.4333333333333333,1681394240.0,,8658.481152,,,,2123.0,469855.0,0.0,27.45865666553096,67,,198971.76064,1252326.0,551.0,,0.0,0.0,,1792335.0,0.21199999999998909,0.9000000000000001,27.201795117785753,2.719744,,5.7,1523.0
,,6274.224128,153,,,2.166666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.06129126911477897,,0.7720000000000056,61.0,2453.344256,1.4000000000000001,1681394241.0,,8657.154048,,,,2123.0,472725.0,0.0,17.003267458039655,68,,198973.087744,1256406.0,554.0,,0.0,0.0,,1795632.0,0.21299999999999386,0.9000000000000001,13.610261009929184,2.719744,,5.7,1523.0
,,6274.224128,154,,,2.166666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.00408580862077523,,0.7760000000000105,61.0,2453.344256,1.4000000000000001,1681394242.0,,8655.998976,,,,2123.0,473945.0,0.0,0.52532965177139,69,,198974.23872,1258338.0,555.0,,0.0,0.0,,1797134.0,0.21399999999999864,0.9000000000000001,13.313623360949201,2.719744,,5.7,1523.0
,,6274.224128,155,,,2.166666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.0040862993999802,,0.7800000000000011,61.0,2453.344256,1.4000000000000001,1681394243.0,,8662.335488,,,,2123.0,477949.0,0.0,14.915878691535292,70,,198967.902208,1268213.0,556.0,,0.0,0.0,,1803630.0,0.21399999999999864,0.9000000000000001,31.9336635968829,2.719744,,5.7,1523.0
,,6274.224128,156,,,2.166666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.004086400477228271,,0.784000000000006,61.0,2453.344256,1.4000000000000001,1681394244.0,,8661.536768,,,,2123.0,480929.0,0.0,33.86564491782787,71,,198968.696832,1273724.0,557.0,,0.0,0.0,,1807614.0,0.21399999999999864,0.9000000000000001,18.4940828424141,2.719744,,5.7,1523.0
,,6274.224128,157,,,2.166666666666667,31823.818752,,0.015999999999998238,6457.872384,,,0.3105461970914491,,0.7920000000000016,61.0,2453.344256,1.4000000000000001,1681394245.0,,8662.028288,,,,2123.0,483856.0,0.0,24.391339964557577,72,,198968.201216,1276651.0,612.0,,0.0,0.0,,1810266.0,0.26499999999998636,0.9000000000000001,14.068448224850211,2.719744,,5.7,1523.0
